id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_onemoretime_04_s_47,40044,event_onemoretime_04_s,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_s_47,False,,4,4,1.0,,poli_c,,,,,,,3,sad,,,5,idle,
event_onemoretime_04_s_48,40044,event_onemoretime_04_s,Self,poli_c,Locale_SubScenario:event_onemoretime_04_s_48,False,,4,4,1.0,,,,,,,,,3,sad,,,5,idle,
event_onemoretime_04_s_49,40044,event_onemoretime_04_s,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_s_49,True,,4,4,1.0,,poli_c,,,,,,,3,sad,,,5,sad,
event_onemoretime_04_s_50,40044,event_onemoretime_04_s,Speech,clay,Locale_SubScenario:event_onemoretime_04_s_50,True,,4,4,1.0,,clay,,,,,,,3,shy,,,5,sad,
event_onemoretime_04_s_51,40044,event_onemoretime_04_s,Self,clay,Locale_SubScenario:event_onemoretime_04_s_51,False,,4,4,1.0,,,,,,,,,3,shy,,,5,sad,
event_onemoretime_04_s_52,40044,event_onemoretime_04_s,Speech,poli_c,Locale_SubScenario:event_onemoretime_04_s_52,True,,4,4,1.0,,poli_c,,,,,,,3,shy,,,5,sad,
event_onemoretime_04_s_53,40044,event_onemoretime_04_s,Monologue,poli_c,Locale_SubScenario:event_onemoretime_04_s_53,False,OutpostOut,4,17,1.0,none,,,,,,,,3,shy,clay,,5,sad,poli_c
event_onemoretime_04_s_54,40044,event_onemoretime_04_s,Monologue,poli_c,Locale_SubScenario:event_onemoretime_04_s_54,False,,17,17,1.0,,,,bay,1,worry,,,,,,,,,
event_onemoretime_04_s_55,40044,event_onemoretime_04_s,Self,poli_c,Locale_SubScenario:event_onemoretime_04_s_55,False,,17,1,1.0,bgm_story_marrybad,,,,1,worry,,,,,,,,,
event_onemoretime_04_s_56,40044,event_onemoretime_04_s,Speech,bay,Locale_SubScenario:event_onemoretime_04_s_56,True,,1,1,1.0,,bay,,,1,worry,,,,,,,,,
event_onemoretime_04_s_57,40044,event_onemoretime_04_s,Speech,bay,Locale_SubScenario:event_onemoretime_04_s_57,False,,1,10,1.0,,bay,,,1,sad,,,,,,,,,
event_onemoretime_04_s_58,40044,event_onemoretime_04_s,Speech,bay,Locale_SubScenario:event_onemoretime_04_s_58,True,,10,10,1.0,,bay,,,1,sad,,,,,,,,,
event_onemoretime_04_s_59,40044,event_onemoretime_04_s,Speech,bay,Locale_SubScenario:event_onemoretime_04_s_59,True,,10,10,1.0,,bay,,,1,sad,,,,,,,,,
event_onemoretime_04_s_60,40044,event_onemoretime_04_s,Self,bay,Locale_SubScenario:event_onemoretime_04_s_60,False,,10,10,1.0,,,,,1,sad,,,,,,,,,
event_onemoretime_04_s_61,40044,event_onemoretime_04_s,Speech,bay,Locale_SubScenario:event_onemoretime_04_s_61,True,,10,10,1.0,,bay,,,1,sad,,,,,,,,,
event_onemoretime_04_s_62,40044,event_onemoretime_04_s,Speech,bay,Locale_SubScenario:event_onemoretime_04_s_62,False,,10,10,1.0,,bay,,,1,sad,,,,,,,,,
event_onemoretime_04_s_63,40044,event_onemoretime_04_s,Speech,bay,Locale_SubScenario:event_onemoretime_04_s_63,True,,10,10,1.0,,bay,,,1,sad,,,,,,,,,
event_onemoretime_04_s_64,40044,event_onemoretime_04_s,Speech,bay,Locale_SubScenario:event_onemoretime_04_s_64,True,,10,10,1.0,,bay,,,1,sad,,,,,,,,,
event_onemoretime_04_s_65,40044,event_onemoretime_04_s,Speech,bay,Locale_SubScenario:event_onemoretime_04_s_65,True,,10,10,1.0,,bay,,,1,sad,,,,,,,,,
event_onemoretime_04_s_66,40044,event_onemoretime_04_s,Speech,bay,Locale_SubScenario:event_onemoretime_04_s_66,True,,10,10,1.0,,bay,,,1,sad,,,,,,,,,
event_onemoretime_04_s_67,40044,event_onemoretime_04_s,Speech,bay,Locale_SubScenario:event_onemoretime_04_s_67,True,,10,10,1.0,,bay,,,1,sad,,,,,,,,,
event_onemoretime_04_s_68,40044,event_onemoretime_04_s,Monologue,bay,Locale_SubScenario:event_onemoretime_04_s_68,False,,10,10,1.0,,,,,1,sad,,,,,,,,,
event_onemoretime_04_s_69,40044,event_onemoretime_04_s,Self,bay,Locale_SubScenario:event_onemoretime_04_s_69,False,,10,10,1.0,,,,,1,sad,,,,,,,,,
event_onemoretime_04_s_70,40044,event_onemoretime_04_s,Choice,bay,Locale_SubScenario:event_onemoretime_04_s_70,False,,10,10,1.0,,,event_onemoretime_04_s_72,,1,sad,,,,,,,,,
event_onemoretime_04_s_71,40044,event_onemoretime_04_s,Choice,bay,Locale_SubScenario:event_onemoretime_04_s_71,False,,10,10,1.0,,,event_onemoretime_04_s_72,,1,sad,,,,,,,,,
event_onemoretime_04_s_72,40044,event_onemoretime_04_s,Speech,bay,Locale_SubScenario:event_onemoretime_04_s_72,True,,10,100,1.0,,bay,,,1,sad,,,,,,,,,
event_onemoretime_04_s_73,40044,event_onemoretime_04_s,Self,bay,Locale_SubScenario:event_onemoretime_04_s_73,False,,100,100,1.0,,,,,1,sad,,,,,,,,,
event_onemoretime_04_s_74,40044,event_onemoretime_04_s,Self,bay,Locale_SubScenario:event_onemoretime_04_s_74,False,,100,100,1.0,,,,,1,sad,,,,,,,,,
event_onemoretime_04_s_75,40044,event_onemoretime_04_s,Speech,bay,Locale_SubScenario:event_onemoretime_04_s_75,False,,100,100,1.0,,bay,,,1,sad,,,,,,,,,
event_onemoretime_04_s_76,40044,event_onemoretime_04_s,Self,bay,Locale_SubScenario:event_onemoretime_04_s_76,False,,100,100,1.0,,,,,1,sad,,,,,,,,,
event_onemoretime_04_s_77,40044,event_onemoretime_04_s,Self,bay,Locale_SubScenario:event_onemoretime_04_s_77,False,,100,100,1.0,,,,,1,sad,,,,,,,,,
event_onemoretime_04_s_78,40044,event_onemoretime_04_s,Speech,bay,Locale_SubScenario:event_onemoretime_04_s_78,True,,100,100,1.0,,bay,,,1,worry,,,,,,,,,
event_onemoretime_04_s_79,40044,event_onemoretime_04_s,Self,bay,Locale_SubScenario:event_onemoretime_04_s_79,False,,100,100,1.0,,,,,1,worry,,,,,,,,,
event_onemoretime_04_s_80,40044,event_onemoretime_04_s,Speech,bay,Locale_SubScenario:event_onemoretime_04_s_80,False,,100,100,1.0,,bay,,,1,sad,,,,,,,,,
event_onemoretime_04_s_81,40044,event_onemoretime_04_s,Self,bay,Locale_SubScenario:event_onemoretime_04_s_81,False,,100,100,1.0,,,,,1,sad,,,,,,,,,
event_onemoretime_04_s_82,40044,event_onemoretime_04_s,Self,bay,Locale_SubScenario:event_onemoretime_04_s_82,False,,100,100,1.0,,,,,1,sad,,,,,,,,,
event_onemoretime_04_s_83,40044,event_onemoretime_04_s,Speech,bay,Locale_SubScenario:event_onemoretime_04_s_83,True,,100,100,1.0,,bay,,,1,sad,,,,,,,,,
event_onemoretime_04_s_84,40044,event_onemoretime_04_s,Self,bay,Locale_SubScenario:event_onemoretime_04_s_84,False,,100,100,1.0,,,,,1,sad,,,,,,,,,
event_onemoretime_04_s_85,40044,event_onemoretime_04_s,Self,bay,Locale_SubScenario:event_onemoretime_04_s_85,False,,100,100,1.0,,,,,1,sad,,,,,,,,,
event_onemoretime_04_s_86,40044,event_onemoretime_04_s,Self,bay,Locale_SubScenario:event_onemoretime_04_s_86,False,,100,100,1.0,,,,,1,sad,,,,,,,,,
event_onemoretime_04_s_87,40044,event_onemoretime_04_s,Speech,bay,Locale_SubScenario:event_onemoretime_04_s_87,True,,100,10,1.0,,bay,,,1,sad,,,,,,,,,
event_onemoretime_04_s_88,40044,event_onemoretime_04_s,Speech,bay,Locale_SubScenario:event_onemoretime_04_s_88,True,,10,10,1.0,,bay,,,1,idle,,,,,,,,,
event_onemoretime_04_s_89,40044,event_onemoretime_04_s,Self,bay,Locale_SubScenario:event_onemoretime_04_s_89,False,,10,10,1.0,,,,,1,idle,,,,,,,,,
event_onemoretime_04_s_90,40044,event_onemoretime_04_s,Speech,bay,Locale_SubScenario:event_onemoretime_04_s_90,True,,10,10,1.0,,bay,,,1,idle,,,,,,,,,
event_onemoretime_04_s_91,40044,event_onemoretime_04_s,Speech,bay,Locale_SubScenario:event_onemoretime_04_s_91,True,,10,10,1.0,,bay,,,1,delight,,,,,,,,,
