id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
event_liarsend_04_19,130004,event_liarsend_04,Speech,Locale_SubScenario:event_liarsend_04_19,True,,S_100,S_10,1.0,,,delta,delta,,,1,surprise
event_liarsend_04_20,130004,event_liarsend_04,Speech,Locale_SubScenario:event_liarsend_04_20,True,,S_10,S_10,1.0,,,delta,delta,,,1,surprise
event_liarsend_04_21,130004,event_liarsend_04,Self,Locale_SubScenario:event_liarsend_04_21,False,,S_10,S_10,1.0,,,delta,,,,1,surprise
event_liarsend_04_22,130004,event_liarsend_04,Speech,Locale_SubScenario:event_liarsend_04_22,True,,S_10,S_10,1.0,,,delta,delta,,,1,surprise
event_liarsend_04_23,130004,event_liarsend_04,Monologue,Locale_SubScenario:event_liarsend_04_23,False,,S_10,S_100,1.0,,,delta,,,,1,surprise
event_liarsend_04_24,130004,event_liarsend_04,Self,Locale_SubScenario:event_liarsend_04_24,False,,S_100,S_100,1.0,,none,delta,,,,1,surprise
event_liarsend_04_25,130004,event_liarsend_04,Speech,Locale_SubScenario:event_liarsend_04_25,False,,S_100,S_10,1.0,,,delta,delta,,,1,surprise
event_liarsend_04_26,130004,event_liarsend_04,Speech,Locale_SubScenario:event_liarsend_04_26,True,,S_10,S_10,1.0,,bgm_story_herecomestrouble,delta,delta,,,1,surprise
event_liarsend_04_27,130004,event_liarsend_04,Speech,Locale_SubScenario:event_liarsend_04_27,True,,S_10,S_10,1.0,,,delta,delta,,,1,surprise
event_liarsend_04_28,130004,event_liarsend_04,Speech,Locale_SubScenario:event_liarsend_04_28,True,,S_10,S_10,1.0,,,delta,delta,,,1,surprise
event_liarsend_04_29,130004,event_liarsend_04,Speech,Locale_SubScenario:event_liarsend_04_29,True,,S_10,S_10,1.0,,,delta,delta,,,1,surprise
event_liarsend_04_30,130004,event_liarsend_04,Self,Locale_SubScenario:event_liarsend_04_30,False,,S_10,S_10,1.0,,,delta,,,,1,surprise
event_liarsend_04_31,130004,event_liarsend_04,Speech,Locale_SubScenario:event_liarsend_04_31,True,,S_10,S_10,1.0,,,delta,delta,,,1,idle
event_liarsend_04_32,130004,event_liarsend_04,Speech,Locale_SubScenario:event_liarsend_04_32,True,,S_10,S_10,1.0,,,delta,delta,,,1,idle
event_liarsend_04_33,130004,event_liarsend_04,Speech,Locale_SubScenario:event_liarsend_04_33,True,,S_10,S_10,1.0,,,delta,delta,,,1,idle
event_liarsend_04_34,130004,event_liarsend_04,Self,Locale_SubScenario:event_liarsend_04_34,False,,S_10,S_10,1.0,,,delta,,,,1,idle
event_liarsend_04_35,130004,event_liarsend_04,Monologue,Locale_SubScenario:event_liarsend_04_35,False,,S_10,S_50,2.0,,,delta,,,,1,idle
event_liarsend_04_36,130004,event_liarsend_04,Self,Locale_SubScenario:event_liarsend_04_36,False,,S_50,S_50,1.0,,,delta,,,,1,idle
event_liarsend_04_37,130004,event_liarsend_04,Monologue,Locale_SubScenario:event_liarsend_04_37,False,,S_50,S_50,1.0,,,delta,,,,1,idle
event_liarsend_04_38,130004,event_liarsend_04,Speech,Locale_SubScenario:event_liarsend_04_38,True,,S_50,S_10,1.0,,,delta,delta,,,1,delight
event_liarsend_04_39,130004,event_liarsend_04,Self,Locale_SubScenario:event_liarsend_04_39,False,,S_10,S_10,1.0,,,delta,,,,1,delight
event_liarsend_04_40,130004,event_liarsend_04,Speech,Locale_SubScenario:event_liarsend_04_40,True,,S_10,S_10,1.0,,,delta,delta,,,1,delight
event_liarsend_04_41,130004,event_liarsend_04,Speech,Locale_SubScenario:event_liarsend_04_41,True,,S_10,S_100,1.0,,,delta,delta,,,1,delight
event_liarsend_04_42,130004,event_liarsend_04,Self,Locale_SubScenario:event_liarsend_04_42,False,,S_100,S_100,1.0,,,delta,,,,1,delight
event_liarsend_04_43,130004,event_liarsend_04,Speech,Locale_SubScenario:event_liarsend_04_43,True,,S_100,S_100,1.0,,,delta,delta,,,1,delight
event_liarsend_04_44,130004,event_liarsend_04,Self,Locale_SubScenario:event_liarsend_04_44,False,,S_100,S_100,1.0,,,delta,,,,1,delight
event_liarsend_04_45,130004,event_liarsend_04,Speech,Locale_SubScenario:event_liarsend_04_45,True,,S_100,S_10,1.0,,,delta,delta,,,1,delight
event_liarsend_04_46,130004,event_liarsend_04,Speech,Locale_SubScenario:event_liarsend_04_46,True,,S_10,S_10,1.0,,,delta,delta,,,1,delight
event_liarsend_04_47,130004,event_liarsend_04,Self,Locale_SubScenario:event_liarsend_04_47,False,,S_10,S_10,1.0,,,delta,,,,1,delight
event_liarsend_04_48,130004,event_liarsend_04,Speech,Locale_SubScenario:event_liarsend_04_48,True,,S_10,S_10,1.0,,,delta,delta,,,1,delight
event_liarsend_04_49,130004,event_liarsend_04,Speech,Locale_SubScenario:event_liarsend_04_49,True,,S_10,S_10,1.0,,,delta,delta,,,1,delight
