id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,fade
event_lastkingdom1_03_e_30,40045,event_lastkingdom1_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_03_e_30,True,,1,idle,,13,void,,30,30,1.0,,,,15,angry_03,,3,idle,
event_lastkingdom1_03_e_31,40045,event_lastkingdom1_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_03_e_31,True,,1,idle,,13,void,,XXS_150,XXS_150,1.0,,,,15,void,,3,idle,
event_lastkingdom1_03_e_32,40045,event_lastkingdom1_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_03_e_32,True,,1,idle,,13,void,,30,30,1.0,,,,15,void,,3,idle,
event_lastkingdom1_03_e_33,40045,event_lastkingdom1_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_03_e_33,True,,1,idle,,13,void,,30,30,1.0,,,,15,void,,3,idle,
event_lastkingdom1_03_e_34,40045,event_lastkingdom1_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_03_e_34,True,,1,idle,,13,void,,XXS_150,XXS_150,1.0,,,,15,void,,3,idle,
event_lastkingdom1_03_e_35,40045,event_lastkingdom1_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_03_e_35,True,,1,idle,,13,void,,30,30,1.0,,,,15,void,,3,idle,
event_lastkingdom1_03_e_36,40045,event_lastkingdom1_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_03_e_36,True,,1,surprise,,13,void,,30,31,1.0,,,,15,void,,3,idle,
event_lastkingdom1_03_e_37,40045,event_lastkingdom1_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_03_e_37,True,,1,surprise,,13,void,,31,31,1.0,,,,15,void,,3,idle,
event_lastkingdom1_03_e_38,40045,event_lastkingdom1_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_03_e_38,True,,1,surprise,,13,void,,31,31,1.0,,,,15,void,,3,idle,
event_lastkingdom1_03_e_39,40045,event_lastkingdom1_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_03_e_39,True,,1,surprise,,13,void,,31,31,1.0,,,,15,void,,3,idle,
event_lastkingdom1_03_e_40,40045,event_lastkingdom1_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_03_e_40,True,,1,surprise,,13,void,,31,31,1.0,,,,15,void,,3,idle,
event_lastkingdom1_03_e_41,40045,event_lastkingdom1_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_03_e_41,False,,1,idle,,13,void,,31,31,1.0,,,,15,void,,3,idle,
event_lastkingdom1_03_e_42,40045,event_lastkingdom1_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_03_e_42,True,,1,idle,,13,void,,31,30,1.0,,,,15,void,,3,idle,
event_lastkingdom1_03_e_43,40045,event_lastkingdom1_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_03_e_43,True,,1,idle,,13,void,,30,300,1.0,,,,15,void,,3,idle,
event_lastkingdom1_03_e_44,40045,event_lastkingdom1_03_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_03_e_44,True,,1,idle,,13,angry,,1300,1300,1.0,,,,15,void,,3,idle,
event_lastkingdom1_03_e_45,40045,event_lastkingdom1_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_03_e_45,True,,1,idle,,13,angry,,XXS_1500,XXS_1500,1.0,,,,15,void,,3,idle,
event_lastkingdom1_03_e_46,40045,event_lastkingdom1_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_03_e_46,True,,1,idle,,13,angry,,300,300,1.0,,,,15,void,,3,idle,
event_lastkingdom1_03_e_47,40045,event_lastkingdom1_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_03_e_47,True,,1,idle,,13,angry,,300,30,1.0,,,,15,void,,3,idle,
event_lastkingdom1_03_e_48,40045,event_lastkingdom1_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_03_e_48,True,,1,idle,,13,angry,,30,30,1.0,,,,15,void,,3,idle,
event_lastkingdom1_03_e_49,40045,event_lastkingdom1_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_03_e_49,True,,1,idle,,13,angry,,30,31,1.0,,,,15,void,,3,idle,
event_lastkingdom1_03_e_50,40045,event_lastkingdom1_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_03_e_50,True,,1,think,,13,angry,,31,31,1.0,,,,15,void,,3,idle,
event_lastkingdom1_03_e_51,40045,event_lastkingdom1_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_03_e_51,True,,1,think,,13,angry,,31,31,1.0,,,,15,void,,3,idle,
event_lastkingdom1_03_e_52,40045,event_lastkingdom1_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_03_e_52,True,,1,think,,13,angry,,31,31,1.0,,,,15,void,,3,idle,
