id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,set_camera_shake,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_nyanyaparadise_02_e_11,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_11,False,,XS_100,XS_10,1.0,,ruru,ruru,,,,,1,sad,,,
event_nyanyaparadise_02_e_12,40022,event_nyanyaparadise_02_e,Narration,Locale_SubScenario:event_nyanyaparadise_02_e_12,False,Backstreet,black,black,1.0,,,,,,,,1,sad,,,
event_nyanyaparadise_02_e_13,40022,event_nyanyaparadise_02_e,Narration,Locale_SubScenario:event_nyanyaparadise_02_e_13,False,,black,black,1.0,,,,sfx_scn_hammer,,,,1,sad,,,
event_nyanyaparadise_02_e_14,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_14,False,,1,1,1.0,,ruru,ruru,,,,,1,sad,,,
event_nyanyaparadise_02_e_15,40022,event_nyanyaparadise_02_e,Monologue,Locale_SubScenario:event_nyanyaparadise_02_e_15,False,,1,1,1.0,,,,,,,,1,sad,,,
event_nyanyaparadise_02_e_16,40022,event_nyanyaparadise_02_e,Narration,Locale_SubScenario:event_nyanyaparadise_02_e_16,False,,1,1,1.0,,,,sfx_scn_fragment,Low_2,,,1,sad,,,
event_nyanyaparadise_02_e_17,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_17,False,,1,XS_10,0.5,,ruru,ruru,,,,,1,surprise,,,
event_nyanyaparadise_02_e_18,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_18,True,,XS_10,XS_10,1.0,,ruru,ruru,,,,,1,surprise,,,
event_nyanyaparadise_02_e_19,40022,event_nyanyaparadise_02_e,Monologue,Locale_SubScenario:event_nyanyaparadise_02_e_19,False,,XS_10,XS_10,1.0,,,,,Low_2,,,1,surprise,,,
event_nyanyaparadise_02_e_20,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_20,True,,XS_10,XS_10,1.0,,supervisor,supervisor,,,,,1,surprise,,,
event_nyanyaparadise_02_e_21,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_21,True,,XS_10,XS_10,1.0,,supervisor,supervisor,,,,,1,surprise,,,
event_nyanyaparadise_02_e_22,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_22,True,,XS_10,XS_10,1.0,,supervisor,supervisor,,,,,1,surprise,,,
event_nyanyaparadise_02_e_23,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_23,True,,XS_10,XS_10,1.0,,staff,staff,,,,,1,surprise,,,
event_nyanyaparadise_02_e_24,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_24,True,,XS_10,1,1.0,,staff,staff,,,,,1,surprise,,,
event_nyanyaparadise_02_e_25,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_25,True,,1,1,1.0,,supervisor,supervisor,,,,,1,surprise,,,
event_nyanyaparadise_02_e_26,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_26,True,,1,1,1.0,,supervisor,supervisor,,,,,1,surprise,,,
event_nyanyaparadise_02_e_27,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_27,True,,1,1,1.0,,staff,staff,,,,,1,surprise,,,
event_nyanyaparadise_02_e_28,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_28,True,,1,XS_100,2.0,,ruru,ruru,,,,,1,special,,,
event_nyanyaparadise_02_e_29,40022,event_nyanyaparadise_02_e,Narration,Locale_SubScenario:event_nyanyaparadise_02_e_29,False,,XS_100,XS_100,1.0,,,,,,,,1,special,,,
event_nyanyaparadise_02_e_30,40022,event_nyanyaparadise_02_e,Monologue,Locale_SubScenario:event_nyanyaparadise_02_e_30,False,,black,black,1.0,,,,,,,,1,special,,,
event_nyanyaparadise_02_e_31,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_31,True,Drain,1,1,1.0,,kingcat,kingcat,,,black,,1,sad,nero,5,idle
event_nyanyaparadise_02_e_32,40022,event_nyanyaparadise_02_e,Narration,Locale_SubScenario:event_nyanyaparadise_02_e_32,False,,1,1,1.0,,,,sfx_scn_comicchop,,,,1,sad,,5,idle
event_nyanyaparadise_02_e_33,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_33,True,,1,XS_10,1.0,,ruru,ruru,,,,,1,sad,,5,idle
event_nyanyaparadise_02_e_34,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_34,True,,XS_10,XS_10,1.0,,kingcat,kingcat,,,,,1,sad,,5,idle
event_nyanyaparadise_02_e_35,40022,event_nyanyaparadise_02_e,Narration,Locale_SubScenario:event_nyanyaparadise_02_e_35,False,,XS_10,XS_10,1.0,,,,sfx_scn_comicchop,,,,1,sad,,5,idle
event_nyanyaparadise_02_e_36,40022,event_nyanyaparadise_02_e,Self,Locale_SubScenario:event_nyanyaparadise_02_e_36,False,,XS_10,XS_10,1.0,,,,,,,,1,sad,,5,idle
event_nyanyaparadise_02_e_37,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_37,True,,XS_10,L_50,2.0,,nero,nero,,,,,1,sad,,5,idle
event_nyanyaparadise_02_e_38,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_38,True,,L_50,L_50,1.0,none,nero,nero,,,,,1,sad,,5,idle
event_nyanyaparadise_02_e_39,40022,event_nyanyaparadise_02_e,Self,Locale_SubScenario:event_nyanyaparadise_02_e_39,False,,L_50,L_50,1.0,,,,,,,,1,sad,,5,idle
event_nyanyaparadise_02_e_40,40022,event_nyanyaparadise_02_e,Self,Locale_SubScenario:event_nyanyaparadise_02_e_40,False,,L_50,L_50,1.0,,,,,,,,1,sad,,5,idle
event_nyanyaparadise_02_e_41,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_41,True,,L_50,L_50,1.0,bgm_story_weare,nero,nero,,,,,1,sad,,5,idle
event_nyanyaparadise_02_e_42,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_42,True,,L_50,L_500,1.0,,nero,nero,,,,,1,sad,,5,idle
event_nyanyaparadise_02_e_43,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_43,True,,L_500,L_500,1.0,,nero,nero,,,,,1,sad,,5,idle
event_nyanyaparadise_02_e_44,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_44,True,,L_500,L_500,1.0,,nero,nero,,,,,1,sad,,5,idle
event_nyanyaparadise_02_e_45,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_45,True,,L_500,L_500,1.0,,nero,nero,,,,,1,sad,,5,idle
event_nyanyaparadise_02_e_46,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_46,True,,L_500,L_500,1.0,,nero,nero,,,,,1,sad,,5,idle
event_nyanyaparadise_02_e_47,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_47,True,,L_500,L_50,1.0,,nero,nero,,,,,1,sad,,5,idle
event_nyanyaparadise_02_e_48,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_48,True,,L_50,L_50,1.0,,nero,nero,,,,,1,sad,,5,idle
event_nyanyaparadise_02_e_49,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_49,True,,L_50,L_50,1.0,,nero,nero,,,,,1,sad,,5,idle
event_nyanyaparadise_02_e_50,40022,event_nyanyaparadise_02_e,Self,Locale_SubScenario:event_nyanyaparadise_02_e_50,False,,L_50,L_50,1.0,,,,,,,,1,sad,,5,idle
event_nyanyaparadise_02_e_51,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_51,True,,L_50,L_50,1.0,,nero,nero,,,,,1,sad,,5,idle
event_nyanyaparadise_02_e_52,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_52,True,,L_50,L_500,1.0,,nero,nero,,,,,1,sad,,5,idle
event_nyanyaparadise_02_e_53,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_53,True,,L_500,L_500,1.0,,nero,nero,,,,,1,sad,,5,idle
event_nyanyaparadise_02_e_54,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_54,True,,L_500,L_500,1.0,,nero,nero,,,,,1,sad,,5,idle
event_nyanyaparadise_02_e_55,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_55,True,,L_500,L_500,1.0,,nero,nero,,,,,1,sad,,5,idle
event_nyanyaparadise_02_e_56,40022,event_nyanyaparadise_02_e,Self,Locale_SubScenario:event_nyanyaparadise_02_e_56,False,,L_500,L_500,1.0,,,,,,,,1,sad,,5,idle
event_nyanyaparadise_02_e_57,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_57,True,,L_500,L_500,1.0,,nero,nero,,,,,1,sad,,5,idle
event_nyanyaparadise_02_e_58,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_58,True,,L_500,L_50,0.5,,nero,nero,,,,,1,sad,,5,idle
event_nyanyaparadise_02_e_59,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_59,True,,L_50,L_50,1.0,,nero,nero,,,,,1,sad,,5,idle
event_nyanyaparadise_02_e_60,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_60,True,,L_50,L_50,1.0,,nero,nero,,,,,1,sad,,5,idle
event_nyanyaparadise_02_e_61,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_61,True,,L_50,L_50,1.0,,nero,nero,,,,,1,sad,,5,idle
event_nyanyaparadise_02_e_62,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_62,True,,L_50,L_50,1.0,,nero,nero,,,,,1,sad,,5,idle
event_nyanyaparadise_02_e_63,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_63,True,,L_50,L_50,1.0,,nero,nero,,,,,1,sad,,5,idle
event_nyanyaparadise_02_e_64,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_64,True,,L_50,L_50,1.0,,nero,nero,,,,,1,sad,,5,idle
event_nyanyaparadise_02_e_65,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_65,True,,L_50,L_50,1.0,,nero,nero,,,,,1,sad,,5,idle
event_nyanyaparadise_02_e_66,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_66,True,,L_50,L_500,1.0,,nero,nero,,,,,1,sad,,5,idle
event_nyanyaparadise_02_e_67,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_67,True,,L_500,L_500,1.0,,nero,nero,,,,,1,sad,,5,idle
event_nyanyaparadise_02_e_68,40022,event_nyanyaparadise_02_e,Narration,Locale_SubScenario:event_nyanyaparadise_02_e_68,False,,L_500,L_500,1.0,,,,sfx_scn_waterdive,,,,1,sad,,5,idle
event_nyanyaparadise_02_e_69,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_69,False,,L_500,XS_10,1.0,,ruru,ruru,,,,,1,surprise,,5,idle
event_nyanyaparadise_02_e_70,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_70,True,,XS_10,XS_10,1.0,,ruru,ruru,,,,,1,surprise,,5,idle
event_nyanyaparadise_02_e_71,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_71,True,,XS_10,XS_10,1.0,,ruru,ruru,,,,,1,surprise,,5,idle
event_nyanyaparadise_02_e_72,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_72,True,,XS_10,XS_100,0.5,,ruru,ruru,,,,,1,surprise,,5,idle
event_nyanyaparadise_02_e_73,40022,event_nyanyaparadise_02_e,Self,Locale_SubScenario:event_nyanyaparadise_02_e_73,False,,XS_100,XS_100,1.0,,,,,,,,1,surprise,,5,idle
event_nyanyaparadise_02_e_74,40022,event_nyanyaparadise_02_e,Monologue,Locale_SubScenario:event_nyanyaparadise_02_e_74,False,,XS_100,XS_100,1.0,,,,,,,,1,surprise,,5,idle
event_nyanyaparadise_02_e_75,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_75,True,,L_50,L_50,1.0,,nero,nero,,,,,1,surprise,,5,idle
event_nyanyaparadise_02_e_76,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_76,True,,L_50,L_50,1.0,,nero,nero,,,,,1,surprise,,5,idle
event_nyanyaparadise_02_e_77,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_77,True,,L_50,L_50,1.0,,nero,nero,,,,,1,surprise,,5,idle
event_nyanyaparadise_02_e_78,40022,event_nyanyaparadise_02_e,Monologue,Locale_SubScenario:event_nyanyaparadise_02_e_78,False,,L_50,31,2.0,,,,,,,,1,surprise,,3,idle
event_nyanyaparadise_02_e_79,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_79,False,,31,31,1.0,,ruru,ruru,,,,,1,surprise,,3,idle
event_nyanyaparadise_02_e_80,40022,event_nyanyaparadise_02_e,Monologue,Locale_SubScenario:event_nyanyaparadise_02_e_80,False,,31,31,1.0,,,,,,,,1,sad,,3,idle
event_nyanyaparadise_02_e_81,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_81,True,,31,31,1.0,,nero,nero,,,,,1,sad,,3,idle
event_nyanyaparadise_02_e_82,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_82,True,,31,31,1.0,,nero,nero,,,,,1,sad,,3,idle
event_nyanyaparadise_02_e_83,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_83,True,,31,31,1.0,,nero,nero,,,,,1,sad,,3,idle
event_nyanyaparadise_02_e_84,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_84,True,,31,31,1.0,,nero,nero,,,,,1,sad,,3,idle
event_nyanyaparadise_02_e_85,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_85,True,,31,31,1.0,,ruru,ruru,,,,,1,sad,,3,idle
event_nyanyaparadise_02_e_86,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_86,True,,31,31,1.0,,ruru,ruru,,,,,1,sad,,3,idle
event_nyanyaparadise_02_e_87,40022,event_nyanyaparadise_02_e,Self,Locale_SubScenario:event_nyanyaparadise_02_e_87,False,,31,31,1.0,,,,,,,,1,sad,,3,idle
event_nyanyaparadise_02_e_88,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_88,True,,31,L_30,2.0,,nero,nero,,,,,1,sad,,3,idle
event_nyanyaparadise_02_e_89,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_89,True,,L_30,L_30,1.0,,nero,nero,,,,,1,sad,,3,idle
event_nyanyaparadise_02_e_90,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_90,False,,L_30,L_30,1.0,,nero,nero,,,,,1,sad,,3,idle
event_nyanyaparadise_02_e_91,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_91,True,,L_30,L_300,1.0,,nero,nero,,,,,1,sad,,3,idle
event_nyanyaparadise_02_e_92,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_92,True,,L_300,L_300,1.0,,nero,nero,,,,,1,sad,,3,idle
event_nyanyaparadise_02_e_93,40022,event_nyanyaparadise_02_e,Speech,Locale_SubScenario:event_nyanyaparadise_02_e_93,True,,L_300,L_300,1.0,,nero,nero,,,,,1,sad,,3,idle
