id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,speaker,characters/3/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/9/show_char_id,characters/9/set_char_position,characters/9/set_char_anim,characters/9/hide_char_id,characters/2/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id
event_ce006_1_06_s_32,40079,event_ce006_1_06_s,Speech,ce006_01,Locale_MainScenario:event_ce006_1_06_s_32,True,,6,6,1.0,,,,,19,idle,,17,void,,3,idle,,,,,13,idle,,15,idle,ce006_01,,,9,idle,,7,no,,5,no,,1,idle,,,,
event_ce006_1_06_s_33,40079,event_ce006_1_06_s,Speech,elegg,Locale_MainScenario:event_ce006_1_06_s_33,True,,2,2,1.0,,,,,19,idle,,17,void,,3,idle,,,,,13,idle,,15,idle,elegg,,,9,idle,,7,no,,5,no,,1,delight,,,,
event_ce006_1_06_s_34,40079,event_ce006_1_06_s,Speech,elegg,Locale_MainScenario:event_ce006_1_06_s_34,True,,2,2,1.0,,,,,19,idle,,17,void,,3,idle,,,,,13,idle,,15,idle,elegg,,,9,idle,,7,no,,5,no,,1,delight,,,,
event_ce006_1_06_s_35,40079,event_ce006_1_06_s,Speech,elegg,Locale_MainScenario:event_ce006_1_06_s_35,True,,2,2,1.0,,,,,19,idle,,17,void,,3,idle,,,,,13,idle,,15,idle,elegg,,,9,idle,,7,no,,5,no,,1,delight,,,,
event_ce006_1_06_s_36,40079,event_ce006_1_06_s,Speech,privaty,Locale_MainScenario:event_ce006_1_06_s_36,True,,2,2,1.0,,,,,19,idle,,17,void,,3,idle,,,,,13,idle,,15,idle,privaty,,,9,idle,,7,no,,5,no,,1,delight,,,,
event_ce006_1_06_s_37,40079,event_ce006_1_06_s,Speech,privaty,Locale_MainScenario:event_ce006_1_06_s_37,True,,2,2,1.0,,,,,19,idle,,17,void,,3,idle,,,,,13,idle,,15,idle,privaty,,,9,idle,,7,no,,5,no,,1,delight,,,,
event_ce006_1_06_s_38,40079,event_ce006_1_06_s,Speech,privaty,Locale_MainScenario:event_ce006_1_06_s_38,True,,2,2,1.0,,,,,19,idle,,17,void,,3,idle,,,,,13,idle,,15,idle,privaty,,,9,idle,,7,no,,5,no,,1,delight,,,,
event_ce006_1_06_s_39,40079,event_ce006_1_06_s,Speech,ce006_03,Locale_MainScenario:event_ce006_1_06_s_39,True,,8,8,1.0,,,,,19,idle,,17,void,,3,idle,,,,,13,idle,,15,idle,ce006_03,,,9,idle,,7,idle,,5,no,,1,delight,,,,
event_ce006_1_06_s_40,40079,event_ce006_1_06_s,Speech,ce006_03,Locale_MainScenario:event_ce006_1_06_s_40,True,,8,8,1.0,,,,,19,idle,,17,void,,3,idle,,,,,13,idle,,15,idle,ce006_03,,,9,idle,,7,idle,,5,no,,1,delight,,,,
event_ce006_1_06_s_41,40079,event_ce006_1_06_s,Speech,privaty,Locale_MainScenario:event_ce006_1_06_s_41,True,,2,2,1.0,,,,,19,idle,,17,void,,3,idle,,,,,13,idle,,15,idle,privaty,,,9,idle,,7,idle,,5,no,,1,idle,,,,
event_ce006_1_06_s_42,40079,event_ce006_1_06_s,Speech,ce006_npc_01,Locale_MainScenario:event_ce006_1_06_s_42,True,,8,8,1.0,,,,,19,idle,,17,void,,3,idle,,,,,13,idle,,15,idle,ce006_npc_01,,,9,delight,,7,idle,,5,no,,1,idle,,,,
event_ce006_1_06_s_43,40079,event_ce006_1_06_s,Speech,ce006_npc_01,Locale_MainScenario:event_ce006_1_06_s_43,True,,8,8,1.0,,none,,,19,idle,,17,void,,3,idle,,,,,13,idle,,15,idle,ce006_npc_01,,,9,idle,,7,idle,,5,no,,1,idle,,,,
event_ce006_1_06_s_44,40079,event_ce006_1_06_s,Speech,ce006_npc_01,Locale_MainScenario:event_ce006_1_06_s_44,True,,8,8,1.0,,,,,19,idle,,17,void,,3,idle,,,,,13,idle,,15,idle,ce006_npc_01,,,9,idle,,7,idle,,5,no,,1,idle,,,,
event_ce006_1_06_s_45,40079,event_ce006_1_06_s,Speech,privaty,Locale_MainScenario:event_ce006_1_06_s_45,True,,2,2,1.0,,,,,19,idle,,17,void,,3,idle,,,,,13,idle,,15,idle,privaty,,,9,idle,,7,idle,,5,no,,1,idle,,,,
event_ce006_1_06_s_46,40079,event_ce006_1_06_s,Speech,ce006_npc_01,Locale_MainScenario:event_ce006_1_06_s_46,True,,8,8,1.0,,,,,19,idle,,17,void,,3,idle,,,,,13,idle,,15,idle,ce006_npc_01,,,9,smile,,7,idle,,5,no,,1,idle,,,,
event_ce006_1_06_s_47,40079,event_ce006_1_06_s,Speech,ce006_03,Locale_MainScenario:event_ce006_1_06_s_47,True,,8,8,1.0,,,,,19,idle,,17,void,,3,idle,,,,,13,idle,,15,idle,ce006_03,,,9,smile,,7,delight,,5,no,,1,idle,,,,
event_ce006_1_06_s_48,40079,event_ce006_1_06_s,Speech,ce006_01,Locale_MainScenario:event_ce006_1_06_s_48,False,,black,black,1.0,,bgm_heartdestroyer,,,19,idle,,17,void,,3,idle,,,,,13,idle,,15,idle,ce006_01,,,9,smile,,7,delight,,5,no,,1,idle,,,,
event_ce006_1_06_s_49,40079,event_ce006_1_06_s,Speech,ce006_01,Locale_MainScenario:event_ce006_1_06_s_49,True,,5,5,1.0,,,,,19,idle,,17,void,,3,idle,,,,,13,idle,,15,idle,ce006_01,,,9,smile,,7,delight,,5,no,,1,idle,,,,
event_ce006_1_06_s_50,40079,event_ce006_1_06_s,Speech,ce006_01,Locale_MainScenario:event_ce006_1_06_s_50,True,,5,5,1.0,,,,,19,idle,,17,void,,3,idle,,,,,13,idle,,15,idle,ce006_01,,,9,smile,,7,delight,,5,no,,1,idle,,,,
event_ce006_1_06_s_51,40079,event_ce006_1_06_s,Speech,ce006_01,Locale_MainScenario:event_ce006_1_06_s_51,True,,5,5,1.0,,,,,19,idle,,17,void,,3,idle,,,,,13,idle,,15,idle,ce006_01,,,9,smile,,7,delight,,5,no,,1,idle,,,,
event_ce006_1_06_s_52,40079,event_ce006_1_06_s,Speech,ce006_npc_01,Locale_MainScenario:event_ce006_1_06_s_52,True,,5,8,1.5,,,,,19,idle,,17,void,,3,idle,,,,,13,idle,,15,idle,ce006_npc_01,,,9,idle,,7,delight,,5,no,,1,idle,,,,
event_ce006_1_06_s_53,40079,event_ce006_1_06_s,Speech,ce006_03,Locale_MainScenario:event_ce006_1_06_s_53,True,,8,8,1.0,,,,,19,idle,,17,void,,3,idle,,,,,13,idle,,15,idle,ce006_03,,,9,idle,,7,delight,,5,no,,1,idle,,,,
event_ce006_1_06_s_54,40079,event_ce006_1_06_s,Speech,anis,Locale_MainScenario:event_ce006_1_06_s_54,True,,18,18,1.0,,,,,19,idle,,17,void,,3,idle,,,,,13,idle,,15,idle,anis,,,9,idle,,7,delight,,5,no,,1,idle,,,,
event_ce006_1_06_s_55,40079,event_ce006_1_06_s,Speech,anis,Locale_MainScenario:event_ce006_1_06_s_55,True,,18,18,1.0,,,,,19,idle,,17,void,,3,idle,,,,,13,idle,,15,idle,anis,,,9,idle,,7,delight,,5,no,,1,idle,,,,
event_ce006_1_06_s_56,40079,event_ce006_1_06_s,Speech,ce006_01,Locale_MainScenario:event_ce006_1_06_s_56,True,,5,5,1.0,,,,,19,idle,,17,void,,3,idle,,,,,13,idle,,15,idle,ce006_01,,,9,idle,,7,delight,,5,idle,,1,idle,,,,
event_ce006_1_06_s_57,40079,event_ce006_1_06_s,Speech,ce006_01,Locale_MainScenario:event_ce006_1_06_s_57,True,,5,5,1.0,,,,,19,idle,,17,void,,3,idle,,,,,13,idle,,15,idle,ce006_01,,,9,idle,,7,delight,,5,idle,,1,idle,,,,
event_ce006_1_06_s_58,40079,event_ce006_1_06_s,Speech,anis,Locale_MainScenario:event_ce006_1_06_s_58,True,,18,18,1.0,,,,,19,idle,,17,idle,,3,idle,,,,,13,idle,,15,idle,anis,,,9,idle,,7,delight,,5,idle,,1,idle,,,,
event_ce006_1_06_s_59,40079,event_ce006_1_06_s,Self,anis,Locale_MainScenario:event_ce006_1_06_s_59,False,,18,18,1.0,,,,,19,idle,,17,idle,,3,idle,,,,,13,idle,,15,idle,,,,9,idle,,7,delight,,5,idle,,1,idle,,,,
event_ce006_1_06_s_60,40079,event_ce006_1_06_s,Speech,ce006_03,Locale_MainScenario:event_ce006_1_06_s_60,True,,8,8,1.0,,,,,19,idle,,17,idle,,3,idle,,,,,13,idle,,15,idle,ce006_03,,,9,idle,,7,idle,,5,idle,,1,idle,,,,
event_ce006_1_06_s_61,40079,event_ce006_1_06_s,Speech,ce006_03,Locale_MainScenario:event_ce006_1_06_s_61,True,,8,8,1.0,,,,,19,idle,,17,idle,,15,idle,,,,,13,idle,,1,idle,ce006_03,,,9,idle,,7,no,,5,idle,,3,idle,,,,
event_ce006_1_06_s_62,40079,event_ce006_1_06_s,Speech,ce006_npc_01,Locale_MainScenario:event_ce006_1_06_s_62,True,,8,8,1.3,,,,,19,idle,,17,idle,,15,idle,,,,,13,idle,,1,idle,ce006_npc_01,,,9,idle,,7,no,,5,idle,,3,idle,,,,
event_ce006_1_06_s_63,40079,event_ce006_1_06_s,Speech,elegg,Locale_MainScenario:event_ce006_1_06_s_63,True,,S_30,S_30,1.0,,,,,19,idle,,17,idle,,15,idle,,,,,13,idle,,1,idle,elegg,,,9,idle,,7,no,,5,idle,,3,idle,,,,
event_ce006_1_06_s_64,40079,event_ce006_1_06_s,Speech,ce006_03,Locale_MainScenario:event_ce006_1_06_s_64,True,,S_70,S_70,1.0,,,,,19,idle,,17,idle,,15,idle,,,,,13,idle,,1,idle,ce006_03,,,9,idle,,7,no,,5,idle,,3,idle,,,,
event_ce006_1_06_s_65,40079,event_ce006_1_06_s,Speech,privaty,Locale_MainScenario:event_ce006_1_06_s_65,True,,14,14,1.0,,,,,19,idle,,17,idle,,15,idle,,,,,13,idle,,1,idle,privaty,,,9,idle,,7,no,,5,idle,,3,idle,,,,
event_ce006_1_06_s_66,40079,event_ce006_1_06_s,Speech,roam,Locale_MainScenario:event_ce006_1_06_s_66,True,,14,14,1.0,,,,,19,idle,,17,idle,,15,idle,,,,,13,idle,,1,idle,roam,,,9,idle,,7,no,,5,idle,,3,idle,,,,
event_ce006_1_06_s_67,40079,event_ce006_1_06_s,Speech,com,Locale_MainScenario:event_ce006_1_06_s_67,False,,14,12,1.3,,,,,19,idle,,17,idle,,15,idle,,,,,13,idle,,1,idle,com,,,9,idle,,7,no,,5,idle,,3,idle,,,,
event_ce006_1_06_s_68,40079,event_ce006_1_06_s,Speech,anis,Locale_MainScenario:event_ce006_1_06_s_68,True,,18,18,1.0,,,,,19,idle,,17,worry,,15,idle,,,,,13,idle,,1,idle,anis,,,9,idle,,7,no,,5,idle,,3,idle,,,,
event_ce006_1_06_s_69,40079,event_ce006_1_06_s,Speech,neon,Locale_MainScenario:event_ce006_1_06_s_69,True,,18,18,1.0,,,,,19,idle,,17,worry,,15,idle,,,,,13,idle,,1,idle,neon,,,9,idle,,7,no,,5,idle,,3,idle,,,,
event_ce006_1_06_s_70,40079,event_ce006_1_06_s,Speech,privaty,Locale_MainScenario:event_ce006_1_06_s_70,True,,18,16,1.3,,,,,19,idle,,17,worry,,15,sad,,,,,13,idle,,1,idle,privaty,,,9,idle,,7,no,,5,idle,,3,idle,,,,
event_ce006_1_06_s_71,40079,event_ce006_1_06_s,Speech,privaty,Locale_MainScenario:event_ce006_1_06_s_71,True,,16,16,1.0,,,,,19,idle,,17,worry,,15,idle,,,,,13,idle,,1,idle,privaty,,,9,idle,,7,no,,5,idle,,3,idle,elegg,,,
event_ce006_1_06_s_72,40079,event_ce006_1_06_s,Speech,com,Locale_MainScenario:event_ce006_1_06_s_72,False,,1,1,1.0,,,,,19,idle,,17,void,,15,idle,,,,,13,idle,,1,idle,com,,,9,idle,,7,no,,5,idle,,,,,,,
event_ce006_1_06_s_73,40079,event_ce006_1_06_s,Speech,com,Locale_MainScenario:event_ce006_1_06_s_73,True,,1,1,1.0,,,,,19,idle,,17,void,,15,idle,,,,,13,idle,,1,idle,com,,,9,idle,,7,no,,5,idle,,,,,,,
event_ce006_1_06_s_74,40079,event_ce006_1_06_s,Speech,com,Locale_MainScenario:event_ce006_1_06_s_74,True,,1,1,1.0,,,,,19,idle,,17,void,,15,idle,,,,,13,idle,,1,idle,com,,,9,idle,,7,no,,5,idle,,,,,,,
event_ce006_1_06_s_75,40079,event_ce006_1_06_s,Speech,com,Locale_MainScenario:event_ce006_1_06_s_75,True,,1,1,1.0,,,,,19,idle,,17,void,,15,idle,,,,,13,idle,,1,idle,com,,,9,idle,,7,no,,5,idle,,,,,,,
event_ce006_1_06_s_76,40079,event_ce006_1_06_s,Speech,com,Locale_MainScenario:event_ce006_1_06_s_76,True,,1,1,1.0,,,,,19,idle,,17,void,,15,idle,,,,,13,idle,,1,idle,com,,,9,idle,,7,no,,5,idle,,,,,,,
event_ce006_1_06_s_77,40079,event_ce006_1_06_s,Speech,anis,Locale_MainScenario:event_ce006_1_06_s_77,True,,16,16,1.0,,,,,19,idle,,17,angry,,15,idle,,,,,13,idle,,1,idle,anis,,,9,idle,,7,no,,5,idle,,,,,,,
event_ce006_1_06_s_78,40079,event_ce006_1_06_s,Speech,com,Locale_MainScenario:event_ce006_1_06_s_78,True,,1,1,1.0,,,,,19,idle,,17,angry,,15,idle,,,,,13,idle,,1,idle,com,,,9,idle,,7,no,,5,idle,,,,,,,
event_ce006_1_06_s_79,40079,event_ce006_1_06_s,Speech,com,Locale_MainScenario:event_ce006_1_06_s_79,True,,1,1,1.0,,,,,19,idle,,17,angry,,15,idle,,,,,13,idle,,1,idle,com,,,9,idle,,7,no,,5,idle,,,,,,,
event_ce006_1_06_s_80,40079,event_ce006_1_06_s,Speech,privaty,Locale_MainScenario:event_ce006_1_06_s_80,True,,16,16,1.0,,,,,19,idle,,17,angry,,15,idle,,,,,13,idle,,1,idle,privaty,,,9,idle,,7,no,,5,idle,,,,,,,
event_ce006_1_06_s_81,40079,event_ce006_1_06_s,Speech,privaty,Locale_MainScenario:event_ce006_1_06_s_81,True,,16,16,1.0,,,,,19,idle,,17,angry,,15,idle,,,,,13,idle,,1,idle,privaty,,,9,idle,,7,no,,5,idle,,,,,,,
event_ce006_1_06_s_82,40079,event_ce006_1_06_s,Self,privaty,Locale_MainScenario:event_ce006_1_06_s_82,False,,16,16,1.0,,,,,19,idle,,17,void,,15,idle,,,,,13,idle,,1,idle,,,,9,idle,,7,no,,5,idle,,,,,,,
event_ce006_1_06_s_83,40079,event_ce006_1_06_s,Speech,privaty,Locale_MainScenario:event_ce006_1_06_s_83,True,,16,16,1.0,,,,,19,idle,,17,void,,15,idle,,,,,13,idle,,1,idle,privaty,,,9,idle,,7,no,,5,idle,,,,,,,
event_ce006_1_06_s_84,40079,event_ce006_1_06_s,Speech,privaty,Locale_MainScenario:event_ce006_1_06_s_84,True,,16,16,1.0,,,,,19,idle,,17,void,,15,idle,,,,,13,idle,,1,idle,privaty,,,9,idle,,7,no,,5,idle,,,,,,,
event_ce006_1_06_s_85,40079,event_ce006_1_06_s,Self,privaty,Locale_MainScenario:event_ce006_1_06_s_85,False,,16,16,1.0,,,,,19,idle,,17,void,,15,idle,,,,,13,idle,,1,idle,,,,9,idle,,7,no,,5,idle,,,,,,,
event_ce006_1_06_s_86,40079,event_ce006_1_06_s,Speech,anis,Locale_MainScenario:event_ce006_1_06_s_86,True,,16,16,1.0,,,,,19,idle,,17,delight,,15,idle,,,,,13,idle,,1,idle,anis,,,9,idle,,7,no,,5,idle,,,,,,,
event_ce006_1_06_s_87,40079,event_ce006_1_06_s,Speech,privaty,Locale_MainScenario:event_ce006_1_06_s_87,True,,16,16,1.0,,,,,19,idle,,17,delight,,15,shy,,,,,13,idle,,1,idle,privaty,,,9,idle,,7,no,,5,idle,,,,,,,
event_ce006_1_06_s_88,40079,event_ce006_1_06_s,Speech,anis,Locale_MainScenario:event_ce006_1_06_s_88,True,,16,16,1.3,,,,,19,idle,,17,idle,,15,shy,,,,,13,idle,,1,idle,anis,,,9,idle,,7,no,,5,idle,,,,,,,
event_ce006_1_06_s_89,40079,event_ce006_1_06_s,Speech,privaty,Locale_MainScenario:event_ce006_1_06_s_89,True,,16,16,1.3,,,,,19,idle,,17,idle,,15,shy,,,,,13,idle,,1,idle,privaty,,,9,idle,,7,no,,5,idle,,,,,,,
event_ce006_1_06_s_90,40079,event_ce006_1_06_s,Speech,com,Locale_MainScenario:event_ce006_1_06_s_90,True,,12,12,1.0,,,,,19,idle,,17,idle,,15,shy,,,,,13,idle,,1,idle,com,,,9,idle,,7,no,,5,idle,,,,,,,
event_ce006_1_06_s_91,40079,event_ce006_1_06_s,Speech,com,Locale_MainScenario:event_ce006_1_06_s_91,True,,12,12,1.0,,,,,19,idle,,17,idle,,15,shy,,,,,13,idle,,1,idle,com,,,9,idle,,7,no,,5,idle,,,,,,,
event_ce006_1_06_s_92,40079,event_ce006_1_06_s,Speech,roam,Locale_MainScenario:event_ce006_1_06_s_92,True,,12,12,1.0,,,,,19,idle,,17,idle,,15,shy,,,,,13,idle,,1,idle,roam,,,9,idle,,7,no,,5,idle,,,,,,,
event_ce006_1_06_s_93,40079,event_ce006_1_06_s,Speech,privaty,Locale_MainScenario:event_ce006_1_06_s_93,True,,12,14,1.3,,,,,19,idle,,17,idle,,15,idle,,,,,13,idle,,1,idle,privaty,,,9,idle,,7,no,,5,idle,,,,,,,
event_ce006_1_06_s_94,40079,event_ce006_1_06_s,Monologue,privaty,Locale_MainScenario:event_ce006_1_06_s_94,False,,black,black,1.0,,,,,15,idle,,17,idle,,15,idle,rapi,19,idle,,13,idle,,1,idle,,,,9,idle,,7,no,,5,idle,,,,,privaty,roam,com
