id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_seayouagain1_02_s_41,40024,event_seayouagain1_02_s,Speech,burningum,burningum,Locale_MainScenario:event_seayouagain1_02_s_41,True,,4,4,1.0,,,,,3,idle,,,1,idle2,,,13,idle,,,5,idle
event_seayouagain1_02_s_42,40024,event_seayouagain1_02_s,Speech,burningum,burningum,Locale_MainScenario:event_seayouagain1_02_s_42,True,,4,4,1.0,,,,,3,idle,,,1,idle2,,,13,idle,,,5,idle
event_seayouagain1_02_s_43,40024,event_seayouagain1_02_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_s_43,True,,4,4,1.0,,,,,3,idle,,,1,idle2,,,13,idle,,,5,idle
event_seayouagain1_02_s_44,40024,event_seayouagain1_02_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain1_02_s_44,True,,12,12,1.0,,,,,3,idle,,,1,surprise2,,,13,surprise,,,5,idle
event_seayouagain1_02_s_45,40024,event_seayouagain1_02_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain1_02_s_45,True,,12,12,1.0,,,,,3,idle,,,1,surprise2,,,13,surprise,,,5,idle
event_seayouagain1_02_s_46,40024,event_seayouagain1_02_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_s_46,True,,4,4,1.0,,,,,3,idle,,,1,surprise2,,,13,surprise,,,5,idle
event_seayouagain1_02_s_47,40024,event_seayouagain1_02_s,Speech,burningum,burningum,Locale_MainScenario:event_seayouagain1_02_s_47,True,,4,4,1.0,,,,,3,idle,,,1,surprise2,,,13,surprise,,,5,surprise
event_seayouagain1_02_s_48,40024,event_seayouagain1_02_s,Speech,burningum,burningum,Locale_MainScenario:event_seayouagain1_02_s_48,True,,4,4,1.0,,,,,3,idle,,,1,surprise2,,,13,surprise,,,5,surprise
event_seayouagain1_02_s_49,40024,event_seayouagain1_02_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_s_49,True,,4,30,1.0,,,,,3,idle,,,1,idle2,,,13,surprise,,,5,surprise
event_seayouagain1_02_s_50,40024,event_seayouagain1_02_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_s_50,True,,30,30,1.0,,,,,3,idle,,,1,idle2,,,13,surprise,,,5,surprise
event_seayouagain1_02_s_51,40024,event_seayouagain1_02_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_s_51,True,,30,30,1.0,,,,,3,idle,,,1,idle2,,,13,surprise,,,5,surprise
event_seayouagain1_02_s_52,40024,event_seayouagain1_02_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_s_52,True,,30,30,1.0,,,,,3,idle,,,1,idle2,,,13,surprise,,,5,surprise
event_seayouagain1_02_s_53,40024,event_seayouagain1_02_s,Speech,burningum,burningum,Locale_MainScenario:event_seayouagain1_02_s_53,False,,50,50,1.0,none,,,,3,idle,,,1,idle2,,,13,surprise,,,5,think
event_seayouagain1_02_s_54,40024,event_seayouagain1_02_s,Speech,burningum,burningum,Locale_MainScenario:event_seayouagain1_02_s_54,True,,50,4,1.0,,,,,3,idle,,,1,idle2,,,13,surprise,,,5,idle
event_seayouagain1_02_s_55,40024,event_seayouagain1_02_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_s_55,True,,4,4,1.0,,,,,3,surprise,,,1,idle2,,,13,surprise,,,5,idle
event_seayouagain1_02_s_56,40024,event_seayouagain1_02_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_s_56,True,,4,4,1.0,,,,,3,surprise,,,1,idle2,,,13,surprise,,,5,idle
event_seayouagain1_02_s_57,40024,event_seayouagain1_02_s,Speech,burningum,burningum,Locale_MainScenario:event_seayouagain1_02_s_57,True,,4,4,1.0,bgm_story_fairytalesend_if,,,,3,surprise,,,1,idle2,,,13,surprise,,,5,idle
event_seayouagain1_02_s_58,40024,event_seayouagain1_02_s,Speech,burningum,burningum,Locale_MainScenario:event_seayouagain1_02_s_58,True,,4,4,1.0,,,,,3,surprise,,,1,idle2,,,13,surprise,,,5,idle
event_seayouagain1_02_s_59,40024,event_seayouagain1_02_s,Speech,burningum,burningum,Locale_MainScenario:event_seayouagain1_02_s_59,True,,4,4,1.0,,,,,3,surprise,,,1,idle2,,,13,surprise,,,5,idle
event_seayouagain1_02_s_60,40024,event_seayouagain1_02_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_s_60,True,,4,30,1.0,,,,,3,idle,,,1,idle2,,,13,surprise,,,5,idle
event_seayouagain1_02_s_61,40024,event_seayouagain1_02_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain1_02_s_61,False,,XS_130,XS_130,1.0,,,,,3,idle,,,1,idle2,,,13,idle,,,5,idle
event_seayouagain1_02_s_62,40024,event_seayouagain1_02_s,Speech,burningum,burningum,Locale_MainScenario:event_seayouagain1_02_s_62,True,,4,4,1.0,,,,,3,idle,,,1,idle2,,,13,idle,,,5,idle
event_seayouagain1_02_s_63,40024,event_seayouagain1_02_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_s_63,True,,4,4,1.0,,,,,3,angry,,,1,idle2,,,13,idle,,,5,idle
event_seayouagain1_02_s_64,40024,event_seayouagain1_02_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_s_64,True,,4,4,1.0,,,,,3,angry,,,1,idle2,,,13,idle,,,5,idle
event_seayouagain1_02_s_65,40024,event_seayouagain1_02_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_s_65,True,,4,4,1.0,,,,,3,angry,,,1,idle2,,,13,idle,,,5,idle
event_seayouagain1_02_s_66,40024,event_seayouagain1_02_s,Speech,burningum,burningum,Locale_MainScenario:event_seayouagain1_02_s_66,True,,4,50,1.0,,,,,3,angry,,,1,idle2,,,13,idle,,,5,idle
event_seayouagain1_02_s_67,40024,event_seayouagain1_02_s,Speech,burningum,burningum,Locale_MainScenario:event_seayouagain1_02_s_67,True,,50,50,1.0,,,,,3,angry,,,1,idle2,,,13,idle,,,5,idle
event_seayouagain1_02_s_68,40024,event_seayouagain1_02_s,Speech,burningum,burningum,Locale_MainScenario:event_seayouagain1_02_s_68,True,,50,50,1.0,,,,,3,angry,,,1,idle2,,,13,idle,,,5,idle
event_seayouagain1_02_s_69,40024,event_seayouagain1_02_s,Speech,burningum,burningum,Locale_MainScenario:event_seayouagain1_02_s_69,True,,50,50,1.0,,,,,3,angry,,,1,idle2,,,13,idle,,,5,idle
event_seayouagain1_02_s_70,40024,event_seayouagain1_02_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_s_70,False,,30,30,1.0,,,,,3,idle,,,1,idle2,,,13,idle,,,5,idle
event_seayouagain1_02_s_71,40024,event_seayouagain1_02_s,Speech,burningum,burningum,Locale_MainScenario:event_seayouagain1_02_s_71,True,,50,50,1.0,,,,,3,idle,,,1,idle2,,,13,idle,,,5,idle
event_seayouagain1_02_s_72,40024,event_seayouagain1_02_s,Speech,burningum,burningum,Locale_MainScenario:event_seayouagain1_02_s_72,True,,50,50,1.0,,,,,3,idle,,,1,idle2,,,13,idle,,,5,idle
event_seayouagain1_02_s_73,40024,event_seayouagain1_02_s,Speech,burningum,burningum,Locale_MainScenario:event_seayouagain1_02_s_73,True,,50,50,1.0,,,,,3,idle,,,1,idle2,,,13,idle,,,5,idle
event_seayouagain1_02_s_74,40024,event_seayouagain1_02_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_s_74,True,,50,4,1.0,,,,,3,angry,,,1,idle2,,,13,idle,,,5,idle
event_seayouagain1_02_s_75,40024,event_seayouagain1_02_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_s_75,True,,4,4,1.0,,,,,3,angry,,,1,idle2,,,13,idle,,,5,idle
event_seayouagain1_02_s_76,40024,event_seayouagain1_02_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_s_76,True,,4,4,1.0,,,,,3,angry,,,1,idle2,,,13,idle,,,5,idle
event_seayouagain1_02_s_77,40024,event_seayouagain1_02_s,Speech,burningum,burningum,Locale_MainScenario:event_seayouagain1_02_s_77,True,,4,4,1.0,,,,,3,angry,,,1,idle2,,,13,idle,,,5,idle
event_seayouagain1_02_s_78,40024,event_seayouagain1_02_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_s_78,True,,4,4,1.0,,,,,3,no,,,1,idle2,,,13,idle,,,5,idle
event_seayouagain1_02_s_79,40024,event_seayouagain1_02_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_s_79,False,,4,30,1.0,,,,,3,no,,,1,idle2,,,13,idle,,,5,idle
event_seayouagain1_02_s_80,40024,event_seayouagain1_02_s,Speech,burningum,burningum,Locale_MainScenario:event_seayouagain1_02_s_80,True,,30,50,1.0,,,,,3,no,,,1,idle2,,,13,idle,,,5,think
event_seayouagain1_02_s_81,40024,event_seayouagain1_02_s,Speech,burningum,burningum,Locale_MainScenario:event_seayouagain1_02_s_81,True,,50,50,1.0,,,,,3,no,,,1,idle2,,,13,idle,,,5,idle
event_seayouagain1_02_s_82,40024,event_seayouagain1_02_s,Speech,burningum,burningum,Locale_MainScenario:event_seayouagain1_02_s_82,True,,50,50,1.0,,,,,3,no,,,1,idle2,,,13,idle,,,5,idle
event_seayouagain1_02_s_83,40024,event_seayouagain1_02_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_s_83,True,,4,4,1.0,,,,,3,no,,,1,idle2,,,13,idle,,,5,idle
event_seayouagain1_02_s_84,40024,event_seayouagain1_02_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_s_84,True,,4,4,1.0,,,,,3,no,,,1,idle2,,,13,idle,,,5,idle
event_seayouagain1_02_s_85,40024,event_seayouagain1_02_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_s_85,True,,4,4,1.0,,,,,3,no,,,1,idle2,,,13,idle,,,5,idle
event_seayouagain1_02_s_86,40024,event_seayouagain1_02_s,Speech,mast,mast,Locale_MainScenario:event_seayouagain1_02_s_86,True,,4,12,1.0,,,,,3,no,,,1,shy,,,13,sad,,,5,idle
event_seayouagain1_02_s_87,40024,event_seayouagain1_02_s,Speech,anchor,anchor,Locale_MainScenario:event_seayouagain1_02_s_87,True,,12,12,1.0,,,,,3,no,,,1,shy,,,13,sad,,,5,idle
event_seayouagain1_02_s_88,40024,event_seayouagain1_02_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_s_88,False,,3,3,1.0,,,,,3,no,,,1,shy,,,13,sad,,,5,idle
event_seayouagain1_02_s_89,40024,event_seayouagain1_02_s,Speech,helm,helm,Locale_MainScenario:event_seayouagain1_02_s_89,True,,3,30,1.0,,,,,3,no,,,1,shy,,,13,sad,,,5,idle
