id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
event_wisdomspring_02_e_24,40068,event_wisdomspring_02_e,Self,ether,,Locale_SubScenario:event_wisdomspring_02_e_24,False,,XS_10,XS_10,1.0,,,,1,idle,
event_wisdomspring_02_e_25,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_25,True,,XS_10,XS_10,1.0,,,,1,idle,
event_wisdomspring_02_e_26,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_26,True,,XS_10,XS_10,1.0,,,,1,idle,
event_wisdomspring_02_e_27,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_27,True,,XS_10,XS_10,1.0,,,,1,idle,
event_wisdomspring_02_e_28,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_28,True,,XS_10,XS_10,1.0,,,,1,idle,
event_wisdomspring_02_e_29,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_29,True,,XS_10,XS_10,1.0,,,,1,idle,
event_wisdomspring_02_e_30,40068,event_wisdomspring_02_e,Self,ether,,Locale_SubScenario:event_wisdomspring_02_e_30,False,,XS_10,XS_10,1.0,,,,1,idle,
event_wisdomspring_02_e_31,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_31,True,,XS_10,XS_10,1.0,,,,1,idle,
event_wisdomspring_02_e_32,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_32,True,,XS_10,XS_10,1.0,,,,1,idle,
event_wisdomspring_02_e_33,40068,event_wisdomspring_02_e,Self,ether,,Locale_SubScenario:event_wisdomspring_02_e_33,False,,XS_10,XS_10,1.0,,,,1,idle,
event_wisdomspring_02_e_34,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_34,True,,XS_10,XS_10,1.0,,,,1,idle,
event_wisdomspring_02_e_35,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_35,True,,XS_10,XS_10,1.0,,,,1,idle,
event_wisdomspring_02_e_36,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_36,True,,XS_10,XS_10,1.0,,,,1,idle,
event_wisdomspring_02_e_37,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_37,True,,XS_10,XS_10,1.0,,,,1,idle,
event_wisdomspring_02_e_38,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_38,True,,XS_10,XS_10,1.0,,,,1,idle,
event_wisdomspring_02_e_39,40068,event_wisdomspring_02_e,Self,ether,,Locale_SubScenario:event_wisdomspring_02_e_39,False,,XS_10,XS_10,1.0,,,,1,idle,
event_wisdomspring_02_e_40,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_40,True,,XS_10,XS_100,1.0,,,,1,sad,
event_wisdomspring_02_e_41,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_41,True,,XS_100,XS_100,1.0,,,,1,sad,
event_wisdomspring_02_e_42,40068,event_wisdomspring_02_e,Self,ether,,Locale_SubScenario:event_wisdomspring_02_e_42,False,,XS_100,XS_100,1.0,,,,1,sad,
event_wisdomspring_02_e_43,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_43,True,,XS_100,XS_10,1.0,,,,1,delight,
event_wisdomspring_02_e_44,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_44,True,,XS_10,XS_10,1.0,,,,1,delight,
event_wisdomspring_02_e_45,40068,event_wisdomspring_02_e,Self,ether,,Locale_SubScenario:event_wisdomspring_02_e_45,False,,XS_10,XS_10,1.0,,,,1,delight,
event_wisdomspring_02_e_46,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_46,True,,XS_10,XS_10,1.0,,,,1,delight,
event_wisdomspring_02_e_47,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_47,True,,XS_10,XS_10,1.0,,,,1,delight,
event_wisdomspring_02_e_48,40068,event_wisdomspring_02_e,Self,ether,,Locale_SubScenario:event_wisdomspring_02_e_48,False,,XS_10,XS_10,1.0,,,,1,delight,
event_wisdomspring_02_e_49,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_49,True,,XS_10,XS_10,1.0,,,,1,delight,
event_wisdomspring_02_e_50,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_50,True,,XS_10,XS_10,1.0,,,,1,delight,
event_wisdomspring_02_e_51,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_51,True,,XS_10,XS_10,1.0,,,,1,delight,
event_wisdomspring_02_e_52,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_52,True,,XS_10,XS_10,1.0,,,,1,delight,
event_wisdomspring_02_e_53,40068,event_wisdomspring_02_e,Narration,ether,,Locale_SubScenario:event_wisdomspring_02_e_53,False,,black,black,1.0,,sfx_scn_heavydoorhit2,,1,delight,
event_wisdomspring_02_e_54,40068,event_wisdomspring_02_e,Monologue,ether,,Locale_SubScenario:event_wisdomspring_02_e_54,False,,black,black,1.0,none,,,1,delight,
event_wisdomspring_02_e_55,40068,event_wisdomspring_02_e,Speech,ether,ether,Locale_SubScenario:event_wisdomspring_02_e_55,True,,black,black,1.0,,,,1,delight,
