id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim
event_ce006_2_04_s_28,40080,event_ce006_2_04_s,Speech,neon,neon,Locale_MainScenario:event_ce006_2_04_s_28,True,,4,4,1.0,,,,,5,void,,3,idle,,,,,,,,,,,,,,13,idle,,15,idle,,,1,idle
event_ce006_2_04_s_29,40080,event_ce006_2_04_s,Speech,anis,anis,Locale_MainScenario:event_ce006_2_04_s_29,True,,4,4,1.0,,,,,5,void,,3,idle,,,,,,,,,,,,,,13,idle,,15,idle,,,1,idle
event_ce006_2_04_s_30,40080,event_ce006_2_04_s,Speech,anis,anis,Locale_MainScenario:event_ce006_2_04_s_30,True,,4,4,1.0,,,,,5,void,,3,idle,,,,,,,,,,,,,,13,idle,,15,idle,,,1,idle
event_ce006_2_04_s_31,40080,event_ce006_2_04_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_04_s_31,True,,4,2,1.3,,,,,5,void,,3,idle,,,,,,,,,,,,,,13,idle,,15,idle,,,1,idle
event_ce006_2_04_s_32,40080,event_ce006_2_04_s,Speech,neon,neon,Locale_MainScenario:event_ce006_2_04_s_32,True,,2,2,1.0,,,,,5,void,,3,idle,,,,,,,,,,,,,,13,idle,,15,idle,,,1,idle
event_ce006_2_04_s_33,40080,event_ce006_2_04_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_04_s_33,True,,14,14,1.0,,,,,5,void,,3,idle,,,,,,,,,,,,,,13,idle,,15,idle,,,1,idle
event_ce006_2_04_s_34,40080,event_ce006_2_04_s,Speech,neon,neon,Locale_MainScenario:event_ce006_2_04_s_34,True,,2,2,1.0,,,,,5,void,,3,idle,,,,,,,,,,,,,,13,idle,,15,idle,,,1,idle
event_ce006_2_04_s_35,40080,event_ce006_2_04_s,Speech,roam,roam,Locale_MainScenario:event_ce006_2_04_s_35,True,,14,14,1.0,,,,,5,void,,3,idle,,,,,,,,,,,,,,13,idle,,15,idle,,,1,idle
event_ce006_2_04_s_36,40080,event_ce006_2_04_s,Self,roam,,Locale_MainScenario:event_ce006_2_04_s_36,False,,14,14,,,,,,5,void,,3,idle,,,,,,,,,,,,,,13,idle,,15,idle,,,1,idle
event_ce006_2_04_s_37,40080,event_ce006_2_04_s,Speech,roam,roam,Locale_MainScenario:event_ce006_2_04_s_37,True,,14,14,1.0,,,,,5,void,,3,idle,,,,,,,,,,,,,,13,idle,,15,idle,,,1,idle
event_ce006_2_04_s_38,40080,event_ce006_2_04_s,Speech,roam,roam,Locale_MainScenario:event_ce006_2_04_s_38,True,,14,14,1.0,,,,,5,void,,3,idle,,,,,,,,,,,,,,13,idle,,15,idle,,,1,idle
event_ce006_2_04_s_39,40080,event_ce006_2_04_s,Speech,roam,roam,Locale_MainScenario:event_ce006_2_04_s_39,True,,14,14,1.0,,,,,5,void,,3,idle,,,,,,,,,,,,,,13,idle,,15,idle,,,1,idle
event_ce006_2_04_s_40,40080,event_ce006_2_04_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_04_s_40,True,,14,14,1.0,,,,,5,void,,3,idle,,,,,,,,,,,,,,13,delight,,15,idle,,,1,idle
event_ce006_2_04_s_41,40080,event_ce006_2_04_s,Speech,roam,roam,Locale_MainScenario:event_ce006_2_04_s_41,True,,14,14,1.0,,,,,5,void,,3,idle,,,,,,,,,,,,,,13,delight,,15,idle,,,1,idle
event_ce006_2_04_s_42,40080,event_ce006_2_04_s,Self,roam,,Locale_MainScenario:event_ce006_2_04_s_42,False,,14,14,1.0,,,,,5,void,,3,idle,,,,,,,,,,,,,,13,delight,,15,idle,,,1,idle
event_ce006_2_04_s_43,40080,event_ce006_2_04_s,Speech,roam,roam,Locale_MainScenario:event_ce006_2_04_s_43,True,,14,14,1.0,,,,,5,void,,3,idle,,,,,,,,,,,,,,13,delight,,15,idle,,,1,idle
event_ce006_2_04_s_44,40080,event_ce006_2_04_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_04_s_44,True,,14,12,1.3,,,,,5,void,,3,idle,,,,,,,,,,,,,,13,delight,,15,idle,,,1,idle
event_ce006_2_04_s_45,40080,event_ce006_2_04_s,Self,rapi,,Locale_MainScenario:event_ce006_2_04_s_45,False,,12,12,1.0,,,,,5,void,,3,idle,,,,,,,,,,,,,,13,delight,,15,idle,,,1,idle
event_ce006_2_04_s_46,40080,event_ce006_2_04_s,Self,rapi,,Locale_MainScenario:event_ce006_2_04_s_46,False,,12,12,1.0,,,,,5,void,,3,idle,,,,,,,,,,,,,,13,delight,,15,idle,,,1,idle
event_ce006_2_04_s_47,40080,event_ce006_2_04_s,Speech,anis,anis,Locale_MainScenario:event_ce006_2_04_s_47,True,CityForest_02,black,black,1.0,,black,,,5,idle,,3,idle,elegg,7,idle,,ce006_03,1,special,,,,,,,15,no,,9,idle,roam,,13,idle
event_ce006_2_04_s_48,40080,event_ce006_2_04_s,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_04_s_48,True,,6,6,1.0,,,,,5,idle,,3,idle,,7,idle,,,1,special,,,,,,,15,no,,,,,,13,idle
event_ce006_2_04_s_49,40080,event_ce006_2_04_s,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_04_s_49,True,,6,6,1.0,,,,,5,idle,,3,idle,,7,idle,,,1,special,,,,,,,15,no,,,,,,13,idle
event_ce006_2_04_s_50,40080,event_ce006_2_04_s,Speech,anis,anis,Locale_MainScenario:event_ce006_2_04_s_50,True,,6,6,1.0,,,,,5,no,,3,idle,,7,idle,,,1,special,,,,,,,15,no,,,,,,13,idle
event_ce006_2_04_s_51,40080,event_ce006_2_04_s,Speech,neon,neon,Locale_MainScenario:event_ce006_2_04_s_51,True,,2,2,1.0,,,,,5,no,,3,idle,,7,idle,,,1,special,,,,,,,15,no,,,,,,13,idle
event_ce006_2_04_s_52,40080,event_ce006_2_04_s,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_04_s_52,True,,2,2,1.0,,,,,5,no,,3,idle,,7,idle,,,1,special,,,,,,,15,no,,,,,,13,idle
event_ce006_2_04_s_53,40080,event_ce006_2_04_s,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_04_s_53,True,,2,2,1.0,,,,,5,no,,3,idle,,7,idle,,,1,special,,,,,,,15,no,,,,,,13,idle
event_ce006_2_04_s_54,40080,event_ce006_2_04_s,Speech,neon,neon,Locale_MainScenario:event_ce006_2_04_s_54,True,,2,2,1.0,,,,,5,no,,3,delight,,7,idle,,,1,special,,,,,,,15,no,,,,,,13,idle
event_ce006_2_04_s_55,40080,event_ce006_2_04_s,Speech,anis,anis,Locale_MainScenario:event_ce006_2_04_s_55,True,,2,4,1.3,,,,,5,no,,3,delight,,7,idle,,,1,special,,,,,,,15,no,,,,,,13,idle
event_ce006_2_04_s_56,40080,event_ce006_2_04_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_04_s_56,True,,14,14,1.0,,,,,5,no,,3,idle,,7,idle,,,1,special,,,,,,,15,think,,,,,,13,idle
event_ce006_2_04_s_57,40080,event_ce006_2_04_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_04_s_57,True,,14,14,1.0,,,,,5,no,,3,idle,,7,idle,,,1,special,,,,,,,15,think,,,,,,13,idle
event_ce006_2_04_s_58,40080,event_ce006_2_04_s,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_2_04_s_58,True,,14,14,1.0,,,,,5,no,,3,idle,,7,idle,,,1,special,,,,,,,15,idle,,,,,,13,idle
event_ce006_2_04_s_59,40080,event_ce006_2_04_s,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_2_04_s_59,True,,14,12,1.3,,,,,5,no,,3,idle,,7,idle,,,1,no,,,,,,,15,idle,,,,,,13,idle
event_ce006_2_04_s_60,40080,event_ce006_2_04_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_04_s_60,True,,12,12,1.0,,,,,5,no,,3,idle,,7,idle,,,1,no,,,,,,,15,idle,,,,,,13,idle
event_ce006_2_04_s_61,40080,event_ce006_2_04_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_04_s_61,True,,12,12,1.0,,,,,5,idle,,3,idle,,7,idle,,,1,no,,,,,,,15,idle,roam,9,idle,,,13,idle
event_ce006_2_04_s_62,40080,event_ce006_2_04_s,Speech,roam,roam,Locale_MainScenario:event_ce006_2_04_s_62,True,,90,90,1.0,none,,,,5,idle,,3,idle,,7,idle,,,1,no,,,,,,,15,idle,,9,idle,,,13,idle
event_ce006_2_04_s_63,40080,event_ce006_2_04_s,Monologue,roam,,Locale_MainScenario:event_ce006_2_04_s_63,False,,90,90,1.0,,,,,5,idle,,3,idle,,7,idle,,,1,no,,,,,,,15,idle,,9,idle,,,13,idle
event_ce006_2_04_s_64,40080,event_ce006_2_04_s,Speech,roam,roam,Locale_MainScenario:event_ce006_2_04_s_64,True,,90,90,1.0,,,,,5,idle,,3,idle,,7,idle,,,1,no,,,,,,,15,idle,,9,idle,,,13,idle
event_ce006_2_04_s_65,40080,event_ce006_2_04_s,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_04_s_65,True,,90,8,1.3,,,,,5,idle,,3,idle,,7,worry,,,1,no,,,,,,,15,idle,,9,idle,,,13,idle
event_ce006_2_04_s_66,40080,event_ce006_2_04_s,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_04_s_66,False,,8,8,1.0,,,,,5,idle,,3,idle,,7,idle,,,1,no,,,,,,,15,idle,,9,idle,,,13,idle
event_ce006_2_04_s_67,40080,event_ce006_2_04_s,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_04_s_67,True,,8,8,1.0,,,,,5,idle,,3,idle,,7,idle,,,1,no,,,,,,,15,idle,,9,idle,,,13,idle
event_ce006_2_04_s_68,40080,event_ce006_2_04_s,Speech,elegg,elegg,Locale_MainScenario:event_ce006_2_04_s_68,True,,8,8,1.0,,,,,5,idle,,3,idle,,7,idle,,,1,no,,,,,,,15,idle,,9,idle,,,13,idle
event_ce006_2_04_s_69,40080,event_ce006_2_04_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_04_s_69,True,,130,130,1.0,,,,,5,idle,,3,idle,,7,idle,,,1,no,,,,,,,15,idle,,9,idle,,,13,delight
event_ce006_2_04_s_70,40080,event_ce006_2_04_s,Speech,anis,anis,Locale_MainScenario:event_ce006_2_04_s_70,True,,50,50,1.0,,,,,5,idle,,3,idle,,7,idle,,,1,no,,,,,,,15,idle,,9,idle,,,13,delight
event_ce006_2_04_s_71,40080,event_ce006_2_04_s,Speech,roam,roam,Locale_MainScenario:event_ce006_2_04_s_71,True,,9,90,1.3,,,,,5,idle,,3,idle,,7,idle,,,1,no,,,,,,,15,idle,,9,idle,,,13,delight
event_ce006_2_04_s_72,40080,event_ce006_2_04_s,Narration,roam,,Locale_MainScenario:event_ce006_2_04_s_72,False,,black,black,1.0,,,sfx_scn_hugegroundcreak,,5,angry,,3,idle,,7,idle,,,1,no,,,,,,,15,idle,,9,idle,,,13,delight
event_ce006_2_04_s_73,40080,event_ce006_2_04_s,Monologue,roam,,Locale_MainScenario:event_ce006_2_04_s_73,False,,black,black,1.0,bgm_story_armageddon,,,,5,angry,,3,idle,,7,idle,,,1,no,,,,,,,15,idle,,9,idle,,,13,angry
event_ce006_2_04_s_74,40080,event_ce006_2_04_s,Monologue,roam,,Locale_MainScenario:event_ce006_2_04_s_74,False,,black,black,1.0,,,,,5,angry,,13,idle,,7,idle,,,1,no,,,,,,,15,idle,,9,idle,,,3,angry
event_ce006_2_04_s_75,40080,event_ce006_2_04_s,Self,roam,,Locale_MainScenario:event_ce006_2_04_s_75,False,,4,4,1.0,,,,,5,angry,,13,idle,,7,idle,,,1,no,,,,,,,15,idle,,9,idle,,,3,angry
event_ce006_2_04_s_76,40080,event_ce006_2_04_s,Speech,anis,anis,Locale_MainScenario:event_ce006_2_04_s_76,True,,4,4,1.0,,,,,5,angry,,13,idle,,7,idle,,,1,no,,,,,,,15,idle,,9,idle,,,3,angry
event_ce006_2_04_s_77,40080,event_ce006_2_04_s,Speech,rapi,rapi,Locale_MainScenario:event_ce006_2_04_s_77,True,,4,4,1.0,,,,,5,angry,,13,idle,,7,idle,,,1,no,,,,,,,15,idle,,9,idle,,,3,angry
