id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,characters/7/hide_char_id,characters/8/hide_char_id,speaker,characters/9/show_char_id,characters/9/set_char_position,characters/9/set_char_anim,characters/9/hide_char_id,play_sound,fade,set_camera_shake
event_ce004_2_06_s_11,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_11,True,,130,130,1.0,,zwei,,9,idle,,7,idle,,5,idle,,13,idle,,15,idle,,17,idle,,19,idle,,3,idle,,,,,,,,,,,,,zwei,,1,idle,,,,
event_ce004_2_06_s_12,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_12,True,,130,150,1.0,,ein,,9,idle,,7,idle,,5,idle,,13,idle,,15,idle,,17,idle,,19,idle,,3,idle,,,,,,,,,,,,,ein,,1,idle,,,,
event_ce004_2_06_s_13,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_13,True,,150,150,1.0,,ein,,9,idle,,7,idle,,5,idle,,13,idle,,15,idle,,17,idle,,19,idle,,3,idle,,,,,,,,,,,,,ein,,1,idle,,,,
event_ce004_2_06_s_14,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_14,True,,150,130,1.0,,zwei,,9,idle,,7,idle,,5,idle,,13,idle,,15,idle,,17,idle,,19,idle,,3,idle,,,,,,,,,,,,,zwei,,1,idle,,,,
event_ce004_2_06_s_15,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_15,True,,XS_170,XS_170,1.0,,rei,,9,idle,,7,idle,,5,idle,,13,idle,,15,idle,,17,no,,19,idle,,3,idle,,,,,,,,,,,,,rei,,1,idle,,,,
event_ce004_2_06_s_16,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_16,True,,190,190,1.0,,marciana,,9,idle,,7,idle,,5,idle,,13,idle,,15,idle,,17,idle,,19,idle,,3,idle,,,,,,,zwei,,,,,,marciana,,1,idle,,,,
event_ce004_2_06_s_17,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_17,True,,190,190,1.0,,marciana,,9,idle,,7,idle,,5,idle,,,,,15,idle,,17,idle,,19,idle,,3,idle,,,,,,,,,,,,,marciana,,1,idle,,,,
event_ce004_2_06_s_18,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_18,True,,190,190,1.0,,marciana,,9,idle,,7,idle,,5,idle,vesti,3,idle,,15,idle,,17,idle,,19,idle,,3,idle,,,,,,,,,,,,,marciana,,1,idle,,,,
event_ce004_2_06_s_19,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_19,True,,190,190,1.0,,marciana,,9,idle,,7,idle,,5,idle,,3,idle,,15,idle,,17,idle,,19,idle,,3,idle,,,,,,,,,,,,,marciana,,1,idle,,,,
event_ce004_2_06_s_20,40056,event_ce004_2_06_s,Monologue,Locale_SubScenario:event_ce004_2_06_s_20,False,,190,3,1.5,,ce004_04,,9,idle,,7,idle,,5,idle,,3,idle,,15,idle,,17,idle,,19,idle,,3,idle,,,,,,,,,,,,,,,1,idle,,,,
event_ce004_2_06_s_21,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_21,True,,3,30,1.0,,ce004_04,,9,idle,,7,idle,,5,idle,,3,idle,,15,idle,,17,idle,,19,idle,,3,idle,,,,,,,,,,,,,ce004_04,,1,idle,,,,
event_ce004_2_06_s_22,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_22,True,,30,30,1.0,,ce004_04,,9,idle,,7,idle,,5,idle,,3,idle,,15,idle,,17,idle,,19,idle,,3,idle,,,,,,,,,,,,,ce004_04,,1,idle,,,,
event_ce004_2_06_s_23,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_23,True,,30,30,1.0,,ce004_04,,9,idle,,7,idle,,5,idle,,3,idle,,15,idle,,17,idle,,19,idle,,3,idle,,,,,,,,,,,,,ce004_04,,1,idle,,,,
event_ce004_2_06_s_24,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_24,True,,30,10,1.0,,ce004_01,,9,idle,,7,idle,,5,idle,,3,idle,,15,idle,,17,idle,,19,idle,,3,idle,,,,,,,,,,,,,ce004_01,,1,idle,,,,
event_ce004_2_06_s_25,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_25,True,,10,10,1.0,,ce004_01,,9,idle,,7,idle,,5,idle,,3,idle,,15,idle,,17,idle,,19,idle,,3,idle,,,,,,,,,,,,,ce004_01,,1,idle,,,,
event_ce004_2_06_s_26,40056,event_ce004_2_06_s,Self,Locale_SubScenario:event_ce004_2_06_s_26,False,,10,10,1.0,,ce004_01,,9,idle,,7,idle,,5,idle,,3,idle,,15,idle,,17,idle,,19,idle,,3,idle,,,,,,,,,,,,,,,1,idle,,,,
event_ce004_2_06_s_27,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_27,True,,190,190,1.0,,marciana,,9,idle,,7,idle,,5,idle,,3,idle,,15,idle,,17,idle,,19,idle,,3,idle,,,,,,,,,,,,,marciana,,1,idle,,,,
event_ce004_2_06_s_28,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_28,True,,190,190,1.0,,marciana,,9,idle,,7,idle,,5,idle,,3,idle,,15,idle,,17,idle,,19,idle,,3,idle,,,,,,,,,,,,,marciana,,1,idle,,,,
event_ce004_2_06_s_29,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_29,True,,190,190,1.0,,marciana,,9,idle,,7,idle,,5,idle,,3,idle,,15,idle,,17,idle,,19,idle,,3,idle,,,,,,,,ein,,,,,marciana,,1,idle,ce004_01,,,
event_ce004_2_06_s_30,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_30,True,,70,70,1.0,,rapi,,9,idle,,7,idle,,5,idle,,3,idle,eunhwa,1,idle,,17,idle,,19,idle,,3,idle,,,,,,,,,rei,marciana,ce004_04,,rapi,,,,,,,
event_ce004_2_06_s_31,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_31,True,,90,90,1.0,,anis,,9,delight,,7,idle,,5,idle,,3,idle,,1,idle,,,,,,,,,,,,,,,,,,,,,,anis,,,,,,,
event_ce004_2_06_s_32,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_32,True,,S_50,S_50,1.0,,neon,,9,delight,,7,idle,,5,delight,,3,idle,,1,idle,emma,13,idle,sugar,15,idle,frima,17,idle,,,,,,,,,,,,,neon,,,,,,,
event_ce004_2_06_s_33,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_33,True,,10,10,1.0,,eunhwa,,9,delight,,7,idle,,5,delight,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,eunhwa,,,,,,,
event_ce004_2_06_s_34,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_34,True,,10,10,1.0,,eunhwa,,9,delight,,7,idle,,5,delight,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,eunhwa,,,,,,,
event_ce004_2_06_s_35,40056,event_ce004_2_06_s,Self,Locale_SubScenario:event_ce004_2_06_s_35,False,,10,10,1.0,,eunhwa,,9,delight,,7,idle,,5,delight,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,,,anis,rapi,neon,,,,,,,,,,,,,,
event_ce004_2_06_s_36,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_36,True,,10,10,1.0,,eunhwa,,,,,,,,,,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,,,,,,,,,,,,eunhwa,,,,,,,
event_ce004_2_06_s_37,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_37,True,,130,130,1.0,,emma,,,,,,,maxwell,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,milk,19,idle,,,,,,,,,,emma,,,,,,,
event_ce004_2_06_s_38,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_38,True,,XS_30,XS_30,1.0,,vesti,drake,9,idle,laplace,7,idle,,5,idle,,3,delight,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,,,,,,,,,vesti,,,,,,,
event_ce004_2_06_s_39,40056,event_ce004_2_06_s,Self,Locale_SubScenario:event_ce004_2_06_s_39,False,,7,S_70,1.0,,laplace,,9,idle,,7,idle,,5,idle,,3,delight,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,,,,,,,,,,,,,,,,
event_ce004_2_06_s_40,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_40,True,,S_70,S_70,1.0,,laplace,,9,idle,,7,delight,,5,idle,,3,delight,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,,,vesti,,,,,,laplace,,,,,,,
event_ce004_2_06_s_41,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_41,True,,90,90,1.0,,drake,,9,delight,,7,delight,,5,idle,zwei,13,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,,,,,emma,,,,drake,,,,,,,
event_ce004_2_06_s_42,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_42,True,,50,50,1.0,,maxwell,,9,delight,,7,delight,,5,sad,,13,idle,,1,idle,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,,maxwell,,,,,,,
event_ce004_2_06_s_43,40056,event_ce004_2_06_s,Self,Locale_SubScenario:event_ce004_2_06_s_43,False,,17,170,1.0,,frima,,9,delight,,7,delight,,5,sad,,13,idle,,1,idle,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,,,,,,,,,
event_ce004_2_06_s_44,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_44,True,,170,170,1.0,,frima,,9,idle,,7,delight,,5,sad,,13,idle,,1,idle,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,,frima,,,,,,,
event_ce004_2_06_s_45,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_45,True,,XS_150,XS_150,1.0,,sugar,,9,idle,,7,delight,,5,sad,,13,idle,,1,idle,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,,sugar,,,,,,,
event_ce004_2_06_s_46,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_46,True,,S_190,S_190,1.0,,milk,,9,idle,,7,idle,,5,idle,,13,idle,,1,idle,ce004_01,1,idle,,15,idle,,17,idle,,19,idle,,,,,eunhwa,,,,,milk,ce004_03,3,idle,,,,
event_ce004_2_06_s_47,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_47,True,,2,2,1.0,,ce004_01,,9,idle,,7,idle,,5,idle,,13,idle,,,,,1,idle,,15,idle,,17,idle,,19,idle,,,,,,,sugar,frima,milk,ce004_01,,3,idle,,,,
event_ce004_2_06_s_48,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_48,True,,2,2,1.0,,ce004_03,,9,idle,,7,idle,,5,idle,,13,idle,,,,,1,idle,,,,,,,,,,,,,,,,,,,ce004_03,,3,idle,,,,
event_ce004_2_06_s_49,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_49,True,,S_70,S_70,1.0,,laplace,,9,idle,,7,angry,,5,idle,,13,idle,,,,,1,idle,,,,,,,,,,,,,,,,,,,laplace,,3,idle,,,,
event_ce004_2_06_s_50,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_50,True,,S_70,S_70,1.0,,laplace,,9,idle,,7,angry,,5,idle,,13,idle,,,,,1,idle,,,,,,,ce004_01,1,idle,,,,,,,,,,laplace,,3,idle,,,,
event_ce004_2_06_s_51,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_51,True,,S_70,S_70,1.0,,laplace,,9,idle,,7,angry,,5,idle,,13,idle,ein,15,idle,,1,idle,,,,,,,,1,idle,,,,,,,,,,laplace,,3,idle,,,,
event_ce004_2_06_s_52,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_52,True,,10,10,1.0,,ce004_01,,9,idle,,7,angry,,5,idle,,13,idle,,15,idle,,1,angry,,,,,,,,1,angry,,,,,,,,,,ce004_01,,3,idle,,,,
event_ce004_2_06_s_53,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_53,True,,10,10,1.0,,ce004_01,,9,idle,,7,angry,,5,idle,,13,idle,,15,idle,,1,angry,,,,,,,,1,angry,,,,,,,,,,ce004_01,,3,idle,,,,
event_ce004_2_06_s_54,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_54,True,,10,12,1.0,,zwei,,9,idle,,7,angry,,5,idle,,13,idle,,15,idle,,1,angry,,,,,,,,1,angry,,,,,,,,,,zwei,,3,idle,,,,
event_ce004_2_06_s_55,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_55,True,,12,12,1.0,,ce004_01,,9,idle,,7,angry,,5,idle,,13,idle,,15,idle,,1,angry,,,,,,,,1,angry,,,,,,,,,,ce004_01,,3,idle,,,,
event_ce004_2_06_s_56,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_56,True,,12,12,1.0,,ce004_01,,9,idle,,7,angry,,5,idle,,13,idle,,15,idle,,1,angry,,,,,,,,1,angry,,,,,,,,,,ce004_01,,3,idle,,,,
event_ce004_2_06_s_57,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_57,True,,50,50,1.0,,maxwell,,9,idle,,7,angry,,5,delight,,13,idle,,15,idle,,1,angry,marciana,19,idle,,,,,1,angry,,,,,,,,,,maxwell,,3,idle,,,,
event_ce004_2_06_s_58,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_58,True,,50,50,1.0,,maxwell,,9,idle,,7,angry,,5,delight,,13,idle,,15,idle,,1,angry,,19,idle,,,,,1,angry,,,,,,,,,,maxwell,,3,idle,,,,
event_ce004_2_06_s_59,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_59,True,,50,50,1.0,,maxwell,,9,idle,,7,angry,,5,delight,,13,idle,,15,idle,,1,angry,,19,idle,,,,,1,angry,,,,,,,,,,maxwell,,3,idle,,,,
event_ce004_2_06_s_60,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_60,True,,190,190,1.0,,marciana,,9,idle,,7,angry,,5,delight,,13,idle,,15,idle,,1,angry,,19,idle,,,,,1,angry,,,,,,,,,,marciana,,3,idle,,,,
event_ce004_2_06_s_61,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_61,True,,190,190,1.0,,marciana,,9,idle,,7,angry,,5,delight,,13,idle,,15,idle,,1,angry,,19,idle,,,,,1,angry,,,,,,,,,,marciana,,3,idle,,,,
event_ce004_2_06_s_62,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_62,True,,S_70,S_70,1.0,,laplace,,9,idle,,7,idle,,5,delight,,13,idle,,15,idle,,1,angry,,19,idle,,,,,1,angry,,,,,,,marciana,,,laplace,,3,idle,,,,
event_ce004_2_06_s_63,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_63,True,,12,12,1.0,,ce004_01,,9,idle,,7,idle,,5,delight,,13,idle,,15,idle,,1,angry,,,,,,,,1,angry,,,,,,,,,,ce004_01,,3,idle,,,,
event_ce004_2_06_s_64,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_64,True,,12,12,1.0,,zwei,,9,idle,,7,idle,,5,delight,,13,pain,,15,idle,,1,angry,,,,,,,,1,angry,,,,,,,,,,zwei,,3,idle,,,,
event_ce004_2_06_s_65,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_65,True,,90,90,1.0,,drake,,9,delight,,7,idle,,5,delight,,13,pain,,15,idle,,1,angry,,,,,,,,1,angry,,,,,,,,,,drake,,3,idle,,,,
event_ce004_2_06_s_66,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_66,True,,50,50,1.0,,maxwell,,9,delight,,7,idle,,5,delight,,13,pain,,15,idle,,1,angry,,,,,,,,1,angry,,,,,,,,,,maxwell,,3,idle,,,,
event_ce004_2_06_s_67,40056,event_ce004_2_06_s,Monologue,Locale_SubScenario:event_ce004_2_06_s_67,False,,black,black,1.0,,ein,eunhwa,13,idle,,7,idle,,5,delight,vesti,3,idle,,15,idle,emma,1,idle,,,,,,,,1,angry,drake,laplace,maxwell,zwei,,ce004_01,,,ce004_01,,,3,idle,ce004_03,sfx_scn_runaway2,,
event_ce004_2_06_s_68,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_68,True,,150,150,1.0,,ein,,13,idle,,,,,,,,3,idle,,15,idle,,1,idle,,,,,,,,,,,,,,,,,,,ein,,,,,,,
event_ce004_2_06_s_69,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_69,True,,150,14,1.0,,eunhwa,,13,idle,,,,,,,,3,idle,,15,idle,,1,idle,,,,,,,,,,,,,,,,,,,eunhwa,,,,,,,
event_ce004_2_06_s_70,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_70,True,,14,14,1.0,,ein,,13,idle,,,,,,,,3,idle,,15,idle,,1,idle,,,,,,,,,,,,,,,,,,,ein,,,,,,,
event_ce004_2_06_s_71,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_71,True,,14,2,1.0,,emma,,13,idle,,,,,,,,3,idle,,15,idle,,1,idle,,,,,,,,,,,,,,,,,,,emma,,,,,,,
event_ce004_2_06_s_72,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_72,True,,2,2,1.0,,vesti,,13,idle,,,,,,,,3,idle,,15,idle,,1,idle,,,,,,,,,,,,,,,,,,,vesti,,,,,,,
event_ce004_2_06_s_73,40056,event_ce004_2_06_s,Monologue,Locale_SubScenario:event_ce004_2_06_s_73,False,,black,black,1.0,,sugar,,13,idle,,,,rei,3,idle,,3,idle,,15,idle,,1,idle,sugar,1,idle,frima,15,idle,milk,13,idle,eunhwa,,,vesti,ein,emma,,,,,ce004_03,5,idle,,sfx_scn_runaway2,,
event_ce004_2_06_s_74,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_74,True,,S_10,S_10,1.0,,sugar,,,,,,,,3,idle,,,,,,,,,,,1,idle,,15,idle,,13,idle,,,,,,,,,,sugar,,5,idle,,,,
event_ce004_2_06_s_75,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_75,True,,S_10,S_10,1.0,,sugar,,,,,,,,3,idle,,,,,,,,,,,1,idle,,15,idle,,13,idle,,,,,,,,,,sugar,,5,delight,,,,
event_ce004_2_06_s_76,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_76,True,,50,50,1.0,,ce004_03,,,,,,,,3,idle,,,,,,,,,,,1,idle,,15,idle,,13,idle,,,,,,,,,,ce004_03,,5,idle,,,,
event_ce004_2_06_s_77,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_77,True,,50,2,1.0,,rei,,,,,,,,3,idle,,,,,,,,,,,1,idle,,15,idle,,13,idle,,,,,,,,,,rei,,5,idle,,,,
event_ce004_2_06_s_78,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_78,True,,2,2,1.0,,sugar,,,,,,,,3,idle,,,,,,,,,,,1,idle,,15,idle,,13,idle,,,,,,,,,,sugar,,5,idle,,,,
event_ce004_2_06_s_79,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_79,True,,2,2,1.0,,rei,,,,,,,,3,delight,,,,,,,,,,,1,idle,,15,idle,,13,idle,,,,,,,,,,rei,,5,idle,,,,
event_ce004_2_06_s_80,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_80,True,,2,12,1.0,,sugar,,,,,,,,3,delight,,,,,,,,,,,1,idle,,15,idle,,13,idle,,,,,,,,,,sugar,,5,idle,,,,
event_ce004_2_06_s_81,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_81,True,,12,12,1.0,,milk,,,,,,,,3,delight,,,,,,,,,,,1,idle,,15,idle,,13,angry,,,,,,,,,,milk,,5,idle,,,,
event_ce004_2_06_s_82,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_82,True,,12,14,1.0,,frima,,,,,,,,3,delight,,,,,,,,,,,1,idle,,15,angry,,13,angry,,,,,,,,,,frima,,5,idle,,,,
event_ce004_2_06_s_83,40056,event_ce004_2_06_s,Narration,Locale_SubScenario:event_ce004_2_06_s_83,False,,black,black,1.0,,sugar,,,,,,,,3,delight,,,,,,,,,,,1,idle,,15,angry,,13,angry,,,,,,,,,,,,5,idle,,sfx_scn_bikeengine,,
event_ce004_2_06_s_84,40056,event_ce004_2_06_s,Monologue,Locale_SubScenario:event_ce004_2_06_s_84,False,,black,black,1.0,,sugar,,,,,,,ce004_04,17,idle,,,,,,,,,,,1,idle,,15,angry,,13,angry,,,rei,,,,sugar,,,,,5,idle,ce004_03,,,
event_ce004_2_06_s_85,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_85,True,,S_130,S_130,1.0,,milk,,,,,,,,17,idle,,,,,,,,,,,,,,15,angry,,13,angry,,,,,,,,,,milk,,,,,,,
event_ce004_2_06_s_86,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_86,True,,S_130,150,1.0,,frima,,,,,,,,17,idle,,,,,,,,,,,,,,15,angry,,13,angry,,,,,,,,,,frima,,,,,,,
event_ce004_2_06_s_87,40056,event_ce004_2_06_s,Monologue,Locale_SubScenario:event_ce004_2_06_s_87,False,,150,14,1.0,,marciana,,,,,,,,17,idle,,,,,,,,,,,,,,15,angry,,13,angry,,,,,,,,frima,milk,,,,,,sfx_scn_runaway2,,
event_ce004_2_06_s_88,40056,event_ce004_2_06_s,Speech,Locale_SubScenario:event_ce004_2_06_s_88,True,,14,18,1.0,,marciana,,,,,,,,17,idle,,,,,,,,,,marciana,19,idle,,,,,,,,,,,,,,,,marciana,,,,,,,
