id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
event_darkhero_03_e_83,40047,event_darkhero_03_e,Speech,trony,trony,Locale_SubScenario:event_darkhero_03_e_83,True,,20,20,1.0,,,,2,surprise,,,12,idle,
event_darkhero_03_e_84,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_84,True,,20,120,1.0,,,,2,surprise,,,12,smile,
event_darkhero_03_e_85,40047,event_darkhero_03_e,Speech,black,black,Locale_SubScenario:event_darkhero_03_e_85,True,,120,120,1.0,,,,2,surprise,,,12,smile,
event_darkhero_03_e_86,40047,event_darkhero_03_e,Monologue,black,,Locale_SubScenario:event_darkhero_03_e_86,False,,120,120,1.0,,,,2,surprise,,,12,smile,black
event_darkhero_03_e_87,40047,event_darkhero_03_e,Monologue,trony,,Locale_SubScenario:event_darkhero_03_e_87,False,,120,20,1.0,,,,2,delight,,,,,
event_darkhero_03_e_88,40047,event_darkhero_03_e,Monologue,trony,,Locale_SubScenario:event_darkhero_03_e_88,False,,20,20,1.0,,,,2,delight,,,,,
event_darkhero_03_e_89,40047,event_darkhero_03_e,Self,trony,,Locale_SubScenario:event_darkhero_03_e_89,False,,20,20,1.0,,,,2,delight,,,,,
event_darkhero_03_e_90,40047,event_darkhero_03_e,Speech,trony,trony,Locale_SubScenario:event_darkhero_03_e_90,True,,20,20,1.0,,,,2,shy,,,,,
event_darkhero_03_e_91,40047,event_darkhero_03_e,Self,trony,,Locale_SubScenario:event_darkhero_03_e_91,False,,20,20,1.0,,,,2,shy,,,,,
event_darkhero_03_e_92,40047,event_darkhero_03_e,Self,trony,,Locale_SubScenario:event_darkhero_03_e_92,False,,20,20,1.0,,,,2,shy,,,,,
event_darkhero_03_e_93,40047,event_darkhero_03_e,Self,trony,,Locale_SubScenario:event_darkhero_03_e_93,False,,20,20,1.0,,,,2,shy,,,,,
event_darkhero_03_e_94,40047,event_darkhero_03_e,Speech,trony,trony,Locale_SubScenario:event_darkhero_03_e_94,True,,20,200,1.0,,,,2,shy,,,,,
event_darkhero_03_e_95,40047,event_darkhero_03_e,Speech,trony,trony,Locale_SubScenario:event_darkhero_03_e_95,True,,200,200,1.0,,,,2,idle,,,,,
event_darkhero_03_e_96,40047,event_darkhero_03_e,Speech,trony,trony,Locale_SubScenario:event_darkhero_03_e_96,True,,200,200,1.0,,,,2,idle,,,,,
event_darkhero_03_e_97,40047,event_darkhero_03_e,Speech,trony,trony,Locale_SubScenario:event_darkhero_03_e_97,True,,200,200,1.0,,,,2,idle,,,,,
event_darkhero_03_e_98,40047,event_darkhero_03_e,Self,trony,,Locale_SubScenario:event_darkhero_03_e_98,False,,200,200,1.0,,,,2,idle,,,,,
event_darkhero_03_e_99,40047,event_darkhero_03_e,Speech,trony,trony,Locale_SubScenario:event_darkhero_03_e_99,True,,200,200,1.0,,,,2,idle,,,,,
event_darkhero_03_e_100,40047,event_darkhero_03_e,Speech,trony,trony,Locale_SubScenario:event_darkhero_03_e_100,True,,200,20,1.0,,,,2,no,,,,,
event_darkhero_03_e_101,40047,event_darkhero_03_e,Speech,trony,trony,Locale_SubScenario:event_darkhero_03_e_101,True,,20,20,1.0,,,,2,delight,,,,,
event_darkhero_03_e_102,40047,event_darkhero_03_e,Monologue,trony,,Locale_SubScenario:event_darkhero_03_e_102,False,,20,20,1.0,,,,2,delight,trony,,,,
event_darkhero_03_e_103,40047,event_darkhero_03_e,Monologue,trony,,Locale_SubScenario:event_darkhero_03_e_103,False,,20,20,1.0,,,,,,,,,,
event_darkhero_03_e_104,40047,event_darkhero_03_e,Self,trony,,Locale_SubScenario:event_darkhero_03_e_104,False,,black,black,1.0,,,,,,,,,,
event_darkhero_03_e_105,40047,event_darkhero_03_e,Narration,trony,,Locale_SubScenario:event_darkhero_03_e_105,False,NikkeRoom,20,20,1.0,none,black,,,,,,,,
event_darkhero_03_e_106,40047,event_darkhero_03_e,Narration,trony,,Locale_SubScenario:event_darkhero_03_e_106,False,,20,20,1.0,bgm_frostpillar,,trony,2,delight,,,,,
event_darkhero_03_e_107,40047,event_darkhero_03_e,Narration,trony,,Locale_SubScenario:event_darkhero_03_e_107,False,,20,20,1.0,,,,2,delight,,,,,
event_darkhero_03_e_108,40047,event_darkhero_03_e,Narration,trony,,Locale_SubScenario:event_darkhero_03_e_108,False,,20,20,1.0,,,,2,delight,,,,,
event_darkhero_03_e_109,40047,event_darkhero_03_e,Narration,trony,,Locale_SubScenario:event_darkhero_03_e_109,False,,20,20,1.0,,,,2,delight,,,,,
event_darkhero_03_e_110,40047,event_darkhero_03_e,Narration,trony,,Locale_SubScenario:event_darkhero_03_e_110,False,,20,20,1.0,,,,2,delight,,,,,
event_darkhero_03_e_111,40047,event_darkhero_03_e,Speech,trony,trony,Locale_SubScenario:event_darkhero_03_e_111,True,,20,200,1.0,,,,2,shy,,,,,
event_darkhero_03_e_112,40047,event_darkhero_03_e,Narration,trony,,Locale_SubScenario:event_darkhero_03_e_112,False,,200,200,1.0,,,,2,shy,,,,,
event_darkhero_03_e_113,40047,event_darkhero_03_e,Narration,trony,,Locale_SubScenario:event_darkhero_03_e_113,False,,200,200,1.0,,,,2,shy,,,,,
event_darkhero_03_e_114,40047,event_darkhero_03_e,Narration,trony,,Locale_SubScenario:event_darkhero_03_e_114,False,,200,200,1.0,,,,2,shy,,,,,
event_darkhero_03_e_115,40047,event_darkhero_03_e,Narration,trony,,Locale_SubScenario:event_darkhero_03_e_115,False,,200,200,1.0,,,,2,shy,,,,,
event_darkhero_03_e_116,40047,event_darkhero_03_e,Speech,trony,trony,Locale_SubScenario:event_darkhero_03_e_116,True,,200,200,1.0,,,,2,shy,,,,,
event_darkhero_03_e_117,40047,event_darkhero_03_e,Narration,trony,,Locale_SubScenario:event_darkhero_03_e_117,False,,200,200,1.0,,,,2,shy,,,,,
event_darkhero_03_e_118,40047,event_darkhero_03_e,Narration,trony,,Locale_SubScenario:event_darkhero_03_e_118,False,,black,black,1.0,none,,,2,shy,trony,,,,
event_darkhero_03_e_119,40047,event_darkhero_03_e,Narration,trony,,Locale_SubScenario:event_darkhero_03_e_119,False,,black,black,1.0,,,,,,,,,,
event_darkhero_03_e_120,40047,event_darkhero_03_e,Narration,trony,,Locale_SubScenario:event_darkhero_03_e_120,False,,black,black,1.0,,,,,,,,,,
event_darkhero_03_e_121,40047,event_darkhero_03_e,Narration,trony,,Locale_SubScenario:event_darkhero_03_e_121,False,,black,black,1.0,,,,,,,,,,
