id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim
event_ce003_2_01_e_18,40042,event_ce003_2_01_e,Speech,ade,ade,Locale_SubScenario:event_ce003_2_01_e_18,True,,7,idle,,5,idle,,3,delight,,1,surprise,,13,surprise,,15,idle,,30,30,1.0,,,,,
event_ce003_2_01_e_19,40042,event_ce003_2_01_e,Self,ade,,Locale_SubScenario:event_ce003_2_01_e_19,False,,7,idle,,5,idle,,3,delight,,1,surprise,,13,surprise,,15,idle,,30,30,1.0,,,,,
event_ce003_2_01_e_20,40042,event_ce003_2_01_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_2_01_e_20,False,,7,idle,,5,idle,,3,delight,,1,surprise,,13,surprise,,15,idle,,10,10,1.0,,,,,
event_ce003_2_01_e_21,40042,event_ce003_2_01_e,Speech,ade,ade,Locale_SubScenario:event_ce003_2_01_e_21,True,,7,idle,,5,idle,,3,idle,,1,surprise,,13,surprise,,15,idle,,30,30,1.0,,,,,
event_ce003_2_01_e_22,40042,event_ce003_2_01_e,Speech,ade,ade,Locale_SubScenario:event_ce003_2_01_e_22,True,,7,idle,,5,idle,,3,idle,,1,surprise,,13,surprise,,15,idle,,30,30,1.0,,,,,
event_ce003_2_01_e_23,40042,event_ce003_2_01_e,Speech,soda,soda,Locale_SubScenario:event_ce003_2_01_e_23,True,,7,idle,,5,idle,,3,idle,,1,surprise,,13,surprise,,15,idle,,S_70,S_70,1.0,,,,,
event_ce003_2_01_e_24,40042,event_ce003_2_01_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_2_01_e_24,True,,7,idle,,5,idle,,3,idle,,1,delight,,13,idle,,15,idle,,10,10,1.0,,,,,
event_ce003_2_01_e_25,40042,event_ce003_2_01_e,Speech,cocoa,cocoa,Locale_SubScenario:event_ce003_2_01_e_25,True,,7,idle,,5,idle,,3,idle,,1,delight,,13,idle,,15,idle,,XS_50,XS_50,1.0,,,,,
event_ce003_2_01_e_26,40042,event_ce003_2_01_e,Speech,cocoa,cocoa,Locale_SubScenario:event_ce003_2_01_e_26,True,,7,idle,,5,idle,,3,idle,,1,delight,,13,idle,,15,idle,,XS_50,XS_50,1.0,,,,,
event_ce003_2_01_e_27,40042,event_ce003_2_01_e,Speech,cocoa,cocoa,Locale_SubScenario:event_ce003_2_01_e_27,True,,7,idle,,5,serious,,3,idle,,1,delight,,13,idle,,15,idle,,XS_50,XS_500,1.0,,,,,
event_ce003_2_01_e_28,40042,event_ce003_2_01_e,Speech,cocoa,cocoa,Locale_SubScenario:event_ce003_2_01_e_28,True,,7,idle,,5,serious,,3,idle,,1,delight,,13,idle,,15,idle,,XS_500,XS_500,1.0,,,,,
event_ce003_2_01_e_29,40042,event_ce003_2_01_e,Speech,cocoa,cocoa,Locale_SubScenario:event_ce003_2_01_e_29,True,,7,idle,,5,serious,,3,idle,,1,delight,,13,idle,,15,idle,,XS_500,XS_50,1.0,,,,,
event_ce003_2_01_e_30,40042,event_ce003_2_01_e,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_2_01_e_30,True,,7,idle,,5,serious,,3,idle,,1,idle,,13,idle,,15,idle,,150,150,1.0,,,,,
event_ce003_2_01_e_31,40042,event_ce003_2_01_e,Speech,ce_003_03,ce_003_03,Locale_SubScenario:event_ce003_2_01_e_31,True,,7,idle,,5,serious,,3,idle,,1,idle,,13,idle,,15,idle,,150,150,1.0,,,,,
event_ce003_2_01_e_32,40042,event_ce003_2_01_e,Speech,ce_003_01,ce_003_01,Locale_SubScenario:event_ce003_2_01_e_32,True,,7,idle,,5,serious,,3,idle,,1,idle,,13,idle,,15,idle,,150,S_130,1.0,,,,,
event_ce003_2_01_e_33,40042,event_ce003_2_01_e,Speech,ade,ade,Locale_SubScenario:event_ce003_2_01_e_33,True,,7,idle,,5,serious,,3,idle,,1,idle,,13,idle,,15,idle,,30,30,1.0,,,,,
event_ce003_2_01_e_34,40042,event_ce003_2_01_e,Speech,ce_003_02,ce_003_02,Locale_SubScenario:event_ce003_2_01_e_34,True,,7,idle,,5,serious,,3,idle,,1,idle,,13,idle,,15,idle,,10,10,1.0,,,,,
event_ce003_2_01_e_35,40042,event_ce003_2_01_e,Speech,soda,soda,Locale_SubScenario:event_ce003_2_01_e_35,True,,7,think,,5,serious,,3,idle,,1,idle,,13,idle,,15,idle,,S_70,S_70,1.0,,,,,
event_ce003_2_01_e_36,40042,event_ce003_2_01_e,Self,soda,,Locale_SubScenario:event_ce003_2_01_e_36,False,,7,think,,5,serious,,3,idle,,1,idle,,13,idle,,15,idle,,S_70,31,2.0,,,,,
event_ce003_2_01_e_37,40042,event_ce003_2_01_e,Self,soda,,Locale_SubScenario:event_ce003_2_01_e_37,False,,7,think,,5,serious,,3,idle,,1,idle,,13,idle,,15,idle,,31,31,1.0,,,,,
event_ce003_2_01_e_38,40042,event_ce003_2_01_e,Speech,ade,ade,Locale_SubScenario:event_ce003_2_01_e_38,True,,7,think,,5,serious,,3,delight,,1,idle,,13,idle,,15,idle,,31,31,1.0,,,,,
event_ce003_2_01_e_39,40042,event_ce003_2_01_e,Speech,unknown,unknown,Locale_SubScenario:event_ce003_2_01_e_39,True,,7,think,,5,idle,,3,delight,,1,idle,,13,idle,,15,idle,,black,black,1.0,none,sfx_scn_mic,,,
event_ce003_2_01_e_40,40042,event_ce003_2_01_e,Speech,ade,ade,Locale_SubScenario:event_ce003_2_01_e_40,True,,7,think,,5,idle,,3,shy,,1,idle,,13,idle,,15,idle,,30,30,1.0,,,,,
event_ce003_2_01_e_41,40042,event_ce003_2_01_e,Speech,soda,soda,Locale_SubScenario:event_ce003_2_01_e_41,True,,7,idle,,5,idle,,3,shy,,1,idle,,13,idle,,15,idle,,S_70,S_70,1.0,,,,,
event_ce003_2_01_e_42,40042,event_ce003_2_01_e,Monologue,soda,,Locale_SubScenario:event_ce003_2_01_e_42,False,,7,idle,,5,idle,,3,shy,,1,idle,,13,idle,,15,idle,,19,19,1.0,,,epicurean,19,idle
event_ce003_2_01_e_43,40042,event_ce003_2_01_e,Speech,epicurean,epicurean,Locale_SubScenario:event_ce003_2_01_e_43,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,19,19,1.0,,,,19,idle
event_ce003_2_01_e_44,40042,event_ce003_2_01_e,Speech,epicurean,epicurean,Locale_SubScenario:event_ce003_2_01_e_44,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,19,19,1.0,event_bgm_ce003_minimain,,,19,idle
event_ce003_2_01_e_45,40042,event_ce003_2_01_e,Speech,epicurean,epicurean,Locale_SubScenario:event_ce003_2_01_e_45,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,19,19,1.0,,,,19,idle
event_ce003_2_01_e_46,40042,event_ce003_2_01_e,Speech,epicurean,epicurean,Locale_SubScenario:event_ce003_2_01_e_46,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,19,19,1.0,,,,19,idle
event_ce003_2_01_e_47,40042,event_ce003_2_01_e,Speech,epicurean,epicurean,Locale_SubScenario:event_ce003_2_01_e_47,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,19,L_190,1.0,,,,19,idle
event_ce003_2_01_e_48,40042,event_ce003_2_01_e,Speech,epicurean,epicurean,Locale_SubScenario:event_ce003_2_01_e_48,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,L_190,L_190,1.0,,,,19,idle
event_ce003_2_01_e_49,40042,event_ce003_2_01_e,Speech,epicurean,epicurean,Locale_SubScenario:event_ce003_2_01_e_49,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,L_190,L_190,1.0,,,,19,idle
event_ce003_2_01_e_50,40042,event_ce003_2_01_e,Speech,epicurean,epicurean,Locale_SubScenario:event_ce003_2_01_e_50,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,L_190,L_190,1.0,,,,19,idle
event_ce003_2_01_e_51,40042,event_ce003_2_01_e,Speech,epicurean,epicurean,Locale_SubScenario:event_ce003_2_01_e_51,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,L_190,19,1.0,,,,19,idle
event_ce003_2_01_e_52,40042,event_ce003_2_01_e,Speech,epicurean,epicurean,Locale_SubScenario:event_ce003_2_01_e_52,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,19,19,1.0,,,,19,idle
event_ce003_2_01_e_53,40042,event_ce003_2_01_e,Speech,epicurean,epicurean,Locale_SubScenario:event_ce003_2_01_e_53,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,19,19,1.0,,,,19,idle
event_ce003_2_01_e_54,40042,event_ce003_2_01_e,Speech,epicurean,epicurean,Locale_SubScenario:event_ce003_2_01_e_54,True,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,19,L_190,0.7,,,,19,idle
