id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/4/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,fade,conversation_id,jump_target
event_schooloflock_06_s_29,40028,event_schooloflock_06_s,Speech,zwei,zwei,Locale_SubScenario:event_schooloflock_06_s_29,True,,1,idle,,5,idle,,3,delight,,13,idle,,15,idle,,50,50,1.0,,,,,,,,,
event_schooloflock_06_s_30,40028,event_schooloflock_06_s,Speech,zwei,zwei,Locale_SubScenario:event_schooloflock_06_s_30,True,,1,idle,,5,idle,,3,delight,,13,idle,,15,idle,,50,50,1.0,,,,,,,,,
event_schooloflock_06_s_31,40028,event_schooloflock_06_s,Speech,zwei,zwei,Locale_SubScenario:event_schooloflock_06_s_31,True,,1,idle,,5,idle,,3,delight,,13,idle,,15,idle,,50,50,1.0,,,,,,,,,
event_schooloflock_06_s_32,40028,event_schooloflock_06_s,Speech,tercera,tercera,Locale_SubScenario:event_schooloflock_06_s_32,True,,1,idle,,5,idle,,3,delight,,13,idle,,15,idle,,130,130,1.0,,,,,,,,,
event_schooloflock_06_s_33,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_33,True,,1,idle,,5,idle,,3,delight,,13,idle,,15,idle,,130,14,1.0,,,,,,,,,
event_schooloflock_06_s_34,40028,event_schooloflock_06_s,Monologue,,,Locale_SubScenario:event_schooloflock_06_s_34,False,,1,idle,,5,idle,,3,delight,,13,idle,,15,idle,,14,14,1.0,,,,,,,,,
event_schooloflock_06_s_35,40028,event_schooloflock_06_s,Speech,tercera,tercera,Locale_SubScenario:event_schooloflock_06_s_35,True,,1,idle,,5,idle,,3,delight,,13,idle,,15,idle,,14,14,1.0,,,,,,,,,
event_schooloflock_06_s_36,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_36,True,,1,idle,,5,idle,,3,delight,,13,idle,,15,idle,,14,14,1.0,,,,,,,,,
event_schooloflock_06_s_37,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_37,True,,1,idle,,5,idle,,3,delight,,13,idle,,15,idle,,14,14,1.0,,,,,,,,,
event_schooloflock_06_s_38,40028,event_schooloflock_06_s,Speech,tercera,tercera,Locale_SubScenario:event_schooloflock_06_s_38,False,,1,idle,,5,idle,,3,delight,,13,idle,,15,idle,,14,130,0.6,,,,,,,,,
event_schooloflock_06_s_39,40028,event_schooloflock_06_s,Speech,tercera,tercera,Locale_SubScenario:event_schooloflock_06_s_39,True,,1,idle,,5,idle,,3,delight,,13,idle,,15,idle,,130,130,1.0,,,,,,,,,
event_schooloflock_06_s_40,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_40,True,,1,idle,,5,idle,,3,delight,,13,idle,,15,think,,130,150,1.0,,,,,,,,,
event_schooloflock_06_s_41,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_41,True,,1,idle,,5,idle,,3,delight,,13,idle,,15,think,,150,150,1.0,,,,,,,,,
event_schooloflock_06_s_42,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_42,True,,1,idle,,5,idle,,3,delight,,13,idle,,15,think,,150,150,1.0,,,,,,,,,
event_schooloflock_06_s_43,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_43,True,,1,idle,,5,idle,,3,delight,,13,idle,,15,think,,150,150,1.0,,,,,,,,,
event_schooloflock_06_s_44,40028,event_schooloflock_06_s,Speech,tercera,tercera,Locale_SubScenario:event_schooloflock_06_s_44,False,,1,idle,,5,idle,,3,idle,,13,idle,,15,think,,150,14,1.0,,,,,,,,,
event_schooloflock_06_s_45,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_45,True,,1,idle,,5,idle,,3,idle,,13,idle,,15,think,,14,14,1.0,,,,,,,,,
event_schooloflock_06_s_46,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_46,True,,1,idle,,5,idle,,3,idle,,13,idle,,15,think,,14,14,1.0,,,,,,,,,
event_schooloflock_06_s_47,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_47,True,,1,idle,,5,idle,,3,idle,,13,idle,,15,think,,14,14,1.0,,,,,,,,,
event_schooloflock_06_s_48,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_48,True,,1,idle,,5,idle,,3,idle,,13,idle,,15,delight,,14,14,1.0,,,,,,,,,
event_schooloflock_06_s_49,40028,event_schooloflock_06_s,Speech,tercera,tercera,Locale_SubScenario:event_schooloflock_06_s_49,True,,1,idle,,5,idle,,3,idle,,13,idle,,15,delight,,14,130,1.0,,,,,,,,,
event_schooloflock_06_s_50,40028,event_schooloflock_06_s,Monologue,,,Locale_SubScenario:event_schooloflock_06_s_50,False,,1,idle,,5,idle,,3,idle,,13,idle,,15,delight,,130,130,1.0,,,,,,,,,
event_schooloflock_06_s_51,40028,event_schooloflock_06_s,Monologue,,,Locale_SubScenario:event_schooloflock_06_s_51,False,,1,idle,,5,idle,,3,idle,,13,idle,,15,delight,,black,black,1.0,,marciana,,,,,,,
event_schooloflock_06_s_52,40028,event_schooloflock_06_s,Monologue,,,Locale_SubScenario:event_schooloflock_06_s_52,False,,1,idle,,5,idle,,3,idle,,13,idle,,,,,4,4,1.0,,,,,,,,,
event_schooloflock_06_s_53,40028,event_schooloflock_06_s,Monologue,,,Locale_SubScenario:event_schooloflock_06_s_53,False,,1,idle,,5,idle,,3,idle,,13,idle,,,,,XS_10,XS_10,1.0,,,,,,,,,
event_schooloflock_06_s_54,40028,event_schooloflock_06_s,Monologue,,,Locale_SubScenario:event_schooloflock_06_s_54,False,,1,idle,,5,idle,,3,idle,,13,idle,,,,,130,130,1.0,,,,,,,,,
event_schooloflock_06_s_55,40028,event_schooloflock_06_s,Monologue,,,Locale_SubScenario:event_schooloflock_06_s_55,False,,1,idle,,5,idle,,3,idle,,13,idle,,,,,130,13,1.0,,,,,,,,,
event_schooloflock_06_s_56,40028,event_schooloflock_06_s,Monologue,,,Locale_SubScenario:event_schooloflock_06_s_56,False,,1,idle,,5,idle,,3,idle,,13,idle,,,,,black,black,1.0,none,,rei,zwei,ein,tercera,,,
event_schooloflock_06_s_57,40028,event_schooloflock_06_s,Monologue,,,Locale_SubScenario:event_schooloflock_06_s_57,False,,,,,,,,,,,,,,,,SchoolCorridor,13,3,1.0,bgm_story_orangepop,,,,,,black,,
event_schooloflock_06_s_58,40028,event_schooloflock_06_s,Monologue,,,Locale_SubScenario:event_schooloflock_06_s_58,False,,,,,,,,,,,,,,,,,3,3,1.0,,,,,,,,,
event_schooloflock_06_s_59,40028,event_schooloflock_06_s,Monologue,,,Locale_SubScenario:event_schooloflock_06_s_59,False,,,,,,,,,,,,,,,,,3,3,1.0,,,,,,,,,
event_schooloflock_06_s_60,40028,event_schooloflock_06_s,Self,,,Locale_SubScenario:event_schooloflock_06_s_60,False,,,,,,,,,,,,,,,,,3,3,1.0,,,,,,,,,
event_schooloflock_06_s_61,40028,event_schooloflock_06_s,Monologue,,,Locale_SubScenario:event_schooloflock_06_s_61,False,,,,,,,,,,,,,,,,,3,6,1.0,,,,,,,,,
event_schooloflock_06_s_62,40028,event_schooloflock_06_s,Monologue,,,Locale_SubScenario:event_schooloflock_06_s_62,False,,,,,,,,,,,,,,,,,6,6,1.0,,,,,,,,,
event_schooloflock_06_s_63,40028,event_schooloflock_06_s,Speech,ein,ein,Locale_SubScenario:event_schooloflock_06_s_63,True,,,,,,,ein,3,delight,,,,,,,,6,3,1.0,,,,,,,,,
event_schooloflock_06_s_64,40028,event_schooloflock_06_s,Self,,,Locale_SubScenario:event_schooloflock_06_s_64,False,,,,,,,,3,delight,,,,,,,,3,3,1.0,,,,,,,,,
event_schooloflock_06_s_65,40028,event_schooloflock_06_s,Speech,ein,ein,Locale_SubScenario:event_schooloflock_06_s_65,True,,,,,,,,3,idle,,,,,,,,3,30,1.0,,,,,,,,,
event_schooloflock_06_s_66,40028,event_schooloflock_06_s,Speech,ein,ein,Locale_SubScenario:event_schooloflock_06_s_66,True,,,,,,,,3,idle,,,,,,,,30,30,1.0,,,,,,,,,
event_schooloflock_06_s_67,40028,event_schooloflock_06_s,Self,,,Locale_SubScenario:event_schooloflock_06_s_67,False,,,,,,,,3,idle,,,,,,,,30,30,1.0,,,,,,,,,
event_schooloflock_06_s_68,40028,event_schooloflock_06_s,Narration,,,Locale_SubScenario:event_schooloflock_06_s_68,False,,,,,,,,3,idle,,,,,,,,30,30,1.0,,,,,,,,m_event_schooloflock_06_s,
event_schooloflock_06_s_69,40028,event_schooloflock_06_s,Self,,,Locale_SubScenario:event_schooloflock_06_s_69,False,,,,,,,,3,idle,,,,,,,,30,30,1.0,none,,,,,,,,
event_schooloflock_06_s_70,40028,event_schooloflock_06_s,Monologue,,,Locale_SubScenario:event_schooloflock_06_s_70,False,,,,,,,,3,idle,,,,,,,,black,black,1.0,,,,,ein,,,,
event_schooloflock_06_s_71,40028,event_schooloflock_06_s,Monologue,,,Locale_SubScenario:event_schooloflock_06_s_71,False,,,,,,,,,,,,,,,,Classroom_e,black,black,1.0,,,,,,,,,
event_schooloflock_06_s_72,40028,event_schooloflock_06_s,Narration,,,Locale_SubScenario:event_schooloflock_06_s_72,False,,,,,,,,,,,,,,,,,12,15,1.0,bgm_story_fairytalesend_if,,,,,,,,
event_schooloflock_06_s_73,40028,event_schooloflock_06_s,Monologue,,,Locale_SubScenario:event_schooloflock_06_s_73,False,,,,,,,,,,,,,marciana,15,think,,15,15,1.0,,,,,,,,,
event_schooloflock_06_s_74,40028,event_schooloflock_06_s,Monologue,,,Locale_SubScenario:event_schooloflock_06_s_74,False,,,,,,,,,,,,,,15,think,,15,15,1.0,,,,,,,,,
event_schooloflock_06_s_75,40028,event_schooloflock_06_s,Self,,,Locale_SubScenario:event_schooloflock_06_s_75,False,,,,,,,,,,,,,,15,think,,15,15,1.0,,,,,,,,,
event_schooloflock_06_s_76,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_76,True,,,,,,,,,,,,,,15,idle,,15,150,1.0,,,,,,,,,
event_schooloflock_06_s_77,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_77,True,,,,,,,,,,,,,,15,idle,,150,150,1.0,,,,,,,,,
event_schooloflock_06_s_78,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_78,True,,,,,,,,,,,,,,15,idle,,150,150,1.0,,,,,,,,,
event_schooloflock_06_s_79,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_79,True,,,,,,,,,,,,,,15,idle,,150,150,1.0,,,,,,,,,
event_schooloflock_06_s_80,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_80,True,,,,,,,,,,,,,,15,idle,,150,150,1.0,,,,,,,,,
event_schooloflock_06_s_81,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_81,True,,,,,,,,,,,,,,15,idle,,150,150,1.0,,,,,,,,,
event_schooloflock_06_s_82,40028,event_schooloflock_06_s,Self,,,Locale_SubScenario:event_schooloflock_06_s_82,False,,,,,,,,,,,,,,15,idle,,150,150,1.0,,,,,,,,,
event_schooloflock_06_s_83,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_83,True,,,,,,,,,,,,,,15,think,,150,15,1.0,,,,,,,,,
event_schooloflock_06_s_84,40028,event_schooloflock_06_s,Self,,,Locale_SubScenario:event_schooloflock_06_s_84,False,,,,,,,,,,,,,,15,think,,15,15,1.0,,,,,,,,,
event_schooloflock_06_s_85,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_85,True,,,,,,,,,,,,,,15,idle,,15,150,1.0,,,,,,,,,
event_schooloflock_06_s_86,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_86,True,,,,,,,,,,,,,,15,idle,,150,150,1.0,,,,,,,,,
event_schooloflock_06_s_87,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_87,True,,,,,,,,,,,,,,15,idle,,150,150,1.0,,,,,,,,,
event_schooloflock_06_s_88,40028,event_schooloflock_06_s,Self,,,Locale_SubScenario:event_schooloflock_06_s_88,False,,,,,,,,,,,,,,15,idle,,150,150,1.0,,,,,,,,,
event_schooloflock_06_s_89,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_89,True,,,,,,,,,,,,,,15,think,,150,150,1.0,,,,,,,,,
event_schooloflock_06_s_90,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_90,True,,,,,,,,,,,,,,15,think,,150,150,1.0,,,,,,,,,
event_schooloflock_06_s_91,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_91,True,,,,,,,,,,,,,,15,think,,150,150,1.0,,,,,,,,,
event_schooloflock_06_s_92,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_92,True,,,,,,,,,,,,,,15,think,,150,150,1.0,,,,,,,,,
event_schooloflock_06_s_93,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_93,True,,,,,,,,,,,,,,15,think,,150,150,1.0,,,,,,,,,
event_schooloflock_06_s_94,40028,event_schooloflock_06_s,Self,,,Locale_SubScenario:event_schooloflock_06_s_94,False,,,,,,,,,,,,,,15,think,,150,150,1.0,,,,,,,,,
event_schooloflock_06_s_95,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_95,True,,,,,,,,,,,,,,15,idle,,150,15,1.0,,,,,,,,,
event_schooloflock_06_s_96,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_96,True,,,,,,,,,,,,,,15,idle,,15,15,1.0,,,,,,,,,
event_schooloflock_06_s_97,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_97,True,,,,,,,,,,,,,,15,idle,,15,15,1.0,,,,,,,,,
event_schooloflock_06_s_98,40028,event_schooloflock_06_s,Choice,,,Locale_SubScenario:event_schooloflock_06_s_98,False,,,,,,,,,,,,,,15,idle,,15,15,1.0,,,,,,,,,event_schooloflock_06_s_100
event_schooloflock_06_s_99,40028,event_schooloflock_06_s,Choice,,,Locale_SubScenario:event_schooloflock_06_s_99,False,,,,,,,,,,,,,,15,idle,,15,15,1.0,,,,,,,,,event_schooloflock_06_s_103
event_schooloflock_06_s_100,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_100,True,,,,,,,,,,,,,,15,think,,15,15,1.0,,,,,,,,,
event_schooloflock_06_s_101,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_101,True,,,,,,,,,,,,,,15,think,,15,15,1.0,,,,,,,,,
event_schooloflock_06_s_102,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_102,True,,,,,,,,,,,,,,15,think,,15,15,1.0,,,,,,,,,event_schooloflock_06_s_107
event_schooloflock_06_s_103,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_103,True,,,,,,,,,,,,,,15,think,,15,15,1.0,,,,,,,,,
event_schooloflock_06_s_104,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_104,True,,,,,,,,,,,,,,15,think,,15,15,1.0,,,,,,,,,
event_schooloflock_06_s_105,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_105,True,,,,,,,,,,,,,,15,think,,15,15,1.0,,,,,,,,,
event_schooloflock_06_s_106,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_106,True,,,,,,,,,,,,,,15,think,,15,15,1.0,,,,,,,,,event_schooloflock_06_s_107
event_schooloflock_06_s_107,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_107,True,,,,,,,,,,,,,,15,think,,15,15,1.0,,,,,,,,,
event_schooloflock_06_s_108,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_108,True,,,,,,,,,,,,,,15,think,,15,15,1.0,,,,,,,,,
event_schooloflock_06_s_109,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_109,True,,,,,,,,,,,,,,15,think,,15,15,1.0,,,,,,,,,
event_schooloflock_06_s_110,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_110,True,,,,,,,,,,,,,,15,think,,15,15,1.0,,,,,,,,,
event_schooloflock_06_s_111,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_111,True,,,,,,,,,,,,,,15,think,,15,15,1.0,,,,,,,,,
event_schooloflock_06_s_112,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_112,True,,,,,,,,,,,,,,15,think,,15,15,1.0,,,,,,,,,
event_schooloflock_06_s_113,40028,event_schooloflock_06_s,Self,,,Locale_SubScenario:event_schooloflock_06_s_113,False,,,,,,,,,,,,,,15,think,,15,15,1.0,,,,,,,,,
event_schooloflock_06_s_114,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_114,True,,,,,,,,,,,,,,15,idle,,15,150,1.0,,,,,,,,,
event_schooloflock_06_s_115,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_115,True,,,,,,,,,,,,,,15,idle,,150,150,1.0,,,,,,,,,
event_schooloflock_06_s_116,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_116,True,,,,,,,,,,,,,,15,idle,,150,150,1.0,,,,,,,,,
event_schooloflock_06_s_117,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_117,True,,,,,,,,,,,,,,15,idle,,150,150,1.0,,,,,,,,,
event_schooloflock_06_s_118,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_118,True,,,,,,,,,,,,,,15,idle,,150,150,1.0,,,,,,,,,
event_schooloflock_06_s_119,40028,event_schooloflock_06_s,Self,,,Locale_SubScenario:event_schooloflock_06_s_119,False,,,,,,,,,,,,,,15,idle,,150,150,1.0,,,,,,,,,
event_schooloflock_06_s_120,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_120,True,,,,,,,,,,,,,,15,idle,,150,150,1.0,,,,,,,,,
event_schooloflock_06_s_121,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_121,True,,,,,,,,,,,,,,15,idle,,150,150,1.0,,,,,,,,,
event_schooloflock_06_s_122,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_122,True,,,,,,,,,,,,,,15,idle,,150,150,1.0,,,,,,,,,
event_schooloflock_06_s_123,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_123,True,,,,,,,,,,,,,,15,special,,150,1500,1.5,,,,,,,,,
event_schooloflock_06_s_124,40028,event_schooloflock_06_s,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_06_s_124,True,,,,,,,,,,,,,,15,special,,1500,1500,1.0,,,,,,,,,
