id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id
event_icedragonsaga2_05_s_60,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_60,False,,2,think,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_61,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_61,True,,2,think,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_62,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_62,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_63,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_63,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_64,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_64,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_65,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_65,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_66,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_66,True,,2,no,,12,no,,1,L_200,0.5,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_67,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_67,True,,2,think,,12,delight,,1,1,1.0,,Vignetting,black,,,,,,
event_icedragonsaga2_05_s_68,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_68,False,,2,think,,12,delight,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_69,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_69,True,,2,think,,12,idle,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_70,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_70,True,,2,think,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_71,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_71,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_72,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_72,True,,2,idle,,12,delight,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_73,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_73,True,,2,idle,,12,delight,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_74,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_74,True,,2,idle,,12,delight,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_75,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_75,True,,2,idle,,12,delight,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_76,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_76,True,,2,idle,,12,delight,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_77,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_77,True,,2,idle,,12,shy,,1,XS_120,0.5,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_78,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_78,True,,2,idle,,12,think,,XS_120,XS_120,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_79,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_79,True,,2,idle,,12,think,,XS_120,XS_120,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_80,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_80,True,,2,idle,,12,no,,XS_120,XS_120,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_81,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_81,True,,2,idle,,12,idle,,XS_120,XS_120,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_82,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_82,True,,2,idle,,12,delight,,XS_120,XS_120,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_83,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_83,True,,2,good,,12,delight,,XS_120,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_84,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_84,True,,2,good,,12,delight,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_85,40065,event_icedragonsaga2_05_s,Speech,maiden,maiden,Locale_MainScenario:event_icedragonsaga2_05_s_85,True,,2,idle,,12,idle,,14,S_140,1.0,bgm_story_fairytalesend_a,Vignetting,black,maiden,14,idle,,,
event_icedragonsaga2_05_s_86,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_86,True,,2,idle,,12,idle,,S_140,1,1.0,,Vignetting,,,14,idle,,,
event_icedragonsaga2_05_s_87,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_87,True,,2,idle,,12,idle,,1,1,1.0,,Vignetting,,,14,idle,,,
event_icedragonsaga2_05_s_88,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_88,True,,2,idle,,12,idle,,1,1,1.0,,Vignetting,,,14,idle,,,
event_icedragonsaga2_05_s_89,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_89,True,,2,idle,,12,idle,,1,1,1.0,,Vignetting,,,14,idle,,,
event_icedragonsaga2_05_s_90,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_90,True,,2,idle,,12,idle,,1,1,1.0,,Vignetting,,,14,idle,,,
event_icedragonsaga2_05_s_91,40065,event_icedragonsaga2_05_s,Speech,ingrid,maiden,Locale_MainScenario:event_icedragonsaga2_05_s_91,False,,2,idle,,12,idle,,1,1,1.0,,Vignetting,,,14,idle,,,
event_icedragonsaga2_05_s_92,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_92,True,,2,idle,,12,idle,,1,XS_120,1.0,,Vignetting,,,14,idle,,,
event_icedragonsaga2_05_s_93,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_93,True,,2,idle,,12,idle,,XS_120,XS_120,1.0,,Vignetting,,,14,idle,,,
event_icedragonsaga2_05_s_94,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_94,True,,2,idle,,12,idle,,XS_120,XS_120,1.0,,Vignetting,,,14,idle,,,
event_icedragonsaga2_05_s_95,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_95,True,,2,idle,,12,idle,,XS_120,XS_120,1.0,,Vignetting,,,14,idle,,,
event_icedragonsaga2_05_s_96,40065,event_icedragonsaga2_05_s,Speech,maiden,maiden,Locale_MainScenario:event_icedragonsaga2_05_s_96,True,,2,idle,,12,idle,,XS_120,S_140,1.0,,Vignetting,,,14,idle,,,
event_icedragonsaga2_05_s_97,40065,event_icedragonsaga2_05_s,Speech,maiden,maiden,Locale_MainScenario:event_icedragonsaga2_05_s_97,True,,2,idle,,12,idle,,S_140,S_140,1.0,,Vignetting,,,14,idle,,,
event_icedragonsaga2_05_s_98,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_98,True,,2,idle,,12,idle,,L_20,L_200,1.0,,Vignetting,,,14,idle,,,
event_icedragonsaga2_05_s_99,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_99,False,,2,idle,,12,idle,,black,black,1.0,none,Vignetting,,,14,idle,maiden,,
event_icedragonsaga2_05_s_100,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_100,True,,2,think,,12,no,,1,1,1.0,bgm_story_monochrome,Vignetting,black,,,,,,
event_icedragonsaga2_05_s_101,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_101,True,,2,think,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_102,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_102,True,,2,think,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_103,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_103,True,,2,think,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_104,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_104,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_105,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_105,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_106,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_106,True,,2,idle,,12,no,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_107,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_107,True,,2,idle,,12,no,,1,XS_120,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_108,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_108,False,,2,idle,,12,think,,XS_120,XS_120,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_109,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_109,True,,2,idle,,12,idle,,XS_120,XS_120,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_110,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_110,True,,2,idle,,12,idle,,XS_120,XS_120,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_111,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_111,True,,2,idle,,12,idle,,XS_120,XS_120,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_112,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_112,True,,2,idle,,12,idle,,XS_120,XS_120,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_113,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_113,True,,2,idle,,12,idle,,XS_120,XS_120,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_114,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_114,True,,2,idle,,12,idle,,XS_120,XS_120,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_115,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_115,True,,2,idle,,12,idle,,XS_120,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_116,40065,event_icedragonsaga2_05_s,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_05_s_116,True,,2,idle,,12,idle,,1,1,1.0,,Vignetting,,,,,,,
event_icedragonsaga2_05_s_117,40065,event_icedragonsaga2_05_s,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_05_s_117,True,,2,idle,,12,idle,,1,1,1.0,,Vignetting,,,,,,,
