id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,fade
event_ce_01_02_62,40008,event_ce_01_02,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_02_62,False,,,,,12,12,1.0,,,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,sad,
event_ce_01_02_63,40008,event_ce_01_02,Speech,c_npc_1,c_npc_1,Locale_SubScenario:event_ce_01_02_63,True,,,,,12,16,2.0,,,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,sad,
event_ce_01_02_64,40008,event_ce_01_02,Speech,c_2,c_2,Locale_SubScenario:event_ce_01_02_64,True,,,,,16,16,1.0,,,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,angry,
event_ce_01_02_65,40008,event_ce_01_02,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_02_65,False,,,,,4,4,1.0,,,,7,idle,,5,idle,,3,no,,1,idle,,13,idle,,15,idle,,17,angry,
event_ce_01_02_66,40008,event_ce_01_02,Speech,anis,anis,Locale_SubScenario:event_ce_01_02_66,False,,,,,4,4,1.0,,,,7,idle,,5,no,,3,no,,1,idle,,13,idle,,15,idle,,17,sad,
event_ce_01_02_67,40008,event_ce_01_02,Speech,neon,neon,Locale_SubScenario:event_ce_01_02_67,True,,,,,4,6,1.0,,,,7,idle,,5,no,,3,no,,1,idle,,13,idle,,15,idle,,17,sad,
event_ce_01_02_68,40008,event_ce_01_02,Narration,,Narration,Locale_SubScenario:event_ce_01_02_68,False,,,,,black,black,1.0,,,,7,idle,,5,idle,,3,idle,,13,idle,,1,idle,,15,idle,,17,sad,
event_ce_01_02_69,40008,event_ce_01_02,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_02_69,True,,,,,10,10,1.0,,,,7,idle,,5,idle,,3,idle,,13,idle,,1,good,,15,idle,,17,sad,
event_ce_01_02_70,40008,event_ce_01_02,Speech,anis,anis,Locale_SubScenario:event_ce_01_02_70,True,,,,,10,10,1.0,,,,7,idle,,5,idle,,3,idle,,13,idle,,1,good,,15,idle,,17,sad,
event_ce_01_02_71,40008,event_ce_01_02,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_02_71,True,,,,,10,10,1.0,,,,7,idle,,5,idle,,3,idle,,13,idle,,1,good,,15,idle,,17,sad,
event_ce_01_02_72,40008,event_ce_01_02,Speech,anis,anis,Locale_SubScenario:event_ce_01_02_72,True,,,,,10,50,2.0,,,,7,idle,,5,idle,,3,idle,,13,idle,,1,good,,15,idle,,17,sad,
event_ce_01_02_73,40008,event_ce_01_02,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_02_73,True,,,,,50,50,1.0,,,,7,idle,,5,idle,,3,idle,,13,idle,,1,good,,15,idle,,17,sad,
event_ce_01_02_74,40008,event_ce_01_02,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_02_74,True,,,,,2,2,1.0,,,,7,idle,,5,idle,,3,idle,,13,idle,,1,good,,15,idle,,17,sad,
event_ce_01_02_75,40008,event_ce_01_02,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_02_75,True,,,,,2,2,1.0,,,,7,idle,,5,idle,,3,idle,,13,idle,,1,good,,15,idle,,17,sad,
event_ce_01_02_76,40008,event_ce_01_02,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_02_76,True,,,,,2,2,1.0,,,,7,idle,,5,idle,,3,idle,,13,idle,,1,good,,15,idle,,17,sad,
event_ce_01_02_77,40008,event_ce_01_02,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_02_77,True,,,,,2,2,1.0,,,,7,idle,,5,idle,,3,idle,,13,idle,,1,smile,,15,idle,,17,sad,
event_ce_01_02_78,40008,event_ce_01_02,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_02_78,True,,,,,2,2,1.0,,,,7,idle,,5,idle,,3,idle,,13,idle,,1,smile,,15,idle,,17,sad,
event_ce_01_02_79,40008,event_ce_01_02,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_02_79,True,,,,,2,2,1.0,,,,7,idle,,5,idle,,3,idle,,13,idle,,1,smile,,15,idle,,17,sad,
event_ce_01_02_80,40008,event_ce_01_02,Speech,c_npc_2,c_npc_2,Locale_SubScenario:event_ce_01_02_80,True,,,,,2,12,1.0,,,,7,idle,,5,idle,,3,idle,,13,idle,,1,smile,,15,idle,,17,sad,
event_ce_01_02_81,40008,event_ce_01_02,Speech,neon,neon,Locale_SubScenario:event_ce_01_02_81,True,,,,,S_70,S_70,1.0,,,,7,idle,,5,idle,,3,idle,,13,idle,,1,idle,,15,idle,,17,sad,
event_ce_01_02_82,40008,event_ce_01_02,Speech,neon,neon,Locale_SubScenario:event_ce_01_02_82,True,,,,,S_70,S_70,1.0,,,,7,no,,5,idle,,3,idle,,13,idle,,1,idle,,15,idle,,17,sad,
event_ce_01_02_83,40008,event_ce_01_02,Speech,c_npc_2,c_npc_2,Locale_SubScenario:event_ce_01_02_83,True,,,,,130,130,1.0,,,,7,no,,5,idle,,3,idle,,13,surprise,,1,idle,,15,idle,,17,sad,
event_ce_01_02_84,40008,event_ce_01_02,Speech,neon,neon,Locale_SubScenario:event_ce_01_02_84,True,,,,,S_70,S_70,1.0,,,,7,idle,,5,idle,,3,idle,,13,surprise,,1,idle,,15,idle,,17,sad,
event_ce_01_02_85,40008,event_ce_01_02,Speech,neon,neon,Locale_SubScenario:event_ce_01_02_85,True,,,,,S_70,S_70,1.0,,,,7,delight,,5,idle,,3,idle,,13,idle,,1,idle,,15,idle,,17,sad,
event_ce_01_02_86,40008,event_ce_01_02,Speech,c_2,c_2,Locale_SubScenario:event_ce_01_02_86,True,,,,,17,170,0.3,,,,7,delight,,5,idle,,3,idle,,13,idle,,1,idle,,15,idle,,17,delight,
event_ce_01_02_87,40008,event_ce_01_02,Speech,c_npc_1,c_npc_1,Locale_SubScenario:event_ce_01_02_87,True,,,,,170,150,1.0,,,,7,idle,,5,idle,,3,idle,,13,idle,,1,idle,,15,surprise,,17,delight,
event_ce_01_02_88,40008,event_ce_01_02,Speech,c_2,c_2,Locale_SubScenario:event_ce_01_02_88,True,,,,,150,1700,0.3,,,,7,idle,,5,idle,,3,idle,,13,idle,,1,idle,,15,surprise,,17,angry,
event_ce_01_02_89,40008,event_ce_01_02,Self,,Self,Locale_SubScenario:event_ce_01_02_89,False,,,,,1,1,1.0,,,,7,idle,,5,idle,,3,idle,,13,idle,,1,idle,,15,idle,,17,angry,
event_ce_01_02_90,40008,event_ce_01_02,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_02_90,True,,,,,1,1,1.0,,,,7,idle,,5,idle,,3,idle,,13,idle,,1,good,,15,idle,,17,sad,
event_ce_01_02_91,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_91,True,andersen,9,idle,,1,9,2.0,none,,,7,idle,,5,idle,,3,idle,,13,idle,,1,idle,,15,idle,,17,sad,
event_ce_01_02_92,40008,event_ce_01_02,Self,,Self,Locale_SubScenario:event_ce_01_02_92,False,,9,idle,,9,9,1.0,,,,7,idle,,5,idle,,3,idle,,13,idle,,1,idle,,15,idle,,17,sad,
event_ce_01_02_93,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_93,True,,9,idle,,9,9,1.0,bgm_recognition_underworld,,,7,idle,,5,idle,,3,idle,,13,idle,,1,idle,,15,idle,,17,sad,
event_ce_01_02_94,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_94,True,,9,idle,,9,9,1.0,,,,7,idle,,5,idle,,3,idle,,13,idle,,1,idle,,15,idle,,17,sad,
event_ce_01_02_95,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_95,True,,9,idle,,9,9,1.0,,,,7,idle,,5,idle,,3,idle,,13,idle,,1,idle,,15,idle,,17,sad,
event_ce_01_02_96,40008,event_ce_01_02,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_02_96,True,,9,idle,,30,30,1.0,,,,7,idle,,5,idle,,3,idle,,13,idle,,1,idle,,15,idle,,17,sad,
event_ce_01_02_97,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_97,True,,9,angry,,L_90,L_90,1.0,,,,7,idle,,5,idle,,3,idle,,13,idle,,1,idle,,15,idle,,17,sad,
event_ce_01_02_98,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_98,True,,9,angry,,L_90,L_90,1.0,,,,7,idle,,5,idle,,3,idle,,13,idle,,1,idle,,15,idle,,17,sad,
event_ce_01_02_99,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_99,True,,9,angry,,L_90,L_90,1.0,,,,7,idle,,5,idle,,3,idle,,13,idle,,1,idle,,15,idle,,17,sad,
event_ce_01_02_100,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_100,True,,9,angry,,L_90,L_90,1.0,,,,7,idle,,5,idle,,3,idle,,13,idle,,1,idle,,15,idle,,17,sad,
event_ce_01_02_101,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_101,True,,9,idle,,L_90,L_90,1.0,,,,7,idle,,5,idle,,3,idle,,13,idle,,1,idle,,15,idle,,17,sad,
event_ce_01_02_102,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_102,True,,9,idle,,L_90,L_90,1.0,,,,7,idle,,5,idle,,3,idle,,13,idle,,1,idle,,15,idle,,17,sad,
event_ce_01_02_103,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_103,True,,9,idle,,L_90,9,2.0,,,,7,idle,,5,idle,,3,idle,,13,idle,,1,idle,,15,idle,,17,sad,
event_ce_01_02_104,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_104,True,,9,idle,,9,9,1.0,,,,7,idle,,5,idle,,3,idle,,13,idle,,1,idle,,15,idle,,17,sad,
event_ce_01_02_105,40008,event_ce_01_02,Speech,andersen,andersen,Locale_SubScenario:event_ce_01_02_105,True,,9,idle,,9,9,1.0,,,,7,idle,,5,idle,,3,idle,,13,idle,,1,idle,,15,idle,,17,sad,
event_ce_01_02_106,40008,event_ce_01_02,Speech,c_npc_2,c_npc_2,Locale_SubScenario:event_ce_01_02_106,True,,9,idle,,10,10,1.0,,,,7,idle,,5,idle,,3,idle,,13,think,,1,idle,,15,idle,,17,sad,
