id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,jump_target,play_sound,effects/0/play_effect_id,effects/0/set_effect_position,effects/0/is_effect_movable,effects/0/stop_effect_id
event_miraclesnow1_02_s_16,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_16,True,,1,surprise,,13,delight,,L_10,L_100,0.5,bgm_story_sunnycarnival,rupee,rupee,,,,,,
event_miraclesnow1_02_s_17,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_17,True,,1,surprise,,13,delight,,L_100,113,1.0,,n102,n102,,,,,,
event_miraclesnow1_02_s_18,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_18,True,,1,shy,,13,delight,,113,113,1.0,,rupee,rupee,,,,,,
event_miraclesnow1_02_s_19,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_19,True,,1,shy,,13,delight,,113,113,1.0,,n102,n102,,,,,,
event_miraclesnow1_02_s_20,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_20,True,,1,shy,,13,delight,,113,113,1.0,,rupee,rupee,,,,,,
event_miraclesnow1_02_s_21,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_21,True,,1,sad,,13,delight,,113,113,1.0,,rupee,rupee,,,,,,
event_miraclesnow1_02_s_22,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_22,True,,1,idle,,13,delight,,113,113,1.0,,rupee,rupee,,,,,,
event_miraclesnow1_02_s_23,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_23,False,,1,idle,,13,think,,113,13,1.0,,n102,n102,,,,,,
event_miraclesnow1_02_s_24,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_24,True,,1,idle,,13,think,,13,XS_130,1.0,,n102,n102,,,,,,
event_miraclesnow1_02_s_25,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_25,True,,1,idle,,13,delight,,XS_130,XS_130,1.0,,n102,n102,,,,,,
event_miraclesnow1_02_s_26,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_26,False,,1,sad,,13,delight,,XS_130,L_10,1.0,,rupee,rupee,,,,,,
event_miraclesnow1_02_s_27,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_27,True,,1,surprise,,13,delight,,L_10,L_10,1.0,,rupee,rupee,,,,,,
event_miraclesnow1_02_s_28,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_28,True,,1,surprise,,13,delight,,L_10,L_100,0.5,,rupee,rupee,,,,,,
event_miraclesnow1_02_s_29,40003,event_miraclesnow1_02_s,Self,Locale_SubScenario:event_miraclesnow1_02_s_29,False,,1,surprise,,13,delight,,L_100,L_100,1.0,,,,,,,,,
event_miraclesnow1_02_s_30,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_30,True,,1,idle,,13,delight,,L_100,L_10,0.5,,rupee,rupee,,,,,,
event_miraclesnow1_02_s_31,40003,event_miraclesnow1_02_s,Choice,Locale_SubScenario:event_miraclesnow1_02_s_31,False,,1,idle,,13,delight,,L_10,L_10,1.0,,,,event_miraclesnow1_02_s_33,,,,,
event_miraclesnow1_02_s_32,40003,event_miraclesnow1_02_s,Choice,Locale_SubScenario:event_miraclesnow1_02_s_32,False,,1,idle,,13,delight,,L_10,L_10,1.0,,,,event_miraclesnow1_02_s_37,,,,,
event_miraclesnow1_02_s_33,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_33,False,,1,sad,,13,delight,,L_10,L_10,1.0,,rupee,rupee,,,,,,
event_miraclesnow1_02_s_34,40003,event_miraclesnow1_02_s,Self,Locale_SubScenario:event_miraclesnow1_02_s_34,False,,1,sad,,13,delight,,L_10,L_10,1.0,,,,,,,,,
event_miraclesnow1_02_s_35,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_35,False,,1,sad,,13,delight,,L_10,L_10,1.0,,rupee,rupee,,,,,,
event_miraclesnow1_02_s_36,40003,event_miraclesnow1_02_s,Self,Locale_SubScenario:event_miraclesnow1_02_s_36,False,,1,sad,,13,delight,,L_10,L_10,1.0,,,,event_miraclesnow1_02_s_37,,,,,
event_miraclesnow1_02_s_37,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_37,True,,1,idle,,13,delight,,L_10,L_100,1.0,,rupee,rupee,,,,,,
event_miraclesnow1_02_s_38,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_38,True,,1,idle,,13,delight,,L_100,L_100,1.0,,rupee,rupee,,,,,,
event_miraclesnow1_02_s_39,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_39,True,,1,idle,,13,delight,,XS_1300,XS_1300,1.0,,n102,n102,,,,,,
event_miraclesnow1_02_s_40,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_40,False,,1,sad,,13,delight,,L_100,L_100,1.0,,rupee,rupee,,,,,,
event_miraclesnow1_02_s_41,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_41,True,,1,sad,,13,delight,,L_100,L_10,1.0,,rupee,rupee,,,,,,
event_miraclesnow1_02_s_42,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_42,True,,1,idle,,13,delight,,L_10,L_10,1.0,,rupee,rupee,,,,,,
event_miraclesnow1_02_s_43,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_43,True,,1,idle,,13,delight,,L_10,L_10,1.0,,rupee,rupee,,,,,,
event_miraclesnow1_02_s_44,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_44,True,,1,idle,,13,delight,,XS_130,XS_130,1.0,,n102,n102,,,,,,
event_miraclesnow1_02_s_45,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_45,True,,1,sad,,13,delight,,L_10,L_10,1.0,,rupee,rupee,,,,,,
event_miraclesnow1_02_s_46,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_46,True,,1,sad,,13,delight,,L_10,XS_130,1.0,,n102,n102,,,,,,
event_miraclesnow1_02_s_47,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_47,True,,1,sad,,13,delight,,XS_130,XS_130,1.0,,n102,n102,,,,,,
event_miraclesnow1_02_s_48,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_48,True,,1,idle,,13,delight,,XS_130,L_10,1.0,,rupee,rupee,,,,,,
event_miraclesnow1_02_s_49,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_49,True,,1,idle,,13,delight,,L_10,L_100,0.5,,rupee,rupee,,sfx_scn_remotesignal,fx_Eventscene_camera_recording,rec,True,
event_miraclesnow1_02_s_50,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_50,True,,1,idle,,13,delight,,L_100,113,1.0,,rupee,rupee,,,,,,
event_miraclesnow1_02_s_51,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_51,True,,1,idle,,13,delight,,113,113,1.0,,n102,n102,,,,,,
event_miraclesnow1_02_s_52,40003,event_miraclesnow1_02_s,Monologue,Locale_SubScenario:event_miraclesnow1_02_s_52,False,,1,idle,,13,delight,,113,113,1.0,none,,,,,,,,
event_miraclesnow1_02_s_53,40003,event_miraclesnow1_02_s,Self,Locale_SubScenario:event_miraclesnow1_02_s_53,False,,1,idle,,13,delight,,113,1,1.0,,,,,,,,,fx_Eventscene_camera_recording
event_miraclesnow1_02_s_54,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_54,False,,1,sad,,13,delight,,1,1,1.0,,rupee,rupee,,,,,,
event_miraclesnow1_02_s_55,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_55,True,,1,sad,,13,delight,,1,L_10,0.5,event_bgm_2022winter,rupee,rupee,,,,,,
event_miraclesnow1_02_s_56,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_56,True,,1,idle,,13,delight,,L_10,L_10,1.0,,rupee,rupee,,,,,,
event_miraclesnow1_02_s_57,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_57,True,,1,idle,,13,delight,,L_10,L_10,1.0,,rupee,rupee,,,,,,
event_miraclesnow1_02_s_58,40003,event_miraclesnow1_02_s,Self,Locale_SubScenario:event_miraclesnow1_02_s_58,False,,1,idle,,13,delight,,L_10,L_10,1.0,,,,,,,,,
event_miraclesnow1_02_s_59,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_59,True,,1,idle,,13,delight,,L_10,1,1.0,,rupee,rupee,,,,,,
event_miraclesnow1_02_s_60,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_60,True,,1,idle,,13,delight,,1,113,1.0,,rupee,rupee,,,,,,
event_miraclesnow1_02_s_61,40003,event_miraclesnow1_02_s,Monologue,Locale_SubScenario:event_miraclesnow1_02_s_61,False,,1,idle,,13,delight,,113,113,1.0,,,,,,,,,
event_miraclesnow1_02_s_62,40003,event_miraclesnow1_02_s,Speech,Locale_SubScenario:event_miraclesnow1_02_s_62,True,,1,idle,,13,delight,,113,113,1.0,,n102,n102,,,,,,
event_miraclesnow1_02_s_63,40003,event_miraclesnow1_02_s,Monologue,Locale_SubScenario:event_miraclesnow1_02_s_63,False,,1,idle,,13,delight,,black,black,1.0,,,,,,,,,
