id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
event_arcanearchive_04_e_11,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_11,False,,L_10,L_10,1.0,,,arcana,,,1,think
event_arcanearchive_04_e_12,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_12,True,,L_10,L_10,1.0,,,arcana,,,1,think
event_arcanearchive_04_e_13,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_13,True,,L_10,L_10,1.0,,,arcana,,,1,think
event_arcanearchive_04_e_14,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_14,True,,L_10,L_10,1.0,,,arcana,,,1,think
event_arcanearchive_04_e_15,40077,event_arcanearchive_04_e,Self,arcana,Locale_SubScenario:event_arcanearchive_04_e_15,False,,L_10,L_10,1.0,,,,,,1,think
event_arcanearchive_04_e_16,40077,event_arcanearchive_04_e,Self,arcana,Locale_SubScenario:event_arcanearchive_04_e_16,False,,L_10,L_10,1.0,,,,,,1,think
event_arcanearchive_04_e_17,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_17,True,,L_10,L_10,1.0,,,arcana,,,1,surprise
event_arcanearchive_04_e_18,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_18,True,,L_10,L_10,1.0,,,arcana,,,1,think
event_arcanearchive_04_e_19,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_19,True,,L_10,L_10,1.0,,,arcana,,,1,think
event_arcanearchive_04_e_20,40077,event_arcanearchive_04_e,Self,arcana,Locale_SubScenario:event_arcanearchive_04_e_20,False,,L_10,L_10,1.0,,,,,,1,think
event_arcanearchive_04_e_21,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_21,True,,L_10,L_100,1.3,,,arcana,,,1,think
event_arcanearchive_04_e_22,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_22,True,,L_100,L_100,1.0,,,arcana,,,1,think
event_arcanearchive_04_e_23,40077,event_arcanearchive_04_e,Self,arcana,Locale_SubScenario:event_arcanearchive_04_e_23,False,,L_100,L_100,1.0,,,,,,1,think
event_arcanearchive_04_e_24,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_24,True,,L_100,L_100,1.0,,,arcana,,,1,delight
event_arcanearchive_04_e_25,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_25,True,,L_100,L_10,1.3,,,arcana,,,1,angry
event_arcanearchive_04_e_26,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_26,True,,L_10,L_10,1.0,,,arcana,,,1,angry
event_arcanearchive_04_e_27,40077,event_arcanearchive_04_e,Self,arcana,Locale_SubScenario:event_arcanearchive_04_e_27,False,,L_10,L_10,1.0,,,,,,1,angry
event_arcanearchive_04_e_28,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_28,True,,L_10,L_10,1.0,,,arcana,,,1,angry
event_arcanearchive_04_e_29,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_29,True,,L_10,L_10,1.0,,,arcana,,,1,angry
event_arcanearchive_04_e_30,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_30,True,,L_10,L_10,1.0,,,arcana,,,1,angry
event_arcanearchive_04_e_31,40077,event_arcanearchive_04_e,Self,arcana,Locale_SubScenario:event_arcanearchive_04_e_31,False,,L_10,L_10,1.0,,,,,,1,angry
event_arcanearchive_04_e_32,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_32,True,,L_10,L_10,1.0,,,arcana,,,1,think
event_arcanearchive_04_e_33,40077,event_arcanearchive_04_e,Self,arcana,Locale_SubScenario:event_arcanearchive_04_e_33,False,,L_10,L_10,1.0,,,,,,1,think
event_arcanearchive_04_e_34,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_34,True,,L_10,L_10,1.0,,,arcana,,,1,think
event_arcanearchive_04_e_35,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_35,True,,L_10,L_10,1.0,,,arcana,,,1,think
event_arcanearchive_04_e_36,40077,event_arcanearchive_04_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_04_e_36,False,,L_10,L_10,1.0,,,,,,1,think
event_arcanearchive_04_e_37,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_37,True,,L_10,L_10,1.0,,,arcana,,,1,think
event_arcanearchive_04_e_38,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_38,True,,L_10,L_10,1.0,,,arcana,,,1,think
event_arcanearchive_04_e_39,40077,event_arcanearchive_04_e,Self,arcana,Locale_SubScenario:event_arcanearchive_04_e_39,False,,L_10,L_10,1.0,,,,,,1,think
event_arcanearchive_04_e_40,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_40,False,,L_10,L_10,1.0,,,arcana,,,1,think
event_arcanearchive_04_e_41,40077,event_arcanearchive_04_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_04_e_41,False,,L_10,L_10,1.0,,,,,,1,think
event_arcanearchive_04_e_42,40077,event_arcanearchive_04_e,Self,arcana,Locale_SubScenario:event_arcanearchive_04_e_42,False,,L_10,L_10,1.0,,,,,,1,think
event_arcanearchive_04_e_43,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_43,True,,L_10,L_100,1.3,,,arcana,,,1,idle
event_arcanearchive_04_e_44,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_44,True,,L_100,L_100,1.0,,,arcana,,,1,idle
event_arcanearchive_04_e_45,40077,event_arcanearchive_04_e,Self,arcana,Locale_SubScenario:event_arcanearchive_04_e_45,False,,L_100,L_100,1.0,,,,,,1,idle
event_arcanearchive_04_e_46,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_46,True,,L_100,L_100,1.0,,,arcana,,,1,idle
event_arcanearchive_04_e_47,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_47,True,,L_100,L_100,1.0,,,arcana,,,1,idle
event_arcanearchive_04_e_48,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_48,True,,L_100,L_10,1.3,,,arcana,,,1,delight
event_arcanearchive_04_e_49,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_49,True,,L_10,L_10,1.0,,,arcana,,,1,delight
event_arcanearchive_04_e_50,40077,event_arcanearchive_04_e,Self,arcana,Locale_SubScenario:event_arcanearchive_04_e_50,False,,L_10,L_10,1.0,,,,,,1,delight
event_arcanearchive_04_e_51,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_51,True,,L_10,L_10,1.0,,,arcana,,,1,idle
event_arcanearchive_04_e_52,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_52,True,,L_10,L_10,1.0,,,arcana,,,1,idle
event_arcanearchive_04_e_53,40077,event_arcanearchive_04_e,Self,arcana,Locale_SubScenario:event_arcanearchive_04_e_53,False,,L_10,L_10,1.0,,,,,,1,idle
event_arcanearchive_04_e_54,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_54,True,,L_10,L_10,1.0,,,arcana,,,1,idle
event_arcanearchive_04_e_55,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_55,True,,L_10,L_10,1.0,,,arcana,,,1,idle
event_arcanearchive_04_e_56,40077,event_arcanearchive_04_e,Self,arcana,Locale_SubScenario:event_arcanearchive_04_e_56,False,,L_10,L_10,1.0,,,,,,1,idle
event_arcanearchive_04_e_57,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_57,True,,L_10,L_100,1.3,none,,arcana,,,1,delight
event_arcanearchive_04_e_58,40077,event_arcanearchive_04_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_04_e_58,False,,L_100,L_100,1.0,,,,,,1,delight
event_arcanearchive_04_e_59,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_59,True,,L_100,L_100,1.0,,,arcana,,,1,smile
event_arcanearchive_04_e_60,40077,event_arcanearchive_04_e,Self,arcana,Locale_SubScenario:event_arcanearchive_04_e_60,False,,L_100,L_100,1.0,,,,,,1,smile
event_arcanearchive_04_e_61,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_61,True,,L_100,L_100,1.0,,,arcana,,,1,smile
event_arcanearchive_04_e_62,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_62,True,,L_100,L_100,1.0,,,arcana,,,1,smile
event_arcanearchive_04_e_63,40077,event_arcanearchive_04_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_04_e_63,False,Library,L_10,L_10,1.0,bgm_frostpillar,,,black,,1,smile
event_arcanearchive_04_e_64,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_64,True,,L_10,L_10,1.0,,,arcana,,,1,idle
event_arcanearchive_04_e_65,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_65,True,,L_10,L_10,1.0,,,arcana,,,1,idle
event_arcanearchive_04_e_66,40077,event_arcanearchive_04_e,Self,arcana,Locale_SubScenario:event_arcanearchive_04_e_66,False,,L_10,L_10,1.0,,,,,,1,idle
event_arcanearchive_04_e_67,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_67,True,,L_10,L_10,1.0,,,arcana,,,1,idle
event_arcanearchive_04_e_68,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_68,True,,L_10,L_10,1.0,,,arcana,,,1,idle
event_arcanearchive_04_e_69,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_69,True,,L_10,L_10,1.0,,,arcana,,,1,idle
event_arcanearchive_04_e_70,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_70,True,,L_10,L_10,1.0,,,arcana,,,1,idle
event_arcanearchive_04_e_71,40077,event_arcanearchive_04_e,Self,arcana,Locale_SubScenario:event_arcanearchive_04_e_71,False,,L_10,L_10,1.0,,,,,,1,idle
event_arcanearchive_04_e_72,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_72,True,,L_10,L_10,1.0,,,arcana,,,1,idle
event_arcanearchive_04_e_73,40077,event_arcanearchive_04_e,Self,arcana,Locale_SubScenario:event_arcanearchive_04_e_73,False,,L_10,L_10,1.0,,,,,,1,idle
event_arcanearchive_04_e_74,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_74,True,,L_10,L_100,1.3,,,arcana,,,1,smile
event_arcanearchive_04_e_75,40077,event_arcanearchive_04_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_04_e_75,False,,black,black,1.0,,,,,,1,smile
event_arcanearchive_04_e_76,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_76,True,,L_100,L_100,1.0,,,arcana,,,1,smile
event_arcanearchive_04_e_77,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_77,True,,L_100,L_100,1.0,,,arcana,,,1,smile
event_arcanearchive_04_e_78,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_78,True,,L_100,L_100,1.0,,,arcana,,,1,smile
event_arcanearchive_04_e_79,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_79,True,,L_100,L_100,1.0,,,arcana,,,1,smile
event_arcanearchive_04_e_80,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_80,True,,L_100,L_100,1.0,,,arcana,,,1,smile
event_arcanearchive_04_e_81,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_81,True,,L_100,L_100,1.0,,,arcana,,,1,delight
event_arcanearchive_04_e_82,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_82,True,,L_100,L_10,1.3,,,arcana,,,1,idle
event_arcanearchive_04_e_83,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_83,True,,L_10,L_10,1.0,,,arcana,,,1,idle
event_arcanearchive_04_e_84,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_84,True,,L_10,L_10,1.0,,,arcana,,,1,idle
event_arcanearchive_04_e_85,40077,event_arcanearchive_04_e,Self,arcana,Locale_SubScenario:event_arcanearchive_04_e_85,False,,L_10,L_10,1.0,,,,,,1,idle
event_arcanearchive_04_e_86,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_86,True,,L_10,L_10,1.0,,,arcana,,,1,idle
event_arcanearchive_04_e_87,40077,event_arcanearchive_04_e,Self,arcana,Locale_SubScenario:event_arcanearchive_04_e_87,False,,L_10,L_10,1.0,,,,,,1,idle
event_arcanearchive_04_e_88,40077,event_arcanearchive_04_e,Self,arcana,Locale_SubScenario:event_arcanearchive_04_e_88,False,,L_10,L_10,1.0,,,,,,1,idle
event_arcanearchive_04_e_89,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_89,True,,L_10,L_10,1.0,,,arcana,,,1,idle
event_arcanearchive_04_e_90,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_90,True,,L_10,L_10,1.0,,,arcana,,,1,idle
event_arcanearchive_04_e_91,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_91,True,,L_10,L_10,1.0,,,arcana,,,1,surprise
event_arcanearchive_04_e_92,40077,event_arcanearchive_04_e,Self,arcana,Locale_SubScenario:event_arcanearchive_04_e_92,False,,L_10,L_10,1.0,,,,,,1,surprise
event_arcanearchive_04_e_93,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_93,True,,L_10,L_10,1.0,,,arcana,,,1,think
event_arcanearchive_04_e_94,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_94,True,,L_10,L_10,1.0,,,arcana,,,1,think
event_arcanearchive_04_e_95,40077,event_arcanearchive_04_e,Self,arcana,Locale_SubScenario:event_arcanearchive_04_e_95,False,,L_10,L_10,1.0,,,,,,1,think
event_arcanearchive_04_e_96,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_96,True,,L_10,L_10,1.0,,,arcana,,,1,think
event_arcanearchive_04_e_97,40077,event_arcanearchive_04_e,Self,arcana,Locale_SubScenario:event_arcanearchive_04_e_97,False,,L_10,L_10,1.0,,,,,,1,think
event_arcanearchive_04_e_98,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_98,True,,L_10,L_10,1.0,,,arcana,,,1,idle
event_arcanearchive_04_e_99,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_99,True,,L_10,L_10,1.0,,,arcana,,,1,angry
event_arcanearchive_04_e_100,40077,event_arcanearchive_04_e,Self,arcana,Locale_SubScenario:event_arcanearchive_04_e_100,False,,L_10,L_10,1.0,,,,,,1,angry
event_arcanearchive_04_e_101,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_101,True,,L_10,L_10,1.0,,,arcana,,,1,angry
event_arcanearchive_04_e_102,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_102,True,,L_10,L_10,1.0,,,arcana,,,1,angry
event_arcanearchive_04_e_103,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_103,True,,L_10,L_10,1.0,,,arcana,,,1,angry
event_arcanearchive_04_e_104,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_104,True,,L_10,L_10,1.0,,,arcana,,,1,angry
event_arcanearchive_04_e_105,40077,event_arcanearchive_04_e,Self,arcana,Locale_SubScenario:event_arcanearchive_04_e_105,False,,L_10,L_10,1.0,,,,,,1,angry
event_arcanearchive_04_e_106,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_106,True,,L_10,L_100,1.3,,,arcana,,,1,shy
event_arcanearchive_04_e_107,40077,event_arcanearchive_04_e,Self,arcana,Locale_SubScenario:event_arcanearchive_04_e_107,False,,L_100,L_100,1.0,,,,,,1,shy
event_arcanearchive_04_e_108,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_108,True,,L_100,L_100,1.0,,,arcana,,,1,shy
event_arcanearchive_04_e_109,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_109,True,,L_100,L_100,1.0,,,arcana,,,1,shy
event_arcanearchive_04_e_110,40077,event_arcanearchive_04_e,Self,arcana,Locale_SubScenario:event_arcanearchive_04_e_110,False,,L_100,L_100,1.0,,,,,,1,shy
event_arcanearchive_04_e_111,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_111,True,,L_100,L_100,1.0,,,arcana,,,1,shy
event_arcanearchive_04_e_112,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_112,True,,L_100,L_100,1.0,,,arcana,,,1,shy
event_arcanearchive_04_e_113,40077,event_arcanearchive_04_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_04_e_113,False,,L_100,L_100,1.0,,sfx_scn_poke,,,,1,shy
event_arcanearchive_04_e_114,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_114,True,,L_100,L_100,1.0,,,arcana,,,1,shy
event_arcanearchive_04_e_115,40077,event_arcanearchive_04_e,Self,arcana,Locale_SubScenario:event_arcanearchive_04_e_115,False,,L_100,L_100,1.0,,,,,,1,shy
event_arcanearchive_04_e_116,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_116,True,,L_100,L_100,1.0,,,arcana,,,1,shy
event_arcanearchive_04_e_117,40077,event_arcanearchive_04_e,Monologue,arcana,Locale_SubScenario:event_arcanearchive_04_e_117,False,,L_100,L_100,1.0,,,,,,1,shy
event_arcanearchive_04_e_118,40077,event_arcanearchive_04_e,Speech,arcana,Locale_SubScenario:event_arcanearchive_04_e_118,True,,L_100,L_100,1.0,,,arcana,,,1,shy
