id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,highlight,speaker,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,play_sound,characters/0/hide_char_id,characters/3/hide_char_id
event_lionheart_01_e_13,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_13,True,,12,12,1.0,,,1,idle,,13,sad,,15,idle,,biscuit,biscuit,,,,,,
event_lionheart_01_e_14,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_14,True,,12,12,1.0,,,1,idle,,13,sad,,15,idle,,biscuit,biscuit,,,,,,
event_lionheart_01_e_15,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_15,True,,12,12,1.0,,,1,idle,,13,sad,,15,idle,,biscuit,biscuit,,,,,,
event_lionheart_01_e_16,40037,event_lionheart_01_e,Self,Locale_SubScenario:event_lionheart_01_e_16,False,,12,12,1.0,,,1,idle,,13,sad,,15,idle,,biscuit,,,,,,,
event_lionheart_01_e_17,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_17,True,,12,12,1.0,,,1,idle,,13,delight,,15,idle,,biscuit,biscuit,,,,,,
event_lionheart_01_e_18,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_18,True,,12,14,1.0,,,1,idle,,13,idle,,15,angry,,nero,nero,,,,,,
event_lionheart_01_e_19,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_19,True,,14,14,1.0,,,1,idle,,13,idle,,15,angry,,nero,nero,,,,,,
event_lionheart_01_e_20,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_20,True,,14,14,1.0,,,1,idle,,13,idle,,15,angry,,nero,nero,,,,,,
event_lionheart_01_e_21,40037,event_lionheart_01_e,Self,Locale_SubScenario:event_lionheart_01_e_21,False,,14,14,1.0,,,1,idle,,13,idle,,15,angry,,nero,,,,,,,
event_lionheart_01_e_22,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_22,True,,14,L_150,1.0,,,1,idle,,13,idle,,15,idle,,nero,nero,,,,,,
event_lionheart_01_e_23,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_23,True,,L_150,L_150,1.0,none,,1,idle,,13,idle,,15,idle,,unknown,unknown,,,,,,
event_lionheart_01_e_24,40037,event_lionheart_01_e,Self,Locale_SubScenario:event_lionheart_01_e_24,False,,L_150,L_150,1.0,,,1,idle,,13,idle,,15,idle,,unknown,,,,,,,
event_lionheart_01_e_25,40037,event_lionheart_01_e,Narration,Locale_SubScenario:event_lionheart_01_e_25,False,,black,black,1.0,bgm_story_darklord,,1,idle,,13,sad,,15,idle,,unknown,,guillotine_d,3,angry,sfx_scn_heelimpact,,
event_lionheart_01_e_26,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_26,True,,XS_30,XS_300,1.0,,,1,idle,,13,sad,,15,idle,,guillotine_d,guillotine_d,,3,angry,,,
event_lionheart_01_e_27,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_27,True,,XS_300,XS_300,1.0,,,1,idle,,13,sad,,15,idle,,guillotine_d,guillotine_d,,3,angry,,,
event_lionheart_01_e_28,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_28,True,,XS_300,XS_300,1.0,,,1,idle,,13,sad,,15,idle,,guillotine_d,guillotine_d,,3,angry,,,
event_lionheart_01_e_29,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_29,True,,XS_300,L_100,2.0,,,1,idle,,13,sad,,15,idle,,leona,leona,,3,idle,,,
event_lionheart_01_e_30,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_30,True,,L_100,XS_1300,2.0,,,1,idle,,13,sad,,15,idle,,biscuit,biscuit,,3,idle,,,
event_lionheart_01_e_31,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_31,True,,XS_1300,L_1500,2.0,,,1,idle,,13,sad,,15,idle,,nero,nero,,3,idle,,,
event_lionheart_01_e_32,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_32,True,,XS_300,XS_30,1.0,,,1,idle,,13,idle,,15,idle,,guillotine_d,guillotine_d,,3,idle,,,
event_lionheart_01_e_33,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_33,True,,XS_30,XS_30,1.0,,,1,idle,,13,idle,,15,idle,,guillotine_d,guillotine_d,,3,idle,,,
event_lionheart_01_e_34,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_34,True,,XS_30,XS_30,1.0,,,1,idle,,13,idle,,15,idle,,guillotine_d,guillotine_d,,3,idle,,,
event_lionheart_01_e_35,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_35,True,,L_10,L_10,1.0,,,1,idle,,13,idle,,15,idle,,leona,leona,,3,idle,,,
event_lionheart_01_e_36,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_36,True,,L_10,L_10,1.0,,,1,idle,,13,idle,,15,idle,,timi,timi,,3,idle,sfx_scn_lionask,,
event_lionheart_01_e_37,40037,event_lionheart_01_e,Monologue,Locale_SubScenario:event_lionheart_01_e_37,False,,L_10,2,1.0,,,1,idle,,13,idle,,15,idle,,timi,,,3,idle,,,
event_lionheart_01_e_38,40037,event_lionheart_01_e,Monologue,Locale_SubScenario:event_lionheart_01_e_38,False,,2,2,1.0,,,1,idle,,13,idle,,15,idle,,timi,,,3,idle,,,
event_lionheart_01_e_39,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_39,True,,2,2,1.0,,,1,idle,,13,idle,,15,idle,,guillotine_d,guillotine_d,,3,idle,,,
event_lionheart_01_e_40,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_40,True,,2,2,1.0,,,1,idle,,13,idle,,15,idle,,guillotine_d,guillotine_d,,3,idle,,,
event_lionheart_01_e_41,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_41,True,,2,2,1.0,,,1,idle,,13,idle,,15,idle,,leona,leona,,3,idle,,,
event_lionheart_01_e_42,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_42,True,,2,2,1.0,,,1,idle,,13,idle,,15,idle,,leona,leona,,3,idle,,,
event_lionheart_01_e_43,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_43,True,,2,2,1.0,,,1,idle,,13,idle,,15,idle,,guillotine_d,guillotine_d,,3,idle,,,
event_lionheart_01_e_44,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_44,True,,2,2,1.0,,,1,idle,,13,idle,,15,idle,,guillotine_d,guillotine_d,,3,delight,,,
event_lionheart_01_e_45,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_45,True,,2,14,1.0,,,1,idle,,13,idle,,15,idle,,biscuit,biscuit,,3,idle,,,
event_lionheart_01_e_46,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_46,True,,14,14,1.0,,,1,idle,,13,idle,,15,idle,,nero,nero,,3,idle,,,
event_lionheart_01_e_47,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_47,True,,L_10,L_10,1.0,,,1,idle,,13,idle,,15,idle,,timi,timi,,3,idle,sfx_scn_liongrowl,,
event_lionheart_01_e_48,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_48,True,,L_10,2,1.0,,,1,idle,,13,idle,,15,idle,,timi,timi,,3,idle,sfx_scn_lionroar,,
event_lionheart_01_e_49,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_49,True,,2,2,1.0,,,1,idle,,13,idle,,15,idle,,guillotine_d,guillotine_d,,3,delight,,,
event_lionheart_01_e_50,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_50,True,,2,2,1.0,,,1,idle,,13,idle,,15,idle,,leona,leona,,3,idle,,,
event_lionheart_01_e_51,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_51,True,,2,2,1.0,,,1,idle,,13,idle,,15,idle,,leona,leona,,3,idle,,,
event_lionheart_01_e_52,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_52,True,,2,2,1.0,,,1,idle,,13,idle,,15,idle,,guillotine_d,guillotine_d,,3,idle,,,
event_lionheart_01_e_53,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_53,True,,2,2,1.0,,,1,idle,,13,idle,,15,idle,,guillotine_d,guillotine_d,,3,idle,,,
event_lionheart_01_e_54,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_54,True,,2,2,1.0,,,1,idle,,13,idle,,15,idle,,leona,leona,,3,idle,,,
event_lionheart_01_e_55,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_55,True,,2,XS_30,1.0,,,1,idle,,13,idle,,15,idle,,guillotine_d,guillotine_d,,3,idle,,,
event_lionheart_01_e_56,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_56,True,,XS_30,XS_30,1.0,,,1,idle,,13,idle,,15,idle,,guillotine_d,guillotine_d,,3,idle,,,
event_lionheart_01_e_57,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_57,True,,XS_30,XS_30,1.0,,,1,idle,,13,idle,,15,idle,,guillotine_d,guillotine_d,,3,idle,,,
event_lionheart_01_e_58,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_58,True,,XS_130,XS_130,1.0,,,1,idle,,13,idle,,15,idle,,biscuit,biscuit,,3,idle,,,
event_lionheart_01_e_59,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_59,True,,XS_30,XS_30,1.0,,,1,idle,,13,idle,,15,idle,,guillotine_d,guillotine_d,,3,delight,,,
event_lionheart_01_e_60,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_60,True,,XS_30,XS_30,1.0,,,1,idle,,13,idle,,15,idle,,guillotine_d,guillotine_d,,3,idle,,,
event_lionheart_01_e_61,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_61,True,,XS_130,XS_130,1.0,,,1,idle,,13,delight,,15,idle,,biscuit,biscuit,,3,idle,,,
event_lionheart_01_e_62,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_62,True,,XS_130,L_150,1.0,,,1,idle,,13,idle,,15,idle,,nero,nero,,3,idle,,,
event_lionheart_01_e_63,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_63,True,,L_150,L_150,1.0,,,1,idle,,13,idle,,15,idle,,nero,nero,,3,idle,,,
event_lionheart_01_e_64,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_64,True,,L_10,L_10,1.0,,,1,idle,,13,idle,,15,idle,,leona,leona,,3,idle,,,
event_lionheart_01_e_65,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_65,True,,L_10,L_10,1.0,,,1,idle,,13,idle,,15,idle,,leona,leona,,3,idle,,,
event_lionheart_01_e_66,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_66,True,,L_10,2,1.0,,,1,idle,,13,idle,,15,idle,,leona,leona,,3,idle,,,
event_lionheart_01_e_67,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_67,True,,2,2,1.0,,,1,idle,,13,idle,,15,idle,,guillotine_d,guillotine_d,,3,angry,,,
event_lionheart_01_e_68,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_68,True,,2,2,1.0,,,1,idle,,13,idle,,15,idle,,guillotine_d,guillotine_d,,3,idle,,,
event_lionheart_01_e_69,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_69,True,,2,2,1.0,,,1,idle,,13,idle,,15,idle,,leona,leona,,3,idle,,,
event_lionheart_01_e_70,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_70,True,,2,2,1.0,,,1,sad,,13,idle,,15,idle,,leona,leona,,3,idle,,,
event_lionheart_01_e_71,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_71,True,,2,2,1.0,,,1,sad,,13,idle,,15,idle,,leona,leona,,3,idle,,,
event_lionheart_01_e_72,40037,event_lionheart_01_e,Self,Locale_SubScenario:event_lionheart_01_e_72,False,,2,2,1.0,,,1,sad,,13,idle,,15,idle,,leona,,,3,idle,,,
event_lionheart_01_e_73,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_73,True,,2,2,1.0,,,1,idle,,13,idle,,15,idle,,leona,leona,,3,idle,,,
event_lionheart_01_e_74,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_74,True,,2,2,1.0,,,1,idle,,13,idle,,15,idle,,guillotine_d,guillotine_d,,3,idle,,,
event_lionheart_01_e_75,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_75,True,,2,2,1.0,,,1,idle,,13,idle,,15,idle,,guillotine_d,guillotine_d,,3,idle,,,
event_lionheart_01_e_76,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_76,True,,2,2,1.0,,,1,idle,,13,idle,,15,idle,,leona,leona,,3,idle,,,
event_lionheart_01_e_77,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_77,True,,2,2,1.0,,,1,idle,,13,idle,,15,idle,,leona,leona,,3,idle,,,
event_lionheart_01_e_78,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_78,True,,2,2,1.0,,,1,idle,,13,idle,,15,idle,,guillotine_d,guillotine_d,,3,idle,,,
event_lionheart_01_e_79,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_79,True,,2,L_10,1.0,,,1,idle,,13,idle,,15,idle,,leona,leona,,3,idle,,,
event_lionheart_01_e_80,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_80,True,,L_10,L_10,1.0,,,1,idle,,13,idle,,15,idle,,leona,leona,,3,idle,,,
event_lionheart_01_e_81,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_81,True,,XS_30,XS_30,1.0,,,1,idle,,13,idle,,15,idle,,guillotine_d,guillotine_d,,3,idle,,,
event_lionheart_01_e_82,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_82,True,,XS_30,XS_30,1.0,,,1,idle,,13,idle,,15,idle,,guillotine_d,guillotine_d,,3,idle,,,
event_lionheart_01_e_83,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_83,True,,XS_30,XS_30,1.0,,,1,idle,,13,idle,,15,idle,,guillotine_d,guillotine_d,,3,idle,,,
event_lionheart_01_e_84,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_84,True,,XS_30,XS_30,1.0,,,1,idle,,13,idle,,15,idle,,guillotine_d,guillotine_d,,3,idle,,,
event_lionheart_01_e_85,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_85,True,,XS_30,2,1.0,,,1,idle,,13,idle,,15,idle,,leona,leona,,3,idle,,,
event_lionheart_01_e_86,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_86,True,,2,14,2.0,,,1,idle,,13,idle,,15,idle,,leona,leona,,3,idle,,leona,guillotine_d
event_lionheart_01_e_87,40037,event_lionheart_01_e,Self,Locale_SubScenario:event_lionheart_01_e_87,False,,14,14,1.0,none,,,,,13,idle,,15,idle,,leona,,,,,,,
event_lionheart_01_e_88,40037,event_lionheart_01_e,Self,Locale_SubScenario:event_lionheart_01_e_88,False,,14,14,1.0,,,,,,13,idle,,15,idle,,leona,,,,,,,
event_lionheart_01_e_89,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_89,True,,14,14,1.0,,,,,,13,idle,,15,idle,,biscuit,biscuit,,,,,,
event_lionheart_01_e_90,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_90,True,,14,14,1.0,,,,,,13,delight,,15,idle,,biscuit,biscuit,,,,,,
event_lionheart_01_e_91,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_91,True,,14,14,1.0,,,,,,13,idle,,15,idle,,biscuit,biscuit,,,,,,
event_lionheart_01_e_92,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_92,True,,14,14,1.0,,,,,,13,idle,,15,idle,,nero,nero,,,,,,
event_lionheart_01_e_93,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_93,True,,14,14,1.0,,,,,,13,idle,,15,idle,,nero,nero,,,,,,
event_lionheart_01_e_94,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_94,True,,14,14,1.0,,,,,,13,idle,,15,idle,,biscuit,biscuit,,,,,,
event_lionheart_01_e_95,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_95,True,,14,14,1.0,,,,,,13,idle,,15,idle,,biscuit,biscuit,,,,,,
event_lionheart_01_e_96,40037,event_lionheart_01_e,Narration,Locale_SubScenario:event_lionheart_01_e_96,False,,black,black,2.0,bgm_story_languor,leona_no,1,idle,,13,idle,,3,idle,black,biscuit,,,,,,,
event_lionheart_01_e_97,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_97,True,,2,2,1.0,,,1,idle,,13,idle,,3,idle,,leona_no,leona_no,,,,,,
event_lionheart_01_e_98,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_98,True,,2,2,1.0,,,1,idle,,13,idle,,3,idle,,leona_no,leona_no,,,,,,
event_lionheart_01_e_99,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_99,True,,2,12,1.0,,,1,idle,,13,delight,,3,idle,,biscuit,biscuit,,,,,,
event_lionheart_01_e_100,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_100,True,,L_30,L_30,1.0,,,1,idle,,13,idle,,3,idle,,nero,nero,,,,,,
event_lionheart_01_e_101,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_101,True,,L_30,L_30,1.0,,,1,idle,,13,idle,,3,idle,,nero,nero,,,,,,
event_lionheart_01_e_102,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_102,True,,Leo_10,Leo_10,1.0,,,1,idle,,13,idle,,3,idle,,leona_no,leona_no,,,,,,
event_lionheart_01_e_103,40037,event_lionheart_01_e,Speech,Locale_SubScenario:event_lionheart_01_e_103,True,,XS_130,XS_130,1.0,,,1,idle,,13,idle,,3,idle,,biscuit,biscuit,,,,,,
event_lionheart_01_e_104,40037,event_lionheart_01_e,Self,Locale_SubScenario:event_lionheart_01_e_104,False,,XS_130,12,1.0,,,1,idle,,13,idle,,3,idle,,biscuit,,,,,,,
