id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,set_filter_01,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim
event_redash1_01_e_11,40031,event_redash1_01_e,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_01_e_11,True,,13,idle,,500,700,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,think,,5,think
event_redash1_01_e_12,40031,event_redash1_01_e,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_01_e_12,True,,13,idle,,700,700,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,think,,5,think
event_redash1_01_e_13,40031,event_redash1_01_e,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash1_01_e_13,True,,13,idle,,L_30,L_30,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,think,,5,think
event_redash1_01_e_14,40031,event_redash1_01_e,Speech,commander,commander,Locale_MainScenario:event_redash1_01_e_14,True,,13,idle,,L_150,L_150,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,think
event_redash1_01_e_15,40031,event_redash1_01_e,Speech,commander,commander,Locale_MainScenario:event_redash1_01_e_15,True,,13,idle,,L_150,L_150,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,think
event_redash1_01_e_16,40031,event_redash1_01_e,Speech,commander,commander,Locale_MainScenario:event_redash1_01_e_16,True,,13,idle,,L_150,L_1500,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,think
event_redash1_01_e_17,40031,event_redash1_01_e,Speech,commander,commander,Locale_MainScenario:event_redash1_01_e_17,True,,13,idle,,L_1500,L_1500,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,think
event_redash1_01_e_18,40031,event_redash1_01_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_01_e_18,True,,13,idle,,500,500,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,think
event_redash1_01_e_19,40031,event_redash1_01_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_01_e_19,True,,13,idle,,500,50,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,think
event_redash1_01_e_20,40031,event_redash1_01_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_01_e_20,True,,13,idle,,50,50,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,think
event_redash1_01_e_21,40031,event_redash1_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_01_e_21,True,,13,idle,,130,130,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,think
event_redash1_01_e_22,40031,event_redash1_01_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_01_e_22,True,,13,idle,,50,50,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,think
event_redash1_01_e_23,40031,event_redash1_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_01_e_23,True,,13,idle,,130,130,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,think
event_redash1_01_e_24,40031,event_redash1_01_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_01_e_24,True,,13,idle,,50,50,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,think
event_redash1_01_e_25,40031,event_redash1_01_e,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash1_01_e_25,True,,13,idle,,170,170,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,think
event_redash1_01_e_26,40031,event_redash1_01_e,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash1_01_e_26,True,,13,idle,,170,170,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,think
event_redash1_01_e_27,40031,event_redash1_01_e,Speech,commander,commander,Locale_MainScenario:event_redash1_01_e_27,True,,13,idle,,170,L_150,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,think
event_redash1_01_e_28,40031,event_redash1_01_e,Speech,commander,commander,Locale_MainScenario:event_redash1_01_e_28,True,,13,idle,,L_150,L_150,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle
event_redash1_01_e_29,40031,event_redash1_01_e,Speech,commander,commander,Locale_MainScenario:event_redash1_01_e_29,True,,13,idle,,L_150,L_150,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle
event_redash1_01_e_30,40031,event_redash1_01_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_01_e_30,True,,13,idle,,50,50,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,think
event_redash1_01_e_31,40031,event_redash1_01_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_01_e_31,True,,13,idle,,50,50,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,think
event_redash1_01_e_32,40031,event_redash1_01_e,Speech,commander,commander,Locale_MainScenario:event_redash1_01_e_32,True,,13,idle,,L_150,L_150,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,think
event_redash1_01_e_33,40031,event_redash1_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_01_e_33,True,,13,idle,,L_150,1315,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,think
event_redash1_01_e_34,40031,event_redash1_01_e,Speech,commander,commander,Locale_MainScenario:event_redash1_01_e_34,True,,13,idle,,1315,1315,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle
event_redash1_01_e_35,40031,event_redash1_01_e,Speech,commander,commander,Locale_MainScenario:event_redash1_01_e_35,True,,13,idle,,1315,1315,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle
event_redash1_01_e_36,40031,event_redash1_01_e,Speech,commander,commander,Locale_MainScenario:event_redash1_01_e_36,True,,13,idle,,1315,1315,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle
event_redash1_01_e_37,40031,event_redash1_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_01_e_37,True,,13,think,,1315,1315,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle
event_redash1_01_e_38,40031,event_redash1_01_e,Speech,commander,commander,Locale_MainScenario:event_redash1_01_e_38,True,,13,think,,1315,1315,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle
event_redash1_01_e_39,40031,event_redash1_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_01_e_39,True,,13,think,,1315,130,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle
event_redash1_01_e_40,40031,event_redash1_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_01_e_40,True,,13,think,,130,130,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle
event_redash1_01_e_41,40031,event_redash1_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_01_e_41,True,,13,think,,130,1300,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle
event_redash1_01_e_42,40031,event_redash1_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_01_e_42,True,,13,think,,1300,1300,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle
event_redash1_01_e_43,40031,event_redash1_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_01_e_43,True,,13,think,,1300,1315,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle
event_redash1_01_e_44,40031,event_redash1_01_e,Speech,commander,commander,Locale_MainScenario:event_redash1_01_e_44,True,,13,think,,1315,1315,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle
event_redash1_01_e_45,40031,event_redash1_01_e,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash1_01_e_45,False,,13,think,,170,170,1.0,,,,,1,idle,,15,no,,17,think,,3,idle,,7,idle,,5,idle
event_redash1_01_e_46,40031,event_redash1_01_e,Speech,dorothy,dorothy,Locale_MainScenario:event_redash1_01_e_46,True,,13,think,,50,50,1.0,,,,,1,idle,,15,no,,17,think,,3,idle,,7,idle,,5,think
event_redash1_01_e_47,40031,event_redash1_01_e,Speech,commander,commander,Locale_MainScenario:event_redash1_01_e_47,True,,13,think,,L_150,L_150,1.0,,,,,1,idle,,15,idle,,17,think,,3,idle,,7,idle,,5,think
event_redash1_01_e_48,40031,event_redash1_01_e,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash1_01_e_48,True,,13,think,,L_30,L_30,1.0,,,,,1,idle,,15,idle,,17,idle,,3,think,,7,idle,,5,think
event_redash1_01_e_49,40031,event_redash1_01_e,Speech,commander,commander,Locale_MainScenario:event_redash1_01_e_49,True,,13,think,,L_150,L_150,1.0,,,,,1,idle,,15,idle,,17,idle,,3,think,,7,idle,,5,think
event_redash1_01_e_50,40031,event_redash1_01_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_01_e_50,True,,13,think,,S_10,S_10,1.0,,,,,1,sad,,15,idle,,17,idle,,3,think,,7,idle,,5,idle
event_redash1_01_e_51,40031,event_redash1_01_e,Speech,commander,commander,Locale_MainScenario:event_redash1_01_e_51,True,,13,think,,L_150,L_150,1.0,,,,,1,sad,,15,idle,,17,idle,,3,idle,,7,idle,,5,idle
event_redash1_01_e_52,40031,event_redash1_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_01_e_52,True,,13,think,,130,130,1.0,,,,,1,sad,,15,idle,,17,idle,,3,idle,,7,idle,,5,idle
event_redash1_01_e_53,40031,event_redash1_01_e,Speech,commander,commander,Locale_MainScenario:event_redash1_01_e_53,True,,13,think,,L_150,L_1500,1.0,,,,,1,sad,,15,no,,17,idle,,3,idle,,7,idle,,5,idle
event_redash1_01_e_54,40031,event_redash1_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_01_e_54,False,,13,think,,L_1500,1300,2.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle
event_redash1_01_e_55,40031,event_redash1_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_01_e_55,True,,13,idle,,1300,130,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle
event_redash1_01_e_56,40031,event_redash1_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_01_e_56,True,,13,idle,,130,130,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle
event_redash1_01_e_57,40031,event_redash1_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_01_e_57,True,,13,idle,,130,13,1.0,none,,,,1,idle,,15,no,,17,idle,,3,idle,,7,idle,,5,idle
event_redash1_01_e_58,40031,event_redash1_01_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash1_01_e_58,False,,13,idle,,13,1,1.0,,,,,1,sad,,15,no,,17,idle,,3,think,,7,idle,,5,idle
event_redash1_01_e_59,40031,event_redash1_01_e,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_redash1_01_e_59,False,,13,idle,,1,3,1.0,,,,,1,sad,,15,no,,17,idle,,3,think,,7,idle,,5,idle
event_redash1_01_e_60,40031,event_redash1_01_e,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_01_e_60,False,,13,idle,,3,70,2.0,,,,,1,sad,,15,no,,17,idle,,3,think,,7,surprise,,5,idle
event_redash1_01_e_61,40031,event_redash1_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_01_e_61,False,,13,think,,130,130,1.0,,,,,1,sad,,15,no,,17,idle,,3,think,,7,surprise,,5,idle
event_redash1_01_e_62,40031,event_redash1_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_01_e_62,True,,13,idle,,130,130,1.0,,,,,1,sad,,15,no,,17,idle,,3,think,,7,surprise,,5,idle
event_redash1_01_e_63,40031,event_redash1_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_01_e_63,True,,13,idle,,130,130,1.0,,,,,1,sad,,15,no,,17,idle,,3,idle,,7,surprise,,5,idle
event_redash1_01_e_64,40031,event_redash1_01_e,Narration,,,Locale_MainScenario:event_redash1_01_e_64,False,,13,pain_2,,black,black,1.0,,,,,1,sad,,15,no,,17,idle,,3,idle,,7,surprise,,5,idle
event_redash1_01_e_65,40031,event_redash1_01_e,Narration,,,Locale_MainScenario:event_redash1_01_e_65,False,,13,pain_2,,130,130,1.0,,,,,1,sad,,15,no,,17,idle,,3,idle,,7,surprise,,5,idle
event_redash1_01_e_66,40031,event_redash1_01_e,Narration,,,Locale_MainScenario:event_redash1_01_e_66,False,,13,pain_2,,130,130,1.0,,,,,1,sad,,15,no,,17,idle,,3,idle,,7,surprise,,5,idle
event_redash1_01_e_67,40031,event_redash1_01_e,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_01_e_67,False,,13,pain_2,,70,70,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,surprise,,5,idle
event_redash1_01_e_68,40031,event_redash1_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_01_e_68,True,,13,pain_2,,130,130,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,surprise,,5,idle
event_redash1_01_e_69,40031,event_redash1_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_01_e_69,True,,13,pain_2,,130,130,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,surprise,,5,idle
event_redash1_01_e_70,40031,event_redash1_01_e,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash1_01_e_70,True,,13,pain_2,,70,70,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,surprise,,5,idle
event_redash1_01_e_71,40031,event_redash1_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_01_e_71,False,,13,pain_2,,130,130,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,surprise,,5,idle
event_redash1_01_e_72,40031,event_redash1_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash1_01_e_72,True,,13,pain_2,,130,1300,1.0,,,,,1,idle,,15,no,,17,idle,,3,idle,,7,surprise,,5,idle
