id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound
d_contents_bbqmaster_08_19,80603,d_contents_bbqmaster_08,Speech,neon_s,neon_s,Locale_SubScenario:d_contents_bbqmaster_08_19,True,,3,shy,,1,idle,,XS_10,XS_10,1.0,,
d_contents_bbqmaster_08_20,80603,d_contents_bbqmaster_08,Speech,anis_s,anis_s,Locale_SubScenario:d_contents_bbqmaster_08_20,True,,3,idle,,1,idle,,XS_10,2,1.0,,
d_contents_bbqmaster_08_21,80603,d_contents_bbqmaster_08,Speech,anis_s,anis_s,Locale_SubScenario:d_contents_bbqmaster_08_21,True,,3,delight,,1,idle,,2,2,1.0,,
d_contents_bbqmaster_08_22,80603,d_contents_bbqmaster_08,Speech,neon_s,neon_s,Locale_SubScenario:d_contents_bbqmaster_08_22,True,,3,delight,,1,idle,,2,2,1.0,,
d_contents_bbqmaster_08_23,80603,d_contents_bbqmaster_08,Self,,,Locale_SubScenario:d_contents_bbqmaster_08_23,False,,3,delight,,1,idle,,2,2,1.0,,
d_contents_bbqmaster_08_24,80603,d_contents_bbqmaster_08,Monologue,,,Locale_SubScenario:d_contents_bbqmaster_08_24,False,,3,delight,,1,idle,,2,2,1.0,,
d_contents_bbqmaster_08_25,80603,d_contents_bbqmaster_08,Speech,anis_s,anis_s,Locale_SubScenario:d_contents_bbqmaster_08_25,False,,3,angry,,1,idle,,2,XS_30,0.6,,
d_contents_bbqmaster_08_26,80603,d_contents_bbqmaster_08,Speech,neon_s,neon_s,Locale_SubScenario:d_contents_bbqmaster_08_26,False,,3,angry,,1,angry,,1,XS_10,0.6,,
d_contents_bbqmaster_08_27,80603,d_contents_bbqmaster_08,Speech,anis_s,anis_s,Locale_SubScenario:d_contents_bbqmaster_08_27,True,,3,angry,,1,angry,,2,2,1.0,,
d_contents_bbqmaster_08_28,80603,d_contents_bbqmaster_08,Speech,neon_s,neon_s,Locale_SubScenario:d_contents_bbqmaster_08_28,True,,3,angry,,1,angry,,2,2,1.0,,
d_contents_bbqmaster_08_29,80603,d_contents_bbqmaster_08,Speech,neon_s,neon_s,Locale_SubScenario:d_contents_bbqmaster_08_29,True,,3,angry,,1,angry,,2,2,1.0,,
d_contents_bbqmaster_08_30,80603,d_contents_bbqmaster_08,Self,,,Locale_SubScenario:d_contents_bbqmaster_08_30,False,,3,angry,,1,angry,,2,2,1.0,,
d_contents_bbqmaster_08_31,80603,d_contents_bbqmaster_08,Speech,anis_s,anis_s,Locale_SubScenario:d_contents_bbqmaster_08_31,True,,3,worry,,1,angry,,2,2,1.0,,
d_contents_bbqmaster_08_32,80603,d_contents_bbqmaster_08,Self,,,Locale_SubScenario:d_contents_bbqmaster_08_32,False,,3,worry,,1,angry,,2,2,1.0,,
d_contents_bbqmaster_08_33,80603,d_contents_bbqmaster_08,Speech,anis_s,anis_s,Locale_SubScenario:d_contents_bbqmaster_08_33,True,,3,worry,,1,angry,,2,2,1.0,,
d_contents_bbqmaster_08_34,80603,d_contents_bbqmaster_08,Speech,neon_s,neon_s,Locale_SubScenario:d_contents_bbqmaster_08_34,True,,3,worry,,1,idle,,2,XS_10,1.0,,
d_contents_bbqmaster_08_35,80603,d_contents_bbqmaster_08,Speech,neon_s,neon_s,Locale_SubScenario:d_contents_bbqmaster_08_35,True,,3,worry,,1,idle,,XS_10,XS_10,1.0,,
d_contents_bbqmaster_08_36,80603,d_contents_bbqmaster_08,Speech,neon_s,neon_s,Locale_SubScenario:d_contents_bbqmaster_08_36,True,,3,worry,,1,idle,,XS_10,XS_10,1.0,,
d_contents_bbqmaster_08_37,80603,d_contents_bbqmaster_08,Speech,anis_s,anis_s,Locale_SubScenario:d_contents_bbqmaster_08_37,False,,3,void,,1,idle,,XS_10,XS_30,1.0,,
d_contents_bbqmaster_08_38,80603,d_contents_bbqmaster_08,Speech,anis_s,anis_s,Locale_SubScenario:d_contents_bbqmaster_08_38,True,,3,idle,,1,idle,,XS_30,XS_30,1.0,,
d_contents_bbqmaster_08_39,80603,d_contents_bbqmaster_08,Speech,anis_s,anis_s,Locale_SubScenario:d_contents_bbqmaster_08_39,True,,3,idle,,1,idle,,XS_30,XS_30,1.0,,
d_contents_bbqmaster_08_40,80603,d_contents_bbqmaster_08,Speech,neon_s,neon_s,Locale_SubScenario:d_contents_bbqmaster_08_40,True,,3,idle,,1,idle,,XS_30,2,1.0,,
d_contents_bbqmaster_08_41,80603,d_contents_bbqmaster_08,Speech,anis_s,anis_s,Locale_SubScenario:d_contents_bbqmaster_08_41,True,,3,idle,,1,idle,,2,2,1.0,,
d_contents_bbqmaster_08_42,80603,d_contents_bbqmaster_08,Speech,anis_s,anis_s,Locale_SubScenario:d_contents_bbqmaster_08_42,True,,3,idle,,1,idle,,2,2,1.0,,
d_contents_bbqmaster_08_43,80603,d_contents_bbqmaster_08,Self,,,Locale_SubScenario:d_contents_bbqmaster_08_43,False,,3,idle,,1,idle,,2,2,1.0,,
d_contents_bbqmaster_08_44,80603,d_contents_bbqmaster_08,Speech,anis_s,anis_s,Locale_SubScenario:d_contents_bbqmaster_08_44,True,,3,idle,,1,idle,,2,2,1.0,,
d_contents_bbqmaster_08_45,80603,d_contents_bbqmaster_08,Speech,neon_s,neon_s,Locale_SubScenario:d_contents_bbqmaster_08_45,True,,3,idle,,1,worry,,2,2,1.0,,
d_contents_bbqmaster_08_46,80603,d_contents_bbqmaster_08,Speech,anis_s,anis_s,Locale_SubScenario:d_contents_bbqmaster_08_46,True,,3,idle,,1,worry,,2,2,1.0,,
d_contents_bbqmaster_08_47,80603,d_contents_bbqmaster_08,Speech,anis_s,anis_s,Locale_SubScenario:d_contents_bbqmaster_08_47,True,,3,idle,,1,worry,,2,2,1.0,,
d_contents_bbqmaster_08_48,80603,d_contents_bbqmaster_08,Speech,neon_s,neon_s,Locale_SubScenario:d_contents_bbqmaster_08_48,True,,3,idle,,1,shy,,2,2,1.0,,
d_contents_bbqmaster_08_49,80603,d_contents_bbqmaster_08,Monologue,,,Locale_SubScenario:d_contents_bbqmaster_08_49,False,,3,idle,,1,shy,,black,black,1.0,,
d_contents_bbqmaster_08_50,80603,d_contents_bbqmaster_08,Monologue,,,Locale_SubScenario:d_contents_bbqmaster_08_50,False,,3,idle,,1,shy,,black,black,1.0,,
d_contents_bbqmaster_08_51,80603,d_contents_bbqmaster_08,Narration,,,Locale_SubScenario:d_contents_bbqmaster_08_51,False,,3,idle,,1,shy,,black,black,1.0,,
