id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,play_sound,set_camera_shake
event_beautyfullshot2_05_e_34,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_34,True,,100,100,1.0,,,,,,,,,
event_beautyfullshot2_05_e_35,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_35,True,,100,100,1.0,,,,,,,,,
event_beautyfullshot2_05_e_36,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_36,True,,100,100,1.0,,,,,,,,,
event_beautyfullshot2_05_e_37,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_37,True,,100,100,1.0,,,,,,,,,
event_beautyfullshot2_05_e_38,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_38,True,,100,100,1.0,,,,,,,,,
event_beautyfullshot2_05_e_39,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_39,True,,100,100,1.0,,,,,,,,,
event_beautyfullshot2_05_e_40,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_40,True,,100,100,1.0,,,,,,,,,
event_beautyfullshot2_05_e_41,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_41,True,,100,1,1.0,,,,,,,,,
event_beautyfullshot2_05_e_42,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_42,True,,1,1,1.0,,,,,,,,,
event_beautyfullshot2_05_e_43,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_43,True,,1,1,1.0,,,,,,,,,
event_beautyfullshot2_05_e_44,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_44,True,,1,1,1.0,,,,,,,,,
event_beautyfullshot2_05_e_45,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_45,True,,1,1,1.0,,,,,,,,,
event_beautyfullshot2_05_e_46,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_46,True,,1,1,1.0,,,,,,,,,
event_beautyfullshot2_05_e_47,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_47,True,,1,1,1.0,,,,,,,,,
event_beautyfullshot2_05_e_48,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_48,True,,1,1,1.0,,,,,,,,,
event_beautyfullshot2_05_e_49,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_49,True,,1,fishing_02,2.0,,,,,,,,,
event_beautyfullshot2_05_e_50,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_50,True,,fishing_02,fishing_02,1.0,,,,,,,,,
event_beautyfullshot2_05_e_51,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_51,True,,fishing_02,fishing_02,1.0,,,,,,,,,
event_beautyfullshot2_05_e_52,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_52,True,,fishing_02,fishing_02,1.0,,,,,,,,,
event_beautyfullshot2_05_e_53,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_53,True,,fishing_02,fishing_02,1.0,,,,,,,,,
event_beautyfullshot2_05_e_54,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_54,True,,fishing_02,1,2.0,,,,,,,,,
event_beautyfullshot2_05_e_55,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_55,True,,1,1,1.0,,,,,,,,,
event_beautyfullshot2_05_e_56,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_56,True,,1,1,1.0,,,,,,,,,
event_beautyfullshot2_05_e_57,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_57,True,,1,1,1.0,,,,,,,,,
event_beautyfullshot2_05_e_58,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_58,True,,1,1,1.0,,,,,,,,,
event_beautyfullshot2_05_e_59,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_59,True,,1,fishing_04,1.5,,,,,,,,,
event_beautyfullshot2_05_e_60,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_60,True,,fishing_04,fishing_04,1.0,,,,,,,,,
event_beautyfullshot2_05_e_61,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_61,True,,fishing_04,fishing_04,1.0,,,,,,,,,
event_beautyfullshot2_05_e_62,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_62,True,,fishing_04,fishing_04,1.0,,,,,,,,,
event_beautyfullshot2_05_e_63,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_63,True,,fishing_04,fishing_04,1.0,,,,,,,,,
event_beautyfullshot2_05_e_64,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_64,True,,fishing_04,1,1.5,,,,,,,,,
event_beautyfullshot2_05_e_65,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_65,True,,1,1,1.0,,,,,,,,,
event_beautyfullshot2_05_e_66,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_66,True,,1,1,1.0,,,,,,,,,
event_beautyfullshot2_05_e_67,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_67,True,,1,10,1.0,,,,,,,,,
event_beautyfullshot2_05_e_68,40052,event_beautyfullshot2_05_e,Narration,maiden_s,,Locale_MainScenario:event_beautyfullshot2_05_e_68,False,CoralIsland_n,black,black,1.0,none,maiden_s,1,angry,guilty_s,3,idle,sfx_scn_fishingrodsqueak,
event_beautyfullshot2_05_e_69,40052,event_beautyfullshot2_05_e,Narration,maiden_s,,Locale_MainScenario:event_beautyfullshot2_05_e_69,False,,black,black,1.0,,,1,angry,,3,idle,,
event_beautyfullshot2_05_e_70,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_70,False,,31,31,1.0,bgm_story_tomboyprincess,,1,angry,,3,idle,,
event_beautyfullshot2_05_e_71,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_71,False,,31,31,1.0,,,1,angry,,3,idle,,
event_beautyfullshot2_05_e_72,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_72,True,,31,31,1.0,,,1,angry,,3,idle,,
event_beautyfullshot2_05_e_73,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_73,True,,31,31,1.0,,,1,angry,,3,idle,,
event_beautyfullshot2_05_e_74,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_74,True,,31,31,1.0,,,1,angry,,3,idle,,
event_beautyfullshot2_05_e_75,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_75,True,,31,31,1.0,,,1,angry,,3,idle,,
event_beautyfullshot2_05_e_76,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_76,True,,31,31,1.0,,,1,angry,,3,idle,,
event_beautyfullshot2_05_e_77,40052,event_beautyfullshot2_05_e,Narration,maiden_s,,Locale_MainScenario:event_beautyfullshot2_05_e_77,False,,31,15,1.0,,,1,angry,,3,idle,,
event_beautyfullshot2_05_e_78,40052,event_beautyfullshot2_05_e,Narration,maiden_s,,Locale_MainScenario:event_beautyfullshot2_05_e_78,False,,15,150,1.0,,,1,angry,,3,idle,sfx_scn_fishingrodsqueak2,
event_beautyfullshot2_05_e_79,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_79,True,,150,S_10,1.0,,,1,angry,,3,idle,,
event_beautyfullshot2_05_e_80,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_80,True,,S_10,S_10,1.0,,,1,angry,,3,idle,,
event_beautyfullshot2_05_e_81,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_81,True,,S_10,31,1.0,,,1,angry,,3,idle,,
event_beautyfullshot2_05_e_82,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_82,True,,31,31,1.0,,,1,angry,,3,idle,,
event_beautyfullshot2_05_e_83,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_83,True,,31,31,1.0,,,1,angry,,3,idle,,
event_beautyfullshot2_05_e_84,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_84,True,,31,31,1.0,,,1,angry,,3,idle,,
event_beautyfullshot2_05_e_85,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_85,True,,31,31,1.0,,,1,angry,,3,idle,,
event_beautyfullshot2_05_e_86,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_86,True,,31,31,1.0,,,1,angry,,3,idle,,
event_beautyfullshot2_05_e_87,40052,event_beautyfullshot2_05_e,Monologue,guilty_s,,Locale_MainScenario:event_beautyfullshot2_05_e_87,False,,black,black,1.0,,,1,angry,,3,idle,,
event_beautyfullshot2_05_e_88,40052,event_beautyfullshot2_05_e,Self,guilty_s,,Locale_MainScenario:event_beautyfullshot2_05_e_88,False,,S_10,S_10,1.0,,,1,angry,,3,idle,,
event_beautyfullshot2_05_e_89,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_89,True,,S_10,S_10,1.0,,,1,angry,,3,idle,,
event_beautyfullshot2_05_e_90,40052,event_beautyfullshot2_05_e,Self,maiden_s,,Locale_MainScenario:event_beautyfullshot2_05_e_90,False,,S_10,S_10,1.0,,,1,angry,,3,idle,,
event_beautyfullshot2_05_e_91,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_91,True,,S_10,S_100,0.5,,,1,angry,,3,idle,,
event_beautyfullshot2_05_e_92,40052,event_beautyfullshot2_05_e,Narration,maiden_s,,Locale_MainScenario:event_beautyfullshot2_05_e_92,False,,S_100,S_100,1.0,,,1,angry,,3,idle,sfx_scn_bigwavebreak,
event_beautyfullshot2_05_e_93,40052,event_beautyfullshot2_05_e,Monologue,maiden_s,,Locale_MainScenario:event_beautyfullshot2_05_e_93,False,,S_100,S_100,1.0,,,1,angry,,3,idle,,
event_beautyfullshot2_05_e_94,40052,event_beautyfullshot2_05_e,Monologue,maiden_s,,Locale_MainScenario:event_beautyfullshot2_05_e_94,False,,black,black,1.0,,,1,angry,,3,idle,,
event_beautyfullshot2_05_e_95,40052,event_beautyfullshot2_05_e,Monologue,maiden_s,,Locale_MainScenario:event_beautyfullshot2_05_e_95,False,,black,black,1.0,,,1,angry,,3,idle,,
event_beautyfullshot2_05_e_96,40052,event_beautyfullshot2_05_e,Monologue,maiden_s,,Locale_MainScenario:event_beautyfullshot2_05_e_96,False,,black,black,1.0,,,1,angry,,3,idle,,
event_beautyfullshot2_05_e_97,40052,event_beautyfullshot2_05_e,Speech,maiden_s,maiden_s,Locale_MainScenario:event_beautyfullshot2_05_e_97,True,,31,31,1.0,,,1,idle,,3,idle,,
event_beautyfullshot2_05_e_98,40052,event_beautyfullshot2_05_e,Speech,guilty_s,guilty_s,Locale_MainScenario:event_beautyfullshot2_05_e_98,True,,31,31,1.0,,,1,idle,,3,idle,,
event_beautyfullshot2_05_e_99,40052,event_beautyfullshot2_05_e,Self,guilty_s,,Locale_MainScenario:event_beautyfullshot2_05_e_99,False,,31,31,1.0,,,1,idle,,3,idle,,
event_beautyfullshot2_05_e_100,40052,event_beautyfullshot2_05_e,Narration,guilty_s,,Locale_MainScenario:event_beautyfullshot2_05_e_100,False,,1500,15,1.0,,,1,idle,,3,idle,sfx_scn_krakenappear,Low_2
event_beautyfullshot2_05_e_101,40052,event_beautyfullshot2_05_e,Monologue,guilty_s,,Locale_MainScenario:event_beautyfullshot2_05_e_101,False,,15,15,1.0,none,,1,idle,,3,idle,,
event_beautyfullshot2_05_e_102,40052,event_beautyfullshot2_05_e,Monologue,guilty_s,,Locale_MainScenario:event_beautyfullshot2_05_e_102,False,,15,15,1.0,,,1,idle,,3,idle,,
event_beautyfullshot2_05_e_103,40052,event_beautyfullshot2_05_e,Monologue,guilty_s,,Locale_MainScenario:event_beautyfullshot2_05_e_103,False,,black,black,1.0,event_bgm_stormfield,,1,idle,,3,idle,,
