id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/hide_char_id,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_exnii2_02_e_27,40071,event_exnii2_02_e,Speech,ce005_02,Locale_SubScenario:event_exnii2_02_e_27,True,,1,surprise,,10,10,1.0,,ce004_01,,,,,,,,,,,
event_exnii2_02_e_28,40071,event_exnii2_02_e,Speech,ce005_02,Locale_SubScenario:event_exnii2_02_e_28,True,,1,surprise,,10,1,1.0,,ce004_01,,,,,,,,,,,
event_exnii2_02_e_29,40071,event_exnii2_02_e,Speech,ce005_02,Locale_SubScenario:event_exnii2_02_e_29,True,,1,think,,1,1,1.0,,ce004_01,,,,,,,,,,,
event_exnii2_02_e_30,40071,event_exnii2_02_e,Speech,pepper,Locale_SubScenario:event_exnii2_02_e_30,True,,1,idle,RedBeach_2,5,5,1.0,,pepper,,black,pepper,4,idle,ce005_01,6,idle,,,
event_exnii2_02_e_31,40071,event_exnii2_02_e,Speech,ce005_01,Locale_SubScenario:event_exnii2_02_e_31,True,,1,idle,,5,5,1.0,,ce005_01,,,,4,idle,,6,idle,,,
event_exnii2_02_e_32,40071,event_exnii2_02_e,Speech,pepper,Locale_SubScenario:event_exnii2_02_e_32,True,,1,idle,,5,5,1.0,,pepper,,,,4,good,,6,idle,,,
event_exnii2_02_e_33,40071,event_exnii2_02_e,Speech,pepper,Locale_SubScenario:event_exnii2_02_e_33,True,,1,idle,,5,5,1.0,,pepper,,,,4,idle,,6,idle,ce005_03,9,idle
event_exnii2_02_e_34,40071,event_exnii2_02_e,Speech,ce005_01,Locale_SubScenario:event_exnii2_02_e_34,True,,1,idle,,5,5,1.0,,ce005_01,,,,4,idle,,6,idle,,8,idle
event_exnii2_02_e_35,40071,event_exnii2_02_e,Speech,ce005_03,Locale_SubScenario:event_exnii2_02_e_35,True,,1,idle,,5,event_exnii_talk_11,1.0,,ce005_03,,,,4,idle,,6,idle,,8,idle
event_exnii2_02_e_36,40071,event_exnii2_02_e,Speech,ce005_01,Locale_SubScenario:event_exnii2_02_e_36,True,,1,idle,,event_exnii_talk_11,event_exnii_talk_11,1.0,,ce005_01,,,,4,idle,,6,idle,,8,idle
event_exnii2_02_e_37,40071,event_exnii2_02_e,Speech,ce005_01,Locale_SubScenario:event_exnii2_02_e_37,True,,1,idle,,event_exnii_talk_11,event_exnii_talk_11,1.0,,ce005_01,,,,4,idle,,6,idle,,8,idle
event_exnii2_02_e_38,40071,event_exnii2_02_e,Speech,ce005_01,Locale_SubScenario:event_exnii2_02_e_38,True,,1,idle,,event_exnii_talk_11,event_exnii_talk_11,1.0,,ce005_01,,,,4,idle,,6,idle,,8,idle
event_exnii2_02_e_39,40071,event_exnii2_02_e,Speech,ce005_03,Locale_SubScenario:event_exnii2_02_e_39,True,,1,idle,,event_exnii_talk_11,event_exnii_talk_11,1.0,,ce005_03,,,,4,idle,,6,idle,,8,idle
event_exnii2_02_e_40,40071,event_exnii2_02_e,Speech,ce005_01,Locale_SubScenario:event_exnii2_02_e_40,True,,1,idle,,event_exnii_talk_11,60,1.0,,ce005_01,,,,4,idle,,6,idle,,8,idle
event_exnii2_02_e_41,40071,event_exnii2_02_e,Speech,ce005_01,Locale_SubScenario:event_exnii2_02_e_41,True,,1,idle,,60,60,1.0,,ce005_01,,,,4,idle,,6,delight,,8,idle
event_exnii2_02_e_42,40071,event_exnii2_02_e,Speech,ce005_02,Locale_SubScenario:event_exnii2_02_e_42,True,,1,think,,1,1,1.0,,ce004_01,,black,,4,idle,,6,delight,,8,idle
event_exnii2_02_e_43,40071,event_exnii2_02_e,Speech,ce005_02,Locale_SubScenario:event_exnii2_02_e_43,True,,1,think,,1,1,1.0,,ce004_01,,,,4,idle,,6,delight,,8,idle
