id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,jump_target,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_bowwowparadise_04_e_13,40010,event_bowwowparadise_04_e,Monologue,Monologue,Locale_SubScenario:event_bowwowparadise_04_e_13,False,,14,14,1.0,,,,,,,1,idle,,13,idle,,,15,idle,
event_bowwowparadise_04_e_14,40010,event_bowwowparadise_04_e,Monologue,Monologue,Locale_SubScenario:event_bowwowparadise_04_e_14,False,,14,14,1.0,,,,,,,1,idle,,13,idle,,,15,idle,
event_bowwowparadise_04_e_15,40010,event_bowwowparadise_04_e,Speech,liter,Locale_SubScenario:event_bowwowparadise_04_e_15,True,,14,14,1.0,,liter,,,,,1,idle,,13,no,,,15,idle,
event_bowwowparadise_04_e_16,40010,event_bowwowparadise_04_e,Speech,liter,Locale_SubScenario:event_bowwowparadise_04_e_16,True,,14,14,1.0,,liter,,,,,1,idle,,13,no,,,15,idle,
event_bowwowparadise_04_e_17,40010,event_bowwowparadise_04_e,Self,Self,Locale_SubScenario:event_bowwowparadise_04_e_17,False,,14,14,1.0,,,,,,,1,idle,,13,no,,,15,idle,
event_bowwowparadise_04_e_18,40010,event_bowwowparadise_04_e,Speech,liter,Locale_SubScenario:event_bowwowparadise_04_e_18,True,,14,14,1.0,,liter,,,,,1,idle,,13,idle,,,15,idle,
event_bowwowparadise_04_e_19,40010,event_bowwowparadise_04_e,Speech,centi,Locale_SubScenario:event_bowwowparadise_04_e_19,True,,14,14,1.0,,centi_c,,,,,1,idle,,13,idle,,,15,idle,
event_bowwowparadise_04_e_20,40010,event_bowwowparadise_04_e,Speech,biscuit,Locale_SubScenario:event_bowwowparadise_04_e_20,True,,14,12,1.0,,biscuit,,,,,1,delight,,13,idle,,,15,idle,
event_bowwowparadise_04_e_21,40010,event_bowwowparadise_04_e,Speech,liter,Locale_SubScenario:event_bowwowparadise_04_e_21,True,,12,12,1.0,,liter,,,,,1,idle,,13,delight,,,15,idle,
event_bowwowparadise_04_e_22,40010,event_bowwowparadise_04_e,Self,Self,Locale_SubScenario:event_bowwowparadise_04_e_22,False,,12,12,1.0,,,,,,,1,idle,,13,delight,,,15,idle,
event_bowwowparadise_04_e_23,40010,event_bowwowparadise_04_e,Monologue,Monologue,Locale_SubScenario:event_bowwowparadise_04_e_23,False,,12,12,1.0,,,,,,,1,idle,,13,delight,liter,,15,idle,centi_c
event_bowwowparadise_04_e_24,40010,event_bowwowparadise_04_e,Speech,biscuit,Locale_SubScenario:event_bowwowparadise_04_e_24,True,,12,XS_10,1.0,,biscuit,,,,,1,idle,,,,,,,,
event_bowwowparadise_04_e_25,40010,event_bowwowparadise_04_e,Speech,biscuit,Locale_SubScenario:event_bowwowparadise_04_e_25,True,,XS_10,XS_10,1.0,,biscuit,,,,,1,idle,,,,,,,,
event_bowwowparadise_04_e_26,40010,event_bowwowparadise_04_e,Self,Self,Locale_SubScenario:event_bowwowparadise_04_e_26,False,,XS_10,XS_10,1.0,,,,,,,1,idle,,,,,,,,
event_bowwowparadise_04_e_27,40010,event_bowwowparadise_04_e,Speech,biscuit,Locale_SubScenario:event_bowwowparadise_04_e_27,True,,XS_10,XS_10,1.0,,biscuit,,,,,1,idle,,,,,,,,
event_bowwowparadise_04_e_28,40010,event_bowwowparadise_04_e,Narration,Narration,Locale_SubScenario:event_bowwowparadise_04_e_28,False,,XS_10,XS_10,1.0,none,,,,,,1,idle,,,,,,,,
event_bowwowparadise_04_e_29,40010,event_bowwowparadise_04_e,Speech,unknown,Locale_SubScenario:event_bowwowparadise_04_e_29,True,,black,black,1.0,,unknown,,,,,1,idle,,,,,,,,
event_bowwowparadise_04_e_30,40010,event_bowwowparadise_04_e,Self,Self,Locale_SubScenario:event_bowwowparadise_04_e_30,False,,1,1,1.0,,,,,,,1,idle,,,,,,,,
event_bowwowparadise_04_e_31,40010,event_bowwowparadise_04_e,Speech,unknown,Locale_SubScenario:event_bowwowparadise_04_e_31,True,,black,black,1.0,,unknown,,,,,1,idle,,,,,,,,
event_bowwowparadise_04_e_32,40010,event_bowwowparadise_04_e,Speech,biscuit,Locale_SubScenario:event_bowwowparadise_04_e_32,False,,1,XS_10,1.0,,biscuit,,,,,1,idle,,,,,,,,
event_bowwowparadise_04_e_33,40010,event_bowwowparadise_04_e,Speech,biscuit,Locale_SubScenario:event_bowwowparadise_04_e_33,True,,XS_10,XS_10,1.0,,biscuit,,,,,1,sad,,,,,,,,
event_bowwowparadise_04_e_34,40010,event_bowwowparadise_04_e,Speech,biscuit,Locale_SubScenario:event_bowwowparadise_04_e_34,True,,XS_10,1,0.3,,biscuit,,,,,1,sad,puppies,15,delight,,,,,
event_bowwowparadise_04_e_35,40010,event_bowwowparadise_04_e,Choice,,Locale_SubScenario:event_bowwowparadise_04_e_35,False,,1,1,1.0,,,event_bowwowparadise_04_e_40,,,,1,sad,,15,delight,,,,,
event_bowwowparadise_04_e_36,40010,event_bowwowparadise_04_e,Choice,,Locale_SubScenario:event_bowwowparadise_04_e_36,False,,1,1,1.0,,,event_bowwowparadise_04_e_37,,,,1,sad,,15,delight,,,,,
event_bowwowparadise_04_e_37,40010,event_bowwowparadise_04_e,Speech,biscuit,Locale_SubScenario:event_bowwowparadise_04_e_37,True,,1,1,1.0,,biscuit,,,,,1,sad,,15,delight,,,,,
event_bowwowparadise_04_e_38,40010,event_bowwowparadise_04_e,Narration,Narration,Locale_SubScenario:event_bowwowparadise_04_e_38,False,,black,black,1.0,,,,,,,1,sad,,15,delight,,,,,
event_bowwowparadise_04_e_39,40010,event_bowwowparadise_04_e,Speech,biscuit,Locale_SubScenario:event_bowwowparadise_04_e_39,True,,1,1,1.0,,biscuit,,,,,1,sad,,15,delight,,,,,
event_bowwowparadise_04_e_40,40010,event_bowwowparadise_04_e,Narration,Narration,Locale_SubScenario:event_bowwowparadise_04_e_40,False,,15,XS_150,0.3,bgm_story_herecomestrouble,,,sfx_scn_dogrun,Low_3_Loop,,1,sad,,15,delight,,,,,
event_bowwowparadise_04_e_41,40010,event_bowwowparadise_04_e,Narration,Narration,Locale_SubScenario:event_bowwowparadise_04_e_41,False,,XS_150,XS_150,1.0,,,,,,,1,sad,,15,delight,,max,17,idle,
event_bowwowparadise_04_e_42,40010,event_bowwowparadise_04_e,Speech,biscuit,Locale_SubScenario:event_bowwowparadise_04_e_42,True,,1,1,1.0,,biscuit,,,none,,1,sad,,15,delight,,,17,idle,
event_bowwowparadise_04_e_43,40010,event_bowwowparadise_04_e,Speech,biscuit,Locale_SubScenario:event_bowwowparadise_04_e_43,True,,1,1,1.0,,biscuit,,,,,1,angry,,15,delight,,,17,idle,
event_bowwowparadise_04_e_44,40010,event_bowwowparadise_04_e,Self,Self,Locale_SubScenario:event_bowwowparadise_04_e_44,False,,1,1,1.0,,,,,,,1,angry,,15,delight,,,17,idle,
event_bowwowparadise_04_e_45,40010,event_bowwowparadise_04_e,Narration,Narration,Locale_SubScenario:event_bowwowparadise_04_e_45,False,,1,16,0.3,,,,,,,1,angry,,14,delight,,,18,idle,
event_bowwowparadise_04_e_46,40010,event_bowwowparadise_04_e,Narration,Narration,Locale_SubScenario:event_bowwowparadise_04_e_46,False,,16,14,0.3,,,,,,,1,angry,,13,delight,,,17,idle,
event_bowwowparadise_04_e_47,40010,event_bowwowparadise_04_e,Monologue,Monologue,Locale_SubScenario:event_bowwowparadise_04_e_47,False,,black,black,1.0,,,,,,,1,angry,,13,delight,,,15,idle,
event_bowwowparadise_04_e_48,40010,event_bowwowparadise_04_e,Narration,Narration,Locale_SubScenario:event_bowwowparadise_04_e_48,False,,1,XS_10,0.3,,,,sfx_scn_pipe,,,1,angry,,13,delight,,,15,idle,
event_bowwowparadise_04_e_49,40010,event_bowwowparadise_04_e,Speech,biscuit,Locale_SubScenario:event_bowwowparadise_04_e_49,True,,XS_10,XS_10,1.0,,biscuit,,,,,1,angry,,13,delight,,,15,idle,
event_bowwowparadise_04_e_50,40010,event_bowwowparadise_04_e,Speech,max,Locale_SubScenario:event_bowwowparadise_04_e_50,False,,XS_10,XS_10,1.0,,max,,,,,1,angry,,13,delight,,,15,special,
event_bowwowparadise_04_e_51,40010,event_bowwowparadise_04_e,Speech,puppies,Locale_SubScenario:event_bowwowparadise_04_e_51,False,,XS_10,14,2.0,,puppies,,,,,1,angry,,13,delight,,,15,special,
event_bowwowparadise_04_e_52,40010,event_bowwowparadise_04_e,Narration,Narration,Locale_SubScenario:event_bowwowparadise_04_e_52,False,,14,14,1.0,,,,sfx_scn_dogrun,,,1,angry,,3,delight,puppies,,13,special,max
event_bowwowparadise_04_e_53,40010,event_bowwowparadise_04_e,Monologue,Monologue,Locale_SubScenario:event_bowwowparadise_04_e_53,False,,14,14,1.0,,,,,,,1,angry,,,,,,,,
event_bowwowparadise_04_e_54,40010,event_bowwowparadise_04_e,Speech,biscuit,Locale_SubScenario:event_bowwowparadise_04_e_54,True,,14,1,1.0,,biscuit,,,,,1,angry,,,,,,,,
event_bowwowparadise_04_e_55,40010,event_bowwowparadise_04_e,Narration,Narration,Locale_SubScenario:event_bowwowparadise_04_e_55,False,,1,1,1.0,,,,sfx_scn_fragment,Low_2,,1,angry,,,,,,,,
event_bowwowparadise_04_e_56,40010,event_bowwowparadise_04_e,Monologue,Monologue,Locale_SubScenario:event_bowwowparadise_04_e_56,False,,1,1,1.0,,,,,,,1,angry,,,,,,,,
event_bowwowparadise_04_e_57,40010,event_bowwowparadise_04_e,Speech,biscuit,Locale_SubScenario:event_bowwowparadise_04_e_57,True,,1,XS_10,0.3,,biscuit,,,,,1,sad,,,,,,,,
event_bowwowparadise_04_e_58,40010,event_bowwowparadise_04_e,Speech,puppies,Locale_SubScenario:event_bowwowparadise_04_e_58,True,,XS_10,XS_30,2.0,,puppies,,sfx_scn_whine,,,1,sad,puppies,3,sad,,max,13,special,
event_bowwowparadise_04_e_59,40010,event_bowwowparadise_04_e,Speech,biscuit,Locale_SubScenario:event_bowwowparadise_04_e_59,True,,XS_30,XS_10,1.0,,biscuit,,,,,1,angry,,3,sad,,,13,special,
event_bowwowparadise_04_e_60,40010,event_bowwowparadise_04_e,Speech,biscuit,Locale_SubScenario:event_bowwowparadise_04_e_60,False,,XS_10,XS_10,1.0,,biscuit,,,,,1,angry,,3,sad,,,13,special,
event_bowwowparadise_04_e_61,40010,event_bowwowparadise_04_e,Narration,Narration,Locale_SubScenario:event_bowwowparadise_04_e_61,False,,XS_10,XS_10,1.0,,,,,,,1,angry,,3,sad,,,13,special,
event_bowwowparadise_04_e_62,40010,event_bowwowparadise_04_e,Narration,Narration,Locale_SubScenario:event_bowwowparadise_04_e_62,False,,XS_10,XS_10,1.0,,,,,,,1,angry,,3,sad,,,13,special,
event_bowwowparadise_04_e_63,40010,event_bowwowparadise_04_e,Narration,Narration,Locale_SubScenario:event_bowwowparadise_04_e_63,False,,XS_10,XS_10,1.0,,,,,,,1,angry,,3,sad,,,13,special,
event_bowwowparadise_04_e_64,40010,event_bowwowparadise_04_e,Speech,biscuit,Locale_SubScenario:event_bowwowparadise_04_e_64,True,,XS_10,2,0.3,,biscuit,,,,,1,angry,,3,sad,,,13,special,
event_bowwowparadise_04_e_65,40010,event_bowwowparadise_04_e,Self,Self,Locale_SubScenario:event_bowwowparadise_04_e_65,False,,2,2,1.0,,,,,,,1,angry,,3,sad,,,13,special,
event_bowwowparadise_04_e_66,40010,event_bowwowparadise_04_e,Speech,biscuit,Locale_SubScenario:event_bowwowparadise_04_e_66,True,,2,2,1.0,,biscuit,,,,,1,angry,,3,sad,,,13,special,
event_bowwowparadise_04_e_67,40010,event_bowwowparadise_04_e,Speech,biscuit,Locale_SubScenario:event_bowwowparadise_04_e_67,True,,2,2,1.0,,biscuit,,,,,1,angry,,3,sad,,,13,special,
event_bowwowparadise_04_e_68,40010,event_bowwowparadise_04_e,Self,Self,Locale_SubScenario:event_bowwowparadise_04_e_68,False,,2,2,1.0,,,,,,,1,angry,,3,sad,,,13,special,
event_bowwowparadise_04_e_69,40010,event_bowwowparadise_04_e,Narration,Narration,Locale_SubScenario:event_bowwowparadise_04_e_69,False,,black,black,1.0,,,,sfx_scn_fragment,,,1,angry,,3,idle,,,13,special,
event_bowwowparadise_04_e_70,40010,event_bowwowparadise_04_e,Narration,Narration,Locale_SubScenario:event_bowwowparadise_04_e_70,False,,black,black,1.0,,,,,,,1,angry,,3,idle,,,13,special,
event_bowwowparadise_04_e_71,40010,event_bowwowparadise_04_e,Narration,Narration,Locale_SubScenario:event_bowwowparadise_04_e_71,False,,black,black,1.0,,,,sfx_scn_rockcollapse,,,1,angry,,3,idle,,,13,special,
event_bowwowparadise_04_e_72,40010,event_bowwowparadise_04_e,Narration,Narration,Locale_SubScenario:event_bowwowparadise_04_e_72,False,OutpostOut,black,black,1.0,,,,,,,1,angry,,3,idle,,,13,special,
event_bowwowparadise_04_e_73,40010,event_bowwowparadise_04_e,Speech,biscuit,Locale_SubScenario:event_bowwowparadise_04_e_73,False,,XS_10,XS_10,1.0,,biscuit,,,,,1,sad,,3,special,,,13,special,
event_bowwowparadise_04_e_74,40010,event_bowwowparadise_04_e,Self,Self,Locale_SubScenario:event_bowwowparadise_04_e_74,False,,XS_10,XS_10,1.0,,,,,,,1,sad,,3,special,,,13,special,
event_bowwowparadise_04_e_75,40010,event_bowwowparadise_04_e,Speech,max,Locale_SubScenario:event_bowwowparadise_04_e_75,False,,max_130,max_130,1.0,,max,,,,,1,sad,,3,special,,,13,special,
event_bowwowparadise_04_e_76,40010,event_bowwowparadise_04_e,Speech,puppies,Locale_SubScenario:event_bowwowparadise_04_e_76,False,,XS_30,XS_30,1.0,,puppies,,,,,1,sad,,3,special,,,13,special,
event_bowwowparadise_04_e_77,40010,event_bowwowparadise_04_e,Monologue,Monologue,Locale_SubScenario:event_bowwowparadise_04_e_77,False,,black,black,1.0,,,,,,,1,sad,,3,special,,,13,special,
