id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,set_camera_shake
event_icedragonsaga1_01_e_12,40064,event_icedragonsaga1_01_e,Speech,miranda,miranda,Locale_MainScenario:event_icedragonsaga1_01_e_12,True,,13,sad2,,1,idle,,3,idle,,5,idle,,2,2,1.0,,,,,,,,,,,
event_icedragonsaga1_01_e_13,40064,event_icedragonsaga1_01_e,Speech,miranda,miranda,Locale_MainScenario:event_icedragonsaga1_01_e_13,True,,13,sad2,,1,idle,,3,idle,,5,idle,,2,2,1.0,,,,,,,,,,,
event_icedragonsaga1_01_e_14,40064,event_icedragonsaga1_01_e,Speech,miranda,miranda,Locale_MainScenario:event_icedragonsaga1_01_e_14,True,,13,sad2,,1,idle,,3,idle,,5,idle,,2,2,1.0,,,,,,,,,,,
event_icedragonsaga1_01_e_15,40064,event_icedragonsaga1_01_e,Speech,poli,poli,Locale_MainScenario:event_icedragonsaga1_01_e_15,True,,13,sad2,,1,surprise,,3,idle,,5,idle,,2,2,1.0,,,,,,,,,,,
event_icedragonsaga1_01_e_16,40064,event_icedragonsaga1_01_e,Speech,quiry,quiry,Locale_MainScenario:event_icedragonsaga1_01_e_16,True,,13,sad2,,1,surprise,,3,idle,,5,special,,5,5,1.0,,,,,,,,,,,
event_icedragonsaga1_01_e_17,40064,event_icedragonsaga1_01_e,Speech,quiry,quiry,Locale_MainScenario:event_icedragonsaga1_01_e_17,True,,13,sad2,,1,surprise,,3,idle,,5,surprise,,5,S_50,1.0,,,,,,,,,,,
event_icedragonsaga1_01_e_18,40064,event_icedragonsaga1_01_e,Speech,quiry,quiry,Locale_MainScenario:event_icedragonsaga1_01_e_18,True,,13,sad2,,1,surprise,,3,idle,,5,surprise,,S_50,S_50,1.0,,,,,,,,,,,
event_icedragonsaga1_01_e_19,40064,event_icedragonsaga1_01_e,Speech,poli,poli,Locale_MainScenario:event_icedragonsaga1_01_e_19,True,,13,sad2,,1,sad,,3,idle,,5,surprise,,XS_10,XS_10,1.0,,,,,,,,,,,
event_icedragonsaga1_01_e_20,40064,event_icedragonsaga1_01_e,Speech,poli,poli,Locale_MainScenario:event_icedragonsaga1_01_e_20,True,,13,sad2,,1,sad,,3,idle,,5,surprise,,XS_10,XS_10,1.0,,,,,,,,,,,
event_icedragonsaga1_01_e_21,40064,event_icedragonsaga1_01_e,Speech,poli,poli,Locale_MainScenario:event_icedragonsaga1_01_e_21,True,,13,sad2,,1,idle,,3,idle,,5,surprise,,XS_10,1,1.0,,,,,,,,,,,
event_icedragonsaga1_01_e_22,40064,event_icedragonsaga1_01_e,Speech,poli,poli,Locale_MainScenario:event_icedragonsaga1_01_e_22,True,,13,no,,1,angry,,3,idle,,5,surprise,,1,12,1.0,,,,,,,,,,,
event_icedragonsaga1_01_e_23,40064,event_icedragonsaga1_01_e,Speech,poli,poli,Locale_MainScenario:event_icedragonsaga1_01_e_23,True,,13,no,,1,angry,,3,idle,,5,surprise,,12,12,1.0,,,,,,,,,,,
event_icedragonsaga1_01_e_24,40064,event_icedragonsaga1_01_e,Speech,privaty_m,privaty_m,Locale_MainScenario:event_icedragonsaga1_01_e_24,True,,13,shy,,1,angry,,3,idle,,5,surprise,,12,12,1.0,,,,,,,,,,,
event_icedragonsaga1_01_e_25,40064,event_icedragonsaga1_01_e,Speech,privaty_m,narration,Locale_MainScenario:event_icedragonsaga1_01_e_25,False,,13,shy,,1,angry,,3,idle,,5,surprise,,12,12,1.0,,,,,,,,,,,
event_icedragonsaga1_01_e_26,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_26,True,,15,no,,1,idle,,3,idle,,5,idle,,black,black,1.0,none,,guillotine_w_no,13,worry,,,,,,
event_icedragonsaga1_01_e_27,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,narration,Locale_MainScenario:event_icedragonsaga1_01_e_27,False,,15,no,,1,idle,,3,idle,,5,idle,,13,13,1.0,,,,13,worry,,,,,,
event_icedragonsaga1_01_e_28,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_28,True,,15,no,,1,idle,,3,idle,,5,idle,,13,13,1.0,,,,13,worry,,,,,,
event_icedragonsaga1_01_e_29,40064,event_icedragonsaga1_01_e,Speech,privaty_m,privaty_m,Locale_MainScenario:event_icedragonsaga1_01_e_29,True,,15,surprise,,1,idle,,3,idle,,5,idle,,13,14,1.0,,,,13,worry,,,,,,
event_icedragonsaga1_01_e_30,40064,event_icedragonsaga1_01_e,Speech,privaty_m,privaty_m,Locale_MainScenario:event_icedragonsaga1_01_e_30,True,,15,surprise,,1,idle,,3,idle,,5,idle,,14,14,1.0,,,,13,worry,,,,,,
event_icedragonsaga1_01_e_31,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_31,True,,15,surprise,,1,idle,,3,idle,,5,idle,,14,14,1.0,bgm_story_darklord,,,13,think,,,,,,
event_icedragonsaga1_01_e_32,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_32,True,,15,surprise,,1,idle,,3,idle,,5,idle,,14,14,1.0,,,,13,delight,,,,,,
event_icedragonsaga1_01_e_33,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_33,True,,15,surprise,,1,idle,,3,idle,,5,idle,,14,14,1.0,,,,13,delight,,,,,,
event_icedragonsaga1_01_e_34,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_34,True,,15,surprise,,1,idle,,3,idle,,5,idle,,14,14,1.0,,,,13,delight,,,,,,
event_icedragonsaga1_01_e_35,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_35,True,,15,surprise,,1,idle,,3,idle,,5,idle,,14,14,1.0,,,,13,delight,,,,,,
event_icedragonsaga1_01_e_36,40064,event_icedragonsaga1_01_e,Speech,privaty_m,privaty_m,Locale_MainScenario:event_icedragonsaga1_01_e_36,True,,15,no,,1,idle,,3,idle,,5,idle,,14,14,1.0,,,,13,delight,,,,,,
event_icedragonsaga1_01_e_37,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_37,True,,15,no,,1,idle,,3,idle,,5,idle,,14,XS_130,1.0,none,,,13,surprise,,,,,,
event_icedragonsaga1_01_e_38,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_38,True,,15,no,,1,idle,,3,idle,,5,idle,,XS_130,XS_130,1.0,,,,13,surprise,,,,,,
event_icedragonsaga1_01_e_39,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_39,True,,15,no,,1,idle,,3,idle,,5,idle,,XS_130,XS_130,1.0,,,,13,surprise,,,,,,
event_icedragonsaga1_01_e_40,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_40,True,,15,no,,1,idle,,3,idle,,5,idle,,XS_130,XS_130,1.0,,,,13,surprise,,,,,,
event_icedragonsaga1_01_e_41,40064,event_icedragonsaga1_01_e,Speech,privaty_m,privaty_m,Locale_MainScenario:event_icedragonsaga1_01_e_41,True,,15,surprise,,1,idle,,3,idle,,5,idle,,XS_130,150,1.0,,,,13,surprise,,,,,,
event_icedragonsaga1_01_e_42,40064,event_icedragonsaga1_01_e,Speech,privaty_m,privaty_m,Locale_MainScenario:event_icedragonsaga1_01_e_42,True,,15,idle,,1,idle,,3,idle,,5,idle,,150,150,1.0,,,,13,surprise,,,,,,
event_icedragonsaga1_01_e_43,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_43,True,,15,idle,,1,idle,,3,idle,,5,idle,,150,14,1.0,,,,13,no,,,,,,
event_icedragonsaga1_01_e_44,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_44,True,,15,idle,,1,idle,,3,idle,,5,idle,,14,14,1.0,bgm_story_darklord,,,13,think,,,,,,
event_icedragonsaga1_01_e_45,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_45,True,,15,idle,,1,idle,,3,idle,,5,idle,,14,14,1.0,,,,13,delight,,,,,,
event_icedragonsaga1_01_e_46,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_46,True,,15,idle,,1,idle,,3,idle,,5,idle,,14,14,1.0,,,,13,delight,,,,,,
event_icedragonsaga1_01_e_47,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_47,True,,15,idle,,1,idle,,3,idle,,5,idle,,14,14,1.0,,,,13,delight,,,,,,
event_icedragonsaga1_01_e_48,40064,event_icedragonsaga1_01_e,Speech,privaty_m,privaty_m,Locale_MainScenario:event_icedragonsaga1_01_e_48,True,,15,no,,1,idle,,3,idle,,5,idle,,14,14,1.0,,,,13,delight,,,,,,
event_icedragonsaga1_01_e_49,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_49,True,,15,no,,1,idle,,3,idle,,5,idle,,14,14,1.0,,,,13,idle,,,,,,
event_icedragonsaga1_01_e_50,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_50,True,,15,no,,1,idle,,3,idle,,5,idle,,14,14,1.0,,,,13,idle,,,,,,
event_icedragonsaga1_01_e_51,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_51,True,,15,no,,1,idle,,3,idle,,5,idle,,14,14,1.0,,,,13,idle,,,,,,
event_icedragonsaga1_01_e_52,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_52,True,,15,no,,1,idle,,3,idle,,5,idle,,14,14,1.0,,,,13,idle,,,,,,
event_icedragonsaga1_01_e_53,40064,event_icedragonsaga1_01_e,Speech,privaty_m,privaty_m,Locale_MainScenario:event_icedragonsaga1_01_e_53,True,,15,surprise,,1,idle,,3,idle,,5,idle,,14,14,1.0,,,,13,idle,,,,,,
event_icedragonsaga1_01_e_54,40064,event_icedragonsaga1_01_e,Speech,privaty_m,privaty_m,Locale_MainScenario:event_icedragonsaga1_01_e_54,True,,15,no,,1,idle,,3,idle,,5,idle,,14,14,1.0,,,,13,idle,,,,,,
event_icedragonsaga1_01_e_55,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_55,True,,15,no,,1,idle,,3,idle,,5,idle,,14,XS_130,1.0,,,,13,delight,,,,,,
event_icedragonsaga1_01_e_56,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_56,True,,15,no,,1,idle,,3,idle,,5,idle,,XS_130,XS_130,1.0,,,,13,delight,,,,,,
event_icedragonsaga1_01_e_57,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_57,True,,15,no,,1,idle,,3,idle,,5,idle,,XS_130,XS_130,1.0,,,,13,delight,,,,,,
event_icedragonsaga1_01_e_58,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_58,True,,15,no,,1,idle,,3,idle,,5,idle,,XS_130,12,1.0,,,,13,angry,,,,,,
event_icedragonsaga1_01_e_59,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_59,True,,15,no,,1,idle,,3,idle,,5,idle,,12,12,1.0,,,,13,angry,,,,,,
event_icedragonsaga1_01_e_60,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_60,True,,15,no,,1,idle,,3,idle,,5,idle,,12,12,1.0,,,,13,angry,,,,,,
event_icedragonsaga1_01_e_61,40064,event_icedragonsaga1_01_e,Speech,poli,poli,Locale_MainScenario:event_icedragonsaga1_01_e_61,True,,15,no,,1,idle,,3,idle,,5,idle,,12,12,1.0,,,,13,angry,,,,,,
event_icedragonsaga1_01_e_62,40064,event_icedragonsaga1_01_e,Narration,poli,,Locale_MainScenario:event_icedragonsaga1_01_e_62,False,,15,no,,1,idle,,3,idle,,5,idle,,12,XS_10,1.0,,sfx_scn_aim,,13,angry,,,,,,
event_icedragonsaga1_01_e_63,40064,event_icedragonsaga1_01_e,Speech,poli,poli,Locale_MainScenario:event_icedragonsaga1_01_e_63,True,,15,no,,1,idle,,3,idle,,5,idle,,XS_10,XS_10,1.0,,,,13,angry,,,,,,
event_icedragonsaga1_01_e_64,40064,event_icedragonsaga1_01_e,Speech,poli,poli,Locale_MainScenario:event_icedragonsaga1_01_e_64,True,,15,no,,1,idle,,3,idle,,5,idle,,XS_10,XS_10,1.0,,,,13,angry,,,,,,
event_icedragonsaga1_01_e_65,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_65,True,,15,no,,1,idle,,3,idle,,5,idle,,XS_10,XS_130,1.0,,,,13,delight,,,,,,
event_icedragonsaga1_01_e_66,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_66,True,,15,no,,1,idle,,3,idle,,5,idle,,XS_130,XS_130,1.0,,,,13,delight,,,,,,
event_icedragonsaga1_01_e_67,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_67,True,,15,no,,1,idle,,3,idle,,5,idle,,XS_130,XS_130,1.0,,,,13,delight,,,,,,
event_icedragonsaga1_01_e_68,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_68,True,,15,no,,1,idle,,3,idle,,5,idle,,XS_130,XS_130,1.0,,,,13,delight,,,,,,
event_icedragonsaga1_01_e_69,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,narration,Locale_MainScenario:event_icedragonsaga1_01_e_69,False,,15,no,,1,idle,,3,idle,,5,idle,,XS_130,XS_1300,1.0,,,,13,delight,,,,,,
event_icedragonsaga1_01_e_70,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_70,True,,15,no,,1,idle,,3,idle,,5,idle,,XS_1300,XS_1300,1.0,,,,13,think,,,,,,
event_icedragonsaga1_01_e_71,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_71,True,,15,no,,1,idle,,3,idle,,5,idle,,XS_1300,XS_1300,1.0,,,,13,think,,,,,,
event_icedragonsaga1_01_e_72,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_72,True,,15,no,,1,idle,,3,idle,,5,idle,,XS_1300,XS_1300,1.0,,,,13,angry,,,,,,
event_icedragonsaga1_01_e_73,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_73,True,,15,no,,1,idle,,3,idle,,5,idle,,XS_1300,XS_1300,1.0,,,,13,angry,,,,,,
event_icedragonsaga1_01_e_74,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,narration,Locale_MainScenario:event_icedragonsaga1_01_e_74,False,,15,no,,1,idle,,3,idle,,5,idle,,XS_1300,XS_1300,1.0,,,,13,angry,,,,,,
event_icedragonsaga1_01_e_75,40064,event_icedragonsaga1_01_e,Speech,poli,poli,Locale_MainScenario:event_icedragonsaga1_01_e_75,False,,15,no,,1,surprise,,3,idle,,5,idle,,1,XS_10,0.7,,,,13,angry,,,,,,
event_icedragonsaga1_01_e_76,40064,event_icedragonsaga1_01_e,Speech,poli,poli,Locale_MainScenario:event_icedragonsaga1_01_e_76,False,,15,no,,1,surprise,,3,idle,,5,idle,,XS_10,XS_10,1.0,,,,13,angry,,,,,,
event_icedragonsaga1_01_e_77,40064,event_icedragonsaga1_01_e,Speech,poli,poli,Locale_MainScenario:event_icedragonsaga1_01_e_77,False,,15,no,,1,idle,,3,idle,,5,idle,,XS_10,1,1.5,none,,,13,angry,,,,,,
event_icedragonsaga1_01_e_78,40064,event_icedragonsaga1_01_e,Speech,poli,narration,Locale_MainScenario:event_icedragonsaga1_01_e_78,False,,15,no,,1,idle,,3,idle,,5,idle,,1,1,1.0,,,,13,angry,,,,,,
event_icedragonsaga1_01_e_79,40064,event_icedragonsaga1_01_e,Speech,poli,poli,Locale_MainScenario:event_icedragonsaga1_01_e_79,True,,15,no,,1,idle,,3,idle,,5,idle,,1,1,1.0,,,,13,angry,,,,,,
event_icedragonsaga1_01_e_80,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_80,True,,15,no,,1,idle,,3,idle,,5,idle,,1,12,1.0,,,,13,surprise,,,,,,
event_icedragonsaga1_01_e_81,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_81,True,,15,no,,1,idle,,3,idle,,5,idle,,12,XS_130,1.0,bgm_story_herecomestrouble,,,13,idle,,,,,,
event_icedragonsaga1_01_e_82,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_82,True,,15,no,,1,idle,,3,idle,,5,idle,,XS_130,XS_130,1.0,,,,13,idle,,,,,,
event_icedragonsaga1_01_e_83,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_83,True,,15,no,,1,idle,,3,idle,,5,idle,,XS_130,XS_130,1.0,,,,13,idle,,,,,,
event_icedragonsaga1_01_e_84,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_84,True,,15,no,,1,idle,,3,idle,,5,idle,,XS_130,XS_130,1.0,,,,13,idle,,,,,,
event_icedragonsaga1_01_e_85,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_85,False,,15,no,,1,idle,,3,idle,,5,idle,,XS_130,XS_130,1.0,,,,13,no,,,,,,
event_icedragonsaga1_01_e_86,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_86,True,,15,no,,1,idle,,3,idle,,5,idle,,XS_130,13,1.0,,,,13,worry,,,,,,
event_icedragonsaga1_01_e_87,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_87,True,,15,no,,1,idle,,3,idle,,5,idle,,13,13,1.0,,,,13,worry,,,,,,
event_icedragonsaga1_01_e_88,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_88,True,,15,no,,1,idle,,3,idle,,5,idle,,13,13,1.0,,,,13,worry,,,,,,
event_icedragonsaga1_01_e_89,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_89,True,,15,no,,1,idle,,3,idle,,5,idle,,13,13,1.0,,,,13,worry,,,,,,
event_icedragonsaga1_01_e_90,40064,event_icedragonsaga1_01_e,Speech,poli,poli,Locale_MainScenario:event_icedragonsaga1_01_e_90,False,,15,no,,1,idle,,3,idle,,5,idle,,13,2,1.0,,,,13,worry,,,,,,
event_icedragonsaga1_01_e_91,40064,event_icedragonsaga1_01_e,Speech,poli,poli,Locale_MainScenario:event_icedragonsaga1_01_e_91,True,,15,no,,1,idle,,3,idle,,5,idle,,2,2,1.0,,,,13,worry,,,,,,
event_icedragonsaga1_01_e_92,40064,event_icedragonsaga1_01_e,Speech,miranda,miranda,Locale_MainScenario:event_icedragonsaga1_01_e_92,True,,15,no,,1,idle,,3,idle,,5,idle,,2,2,1.0,,,,13,worry,,,,,,
event_icedragonsaga1_01_e_93,40064,event_icedragonsaga1_01_e,Speech,poli,poli,Locale_MainScenario:event_icedragonsaga1_01_e_93,True,,15,no,,1,surprise,,3,idle,,5,idle,,2,2,1.0,,,,13,worry,,,,,,
event_icedragonsaga1_01_e_94,40064,event_icedragonsaga1_01_e,Speech,miranda,miranda,Locale_MainScenario:event_icedragonsaga1_01_e_94,True,,15,no,,1,surprise,,3,idle,,5,idle,,2,2,1.0,,,,13,worry,,,,,,
event_icedragonsaga1_01_e_95,40064,event_icedragonsaga1_01_e,Speech,poli,poli,Locale_MainScenario:event_icedragonsaga1_01_e_95,True,,15,no,,1,sad,,3,idle,,5,idle,,2,2,1.0,,,,13,worry,,,,,,
event_icedragonsaga1_01_e_96,40064,event_icedragonsaga1_01_e,Speech,poli,narration,Locale_MainScenario:event_icedragonsaga1_01_e_96,False,,15,no,,1,angry,,3,idle,,5,idle,,2,12,1.0,none,,,13,worry,,,,,,
event_icedragonsaga1_01_e_97,40064,event_icedragonsaga1_01_e,Speech,poli,poli,Locale_MainScenario:event_icedragonsaga1_01_e_97,True,,15,no,,1,angry,,3,idle,,5,idle,,12,12,1.0,,,,13,worry,,,,,,
event_icedragonsaga1_01_e_98,40064,event_icedragonsaga1_01_e,Speech,poli,poli,Locale_MainScenario:event_icedragonsaga1_01_e_98,True,,15,no,,1,angry,,3,idle,,5,idle,,12,12,1.0,,,,13,worry,,,,,,
event_icedragonsaga1_01_e_99,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_99,True,,15,no,,1,angry,,3,idle,,5,idle,EventScene_icedragonsaga_01,black,black,1.0,bgm_story_darklord,,,13,worry,privaty_m,poli,miranda,quiry,guillotine_w_no,
event_icedragonsaga1_01_e_100,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_100,True,,,,,,,,,,,,,,EventScene_icedragonsaga_01_1,EventScene_icedragonsaga_01_1,1.0,,,,,,,,,,,
event_icedragonsaga1_01_e_101,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_101,True,,,,,,,,,,,,,,EventScene_icedragonsaga_01_1,EventScene_icedragonsaga_01_1,1.0,,,,,,,,,,,
event_icedragonsaga1_01_e_102,40064,event_icedragonsaga1_01_e,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_01_e_102,True,,,,,,,,,,,,,,EventScene_icedragonsaga_01_1,EventScene_icedragonsaga_01_1,1.0,,,,,,,,,,,
