id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,effects/0/play_effect_id,effects/0/set_effect_position,effects/0/is_effect_movable,set_filter_01,fade,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,effects/0/stop_effect_id
event_lastkingdom1_04_e_60,40045,event_lastkingdom1_04_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_04_e_60,True,,XXS_1500,XXS_150,1.0,,,,,,,,,13,idle,,15,idle,,,,,17,void,,,,Blur_Low,,,,,
event_lastkingdom1_04_e_61,40045,event_lastkingdom1_04_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_04_e_61,True,,XXS_150,1517,1.0,,,,,,,,,13,idle,,15,idle,,,,,17,void,,,,Blur_Low,,,,,
event_lastkingdom1_04_e_62,40045,event_lastkingdom1_04_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_04_e_62,True,,1517,1517,1.0,,,,,,,,,13,idle,,15,idle,,,,,17,void,,,,Blur_Low,,,,,
event_lastkingdom1_04_e_63,40045,event_lastkingdom1_04_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_04_e_63,True,,1517,1517,1.0,,,,,,,,,13,idle,,15,idle,,,,,17,void,,,,Blur_Low,,,,,
event_lastkingdom1_04_e_64,40045,event_lastkingdom1_04_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_04_e_64,True,,1517,1517,1.0,,,,,,,,,13,idle,,15,void,,,,,17,void,,,,Blur_Low,,,,,
event_lastkingdom1_04_e_65,40045,event_lastkingdom1_04_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_04_e_65,True,,1517,1517,1.0,,,,,,,,,13,idle,,15,void,,,,,17,void,,,,Blur_Low,,,,,
event_lastkingdom1_04_e_66,40045,event_lastkingdom1_04_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_04_e_66,True,,1517,1517,1.0,,,,,,,,,13,idle,,15,void,,,,,17,void,,,,Blur_Low,,,,,
event_lastkingdom1_04_e_67,40045,event_lastkingdom1_04_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom1_04_e_67,False,,1517,1517,1.0,,,,,,,,,13,idle,,15,void,,,,,17,void,,,,Blur_Low,,,,,
event_lastkingdom1_04_e_68,40045,event_lastkingdom1_04_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_04_e_68,True,,1517,1315,1.0,,,,,,,,,13,idle,,15,idle,,,,,17,void,,,,Blur_Low,,,,,
event_lastkingdom1_04_e_69,40045,event_lastkingdom1_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_04_e_69,True,,1315,1315,1.0,,,,,,,,,13,idle,,15,idle,,,,,17,void,,,,Blur_Low,,,,,
event_lastkingdom1_04_e_70,40045,event_lastkingdom1_04_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_04_e_70,True,,1315,1315,1.0,none,,,,,,,,13,idle,,15,idle,,,,,17,void,,,,Blur_Low,,,,,
event_lastkingdom1_04_e_71,40045,event_lastkingdom1_04_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom1_04_e_71,True,land_d,L_10,L_100,1.0,event_bgm_lastkingdom_whisperoffear,indivilia,1,delight,talkative,13,idle,,13,idle,,15,idle,,,,,17,void,,,,,black,crown,chime,marian_q,fx_Eventscene_camera_recording
event_lastkingdom1_04_e_72,40045,event_lastkingdom1_04_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom1_04_e_72,True,,L_100,L_100,1.0,,,1,delight,,13,idle,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_73,40045,event_lastkingdom1_04_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom1_04_e_73,False,,L_100,L_100,1.0,,,1,delight,,13,idle,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_74,40045,event_lastkingdom1_04_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom1_04_e_74,True,,L_100,L_10,1.0,,,1,delight,,13,idle,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_75,40045,event_lastkingdom1_04_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom1_04_e_75,True,,L_10,L_10,1.0,,,1,delight,,13,idle,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_76,40045,event_lastkingdom1_04_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom1_04_e_76,True,,L_10,L_10,1.0,,,1,delight,,13,idle,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_77,40045,event_lastkingdom1_04_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom1_04_e_77,False,,L_10,113,1.0,,,1,delight,,13,idle,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_78,40045,event_lastkingdom1_04_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom1_04_e_78,True,,113,113,1.0,,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_79,40045,event_lastkingdom1_04_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom1_04_e_79,True,,113,113,1.0,,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_80,40045,event_lastkingdom1_04_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom1_04_e_80,True,,113,113,1.0,,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_81,40045,event_lastkingdom1_04_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom1_04_e_81,True,,113,113,1.0,,,1,delight,,13,idle,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_82,40045,event_lastkingdom1_04_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom1_04_e_82,True,,113,113,1.0,,,1,delight,,13,idle,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_83,40045,event_lastkingdom1_04_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom1_04_e_83,True,,113,XS_130,1.0,,,1,delight,,13,idle,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_84,40045,event_lastkingdom1_04_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom1_04_e_84,True,,XS_130,XS_130,1.0,,,1,delight,,13,idle,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_85,40045,event_lastkingdom1_04_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom1_04_e_85,True,,XS_130,XS_1300,1.0,,,1,delight,,13,idle,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_86,40045,event_lastkingdom1_04_e,Speech,talkative,talkative,Locale_MainScenario:event_lastkingdom1_04_e_86,True,,XS_1300,XS_1300,1.0,,,1,delight,,13,idle,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_87,40045,event_lastkingdom1_04_e,Narration,talkative,,Locale_MainScenario:event_lastkingdom1_04_e_87,False,,XS_1300,XS_1300,1.0,,,1,delight,,13,idle,,,,,,,,,,,,,,,,,,,,,
event_lastkingdom1_04_e_88,40045,event_lastkingdom1_04_e,Speech,indivilia,indivilia,Locale_MainScenario:event_lastkingdom1_04_e_88,False,,L_100,L_100,1.0,,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,
