id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,jump_target,set_filter_01,set_filter_02,conversation_id
event_cherryblossom_04_e_21,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_21,True,,L_130,L_130,1.0,,fatman,fatman,,1,idle,,13,idle,,,,,,,,,
event_cherryblossom_04_e_22,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_22,True,,L_130,L_1300,1.0,,fatman,fatman,,1,idle,,13,idle,,,,,,,,,
event_cherryblossom_04_e_23,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_23,True,,L_1300,L_1300,1.0,,fatman,fatman,,1,idle,,13,idle,,,,,,,,,
event_cherryblossom_04_e_24,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_24,True,,10,10,1.0,,sakura,sakura,,1,idle,,13,idle,,,,,,,,,
event_cherryblossom_04_e_25,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_25,True,,10,10,1.0,,sakura,sakura,,1,idle,,13,idle,,,,,,,,,
event_cherryblossom_04_e_26,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_26,True,,10,10,1.0,,sakura,sakura,,1,idle,,13,idle,,,,,,,,,
event_cherryblossom_04_e_27,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_27,True,,10,10,1.0,,sakura,sakura,,1,idle,,13,idle,,,,,,,,,
event_cherryblossom_04_e_28,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_28,True,,10,10,1.0,,sakura,sakura,,1,idle,,13,idle,,,,,,,,,
event_cherryblossom_04_e_29,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_29,True,,10,10,1.0,,sakura,sakura,,1,idle,,13,idle,,,,,,,,,
event_cherryblossom_04_e_30,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_30,True,,L_1300,L_1300,1.0,,fatman,fatman,,1,idle,,13,idle,,,,,,,,,
event_cherryblossom_04_e_31,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_31,True,,10,100,1.0,,sakura,sakura,,1,angry,,13,idle,,,,,,,,,
event_cherryblossom_04_e_32,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_32,True,,100,100,1.0,,sakura,sakura,,1,angry,,13,idle,,,,,,,,,
event_cherryblossom_04_e_33,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_33,True,,100,100,1.0,,sakura,sakura,,1,angry,,13,idle,,,,,,,,,
event_cherryblossom_04_e_34,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_34,True,,L_1300,L_130,1.0,,fatman,fatman,,1,angry,,13,idle,,,,,,,,,
event_cherryblossom_04_e_35,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_35,True,,100,100,1.0,,sakura,sakura,,1,idle,,13,idle,,,,,,,,,
event_cherryblossom_04_e_36,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_36,True,,100,100,1.0,,sakura,sakura,,1,idle,,13,idle,,,,,,,,,
event_cherryblossom_04_e_37,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_37,True,,100,100,1.0,,sakura,sakura,,1,idle,,13,idle,,,,,,,,,
event_cherryblossom_04_e_38,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_38,True,,100,100,1.0,,sakura,sakura,,1,idle,,13,idle,,,,,,,,,
event_cherryblossom_04_e_39,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_39,True,,100,10,1.0,,sakura,sakura,,1,idle,,13,idle,,,,,,,,,
event_cherryblossom_04_e_40,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_40,True,,10,10,1.0,,sakura,sakura,,1,idle,,13,idle,,,,,,,,,
event_cherryblossom_04_e_41,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_41,True,,10,10,1.0,,sakura,sakura,,1,idle,,13,idle,,,,,,,,,
event_cherryblossom_04_e_42,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_42,True,,10,10,1.0,,sakura,sakura,,1,idle,,13,idle,,,,,,,,,
event_cherryblossom_04_e_43,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_43,True,,10,12,1.0,,fatman,fatman,,1,idle,,13,idle,,,,,,,,,
event_cherryblossom_04_e_44,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_44,True,,12,12,1.0,,fatman,fatman,,1,idle,,13,idle,,,,,,,,,
event_cherryblossom_04_e_45,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_45,True,,12,12,1.0,,sakura,sakura,,1,angry,,13,idle,,,,,,,,,
event_cherryblossom_04_e_46,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_46,True,,12,12,1.0,,sakura,sakura,,1,angry,,13,idle,,,,,,,,,
event_cherryblossom_04_e_47,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_47,True,,L_130,L_130,1.0,,fatman,fatman,,1,angry,,13,idle,,,,,,,,,
event_cherryblossom_04_e_48,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_48,True,,10,10,1.0,,sakura,sakura,,1,idle,,13,idle,,,,,,,,,
event_cherryblossom_04_e_49,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_49,True,,10,10,1.0,,sakura,sakura,,1,idle,,13,idle,,,,,,,,,
event_cherryblossom_04_e_50,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_50,True,,10,10,1.0,,sakura,sakura,,1,idle,,13,idle,,,,,,,,,
event_cherryblossom_04_e_51,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_51,True,,10,10,1.0,,sakura,sakura,,1,idle,,13,idle,,,,,,,,,
event_cherryblossom_04_e_52,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_52,True,,10,10,1.0,,sakura,sakura,,1,idle,,13,idle,,,,,,,,,
event_cherryblossom_04_e_53,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_53,True,,10,10,1.0,,sakura,sakura,,1,surprise,,13,idle,,,,,,,,,
event_cherryblossom_04_e_54,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_54,True,,10,10,1.0,,sakura,sakura,,1,idle,,13,idle,,,,,,,,,
event_cherryblossom_04_e_55,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_55,True,,L_130,L_130,1.0,,fatman,fatman,,1,idle,,13,idle,,,,,,,,,
event_cherryblossom_04_e_56,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_56,True,,L_130,14,1.0,,sakura,sakura,,1,idle,,13,idle,memberofseimeikai,15,idle,,,,,,
event_cherryblossom_04_e_57,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_57,True,,14,14,1.0,,memberofseimeikai,memberofseimeikai,,1,idle,,13,idle,,15,idle,,,,,,
event_cherryblossom_04_e_58,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_58,True,,14,14,1.0,,fatman,fatman,,1,idle,,13,idle,,15,idle,fatman,memberofseimeikai,,,,
event_cherryblossom_04_e_59,40011,event_cherryblossom_04_e,Monologue,Locale_SubScenario:event_cherryblossom_04_e_59,False,,14,14,1.0,,,,,1,idle,,,,,,,,,,,,
event_cherryblossom_04_e_60,40011,event_cherryblossom_04_e,Self,Locale_SubScenario:event_cherryblossom_04_e_60,False,,14,1,1.0,,,,,1,idle,,,,,,,,,,,,
event_cherryblossom_04_e_61,40011,event_cherryblossom_04_e,Self,Locale_SubScenario:event_cherryblossom_04_e_61,False,,1,1,1.0,,,,,1,idle,,,,,,,,,,,,
event_cherryblossom_04_e_62,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_62,True,,1,1,1.0,,sakura,sakura,,1,idle,,,,,,,,,,,,
event_cherryblossom_04_e_63,40011,event_cherryblossom_04_e,Self,Locale_SubScenario:event_cherryblossom_04_e_63,False,,1,1,1.0,,,,,1,idle,,,,,,,,,,,,
event_cherryblossom_04_e_64,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_64,True,,1,10,1.0,,sakura,sakura,,1,idle,,,,,,,,,,,,
event_cherryblossom_04_e_65,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_65,True,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,,,,,
event_cherryblossom_04_e_66,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_66,True,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,,,,,
event_cherryblossom_04_e_67,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_67,True,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,,,,,
event_cherryblossom_04_e_68,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_68,True,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,,,,,
event_cherryblossom_04_e_69,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_69,True,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,,,,,
event_cherryblossom_04_e_70,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_70,True,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,,,,,
event_cherryblossom_04_e_71,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_71,True,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,,,,,
event_cherryblossom_04_e_72,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_72,True,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,,,,,
event_cherryblossom_04_e_73,40011,event_cherryblossom_04_e,Self,Locale_SubScenario:event_cherryblossom_04_e_73,False,,10,10,1.0,,,,,1,idle,,,,,,,,,,,,
event_cherryblossom_04_e_74,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_74,True,,10,10,1.0,,sakura,sakura,,1,delight,,,,,,,,,,,,
event_cherryblossom_04_e_75,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_75,True,,10,10,1.0,,sakura,sakura,,1,delight,,,,,,,,,,,,
event_cherryblossom_04_e_76,40011,event_cherryblossom_04_e,Self,Locale_SubScenario:event_cherryblossom_04_e_76,False,,10,10,1.0,,,,,1,delight,,,,,,,,,,,,
event_cherryblossom_04_e_77,40011,event_cherryblossom_04_e,Self,Locale_SubScenario:event_cherryblossom_04_e_77,False,,10,10,1.0,,,,,1,delight,,,,,,,,,,,,
event_cherryblossom_04_e_78,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_78,True,,10,10,1.0,,sakura,sakura,,1,delight,,,,,,,,,,,,
event_cherryblossom_04_e_79,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_79,True,,10,10,1.0,,sakura,sakura,,1,delight,,,,,,,,,,,,
event_cherryblossom_04_e_80,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_80,True,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,,,,,
event_cherryblossom_04_e_81,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_81,True,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,,,,,
event_cherryblossom_04_e_82,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_82,True,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,,,,,
event_cherryblossom_04_e_83,40011,event_cherryblossom_04_e,Self,Locale_SubScenario:event_cherryblossom_04_e_83,False,,10,10,1.0,,,,,1,idle,,,,,,,,,,,,
event_cherryblossom_04_e_84,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_84,True,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,,,,,
event_cherryblossom_04_e_85,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_85,True,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,,,,,
event_cherryblossom_04_e_86,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_86,True,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,,,,,
event_cherryblossom_04_e_87,40011,event_cherryblossom_04_e,Self,Locale_SubScenario:event_cherryblossom_04_e_87,False,,10,10,1.0,,,,,1,idle,,,,,,,,,,,,
event_cherryblossom_04_e_88,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_88,True,,10,1,1.0,,sakura,sakura,,1,surprise,,,,,,,,,,,,
event_cherryblossom_04_e_89,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_89,True,,1,1,1.0,,sakura,sakura,,1,surprise,,,,,,,,,,,,
event_cherryblossom_04_e_90,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_90,True,,1,1,1.0,,sakura,sakura,,1,surprise,,,,,,,,,,,,
event_cherryblossom_04_e_91,40011,event_cherryblossom_04_e,Choice,Locale_SubScenario:event_cherryblossom_04_e_91,False,,1,1,1.0,,,,,1,surprise,,,,,,,,,event_cherryblossom_04_e_93,,,
event_cherryblossom_04_e_92,40011,event_cherryblossom_04_e,Choice,Locale_SubScenario:event_cherryblossom_04_e_92,False,,1,1,1.0,,,,,1,surprise,,,,,,,,,event_cherryblossom_04_e_94,,,
event_cherryblossom_04_e_93,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_93,True,,1,1,1.0,,sakura,sakura,,1,delight,,,,,,,,,event_cherryblossom_04_e_95,,,
event_cherryblossom_04_e_94,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_94,True,,1,1,1.0,,sakura,sakura,,1,delight,,,,,,,,,event_cherryblossom_04_e_95,,,
event_cherryblossom_04_e_95,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_95,False,,1,1,1.0,,sakura,sakura,,1,idle,,,,,,,,,,,,
event_cherryblossom_04_e_96,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_96,True,,1,10,1.0,,sakura,sakura,,1,idle,,,,,,,,,,,,
event_cherryblossom_04_e_97,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_97,True,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,,,,,
event_cherryblossom_04_e_98,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_98,True,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,,,,,
event_cherryblossom_04_e_99,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_99,True,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,,,,,
event_cherryblossom_04_e_100,40011,event_cherryblossom_04_e,Self,Locale_SubScenario:event_cherryblossom_04_e_100,False,,10,10,1.0,,,,,1,idle,,,,,,,,,,,,
event_cherryblossom_04_e_101,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_101,True,,10,10,1.0,,sakura,sakura,,1,shy,,,,,,,,,,,,
event_cherryblossom_04_e_102,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_102,True,,10,10,1.0,,sakura,sakura,,1,shy,,,,,,,,,,,,
event_cherryblossom_04_e_103,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_103,True,,10,10,1.0,,sakura,sakura,,1,shy,,,,,,,,,,,,
event_cherryblossom_04_e_104,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_104,True,,10,10,1.0,,sakura,sakura,,1,shy,,,,,,,,,,,,
event_cherryblossom_04_e_105,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_105,True,,10,10,1.0,,sakura,sakura,,1,shy,,,,,,,,,,,,
event_cherryblossom_04_e_106,40011,event_cherryblossom_04_e,Self,Locale_SubScenario:event_cherryblossom_04_e_106,False,none,black,black,1.0,,,,,1,shy,,,,,,,,,,,,
event_cherryblossom_04_e_107,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_107,True,CommanderRoom,1,1,1.0,,sakura,sakura,,1,idle,,,,,,,,,,Grey,Vignetting,
event_cherryblossom_04_e_108,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_108,True,,1,1,1.0,,sakura,sakura,,1,idle,,,,,,,,,,Grey,Vignetting,
event_cherryblossom_04_e_109,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_109,True,CherryBlossom,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,,,Grey,Vignetting,
event_cherryblossom_04_e_110,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_110,True,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,,,Grey,Vignetting,
event_cherryblossom_04_e_111,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_111,True,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,,,Grey,Vignetting,
event_cherryblossom_04_e_112,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_112,True,,1,1,1.0,,sakura,sakura,,1,idle,,,,,,,,,,Grey,Vignetting,
event_cherryblossom_04_e_113,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_113,True,,1,1,1.0,,sakura,sakura,,1,idle,,,,,,,,,,Grey,Vignetting,
event_cherryblossom_04_e_114,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_114,True,,1,1,1.0,,sakura,sakura,,1,idle,,,,,,,,,,Grey,Vignetting,
event_cherryblossom_04_e_115,40011,event_cherryblossom_04_e,Self,Locale_SubScenario:event_cherryblossom_04_e_115,False,Backstreet,10,10,1.0,none,,,,1,idle,,,,,,,,,,,,
event_cherryblossom_04_e_116,40011,event_cherryblossom_04_e,Self,Locale_SubScenario:event_cherryblossom_04_e_116,False,,10,10,1.0,,,,,1,idle,,,,,,,,,,,,
event_cherryblossom_04_e_117,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_117,False,,10,10,1.0,,sakura,sakura,,1,surprise,,,,,,,,,,,,
event_cherryblossom_04_e_118,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_118,True,,10,10,1.0,bgm_story_backtonormal,sakura,sakura,,1,shy,,,,,,,,,,,,
event_cherryblossom_04_e_119,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_119,True,,10,10,1.0,,sakura,sakura,,1,delight,,,,,,,,,,,,
event_cherryblossom_04_e_120,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_120,True,,10,10,1.0,,sakura,sakura,,1,delight,,,,,,,,,,,,
event_cherryblossom_04_e_121,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_121,True,,10,10,1.0,,sakura,sakura,,1,delight,,,,,,,,,,,,
event_cherryblossom_04_e_122,40011,event_cherryblossom_04_e,Self,Locale_SubScenario:event_cherryblossom_04_e_122,False,,10,10,1.0,,,,,1,delight,,,,,,,,,,,,
event_cherryblossom_04_e_123,40011,event_cherryblossom_04_e,Self,Locale_SubScenario:event_cherryblossom_04_e_123,False,,10,10,1.0,,,,,1,delight,,,,,,,,,,,,
event_cherryblossom_04_e_124,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_124,True,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,,,,,
event_cherryblossom_04_e_125,40011,event_cherryblossom_04_e,Self,Locale_SubScenario:event_cherryblossom_04_e_125,False,,10,10,1.0,,,,,1,idle,,,,,,,,,,,,
event_cherryblossom_04_e_126,40011,event_cherryblossom_04_e,Monologue,Locale_SubScenario:event_cherryblossom_04_e_126,False,,10,10,1.0,,,,,1,idle,,,,,,,,,,,,m_event_cherryblossom_04_e
event_cherryblossom_04_e_127,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_127,True,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,,,,,
event_cherryblossom_04_e_128,40011,event_cherryblossom_04_e,Self,Locale_SubScenario:event_cherryblossom_04_e_128,False,,10,10,1.0,,,,,1,idle,,,,,,,,,,,,
event_cherryblossom_04_e_129,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_129,True,,10,10,1.0,,sakura,sakura,,1,surprise,,,,,,,,,,,,
event_cherryblossom_04_e_130,40011,event_cherryblossom_04_e,Self,Locale_SubScenario:event_cherryblossom_04_e_130,False,,10,10,1.0,,,,,1,surprise,,,,,,,,,,,,
event_cherryblossom_04_e_131,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_131,True,,10,100,1.0,,sakura,sakura,,1,delight,,,,,,,,,,,,
event_cherryblossom_04_e_132,40011,event_cherryblossom_04_e,Speech,Locale_SubScenario:event_cherryblossom_04_e_132,True,,100,100,1.0,,sakura,sakura,,1,delight,,,,,,,,,,,,
event_cherryblossom_04_e_133,40011,event_cherryblossom_04_e,Self,Locale_SubScenario:event_cherryblossom_04_e_133,False,,100,100,1.0,,,,,1,delight,,,,,,,,,,,,
