id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,highlight,speaker,play_sound,fade,jump_target,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_newyearnewsword_01_e_24,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_24,True,,1,idle,,10,10,1.0,,,hongryeon,hongryeon,,,,,,,
event_newyearnewsword_01_e_25,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_25,True,,1,idle,,10,10,1.0,,,hongryeon,hongryeon,,,,,,,
event_newyearnewsword_01_e_26,40036,event_newyearnewsword_01_e,Self,Locale_SubScenario:event_newyearnewsword_01_e_26,False,,1,idle,,10,10,1.0,,,hongryeon,,,,,,,,
event_newyearnewsword_01_e_27,40036,event_newyearnewsword_01_e,Narration,Locale_SubScenario:event_newyearnewsword_01_e_27,False,,1,idle,,10,10,1.0,,Low_2,hongryeon,,sfx_scn_machinestopsudden,,,,,,
event_newyearnewsword_01_e_28,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_28,True,,1,idle,,10,10,1.0,,,hongryeon,hongryeon,,,,,,,
event_newyearnewsword_01_e_29,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_29,True,,1,delight,,10,10,1.0,,,hongryeon,hongryeon,,,,,,,
event_newyearnewsword_01_e_30,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_30,True,,1,idle,Desert_05_n,50,10,2.0,ambient_scn_wind,,hongryeon,hongryeon,,black,,,,,
event_newyearnewsword_01_e_31,40036,event_newyearnewsword_01_e,Self,Locale_SubScenario:event_newyearnewsword_01_e_31,False,,1,idle,,10,10,1.0,,,hongryeon,,,,,,,,
event_newyearnewsword_01_e_32,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_32,True,,1,delight,,10,10,1.0,,,hongryeon,hongryeon,,,,,,,
event_newyearnewsword_01_e_33,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_33,True,,1,delight,,10,10,1.0,,,hongryeon,hongryeon,,,,,,,
event_newyearnewsword_01_e_34,40036,event_newyearnewsword_01_e,Narration,Locale_SubScenario:event_newyearnewsword_01_e_34,False,,1,idle,,10,1,1.0,,,hongryeon,,sfx_scn_wind_howling,,,,,,
event_newyearnewsword_01_e_35,40036,event_newyearnewsword_01_e,Monologue,Locale_SubScenario:event_newyearnewsword_01_e_35,False,,1,idle,,black,black,1.0,,,hongryeon,,,,,,,,
event_newyearnewsword_01_e_36,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_36,True,,1,idle,,1,10,2.0,,,hongryeon,hongryeon,,,,,,,
event_newyearnewsword_01_e_37,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_37,False,,1,idle,,10,10,1.0,,,hongryeon,hongryeon,,,,,,,
event_newyearnewsword_01_e_38,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_38,True,,1,idle,,10,10,1.0,bgm_intotheswarm,,hongryeon,hongryeon,,,,,,,
event_newyearnewsword_01_e_39,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_39,True,,1,idle,,10,10,1.0,,,hongryeon,hongryeon,,,,,,,
event_newyearnewsword_01_e_40,40036,event_newyearnewsword_01_e,Self,Locale_SubScenario:event_newyearnewsword_01_e_40,False,,1,idle,,10,10,1.0,,,hongryeon,,,,,,,,
event_newyearnewsword_01_e_41,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_41,True,,1,idle,,10,10,1.0,,,hongryeon,hongryeon,,,,,,,
event_newyearnewsword_01_e_42,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_42,True,,1,idle,,10,10,1.0,,,hongryeon,hongryeon,,,,,,,
event_newyearnewsword_01_e_43,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_43,True,,1,idle,,10,10,1.0,,,hongryeon,hongryeon,,,,,,,
event_newyearnewsword_01_e_44,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_44,True,,1,idle,,10,10,1.0,,,hongryeon,hongryeon,,,,,,,
event_newyearnewsword_01_e_45,40036,event_newyearnewsword_01_e,Self,Locale_SubScenario:event_newyearnewsword_01_e_45,False,,1,idle,,10,10,1.0,,,hongryeon,,,,,,,,
event_newyearnewsword_01_e_46,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_46,True,,1,idle,,10,10,1.0,,,hongryeon,hongryeon,,,,,,,
event_newyearnewsword_01_e_47,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_47,True,,1,idle,,10,10,1.0,,,hongryeon,hongryeon,,,,,,,
event_newyearnewsword_01_e_48,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_48,True,,1,idle,,10,10,1.0,,,hongryeon,hongryeon,,,,,,,
event_newyearnewsword_01_e_49,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_49,True,,1,idle,,10,10,1.0,,,hongryeon,hongryeon,,,,,,,
event_newyearnewsword_01_e_50,40036,event_newyearnewsword_01_e,Self,Locale_SubScenario:event_newyearnewsword_01_e_50,False,,1,idle,,10,10,1.0,,,hongryeon,,,,,,,,
event_newyearnewsword_01_e_51,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_51,True,,1,idle,,10,10,1.0,,,hongryeon,hongryeon,,,,,,,
event_newyearnewsword_01_e_52,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_52,True,,1,idle,,10,10,1.0,,,hongryeon,hongryeon,,,,,,,
event_newyearnewsword_01_e_53,40036,event_newyearnewsword_01_e,Self,Locale_SubScenario:event_newyearnewsword_01_e_53,False,,1,idle,,10,10,1.0,,,hongryeon,,,,,,,,
event_newyearnewsword_01_e_54,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_54,True,,1,idle,,10,10,1.0,,,hongryeon,hongryeon,,,,,,,
event_newyearnewsword_01_e_55,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_55,True,,1,idle,,10,10,1.0,,,hongryeon,hongryeon,,,,,,,
event_newyearnewsword_01_e_56,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_56,True,,1,idle,,10,100,1.0,,,hongryeon,hongryeon,,,,,,,
event_newyearnewsword_01_e_57,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_57,True,,1,idle,,100,100,1.0,,,hongryeon,hongryeon,,,,,,,
event_newyearnewsword_01_e_58,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_58,True,,1,idle,,100,100,1.0,,,hongryeon,hongryeon,,,,,,,
event_newyearnewsword_01_e_59,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_59,True,,1,idle,,100,100,1.0,,,hongryeon,hongryeon,,,,,,,
event_newyearnewsword_01_e_60,40036,event_newyearnewsword_01_e,Self,Locale_SubScenario:event_newyearnewsword_01_e_60,False,,1,idle,,100,100,1.0,,,hongryeon,,,,,,,,
event_newyearnewsword_01_e_61,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_61,True,,1,delight,,100,100,1.0,,,hongryeon,hongryeon,,,,,,,
event_newyearnewsword_01_e_62,40036,event_newyearnewsword_01_e,Choice,Locale_SubScenario:event_newyearnewsword_01_e_62,False,,1,delight,,100,100,1.0,,,hongryeon,,,,event_newyearnewsword_01_e_64,,,,
event_newyearnewsword_01_e_63,40036,event_newyearnewsword_01_e,Choice,Locale_SubScenario:event_newyearnewsword_01_e_63,False,,1,delight,,100,100,1.0,,,hongryeon,,,,event_newyearnewsword_01_e_65,,,,
event_newyearnewsword_01_e_64,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_64,True,,1,idle,,100,100,1.0,,,hongryeon,hongryeon,,,event_newyearnewsword_01_e_66,,,,
event_newyearnewsword_01_e_65,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_65,True,,1,delight,,100,100,1.0,,,hongryeon,hongryeon,,,event_newyearnewsword_01_e_66,,,,
event_newyearnewsword_01_e_66,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_66,True,,1,idle,,100,10,1.0,,,hongryeon,hongryeon,,,,,,,
event_newyearnewsword_01_e_67,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_67,True,,1,idle,,10,10,1.0,,,hongryeon,hongryeon,,,,,,,
event_newyearnewsword_01_e_68,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_68,True,,1,idle,,10,10,1.0,,,hongryeon,hongryeon,,,,,,,
event_newyearnewsword_01_e_69,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_69,True,,1,idle,,10,10,1.0,,,hongryeon,hongryeon,,,,,,,
event_newyearnewsword_01_e_70,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_70,True,,1,delight,,10,100,1.0,,,hongryeon,hongryeon,,,,,,,
event_newyearnewsword_01_e_71,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_71,True,,1,idle,,100,100,1.0,,,hongryeon,hongryeon,,,,,,,
event_newyearnewsword_01_e_72,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_72,True,hongryeon_o,1,idle,Armory,black,black,1.0,none,,hongryeon,hongryeon,,,,hongryeon,janghwa,13,idle
event_newyearnewsword_01_e_73,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_73,True,,1,idle,,S_130,S_130,1.0,,,janghwa,janghwa,,,,,,13,delight
event_newyearnewsword_01_e_74,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_74,False,,1,idle,,S_130,S_10,2.0,,,hongryeon_o,hongryeon_o,,,,,,13,delight
event_newyearnewsword_01_e_75,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_75,True,,1,idle,,S_10,12,1.0,,,janghwa,janghwa,,,,,,13,idle
event_newyearnewsword_01_e_76,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_76,True,,1,angry,,12,12,1.0,,,hongryeon_o,hongryeon_o,,,,,,13,idle
event_newyearnewsword_01_e_77,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_77,True,,1,idle,,12,12,1.0,,,janghwa,janghwa,,,,,,13,idle
event_newyearnewsword_01_e_78,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_78,True,,1,idle,,12,12,1.0,,,janghwa,janghwa,,,,,,13,idle
event_newyearnewsword_01_e_79,40036,event_newyearnewsword_01_e,Narration,Locale_SubScenario:event_newyearnewsword_01_e_79,False,,1,idle,,12,S_130,2.0,bgm_intotheswarm_a,,janghwa,,sfx_scn_drawingsword,,,,,13,angry
event_newyearnewsword_01_e_80,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_80,False,,1,idle,,S_10,S_10,1.0,,,hongryeon_o,hongryeon_o,,,,,,13,angry
event_newyearnewsword_01_e_81,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_81,False,,1,idle,,S_130,S_130,1.0,,,janghwa,janghwa,,,,,,13,angry
event_newyearnewsword_01_e_82,40036,event_newyearnewsword_01_e,Monologue,Locale_SubScenario:event_newyearnewsword_01_e_82,False,,1,idle,,12,12,1.0,,,janghwa,,,,,,,13,angry
event_newyearnewsword_01_e_83,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_83,True,,1,angry,,12,S_10,1.0,,,hongryeon_o,hongryeon_o,,,,,,13,angry
event_newyearnewsword_01_e_84,40036,event_newyearnewsword_01_e,Speech,Locale_SubScenario:event_newyearnewsword_01_e_84,True,,1,angry,,S_130,S_130,1.0,,,janghwa,janghwa,,,,,,13,angry
event_newyearnewsword_01_e_85,40036,event_newyearnewsword_01_e,Narration,Locale_SubScenario:event_newyearnewsword_01_e_85,False,,1,angry,,black,black,1.0,,,janghwa,,sfx_scn_swordsimpact,,,,,13,angry
event_newyearnewsword_01_e_86,40036,event_newyearnewsword_01_e,Monologue,Locale_SubScenario:event_newyearnewsword_01_e_86,False,,1,angry,,black,black,1.0,,,janghwa,,,,,,,13,angry
event_newyearnewsword_01_e_87,40036,event_newyearnewsword_01_e,Monologue,Locale_SubScenario:event_newyearnewsword_01_e_87,False,,1,angry,,black,black,1.0,,,janghwa,,,,,,,13,angry
