id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
event_wisdomspring_03_e_22,40068,event_wisdomspring_03_e,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_03_e_22,True,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_23,40068,event_wisdomspring_03_e,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_03_e_23,True,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_24,40068,event_wisdomspring_03_e,Self,mana,,Locale_SubScenario:event_wisdomspring_03_e_24,False,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_25,40068,event_wisdomspring_03_e,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_03_e_25,False,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_26,40068,event_wisdomspring_03_e,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_03_e_26,True,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_27,40068,event_wisdomspring_03_e,Self,mana,,Locale_SubScenario:event_wisdomspring_03_e_27,False,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_28,40068,event_wisdomspring_03_e,Monologue,mana,,Locale_SubScenario:event_wisdomspring_03_e_28,False,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_29,40068,event_wisdomspring_03_e,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_03_e_29,False,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_30,40068,event_wisdomspring_03_e,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_03_e_30,True,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_31,40068,event_wisdomspring_03_e,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_03_e_31,True,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_32,40068,event_wisdomspring_03_e,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_03_e_32,True,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_33,40068,event_wisdomspring_03_e,Self,mana,,Locale_SubScenario:event_wisdomspring_03_e_33,False,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_34,40068,event_wisdomspring_03_e,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_03_e_34,True,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_35,40068,event_wisdomspring_03_e,Self,mana,,Locale_SubScenario:event_wisdomspring_03_e_35,False,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_36,40068,event_wisdomspring_03_e,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_03_e_36,True,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_37,40068,event_wisdomspring_03_e,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_03_e_37,True,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_38,40068,event_wisdomspring_03_e,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_03_e_38,True,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_39,40068,event_wisdomspring_03_e,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_03_e_39,True,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_40,40068,event_wisdomspring_03_e,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_03_e_40,True,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_41,40068,event_wisdomspring_03_e,Self,mana,,Locale_SubScenario:event_wisdomspring_03_e_41,False,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_42,40068,event_wisdomspring_03_e,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_03_e_42,False,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_43,40068,event_wisdomspring_03_e,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_03_e_43,True,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_44,40068,event_wisdomspring_03_e,Choice,mana,,Locale_SubScenario:event_wisdomspring_03_e_44,False,,10,10,1.0,,event_wisdomspring_03_e_46,,,1,idle
event_wisdomspring_03_e_45,40068,event_wisdomspring_03_e,Choice,mana,,Locale_SubScenario:event_wisdomspring_03_e_45,False,,10,10,1.0,,event_wisdomspring_03_e_49,,,1,idle
event_wisdomspring_03_e_46,40068,event_wisdomspring_03_e,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_03_e_46,True,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_47,40068,event_wisdomspring_03_e,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_03_e_47,True,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_48,40068,event_wisdomspring_03_e,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_03_e_48,True,,10,10,1.0,,event_wisdomspring_03_e_55,,,1,idle
event_wisdomspring_03_e_49,40068,event_wisdomspring_03_e,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_03_e_49,True,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_50,40068,event_wisdomspring_03_e,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_03_e_50,True,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_51,40068,event_wisdomspring_03_e,Self,mana,,Locale_SubScenario:event_wisdomspring_03_e_51,False,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_52,40068,event_wisdomspring_03_e,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_03_e_52,True,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_53,40068,event_wisdomspring_03_e,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_03_e_53,True,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_54,40068,event_wisdomspring_03_e,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_03_e_54,True,,10,10,1.0,,event_wisdomspring_03_e_55,,,1,idle
event_wisdomspring_03_e_55,40068,event_wisdomspring_03_e,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_03_e_55,True,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_56,40068,event_wisdomspring_03_e,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_03_e_56,True,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_57,40068,event_wisdomspring_03_e,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_03_e_57,True,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_58,40068,event_wisdomspring_03_e,Self,mana,,Locale_SubScenario:event_wisdomspring_03_e_58,False,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_59,40068,event_wisdomspring_03_e,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_03_e_59,True,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_60,40068,event_wisdomspring_03_e,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_03_e_60,True,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_61,40068,event_wisdomspring_03_e,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_03_e_61,True,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_62,40068,event_wisdomspring_03_e,Self,mana,,Locale_SubScenario:event_wisdomspring_03_e_62,False,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_63,40068,event_wisdomspring_03_e,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_03_e_63,True,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_64,40068,event_wisdomspring_03_e,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_03_e_64,True,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_65,40068,event_wisdomspring_03_e,Self,mana,,Locale_SubScenario:event_wisdomspring_03_e_65,False,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_66,40068,event_wisdomspring_03_e,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_03_e_66,True,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_67,40068,event_wisdomspring_03_e,Monologue,mana,,Locale_SubScenario:event_wisdomspring_03_e_67,False,ElevatorOut,black,black,1.0,,,,,1,idle
event_wisdomspring_03_e_68,40068,event_wisdomspring_03_e,Monologue,mana,,Locale_SubScenario:event_wisdomspring_03_e_68,False,,black,black,1.0,,,,,1,idle
event_wisdomspring_03_e_69,40068,event_wisdomspring_03_e,Narration,mana,,Locale_SubScenario:event_wisdomspring_03_e_69,False,,10,100,1.0,,,sfx_scn_scorebeep,,1,idle
event_wisdomspring_03_e_70,40068,event_wisdomspring_03_e,Monologue,mana,,Locale_SubScenario:event_wisdomspring_03_e_70,False,,100,100,1.0,,,,,1,idle
event_wisdomspring_03_e_71,40068,event_wisdomspring_03_e,Narration,mana,,Locale_SubScenario:event_wisdomspring_03_e_71,False,,100,100,1.0,,,sfx_scn_bombbeep,,1,idle
event_wisdomspring_03_e_72,40068,event_wisdomspring_03_e,Self,mana,,Locale_SubScenario:event_wisdomspring_03_e_72,False,,100,10,1.0,,,,,1,idle
event_wisdomspring_03_e_73,40068,event_wisdomspring_03_e,Monologue,mana,,Locale_SubScenario:event_wisdomspring_03_e_73,False,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_74,40068,event_wisdomspring_03_e,Narration,mana,,Locale_SubScenario:event_wisdomspring_03_e_74,False,,10,10,1.0,,,sfx_scn_bombbeep,,1,idle
event_wisdomspring_03_e_75,40068,event_wisdomspring_03_e,Narration,mana,,Locale_SubScenario:event_wisdomspring_03_e_75,False,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_76,40068,event_wisdomspring_03_e,Self,mana,,Locale_SubScenario:event_wisdomspring_03_e_76,False,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_77,40068,event_wisdomspring_03_e,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_03_e_77,True,,10,10,1.0,,,,,1,idle
event_wisdomspring_03_e_78,40068,event_wisdomspring_03_e,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_03_e_78,True,,10,100,1.0,,,,,1,idle
event_wisdomspring_03_e_79,40068,event_wisdomspring_03_e,Self,mana,,Locale_SubScenario:event_wisdomspring_03_e_79,False,,100,100,1.0,,,,,1,idle
event_wisdomspring_03_e_80,40068,event_wisdomspring_03_e,Speech,mana,mana,Locale_SubScenario:event_wisdomspring_03_e_80,True,,100,100,1.0,,,,,1,idle
