id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,fade,set_camera_shake,jump_target,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim
event_exnii1_01_s_11,40070,event_exnii1_01_s,Self,andersen_op_c,,Locale_SubScenario:event_exnii1_01_s_11,False,,OP_center,idle,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii1_01_s_12,40070,event_exnii1_01_s,Speech,andersen_op_c,andersen_op_c,Locale_SubScenario:event_exnii1_01_s_12,True,,OP_center,idle,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii1_01_s_13,40070,event_exnii1_01_s,Speech,andersen_op_c,andersen_op_c,Locale_SubScenario:event_exnii1_01_s_13,True,,OP_center,idle,EventScene_ce005_01_1,1,1,1.0,,andersen_op_c,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii1_01_s_14,40070,event_exnii1_01_s,Speech,andersen_op_c,andersen_op_c,Locale_SubScenario:event_exnii1_01_s_14,True,,,,,1,event_exnii1_02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii1_01_s_15,40070,event_exnii1_01_s,Speech,andersen_op_c,andersen_op_c,Locale_SubScenario:event_exnii1_01_s_15,True,,,,,event_exnii1_02,event_exnii1_01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii1_01_s_16,40070,event_exnii1_01_s,Self,andersen_op_c,,Locale_SubScenario:event_exnii1_01_s_16,False,,,,EventScene_ce005_01_2,1,1,1.0,,,black,Low_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii1_01_s_17,40070,event_exnii1_01_s,Speech,andersen_op_c,andersen_op_c,Locale_SubScenario:event_exnii1_01_s_17,True,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii1_01_s_18,40070,event_exnii1_01_s,Speech,andersen_op_c,andersen_op_c,Locale_SubScenario:event_exnii1_01_s_18,True,,,,EventScene_ce005_01_3,1,1,1.0,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii1_01_s_19,40070,event_exnii1_01_s,Speech,andersen_op_c,andersen_op_c,Locale_SubScenario:event_exnii1_01_s_19,True,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii1_01_s_20,40070,event_exnii1_01_s,Speech,andersen_op_c,andersen_op_c,Locale_SubScenario:event_exnii1_01_s_20,True,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii1_01_s_21,40070,event_exnii1_01_s,Self,andersen_op_c,,Locale_SubScenario:event_exnii1_01_s_21,False,andersen_op_c,OP_center,idle,Police,1,1,1.0,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii1_01_s_22,40070,event_exnii1_01_s,Self,andersen_op_c,,Locale_SubScenario:event_exnii1_01_s_22,False,,OP_center,idle,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii1_01_s_23,40070,event_exnii1_01_s,Speech,andersen_op_c,andersen_op_c,Locale_SubScenario:event_exnii1_01_s_23,True,,OP_center,think,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii1_01_s_24,40070,event_exnii1_01_s,Speech,andersen_op_c,andersen_op_c,Locale_SubScenario:event_exnii1_01_s_24,True,,OP_center,think,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii1_01_s_25,40070,event_exnii1_01_s,Speech,andersen_op_c,andersen_op_c,Locale_SubScenario:event_exnii1_01_s_25,True,,OP_center,idle,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii1_01_s_26,40070,event_exnii1_01_s,Choice,andersen_op_c,,Locale_SubScenario:event_exnii1_01_s_26,False,,OP_center,idle,,1,1,1.0,,,,,event_exnii1_01_s_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii1_01_s_27,40070,event_exnii1_01_s,Choice,andersen_op_c,,Locale_SubScenario:event_exnii1_01_s_27,False,,OP_center,idle,,1,1,1.0,,,,,event_exnii1_01_s_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii1_01_s_28,40070,event_exnii1_01_s,Speech,andersen_op_c,andersen_op_c,Locale_SubScenario:event_exnii1_01_s_28,True,,OP_center,idle,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii1_01_s_29,40070,event_exnii1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_01_s_29,True,,OP_center,idle,EzsUp,1,1,1.0,,andersen_op_c,black,,,rapi,1,idle,helm,15,idle,mast,13,idle2,anchor,17,idle,,,,,,,,,,,,,,,,
event_exnii1_01_s_30,40070,event_exnii1_01_s,Self,rapi,,Locale_SubScenario:event_exnii1_01_s_30,False,,,,,1,1,1.0,,,,,,,1,idle,,15,idle,,13,idle2,,17,idle,,,,,,,,,,,,,,,,
event_exnii1_01_s_31,40070,event_exnii1_01_s,Self,rapi,,Locale_SubScenario:event_exnii1_01_s_31,False,,,,,1,1,1.0,,,,,,,1,idle,,15,idle,,13,idle2,,17,idle,,,,,,,,,,,,,,,,
event_exnii1_01_s_32,40070,event_exnii1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_01_s_32,True,,,,,1,1,1.0,,,,,,,1,idle,,15,idle,,13,idle2,,17,idle,,,,,,,,,,,,,,,,
event_exnii1_01_s_33,40070,event_exnii1_01_s,Self,rapi,,Locale_SubScenario:event_exnii1_01_s_33,False,,,,,1,1,1.0,,,,,,,1,idle,,15,idle,,13,idle2,,17,idle,,,,,,,,,,,,,,,,
event_exnii1_01_s_34,40070,event_exnii1_01_s,Self,rapi,,Locale_SubScenario:event_exnii1_01_s_34,False,,,,,1,1,1.0,,,,,,,1,idle,,15,idle,,13,idle2,,17,idle,,,,,,,,,,,,,,,,
event_exnii1_01_s_35,40070,event_exnii1_01_s,Speech,helm,helm,Locale_SubScenario:event_exnii1_01_s_35,True,,,,,1,15,1.0,,,,,,,1,idle,,15,idle,,13,idle2,,17,idle,,,,,,,,,,,,,,,,
event_exnii1_01_s_36,40070,event_exnii1_01_s,Speech,helm,helm,Locale_SubScenario:event_exnii1_01_s_36,True,,,,,15,150,1.0,,,,,,,1,idle,,15,idle,,13,idle2,,17,idle,,,,,,,,,,,,,,,,
event_exnii1_01_s_37,40070,event_exnii1_01_s,Speech,helm,helm,Locale_SubScenario:event_exnii1_01_s_37,True,,,,,150,150,1.0,,,,,,,1,idle,,15,idle,,13,idle2,,17,idle,,,,,,,,,,,,,,,,
event_exnii1_01_s_38,40070,event_exnii1_01_s,Self,helm,,Locale_SubScenario:event_exnii1_01_s_38,False,,,,,150,15,1.0,,,,,,,1,idle,,15,idle,,13,idle2,,17,idle,,,,,,,,,,,,,,,,
event_exnii1_01_s_39,40070,event_exnii1_01_s,Speech,helm,helm,Locale_SubScenario:event_exnii1_01_s_39,True,,,,,15,15,1.0,,,,,,,1,idle,,15,idle,,13,idle2,,17,idle,,,,,,,,,,,,,,,,
event_exnii1_01_s_40,40070,event_exnii1_01_s,Self,helm,,Locale_SubScenario:event_exnii1_01_s_40,False,,,,,15,15,1.0,,,,,,,1,idle,,15,idle,,13,idle2,,17,idle,,,,,,,,,,,,,,,,
event_exnii1_01_s_41,40070,event_exnii1_01_s,Self,helm,,Locale_SubScenario:event_exnii1_01_s_41,False,,,,,15,15,1.0,,,,,,,1,idle,,15,idle,,13,idle2,,17,idle,,,,,,,,,,,,,,,,
event_exnii1_01_s_42,40070,event_exnii1_01_s,Self,rapi,,Locale_SubScenario:event_exnii1_01_s_42,False,,,,,1,1,1.0,,,,,,,1,idle,,15,idle,,13,idle2,,17,idle,,,,,,,,,,,,,,,,
event_exnii1_01_s_43,40070,event_exnii1_01_s,Self,rapi,,Locale_SubScenario:event_exnii1_01_s_43,False,,,,,1,12,1.0,,,,,,,1,idle,,15,idle,,13,idle2,,17,idle,,,,,,,,,,,,,,,,
event_exnii1_01_s_44,40070,event_exnii1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_01_s_44,True,,,,,12,12,1.0,,,,,,,1,idle,,15,idle,,13,idle2,,17,idle,,,,,,,,,,,,,,,,
event_exnii1_01_s_45,40070,event_exnii1_01_s,Speech,mast,mast,Locale_SubScenario:event_exnii1_01_s_45,True,,,,,12,12,1.0,none,,,,,,1,idle,,15,idle,,13,"expression_0,idle2",,17,idle,anchor,,,,,,,,,,,,,,,
event_exnii1_01_s_46,40070,event_exnii1_01_s,Narration,,,Locale_SubScenario:event_exnii1_01_s_46,False,,,,RedBeach_1,1,1,1.0,,,black,,,,1,idle,,15,idle,,13,idle2,,,,,rapi,helm,mast,,,,,,,,,,,,
event_exnii1_01_s_47,40070,event_exnii1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_01_s_47,True,,,,,1,1,1.0,,,,,,rapi,1,idle,,,,,,,anis,3,idle,,,,,neon,5,idle,,,,,,,,,
event_exnii1_01_s_48,40070,event_exnii1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_01_s_48,True,,,,,1,1,1.0,,,,,,,1,idle,,,,,,,,3,idle,,,,,,5,idle,,,,,,,,,
event_exnii1_01_s_49,40070,event_exnii1_01_s,Speech,anis,anis,Locale_SubScenario:event_exnii1_01_s_49,True,,,,,1,3,1.0,,,,,,,1,idle,,,,,,,,3,idle,,,,,,5,idle,,,,,,,,,
event_exnii1_01_s_50,40070,event_exnii1_01_s,Speech,ce005_02,unknown,Locale_SubScenario:event_exnii1_01_s_50,True,,,,,3,13,1.0,event_bgm_ce005_laststand,,,,,,1,idle,,,,,,,,3,idle,,,,,,5,idle,ce005_02,13,surprise,ce005_01,15,no,ce005_03,17,think
event_exnii1_01_s_51,40070,event_exnii1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_01_s_51,False,,,,,13,10,1.0,,,,,,,1,idle,,,,,,,,3,idle,,,,,,5,idle,,13,surprise,,15,no,,17,think
event_exnii1_01_s_52,40070,event_exnii1_01_s,Self,ce005_02,,Locale_SubScenario:event_exnii1_01_s_52,False,,,,,10,event_exnii_talk_02,1.0,,,,,,,1,idle,,,,,,,,3,idle,,,,,,5,idle,,13,surprise,,15,no,,17,think
event_exnii1_01_s_53,40070,event_exnii1_01_s,Speech,anis,anis,Locale_SubScenario:event_exnii1_01_s_53,True,,,,,3,3,1.0,,,,,,,1,idle,,,,,,,,3,idle,,,,,,5,idle,,13,surprise,,15,no,,17,think
event_exnii1_01_s_54,40070,event_exnii1_01_s,Speech,anis,anis,Locale_SubScenario:event_exnii1_01_s_54,True,,,,,3,3,1.0,,,,,,,1,idle,,,,,,,,3,delight,,,,,,5,idle,,13,idle,,15,no,,17,think
event_exnii1_01_s_55,40070,event_exnii1_01_s,Speech,neon,neon,Locale_SubScenario:event_exnii1_01_s_55,True,,,,,3,event_exnii_talk_01,1.0,,,,,,,1,idle,,,,,,,,3,idle,,,,,,5,surprise,,13,idle,,15,no,,17,think
event_exnii1_01_s_56,40070,event_exnii1_01_s,Speech,neon,neon,Locale_SubScenario:event_exnii1_01_s_56,True,,,,,event_exnii_talk_01,event_exnii_talk_01,1.0,,,,,,,1,idle,,,,,,,,3,idle,,,,,,5,surprise,,13,idle,,15,no,,17,think
event_exnii1_01_s_57,40070,event_exnii1_01_s,Speech,anis,anis,Locale_SubScenario:event_exnii1_01_s_57,True,,,,,event_exnii_talk_01,event_exnii_talk_01,1.0,,,,,,,1,idle,,,,,,,,3,idle,,,,,,5,surprise,,13,idle,,15,no,,17,think
event_exnii1_01_s_58,40070,event_exnii1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_01_s_58,True,,,,,event_exnii_talk_01,1,1.0,,,,,,,1,idle,,,,,,,,3,idle,,,,,,5,surprise,,13,idle,,15,no,,17,think
event_exnii1_01_s_59,40070,event_exnii1_01_s,Choice,ce005_02,,Locale_SubScenario:event_exnii1_01_s_59,False,,,,,1,event_exnii_talk_02,1.0,,,,,event_exnii1_01_s_61,,1,idle,,,,,,,,3,idle,,,,,,5,surprise,,13,idle,,15,no,,17,think
event_exnii1_01_s_60,40070,event_exnii1_01_s,Choice,ce005_02,,Locale_SubScenario:event_exnii1_01_s_60,True,,,,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,event_exnii1_01_s_61,,1,idle,,,,,,,,3,idle,,,,,,5,surprise,,13,idle,,15,no,,17,think
event_exnii1_01_s_61,40070,event_exnii1_01_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_01_s_61,True,,,,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,,,1,idle,,,,,,,,3,idle,,,,,,5,idle,,13,think,,15,no,,17,think
event_exnii1_01_s_62,40070,event_exnii1_01_s,Speech,ce005_01,unknown,Locale_SubScenario:event_exnii1_01_s_62,False,,,,,event_exnii_talk_02,15,1.0,,,,,,,1,idle,,,,,,,,3,idle,,,,,,5,idle,,13,think,,15,no,,17,think
event_exnii1_01_s_63,40070,event_exnii1_01_s,Speech,anis,anis,Locale_SubScenario:event_exnii1_01_s_63,True,,,,,3,3,1.0,,,,,,,1,idle,,,,,,,,3,idle,,,,,,5,idle,,13,think,,15,idle,,17,think
event_exnii1_01_s_64,40070,event_exnii1_01_s,Speech,anis,anis,Locale_SubScenario:event_exnii1_01_s_64,True,,,,,3,3,1.0,,,,,,,1,idle,,,,,,,,3,void,,,,,,5,idle,,13,think,,15,idle,,17,think
event_exnii1_01_s_65,40070,event_exnii1_01_s,Speech,neon,neon,Locale_SubScenario:event_exnii1_01_s_65,True,,,,,3,4,1.0,,,,,,,1,idle,,,,,,,,3,void,,,,,,5,delight,,13,think,,15,idle,,17,think
event_exnii1_01_s_66,40070,event_exnii1_01_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_01_s_66,True,,,,,13,13,1.0,,,,,,,1,idle,,,,,,,,3,void,,,,,,5,idle,,13,think,,15,idle,,17,think
event_exnii1_01_s_67,40070,event_exnii1_01_s,Speech,ce005_03,unknown,Locale_SubScenario:event_exnii1_01_s_67,True,,,,,17,17,1.0,,,,,,,1,idle,,,,,,,,3,void,,,,,,5,idle,,13,think,,15,idle,,17,think
event_exnii1_01_s_68,40070,event_exnii1_01_s,Speech,ce005_03,unknown,Locale_SubScenario:event_exnii1_01_s_68,True,,,,,17,17,1.0,,,,,,,1,idle,,,,,,,,3,void,,,,,,5,idle,,13,think,,15,idle,,17,think
event_exnii1_01_s_69,40070,event_exnii1_01_s,Speech,ce005_01,unknown,Locale_SubScenario:event_exnii1_01_s_69,True,,,,,17,15,1.0,,,,,,,1,idle,,,,,,,,3,idle,,,,,,5,idle,,13,idle,,15,"expression_0,idle",,17,think
event_exnii1_01_s_70,40070,event_exnii1_01_s,Speech,neon,neon,Locale_SubScenario:event_exnii1_01_s_70,True,,,,,5,5,1.0,,,,,,,1,idle,,,,,,,,3,void,,,,,,5,surprise,,13,idle,,15,idle,,17,think
event_exnii1_01_s_71,40070,event_exnii1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_01_s_71,True,,,,,1,1,1.0,,,,,,,1,worry,,,,,,,,3,void,,,,,,5,surprise,,13,idle,,15,idle,,17,think
event_exnii1_01_s_72,40070,event_exnii1_01_s,Speech,ce005_03,unknown,Locale_SubScenario:event_exnii1_01_s_72,True,,,,,16,16,1.0,,,,,,,1,worry,,,,,,,,3,void,,,,,,5,surprise,,13,idle,,15,idle,,17,angry
event_exnii1_01_s_73,40070,event_exnii1_01_s,Speech,ce005_01,unknown,Locale_SubScenario:event_exnii1_01_s_73,False,,,,,16,16,1.0,,,,,,,1,worry,,,,,,,,3,void,,,,,,5,surprise,,13,idle,,15,idle,,17,angry
event_exnii1_01_s_74,40070,event_exnii1_01_s,Speech,anis,anis,Locale_SubScenario:event_exnii1_01_s_74,True,,,,,3,3,1.0,,,,,,,1,worry,,,,,,,,3,worry,,,,,,5,surprise,,13,idle,,15,idle,,17,think
event_exnii1_01_s_75,40070,event_exnii1_01_s,Speech,neon,neon,Locale_SubScenario:event_exnii1_01_s_75,True,,,,,3,5,1.0,,,,,,,1,worry,,,,,,,,3,worry,,,,,,5,surprise,,13,idle,,15,idle,,17,think
event_exnii1_01_s_76,40070,event_exnii1_01_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_01_s_76,True,,,,,13,13,1.0,,,,,,,1,worry,,,,,,,,3,worry,,,,,,5,surprise,,13,idle,,15,idle,,17,think
event_exnii1_01_s_77,40070,event_exnii1_01_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_01_s_77,True,,,,,13,13,1.0,,,,,,,1,worry,,,,,,,,3,worry,,,,,,5,surprise,,13,idle,,15,idle,,17,think
event_exnii1_01_s_78,40070,event_exnii1_01_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_01_s_78,True,,,,,13,13,1.0,,,,,,,1,worry,,,,,,,,3,worry,,,,,,5,surprise,,13,idle,,15,idle,,17,think
event_exnii1_01_s_79,40070,event_exnii1_01_s,Self,ce005_02,,Locale_SubScenario:event_exnii1_01_s_79,False,,,,,13,13,1.0,,,,,,,1,worry,,,,,,,,3,worry,,,,,,5,surprise,,13,idle,,15,idle,,17,think
event_exnii1_01_s_80,40070,event_exnii1_01_s,Speech,ce005_01,unknown,Locale_SubScenario:event_exnii1_01_s_80,False,,,,,13,15,1.0,,,,,,,1,worry,,,,,,,,3,worry,,,,,,5,surprise,,13,idle,,15,idle,,17,think
event_exnii1_01_s_81,40070,event_exnii1_01_s,Narration,ce005_02,,Locale_SubScenario:event_exnii1_01_s_81,False,,,,,black,black,1.0,,,black,,,,1,worry,,,,,,,,3,worry,,,,,,5,idle,,13,idle,,15,idle,,17,think
event_exnii1_01_s_82,40070,event_exnii1_01_s,Narration,ce005_02,,Locale_SubScenario:event_exnii1_01_s_82,False,,,,,black,black,1.0,,,,,,,1,idle,,,,,,,,3,worry,,,,,,5,idle,,13,idle,,15,idle,,17,think
event_exnii1_01_s_83,40070,event_exnii1_01_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_01_s_83,True,,,,,13,13,1.0,,,black,,,,1,idle,,,,,,,,3,worry,,,,,,5,idle,,13,think,,15,idle,,17,idle
event_exnii1_01_s_84,40070,event_exnii1_01_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_01_s_84,True,,,,,13,13,1.0,,,,,,,1,idle,,,,,,,,3,worry,,,,,,5,idle,,13,think,,15,idle,,17,idle
event_exnii1_01_s_85,40070,event_exnii1_01_s,Speech,ce005_03,unknown,Locale_SubScenario:event_exnii1_01_s_85,True,,,,,13,16,1.0,,,,,,,1,idle,,,,,,,,3,worry,,,,,,5,idle,,13,think,,15,idle,,17,idle
event_exnii1_01_s_86,40070,event_exnii1_01_s,Speech,ce005_03,unknown,Locale_SubScenario:event_exnii1_01_s_86,True,,,,,16,16,1.0,,,,,,,1,idle,,,,,,,,3,worry,,,,,,5,idle,,13,think,,15,idle,,17,idle
event_exnii1_01_s_87,40070,event_exnii1_01_s,Speech,ce005_03,ce005_03,Locale_SubScenario:event_exnii1_01_s_87,True,,,,,16,16,1.0,,,,,,,1,idle,,,,,,,,3,worry,,,,,,5,idle,,13,think,,15,idle,,17,idle
event_exnii1_01_s_88,40070,event_exnii1_01_s,Speech,anis,anis,Locale_SubScenario:event_exnii1_01_s_88,True,,,,,3,3,1.0,,,,,,,1,idle,,,,,,,,3,worry,,,,,,5,idle,,13,think,,15,idle,,17,idle
event_exnii1_01_s_89,40070,event_exnii1_01_s,Speech,anis,anis,Locale_SubScenario:event_exnii1_01_s_89,True,,,,,3,3,1.0,,,,,,,1,idle,,,,,,,,3,worry,,,,,,5,idle,,13,think,,15,idle,,17,idle
event_exnii1_01_s_90,40070,event_exnii1_01_s,Speech,neon,neon,Locale_SubScenario:event_exnii1_01_s_90,True,,,,,3,4,1.0,,,,,,,1,idle,,,,,,,,3,worry,,,,,,5,surprise,,13,think,,15,idle,,17,idle
event_exnii1_01_s_91,40070,event_exnii1_01_s,Speech,neon,neon,Locale_SubScenario:event_exnii1_01_s_91,True,,,,,4,4,1.0,,,,,,,1,idle,,,,,,,,3,worry,,,,,,5,surprise,,13,think,,15,idle,,17,idle
event_exnii1_01_s_92,40070,event_exnii1_01_s,Speech,anis,anis,Locale_SubScenario:event_exnii1_01_s_92,True,,,,,4,4,1.0,,,,,,,1,idle,,,,,,,,3,worry,,,,,,5,surprise,,13,think,,15,idle,,17,idle
event_exnii1_01_s_93,40070,event_exnii1_01_s,Speech,anis,anis,Locale_SubScenario:event_exnii1_01_s_93,True,,,,,4,4,1.0,,,,,,,1,idle,,,,,,,,3,worry,,,,,,5,surprise,,13,think,,15,idle,,17,idle
event_exnii1_01_s_94,40070,event_exnii1_01_s,Self,ce005_02,,Locale_SubScenario:event_exnii1_01_s_94,False,,,,,4,event_exnii_talk_02,1.0,,,,,,,1,worry,,,,,,,,3,worry,,,,,,5,surprise,,13,think,,15,idle,,17,idle
event_exnii1_01_s_95,40070,event_exnii1_01_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_01_s_95,True,,,,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,,,1,worry,,,,,,,,3,idle,,,,,,5,idle,,13,idle,,15,idle,,17,idle
event_exnii1_01_s_96,40070,event_exnii1_01_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_01_s_96,True,,,,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,,,1,worry,,,,,,,,3,idle,,,,,,5,idle,,13,idle,,15,idle,,17,idle
event_exnii1_01_s_97,40070,event_exnii1_01_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii1_01_s_97,True,,,,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,,,1,worry,,,,,,,,3,idle,,,,,,5,idle,,13,idle,,15,idle,,17,idle
event_exnii1_01_s_98,40070,event_exnii1_01_s,Self,ce005_02,,Locale_SubScenario:event_exnii1_01_s_98,False,,,,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,,,1,worry,,,,,,,,3,idle,,,,,,5,idle,,13,idle,,15,idle,,17,idle
event_exnii1_01_s_99,40070,event_exnii1_01_s,Self,ce005_02,,Locale_SubScenario:event_exnii1_01_s_99,False,,,,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,,,1,worry,,,,,,,,3,idle,,,,,,5,idle,,13,idle,,15,idle,,17,idle
event_exnii1_01_s_100,40070,event_exnii1_01_s,Self,ce005_02,,Locale_SubScenario:event_exnii1_01_s_100,False,,,,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,,,1,worry,,,,,,,,3,idle,,,,,,5,idle,,13,idle,,15,idle,,17,idle
event_exnii1_01_s_101,40070,event_exnii1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_01_s_101,True,,,,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,,,1,worry,,,,,,,,3,idle,,,,,,5,idle,,13,idle,,15,idle,,17,idle
event_exnii1_01_s_102,40070,event_exnii1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_exnii1_01_s_102,True,,,,,event_exnii_talk_02,event_exnii_talk_02,1.0,,,,,,,1,worry,,,,,,,,3,idle,,,,,,5,idle,,13,idle,,15,idle,,17,idle
