id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_ex_seayouagain_21_11,80600,d_ex_seayouagain_21,Speech,frima_s,frima_s,Locale_SuddenStory:d_ex_seayouagain_21_11,True,,XS_30,10,0.5,,,,1,angry,,3,idle,,,
d_ex_seayouagain_21_12,80600,d_ex_seayouagain_21,Speech,frima_s,frima_s,Locale_SuddenStory:d_ex_seayouagain_21_12,True,,10,10,1.0,,,,1,angry,,3,idle,,,
d_ex_seayouagain_21_13,80600,d_ex_seayouagain_21,Speech,volt,volt,Locale_SuddenStory:d_ex_seayouagain_21_13,True,,3,XS_30,0.5,,sfx_scn_whine,,1,angry,,3,idle,,,
d_ex_seayouagain_21_14,80600,d_ex_seayouagain_21,Speech,frima_s,frima_s,Locale_SuddenStory:d_ex_seayouagain_21_14,False,,XS_30,2,0.5,,,,1,angry,,3,idle,,,
d_ex_seayouagain_21_15,80600,d_ex_seayouagain_21,Monologue,,Monologue,Locale_SuddenStory:d_ex_seayouagain_21_15,False,,2,2,1.0,,,,1,angry,,3,idle,,,
d_ex_seayouagain_21_16,80600,d_ex_seayouagain_21,Speech,frima_s,frima_s,Locale_SuddenStory:d_ex_seayouagain_21_16,True,,2,2,1.0,,,,1,angry,,3,idle,,,
d_ex_seayouagain_21_17,80600,d_ex_seayouagain_21,Speech,volt,volt,Locale_SuddenStory:d_ex_seayouagain_21_17,True,,XS_30,XS_30,0.7,,sfx_scn_whine,,1,angry,,3,idle,,,
d_ex_seayouagain_21_18,80600,d_ex_seayouagain_21,Speech,frima_s,frima_s,Locale_SuddenStory:d_ex_seayouagain_21_18,False,,XS_30,100,0.7,,,,1,angry,,3,idle,,,
d_ex_seayouagain_21_19,80600,d_ex_seayouagain_21,Speech,frima_s,frima_s,Locale_SuddenStory:d_ex_seayouagain_21_19,True,,100,100,1.0,,,,1,surprise,,3,idle,,,
d_ex_seayouagain_21_20,80600,d_ex_seayouagain_21,Speech,frima_s,frima_s,Locale_SuddenStory:d_ex_seayouagain_21_20,True,,100,100,1.0,,,,1,surprise,,3,idle,,,
d_ex_seayouagain_21_21,80600,d_ex_seayouagain_21,Speech,frima_s,frima_s,Locale_SuddenStory:d_ex_seayouagain_21_21,True,,100,2,1.0,,,,1,surprise,,3,idle,,,
d_ex_seayouagain_21_22,80600,d_ex_seayouagain_21,Speech,volt,volt,Locale_SuddenStory:d_ex_seayouagain_21_22,True,,2,2,1.0,,sfx_scn_dogbark,,1,surprise,,3,idle,,,
d_ex_seayouagain_21_23,80600,d_ex_seayouagain_21,Speech,frima_s,frima_s,Locale_SuddenStory:d_ex_seayouagain_21_23,True,,2,2,1.0,,,,1,surprise,,3,idle,yan_s,9,idle
d_ex_seayouagain_21_24,80600,d_ex_seayouagain_21,Speech,frima_s,frima_s,Locale_SuddenStory:d_ex_seayouagain_21_24,True,,2,2,1.0,,,,1,think,,3,idle,,9,idle
d_ex_seayouagain_21_25,80600,d_ex_seayouagain_21,Speech,yan_s,yan_s,Locale_SuddenStory:d_ex_seayouagain_21_25,True,,2,9,1.0,,,,1,think,,3,idle,,9,surprise
d_ex_seayouagain_21_26,80600,d_ex_seayouagain_21,Speech,yan_s,yan_s,Locale_SuddenStory:d_ex_seayouagain_21_26,True,,9,9,1.0,,,,1,think,,3,idle,,9,surprise
d_ex_seayouagain_21_27,80600,d_ex_seayouagain_21,Monologue,,Monologue,Locale_SuddenStory:d_ex_seayouagain_21_27,False,,9,9,1.0,,,,1,think,,3,idle,,9,surprise
d_ex_seayouagain_21_28,80600,d_ex_seayouagain_21,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_21_28,False,,9,9,1.0,,,,1,think,,3,idle,,9,surprise
d_ex_seayouagain_21_29,80600,d_ex_seayouagain_21,Speech,volt,volt,Locale_SuddenStory:d_ex_seayouagain_21_29,True,,9,2,1.0,,sfx_scn_dogbark,,1,think,,3,idle,,9,surprise
d_ex_seayouagain_21_30,80600,d_ex_seayouagain_21,Speech,frima_s,frima_s,Locale_SuddenStory:d_ex_seayouagain_21_30,True,,2,2,1.0,,,,1,angry,,3,idle,,9,idle
d_ex_seayouagain_21_31,80600,d_ex_seayouagain_21,Speech,volt,volt,Locale_SuddenStory:d_ex_seayouagain_21_31,True,,2,2,1.0,,sfx_scn_dogbark,,1,angry,,3,idle,,9,idle
d_ex_seayouagain_21_32,80600,d_ex_seayouagain_21,Speech,frima_s,frima_s,Locale_SuddenStory:d_ex_seayouagain_21_32,True,,2,2,1.0,,,,1,angry,,3,idle,,9,idle
d_ex_seayouagain_21_33,80600,d_ex_seayouagain_21,Speech,frima_s,frima_s,Locale_SuddenStory:d_ex_seayouagain_21_33,True,,2,2,1.0,,,,1,think,,3,idle,,9,idle
d_ex_seayouagain_21_34,80600,d_ex_seayouagain_21,Speech,volt,volt,Locale_SuddenStory:d_ex_seayouagain_21_34,True,,2,2,1.0,,sfx_scn_dogbark,,1,think,,3,idle,,9,idle
d_ex_seayouagain_21_35,80600,d_ex_seayouagain_21,Speech,frima_s,frima_s,Locale_SuddenStory:d_ex_seayouagain_21_35,True,,2,2,1.0,,,,1,idle,,3,idle,,9,idle
d_ex_seayouagain_21_36,80600,d_ex_seayouagain_21,Speech,volt,volt,Locale_SuddenStory:d_ex_seayouagain_21_36,True,,2,3,1.0,,sfx_scn_dogbark,,1,idle,,3,idle,,9,idle
d_ex_seayouagain_21_37,80600,d_ex_seayouagain_21,Monologue,,Monologue,Locale_SuddenStory:d_ex_seayouagain_21_37,False,,3,XS_30,0.5,,,,1,idle,,3,idle,,9,idle
d_ex_seayouagain_21_38,80600,d_ex_seayouagain_21,Speech,yan_s,yan_s,Locale_SuddenStory:d_ex_seayouagain_21_38,True,,9,S_90,1.0,,,,1,idle,,3,idle,,9,surprise
d_ex_seayouagain_21_39,80600,d_ex_seayouagain_21,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_21_39,False,,S_90,S_90,1.0,,,,1,idle,,3,idle,,9,surprise
d_ex_seayouagain_21_40,80600,d_ex_seayouagain_21,Speech,frima_s,frima_s,Locale_SuddenStory:d_ex_seayouagain_21_40,True,,1,10,0.7,,,,1,idle,,3,idle,,9,surprise
d_ex_seayouagain_21_41,80600,d_ex_seayouagain_21,Speech,volt,volt,Locale_SuddenStory:d_ex_seayouagain_21_41,True,,3,XS_30,0.7,,sfx_scn_dogbark,,1,idle,,3,idle,,9,idle
d_ex_seayouagain_21_42,80600,d_ex_seayouagain_21,Speech,frima_s,frima_s,Locale_SuddenStory:d_ex_seayouagain_21_42,True,,XS_30,100,0.5,,,,1,sleep_02,,3,idle,,9,idle
d_ex_seayouagain_21_43,80600,d_ex_seayouagain_21,Speech,volt,volt,Locale_SuddenStory:d_ex_seayouagain_21_43,True,,100,100,1.0,,,,1,sleep_02,,3,idle,,9,idle
d_ex_seayouagain_21_44,80600,d_ex_seayouagain_21,Monologue,,Monologue,Locale_SuddenStory:d_ex_seayouagain_21_44,False,,black,black,1.0,,,,1,sleep_02,,3,idle,,9,idle
