id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,play_sound,jump_target,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_coinsinrush2_02_e_23,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_23,True,,10,10,1.0,,velvet,unknown,,1,smile_02,,,,,,,,,
event_coinsinrush2_02_e_24,40089,event_coinsinrush2_02_e,Self,Locale_MainScenario:event_coinsinrush2_02_e_24,False,,10,10,1.0,,velvet,,,1,smile_02,,,,,,,,,
event_coinsinrush2_02_e_25,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_25,True,,10,10,1.0,,velvet,unknown,,1,idle_02,,,,,,,,,
event_coinsinrush2_02_e_26,40089,event_coinsinrush2_02_e,Monologue,Locale_MainScenario:event_coinsinrush2_02_e_26,False,,10,100,1.0,,velvet,,,1,idle_02,,,,,,,,,
event_coinsinrush2_02_e_27,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_27,True,,100,100,1.0,,velvet,unknown,,1,idle_02,,,,,,,,,
event_coinsinrush2_02_e_28,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_28,True,,100,100,1.0,,velvet,unknown,,1,idle_02,,,,,,,,,
event_coinsinrush2_02_e_29,40089,event_coinsinrush2_02_e,Self,Locale_MainScenario:event_coinsinrush2_02_e_29,False,,100,100,1.0,,velvet,,,1,idle_02,,,,,,,,,
event_coinsinrush2_02_e_30,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_30,True,,100,100,1.0,,velvet,unknown,,1,delight_02,,,,,,,,,
event_coinsinrush2_02_e_31,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_31,True,,100,100,1.0,,velvet,velvet,,1,delight_02,,,,,,,,,
event_coinsinrush2_02_e_32,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_32,True,,100,100,1.0,,velvet,velvet,,1,smile_02,,,,,,,,,
event_coinsinrush2_02_e_33,40089,event_coinsinrush2_02_e,Choice,Locale_MainScenario:event_coinsinrush2_02_e_33,False,,100,100,1.0,,velvet,,,1,smile_02,,event_coinsinrush2_02_e_35,,,,,,,
event_coinsinrush2_02_e_34,40089,event_coinsinrush2_02_e,Choice,Locale_MainScenario:event_coinsinrush2_02_e_34,False,,100,100,1.0,,velvet,,,1,smile_02,,event_coinsinrush2_02_e_36,,,,,,,
event_coinsinrush2_02_e_35,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_35,True,,100,100,1.0,,velvet,velvet,,1,delight_02,,event_coinsinrush2_02_e_37,,,,,,,
event_coinsinrush2_02_e_36,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_36,True,,100,100,1.0,,velvet,velvet,,1,delight_02,,,,,,,,,
event_coinsinrush2_02_e_37,40089,event_coinsinrush2_02_e,Monologue,Locale_MainScenario:event_coinsinrush2_02_e_37,False,,100,100,1.0,,velvet,,,1,delight_02,,,,,,,,,
event_coinsinrush2_02_e_38,40089,event_coinsinrush2_02_e,Self,Locale_MainScenario:event_coinsinrush2_02_e_38,False,,100,100,1.0,,velvet,,,1,delight_02,,,,,,,,,
event_coinsinrush2_02_e_39,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_39,True,,100,100,1.0,,velvet,velvet,,1,delight_02,,,,,,,,,
event_coinsinrush2_02_e_40,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_40,True,,100,100,1.0,,velvet,velvet,,1,idle_02,,,,,,,,,
event_coinsinrush2_02_e_41,40089,event_coinsinrush2_02_e,Self,Locale_MainScenario:event_coinsinrush2_02_e_41,False,,100,100,1.0,,velvet,,,1,idle_02,,,,,,,,,
event_coinsinrush2_02_e_42,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_42,True,,100,100,1.0,,velvet,velvet,,1,good_02,,,,,,,,,
event_coinsinrush2_02_e_43,40089,event_coinsinrush2_02_e,Self,Locale_MainScenario:event_coinsinrush2_02_e_43,False,,100,100,1.0,,velvet,,,1,good_02,,,,,,,,,
event_coinsinrush2_02_e_44,40089,event_coinsinrush2_02_e,Self,Locale_MainScenario:event_coinsinrush2_02_e_44,False,,100,100,1.0,,velvet,,,1,good_02,,,,,,,,,
event_coinsinrush2_02_e_45,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_45,True,,100,10,1.0,,velvet,velvet,,1,smile_02,,,,,,,,,
event_coinsinrush2_02_e_46,40089,event_coinsinrush2_02_e,Monologue,Locale_MainScenario:event_coinsinrush2_02_e_46,False,,10,10,1.0,,velvet,,,1,smile_02,,,,,,,,,
event_coinsinrush2_02_e_47,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_47,True,,10,10,1.0,,velvet,velvet,,1,smile_02,,,,,,,,,
event_coinsinrush2_02_e_48,40089,event_coinsinrush2_02_e,Self,Locale_MainScenario:event_coinsinrush2_02_e_48,False,,10,10,1.0,,velvet,,,1,smile_02,,,,,,,,,
event_coinsinrush2_02_e_49,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_49,True,,10,10,1.0,,velvet,velvet,,1,smile_02,,,,,,,,,
event_coinsinrush2_02_e_50,40089,event_coinsinrush2_02_e,Self,Locale_MainScenario:event_coinsinrush2_02_e_50,False,,10,10,1.0,,velvet,,,1,smile_02,,,,,,,,,
event_coinsinrush2_02_e_51,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_51,True,,10,10,1.0,,velvet,velvet,,1,smile_02,,,,,,,,,
event_coinsinrush2_02_e_52,40089,event_coinsinrush2_02_e,Self,Locale_MainScenario:event_coinsinrush2_02_e_52,False,,10,10,1.0,,velvet,,,1,smile_02,,,,,,,,,
event_coinsinrush2_02_e_53,40089,event_coinsinrush2_02_e,Monologue,Locale_MainScenario:event_coinsinrush2_02_e_53,False,,10,10,1.0,,velvet,,,1,smile_02,,,,,,,,,
event_coinsinrush2_02_e_54,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_54,True,,10,10,1.0,,velvet,velvet,,1,smile_02,,,,,,,,,
event_coinsinrush2_02_e_55,40089,event_coinsinrush2_02_e,Self,Locale_MainScenario:event_coinsinrush2_02_e_55,False,,10,10,1.0,,velvet,,,1,smile_02,,,,,,,,,
event_coinsinrush2_02_e_56,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_56,True,,10,10,1.0,,velvet,velvet,,1,smile_02,,,,,,,,,
event_coinsinrush2_02_e_57,40089,event_coinsinrush2_02_e,Self,Locale_MainScenario:event_coinsinrush2_02_e_57,False,,10,10,1.0,,velvet,,,1,smile_02,,,,,,,,,
event_coinsinrush2_02_e_58,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_58,True,,10,10,1.0,,velvet,velvet,,1,idle_02,,,,,,,,,
event_coinsinrush2_02_e_59,40089,event_coinsinrush2_02_e,Monologue,Locale_MainScenario:event_coinsinrush2_02_e_59,False,,10,10,1.0,,velvet,,,1,idle_02,,,,,,,,,
event_coinsinrush2_02_e_60,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_60,False,,10,10,1.0,,velvet,velvet,,1,shy2_02,,,,,,,,,
event_coinsinrush2_02_e_61,40089,event_coinsinrush2_02_e,Monologue,Locale_MainScenario:event_coinsinrush2_02_e_61,False,,10,10,1.0,,velvet,,,1,shy2_02,,,,,,,,,
event_coinsinrush2_02_e_62,40089,event_coinsinrush2_02_e,Monologue,Locale_MainScenario:event_coinsinrush2_02_e_62,False,,10,100,1.0,,velvet,,,1,shy2_02,,,,,,,,,
event_coinsinrush2_02_e_63,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_63,True,,100,100,1.0,,velvet,velvet,,1,good_02,,,,,,,,,
event_coinsinrush2_02_e_64,40089,event_coinsinrush2_02_e,Self,Locale_MainScenario:event_coinsinrush2_02_e_64,False,,100,100,1.0,none,velvet,,,1,good_02,,,,,,,,,
event_coinsinrush2_02_e_65,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_65,False,,100,100,1.0,,velvet,velvet,,1,shy2_02,,,,,,,,,
event_coinsinrush2_02_e_66,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_66,True,,100,100,1.0,,velvet,velvet,,1,smile_02,,,,,,,,,
event_coinsinrush2_02_e_67,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_67,True,,100,10,1.0,,velvet,velvet,,1,delight_02,,,,,,,,,
event_coinsinrush2_02_e_68,40089,event_coinsinrush2_02_e,Monologue,Locale_MainScenario:event_coinsinrush2_02_e_68,False,,10,10,1.0,,velvet,,,1,delight_02,,,,,,,,,
event_coinsinrush2_02_e_69,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_69,True,,10,100,1.0,,velvet,velvet,,1,delight_02,,,,,,,,,
event_coinsinrush2_02_e_70,40089,event_coinsinrush2_02_e,Monologue,Locale_MainScenario:event_coinsinrush2_02_e_70,False,,100,100,1.0,,velvet,,,1,delight_02,,,,,,,,,
event_coinsinrush2_02_e_71,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_71,True,,100,100,1.0,,velvet,velvet,,1,good_02,,,,,,,,,
event_coinsinrush2_02_e_72,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_72,True,,100,100,1.0,,velvet,velvet,,1,good_02,,,,,,,,,
event_coinsinrush2_02_e_73,40089,event_coinsinrush2_02_e,Monologue,Locale_MainScenario:event_coinsinrush2_02_e_73,False,,100,100,1.0,,velvet,,,1,good_02,sfx_scn_clothweak,,,,,,,,
event_coinsinrush2_02_e_74,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_74,True,,100,100,1.0,bgm_story_empathize,velvet,velvet,,1,idle_02,,,,,,,,,
event_coinsinrush2_02_e_75,40089,event_coinsinrush2_02_e,Self,Locale_MainScenario:event_coinsinrush2_02_e_75,False,,100,100,1.0,,velvet,,,1,idle_02,,,,,,,,,
event_coinsinrush2_02_e_76,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_76,True,,100,100,1.0,,velvet,velvet,,1,idle_02,,,,,,,,,
event_coinsinrush2_02_e_77,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_77,True,,100,100,1.0,,velvet,velvet,,1,idle_02,,,,,,,,,
event_coinsinrush2_02_e_78,40089,event_coinsinrush2_02_e,Self,Locale_MainScenario:event_coinsinrush2_02_e_78,False,,100,100,1.0,,velvet,,,1,idle_02,,,,,,,,,
event_coinsinrush2_02_e_79,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_79,True,,100,100,1.0,,velvet,velvet,,1,idle_02,,,,,,,,,
event_coinsinrush2_02_e_80,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_80,True,,100,100,1.0,,velvet,velvet,,1,idle_02,,,,,,,,,
event_coinsinrush2_02_e_81,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_81,True,,100,100,1.0,,velvet,velvet,,1,delight_02,,,,,,,,,
event_coinsinrush2_02_e_82,40089,event_coinsinrush2_02_e,Self,Locale_MainScenario:event_coinsinrush2_02_e_82,False,,100,100,1.0,,velvet,,,1,delight_02,,,,,,,,,
event_coinsinrush2_02_e_83,40089,event_coinsinrush2_02_e,Self,Locale_MainScenario:event_coinsinrush2_02_e_83,False,,100,100,1.0,,velvet,,,1,delight_02,,,,,,,,,
event_coinsinrush2_02_e_84,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_84,True,,100,100,1.0,,velvet,velvet,,1,idle_02,,,,,,,,,
event_coinsinrush2_02_e_85,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_85,True,,100,100,1.0,,velvet,velvet,,1,idle_02,,,,,,,,,
event_coinsinrush2_02_e_86,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_86,True,,100,100,1.0,,velvet,velvet,,1,smile_02,,,,,,,,,
event_coinsinrush2_02_e_87,40089,event_coinsinrush2_02_e,Self,Locale_MainScenario:event_coinsinrush2_02_e_87,False,,100,100,1.0,,velvet,,,1,smile_02,,,,,,,,,
event_coinsinrush2_02_e_88,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_88,True,,100,100,1.0,,velvet,velvet,,1,delight_02,,,,,,,,,
event_coinsinrush2_02_e_89,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_89,True,,100,100,1.0,,velvet,velvet,,1,delight_02,,,,,,,,,
event_coinsinrush2_02_e_90,40089,event_coinsinrush2_02_e,Self,Locale_MainScenario:event_coinsinrush2_02_e_90,False,,100,100,1.0,,velvet,,,1,delight_02,,,,,,,,,
event_coinsinrush2_02_e_91,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_91,True,,100,10,1.0,,velvet,velvet,,1,smile_02,,,,,,,,,
event_coinsinrush2_02_e_92,40089,event_coinsinrush2_02_e,Monologue,Locale_MainScenario:event_coinsinrush2_02_e_92,False,,10,10,1.0,,velvet,,,1,smile_02,sfx_scn_photopass,,,,,,,,
event_coinsinrush2_02_e_93,40089,event_coinsinrush2_02_e,Monologue,Locale_MainScenario:event_coinsinrush2_02_e_93,False,,10,10,1.0,,velvet,,,1,smile_02,,,,,,,,,
event_coinsinrush2_02_e_94,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_94,True,,10,10,1.0,,velvet,velvet,,1,smile_02,,,,,,,,,
event_coinsinrush2_02_e_95,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_95,True,,10,10,1.0,,velvet,velvet,,1,smile_02,,,,,,,,,
event_coinsinrush2_02_e_96,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_96,True,,10,10,1.0,,velvet,velvet,,1,smile_02,,,,,,,,,
event_coinsinrush2_02_e_97,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_97,True,,10,10,1.0,,velvet,velvet,,1,idle_02,,,,,,,,,
event_coinsinrush2_02_e_98,40089,event_coinsinrush2_02_e,Self,Locale_MainScenario:event_coinsinrush2_02_e_98,False,,10,10,1.0,,velvet,,,1,idle_02,,,,,,,,,
event_coinsinrush2_02_e_99,40089,event_coinsinrush2_02_e,Monologue,Locale_MainScenario:event_coinsinrush2_02_e_99,False,,10,10,1.0,,velvet,,,1,idle_02,,,,,,,,,
event_coinsinrush2_02_e_100,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_100,True,,10,10,1.0,,velvet,velvet,,1,idle_02,,,,,,,,,
event_coinsinrush2_02_e_101,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_101,True,,10,100,0.5,,velvet,velvet,,1,shy2_02,,,,,,,,,
event_coinsinrush2_02_e_102,40089,event_coinsinrush2_02_e,Self,Locale_MainScenario:event_coinsinrush2_02_e_102,False,,100,100,1.0,none,,,,1,shy2_02,,,,,,,,,
event_coinsinrush2_02_e_103,40089,event_coinsinrush2_02_e,Monologue,Locale_MainScenario:event_coinsinrush2_02_e_103,False,,black,black,1.0,,,,,1,shy2_02,,,,,,,,,
event_coinsinrush2_02_e_104,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_104,True,,black,black,1.0,,,velvet,,1,shy2_02,,,,,,,,,
event_coinsinrush2_02_e_105,40089,event_coinsinrush2_02_e,Monologue,Locale_MainScenario:event_coinsinrush2_02_e_105,False,,black,black,1.0,,,,,1,shy2_02,,,,,,,,,
event_coinsinrush2_02_e_106,40089,event_coinsinrush2_02_e,Narration,Locale_MainScenario:event_coinsinrush2_02_e_106,False,,black,black,1.0,,,,,1,shy2_02,sfx_scn_nikkelanding,,,,,,,,
event_coinsinrush2_02_e_107,40089,event_coinsinrush2_02_e,Monologue,Locale_MainScenario:event_coinsinrush2_02_e_107,False,,black,black,1.0,,,,,1,smile_02,,,ade_b,13,no,,,,
event_coinsinrush2_02_e_108,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_108,False,,130,130,1.0,bgm_enemyclose,ade_b,ade_b,,1,smile_02,,,,13,no,,,,
event_coinsinrush2_02_e_109,40089,event_coinsinrush2_02_e,Self,Locale_MainScenario:event_coinsinrush2_02_e_109,False,,130,130,1.0,,ade_b,,,1,smile_02,,,,13,no,,,,
event_coinsinrush2_02_e_110,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_110,True,,130,130,1.0,,ade_b,ade_b,,1,smile_02,,,,13,no,,,,
event_coinsinrush2_02_e_111,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_111,True,,130,130,1.0,,ade_b,ade_b,,1,smile_02,,,,13,no,,,,
event_coinsinrush2_02_e_112,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_112,True,,130,12,1.0,,velvet,velvet,,1,smile_02,,,,13,no,,,,
event_coinsinrush2_02_e_113,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_113,True,,12,12,1.0,,velvet,velvet,,1,good_02,,,,13,no,,,,
event_coinsinrush2_02_e_114,40089,event_coinsinrush2_02_e,Self,Locale_MainScenario:event_coinsinrush2_02_e_114,False,,12,12,1.0,,velvet,,,1,good_02,,,,13,no,,,,
event_coinsinrush2_02_e_115,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_115,True,,12,12,1.0,,ade_b,ade_b,,1,good_02,,,,13,angry,,,,
event_coinsinrush2_02_e_116,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_116,True,,12,12,1.0,,velvet,velvet,,1,delight_02,,,,13,angry,,,,
event_coinsinrush2_02_e_117,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_117,True,,12,12,1.0,,velvet,velvet,,1,delight_02,,,,13,angry,,,,
event_coinsinrush2_02_e_118,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_118,True,,12,12,1.0,,velvet,velvet,,1,delight_02,,,,13,angry,,,,
event_coinsinrush2_02_e_119,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_119,True,,12,12,1.0,,ade_b,ade_b,,1,delight_02,,,,13,angry,,,,
event_coinsinrush2_02_e_120,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_120,True,,12,12,1.0,,velvet,velvet,,1,delight_02,,,,13,angry,,,,
event_coinsinrush2_02_e_121,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_121,True,,12,12,1.0,,ade_b,ade_b,,1,delight_02,,,,13,angry,,,,
event_coinsinrush2_02_e_122,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_122,True,,12,12,1.0,,velvet,velvet,,1,smile_02,,,,13,angry,,,,
event_coinsinrush2_02_e_123,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_123,True,,12,12,1.0,,velvet,velvet,,1,smile_02,,,,13,angry,,,,
event_coinsinrush2_02_e_124,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_124,True,,12,12,1.0,,velvet,velvet,,1,idle_02,,,,13,angry,,,,
event_coinsinrush2_02_e_125,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_125,False,,12,12,1.0,,ade_b,ade_b,,1,idle_02,,,,13,angry,,,,
event_coinsinrush2_02_e_126,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_126,True,,12,12,1.0,,velvet,velvet,,1,smile_02,,,,13,angry,,,,
event_coinsinrush2_02_e_127,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_127,True,,12,12,1.0,,velvet,velvet,,1,good_02,,,,13,angry,,,,
event_coinsinrush2_02_e_128,40089,event_coinsinrush2_02_e,Monologue,Locale_MainScenario:event_coinsinrush2_02_e_128,False,,12,1300,1.0,,ade_b,,,1,good_02,,,,13,angry,,,,
event_coinsinrush2_02_e_129,40089,event_coinsinrush2_02_e,Monologue,Locale_MainScenario:event_coinsinrush2_02_e_129,False,,1300,1300,1.0,,ade_b,,,1,good_02,,,,13,angry,,,,
event_coinsinrush2_02_e_130,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_130,True,,1300,100,1.0,,velvet,velvet,,1,delight_02,,,,13,angry,,,,
event_coinsinrush2_02_e_131,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_131,True,,100,100,1.0,,velvet,velvet,,1,delight_02,,,,13,angry,,,,
event_coinsinrush2_02_e_132,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_132,True,,100,100,1.0,,velvet,velvet,,1,delight_02,,,,13,angry,,,,
event_coinsinrush2_02_e_133,40089,event_coinsinrush2_02_e,Monologue,Locale_MainScenario:event_coinsinrush2_02_e_133,False,,black,black,1.0,none,,,,1,delight_02,,,,13,angry,velvet,,,
event_coinsinrush2_02_e_134,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_134,True,,130,130,1.0,,ade_b,ade_b,,,,,,,13,shy2,,,,
event_coinsinrush2_02_e_135,40089,event_coinsinrush2_02_e,Speech,Locale_MainScenario:event_coinsinrush2_02_e_135,True,,130,130,1.0,,ade_b,ade_b,,,,,,,13,shy2,,,,
event_coinsinrush2_02_e_136,40089,event_coinsinrush2_02_e,Self,Locale_MainScenario:event_coinsinrush2_02_e_136,False,,130,130,1.0,,ade_b,,,,,,,,13,shy2,,,,
