id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,fade
re_event_ce02_1_01_s_20,40082,re_event_ce02_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce02_1_01_s_20,True,,1,idle,,L_100,L_100,1.0,,,,,,,,,,,,,
re_event_ce02_1_01_s_21,40082,re_event_ce02_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce02_1_01_s_21,True,,1,idle,,L_100,L_100,1.0,,,,,,,,,,,,,
re_event_ce02_1_01_s_22,40082,re_event_ce02_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce02_1_01_s_22,True,,1,idle,,L_100,L_100,1.0,,,,,,,,,,,,,
re_event_ce02_1_01_s_23,40082,re_event_ce02_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce02_1_01_s_23,True,,1,idle,,L_100,L_100,1.0,,,,,,,,,,,,,
re_event_ce02_1_01_s_24,40082,re_event_ce02_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce02_1_01_s_24,True,,1,idle,,L_100,L_10,1.0,,,,,,,,,,,,,
re_event_ce02_1_01_s_25,40082,re_event_ce02_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce02_1_01_s_25,True,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,,,
re_event_ce02_1_01_s_26,40082,re_event_ce02_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce02_1_01_s_26,True,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,,,
re_event_ce02_1_01_s_27,40082,re_event_ce02_1_01_s,Self,,,Locale_SubScenario:event_ce02_1_01_s_27,False,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,,,
re_event_ce02_1_01_s_28,40082,re_event_ce02_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce02_1_01_s_28,True,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,,,
re_event_ce02_1_01_s_29,40082,re_event_ce02_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce02_1_01_s_29,True,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,,,
re_event_ce02_1_01_s_30,40082,re_event_ce02_1_01_s,Self,,,Locale_SubScenario:event_ce02_1_01_s_30,False,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,,,
re_event_ce02_1_01_s_31,40082,re_event_ce02_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce02_1_01_s_31,True,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,,,
re_event_ce02_1_01_s_32,40082,re_event_ce02_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce02_1_01_s_32,True,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,,,
re_event_ce02_1_01_s_33,40082,re_event_ce02_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce02_1_01_s_33,True,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,,,
re_event_ce02_1_01_s_34,40082,re_event_ce02_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce02_1_01_s_34,True,,1,idle,,L_10,L_100,1.0,,,,,,,,,,,,,
re_event_ce02_1_01_s_35,40082,re_event_ce02_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce02_1_01_s_35,True,,1,idle,,L_100,L_100,1.0,,,,,,,,,,,,,
re_event_ce02_1_01_s_36,40082,re_event_ce02_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce02_1_01_s_36,True,,1,idle,,L_100,L_100,1.0,,,,,,,,,,,,,
re_event_ce02_1_01_s_37,40082,re_event_ce02_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce02_1_01_s_37,True,,1,idle,,L_100,L_100,1.0,,,,,,,,,,,,,
re_event_ce02_1_01_s_38,40082,re_event_ce02_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce02_1_01_s_38,True,,1,idle,,L_100,L_100,1.0,,,,,,,,,,,,,
re_event_ce02_1_01_s_39,40082,re_event_ce02_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce02_1_01_s_39,True,,1,idle,,L_100,L_100,1.0,,,,,,,,,,,,,
re_event_ce02_1_01_s_40,40082,re_event_ce02_1_01_s,Self,,,Locale_SubScenario:event_ce02_1_01_s_40,False,,1,idle,,L_100,L_100,1.0,,,,,,,,,,,,,
re_event_ce02_1_01_s_41,40082,re_event_ce02_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce02_1_01_s_41,True,,1,idle,,L_100,L_100,1.0,,,,,,,,,,,,,
re_event_ce02_1_01_s_42,40082,re_event_ce02_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce02_1_01_s_42,True,,1,idle,,L_100,L_10,1.0,,,,,,,,,,,,,
re_event_ce02_1_01_s_43,40082,re_event_ce02_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce02_1_01_s_43,True,,1,idle,,L_10,L_10,1.0,,re_event_ce02_1_01_s_44,,,,,,,,,,,
re_event_ce02_1_01_s_44,40082,re_event_ce02_1_01_s,Self,,,Locale_SubScenario:event_ce02_1_01_s_44,False,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,,,
re_event_ce02_1_01_s_45,40082,re_event_ce02_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce02_1_01_s_45,True,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,,,
re_event_ce02_1_01_s_46,40082,re_event_ce02_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce02_1_01_s_46,True,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,,,
re_event_ce02_1_01_s_47,40082,re_event_ce02_1_01_s,Self,,,Locale_SubScenario:event_ce02_1_01_s_47,False,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,,,
re_event_ce02_1_01_s_48,40082,re_event_ce02_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce02_1_01_s_48,True,,1,idle,,L_10,1,1.0,,,,,,,,,,,,,
re_event_ce02_1_01_s_49,40082,re_event_ce02_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce02_1_01_s_49,True,,1,idle,,1,1,1.0,,,,,,,,,,,,,
re_event_ce02_1_01_s_50,40082,re_event_ce02_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce02_1_01_s_50,True,,1,idle,,1,1,1.0,,,,,,,,,,,,,
re_event_ce02_1_01_s_51,40082,re_event_ce02_1_01_s,Self,,,Locale_SubScenario:event_ce02_1_01_s_51,False,,1,idle,,1,1,1.0,,,,,,,,,,,,,
re_event_ce02_1_01_s_52,40082,re_event_ce02_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce02_1_01_s_52,True,,1,idle,,1,1,1.0,,,,,,,,,,,,,
re_event_ce02_1_01_s_53,40082,re_event_ce02_1_01_s,Speech,andersen,andersen,Locale_SubScenario:event_ce02_1_01_s_53,True,,1,idle,,1,L_10,1.0,,,,,,,,,,,,,
re_event_ce02_1_01_s_54,40082,re_event_ce02_1_01_s,Self,,,Locale_SubScenario:event_ce02_1_01_s_54,False,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,,,
re_event_ce02_1_01_s_55,40082,re_event_ce02_1_01_s,Speech,anis,anis,Locale_SubScenario:event_ce02_1_01_s_55,True,,1,idle,WasteLand_02,3,30,1.0,,,andersen,anis,3,void,neon,5,idle,rapi,1,idle,black
re_event_ce02_1_01_s_56,40082,re_event_ce02_1_01_s,Speech,anis,anis,Locale_SubScenario:event_ce02_1_01_s_56,True,,,,,30,30,1.0,,,,,3,void,,5,idle,,1,idle,
re_event_ce02_1_01_s_57,40082,re_event_ce02_1_01_s,Self,,,Locale_SubScenario:event_ce02_1_01_s_57,False,,,,,30,30,1.0,,,,,3,void,,5,idle,,1,idle,
re_event_ce02_1_01_s_58,40082,re_event_ce02_1_01_s,Speech,anis,anis,Locale_SubScenario:event_ce02_1_01_s_58,True,,,,,30,3,1.0,,,,,3,worry,,5,idle,,1,idle,
re_event_ce02_1_01_s_59,40082,re_event_ce02_1_01_s,Speech,anis,anis,Locale_SubScenario:event_ce02_1_01_s_59,True,,,,,3,3,1.0,,,,,3,worry,,5,idle,,1,idle,
re_event_ce02_1_01_s_60,40082,re_event_ce02_1_01_s,Speech,neon,neon,Locale_SubScenario:event_ce02_1_01_s_60,True,,,,,3,5,1.0,,,,,3,worry,,5,idle,,1,idle,
re_event_ce02_1_01_s_61,40082,re_event_ce02_1_01_s,Speech,neon,neon,Locale_SubScenario:event_ce02_1_01_s_61,True,,,,,5,5,1.0,,,,,3,worry,,5,no,,1,idle,
re_event_ce02_1_01_s_62,40082,re_event_ce02_1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_01_s_62,True,,,,,1,10,1.0,,,,,3,worry,,5,no,,1,idle,
re_event_ce02_1_01_s_63,40082,re_event_ce02_1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_01_s_63,True,,,,,10,10,1.0,,,,,3,worry,,5,no,,1,idle,
re_event_ce02_1_01_s_64,40082,re_event_ce02_1_01_s,Self,,,Locale_SubScenario:event_ce02_1_01_s_64,False,,,,,10,10,1.0,,,,,3,worry,,5,idle,,1,idle,
re_event_ce02_1_01_s_65,40082,re_event_ce02_1_01_s,Speech,anis,anis,Locale_SubScenario:event_ce02_1_01_s_65,True,,,,,10,31,1.0,,,,,3,idle,,5,idle,,1,idle,
re_event_ce02_1_01_s_66,40082,re_event_ce02_1_01_s,Speech,anis,anis,Locale_SubScenario:event_ce02_1_01_s_66,True,,,,,31,31,1.0,,,,,3,idle,,5,idle,,1,idle,
re_event_ce02_1_01_s_67,40082,re_event_ce02_1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_01_s_67,True,,,,,31,31,1.0,,,,,3,idle,,5,idle,,1,idle,
re_event_ce02_1_01_s_68,40082,re_event_ce02_1_01_s,Speech,neon,neon,Locale_SubScenario:event_ce02_1_01_s_68,True,,,,,S_50,S_50,1.0,,,,,3,idle,,5,idle,,1,idle,
re_event_ce02_1_01_s_69,40082,re_event_ce02_1_01_s,Speech,neon,neon,Locale_SubScenario:event_ce02_1_01_s_69,True,,,,,S_50,S_50,1.0,,,,,3,idle,,5,idle,,1,idle,
re_event_ce02_1_01_s_70,40082,re_event_ce02_1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_01_s_70,True,,,,,10,10,1.0,,,,,3,idle,,5,idle,,1,idle,
re_event_ce02_1_01_s_71,40082,re_event_ce02_1_01_s,Speech,neon,neon,Locale_SubScenario:event_ce02_1_01_s_71,True,,,,,S_50,S_50,1.0,,,,,3,idle,,5,idle,,1,idle,
re_event_ce02_1_01_s_72,40082,re_event_ce02_1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_01_s_72,True,,,,,10,10,1.0,,,,,3,idle,,5,idle,,1,idle,
re_event_ce02_1_01_s_73,40082,re_event_ce02_1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_01_s_73,True,,,,,10,10,1.0,,,,,3,idle,,5,idle,,1,idle,
re_event_ce02_1_01_s_74,40082,re_event_ce02_1_01_s,Speech,neon,neon,Locale_SubScenario:event_ce02_1_01_s_74,True,,,,,S_50,S_50,1.0,,,,,3,idle,,5,idle,,1,idle,
re_event_ce02_1_01_s_75,40082,re_event_ce02_1_01_s,Speech,anis,anis,Locale_SubScenario:event_ce02_1_01_s_75,True,,,,,S_50,53,1.0,,,,,3,idle,,5,idle,,1,idle,
re_event_ce02_1_01_s_76,40082,re_event_ce02_1_01_s,Speech,neon,neon,Locale_SubScenario:event_ce02_1_01_s_76,True,,,,,53,53,1.0,,,,,3,idle,,5,idle,,1,idle,
re_event_ce02_1_01_s_77,40082,re_event_ce02_1_01_s,Speech,neon,neon,Locale_SubScenario:event_ce02_1_01_s_77,True,,,,,53,53,1.0,,,,,3,idle,,5,no,,1,idle,
re_event_ce02_1_01_s_78,40082,re_event_ce02_1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_01_s_78,True,,,,,53,1,1.0,,,,,3,idle,,5,no,,1,idle,
