id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,fade,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,speaker,play_sound
snowfall_global_emma_13_9,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_9,True,,10,10,1.0,,,,,,emma,,1,idle,emma,
snowfall_global_emma_13_10,80903,snowfall_global_emma_13,Self,Locale_SubScenario:snowfall_global_emma_13_10,False,,10,10,1.0,,,,,,emma,,1,idle,,
snowfall_global_emma_13_11,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_11,True,,10,10,1.0,,,,,,emma,,1,idle,emma,
snowfall_global_emma_13_12,80903,snowfall_global_emma_13,Choice,Locale_SubScenario:snowfall_global_emma_13_12,False,,10,10,1.0,,,snowfall_global_emma_13_14,,,emma,,1,idle,,
snowfall_global_emma_13_13,80903,snowfall_global_emma_13,Choice,Locale_SubScenario:snowfall_global_emma_13_13,False,,10,10,1.0,,,snowfall_global_emma_13_23,,,emma,,1,idle,,
snowfall_global_emma_13_14,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_14,True,,10,10,1.0,,,,,,emma,,1,worry,emma,
snowfall_global_emma_13_15,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_15,True,,10,10,1.0,,,,,,emma,,1,worry,emma,
snowfall_global_emma_13_16,80903,snowfall_global_emma_13,Self,Locale_SubScenario:snowfall_global_emma_13_16,False,,10,10,1.0,,,,,,emma,,1,worry,,
snowfall_global_emma_13_17,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_17,True,,10,10,1.0,,,,,,emma,,1,idle,emma,
snowfall_global_emma_13_18,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_18,True,,10,10,1.0,,,,,,emma,,1,idle,emma,
snowfall_global_emma_13_19,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_19,True,,10,10,1.0,,,,,,emma,,1,idle,emma,
snowfall_global_emma_13_20,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_20,True,,10,10,1.0,,,,,,emma,,1,idle,emma,
snowfall_global_emma_13_21,80903,snowfall_global_emma_13,Self,Locale_SubScenario:snowfall_global_emma_13_21,False,,10,10,1.0,,,,,,emma,,1,idle,,
snowfall_global_emma_13_22,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_22,True,,10,10,1.0,,,snowfall_global_emma_13_24,,,emma,,1,delight,emma,
snowfall_global_emma_13_23,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_23,True,,10,10,1.0,,,snowfall_global_emma_13_24,,,emma,,1,delight,emma,
snowfall_global_emma_13_24,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_24,True,,10,1,1.0,,,,,,emma,,1,idle,emma,
snowfall_global_emma_13_25,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_25,True,,1,1,1.0,,,,,,emma,,1,idle,emma,
snowfall_global_emma_13_26,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_26,True,,1,1,1.0,,,,,,emma,,1,idle,emma,
snowfall_global_emma_13_27,80903,snowfall_global_emma_13,Self,Locale_SubScenario:snowfall_global_emma_13_27,False,,1,1,1.0,,,,,,emma,,1,idle,,
snowfall_global_emma_13_28,80903,snowfall_global_emma_13,Self,Locale_SubScenario:snowfall_global_emma_13_28,False,,1,1,1.0,,,,,,emma,,1,idle,,
snowfall_global_emma_13_29,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_29,True,,1,1,1.0,,,,,,emma,,1,special,emma,
snowfall_global_emma_13_30,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_30,True,,1,1,1.0,,,,,,emma,,1,special,emma,
snowfall_global_emma_13_31,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_31,True,,1,1,1.0,,,,,,emma,,1,special,emma,
snowfall_global_emma_13_32,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_32,True,,1,1,1.0,,,,,,emma,,1,special,emma,
snowfall_global_emma_13_33,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_33,True,,1,1,1.0,,,,,,emma,,1,special,emma,
snowfall_global_emma_13_34,80903,snowfall_global_emma_13,Self,Locale_SubScenario:snowfall_global_emma_13_34,False,,1,1,1.0,,,,,,emma,,1,special,,
snowfall_global_emma_13_35,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_35,True,,1,1,1.0,,,,,,emma,,1,idle,emma,
snowfall_global_emma_13_36,80903,snowfall_global_emma_13,Self,Locale_SubScenario:snowfall_global_emma_13_36,False,,1,1,1.0,,,,,,emma,,1,idle,,
snowfall_global_emma_13_37,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_37,True,,1,1,1.0,,,,,,emma,,1,surprise,emma,
snowfall_global_emma_13_38,80903,snowfall_global_emma_13,Self,Locale_SubScenario:snowfall_global_emma_13_38,False,,1,1,1.0,,,,,,emma,,1,surprise,,
snowfall_global_emma_13_39,80903,snowfall_global_emma_13,Self,Locale_SubScenario:snowfall_global_emma_13_39,False,,1,1,1.0,,,,,,emma,,1,surprise,,
snowfall_global_emma_13_40,80903,snowfall_global_emma_13,Self,Locale_SubScenario:snowfall_global_emma_13_40,False,,1,1,1.0,,,,,,emma,,1,surprise,,
snowfall_global_emma_13_41,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_41,True,,1,1,1.0,,,,,,emma,,1,idle,emma,
snowfall_global_emma_13_42,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_42,True,,1,1,1.0,,,,,,emma,,1,idle,emma,
snowfall_global_emma_13_43,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_43,True,,1,1,1.0,,,,,,emma,,1,idle,emma,
snowfall_global_emma_13_44,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_44,True,,1,1,1.0,,,,,,emma,,1,delight,emma,
snowfall_global_emma_13_45,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_45,True,,1,1,1.0,,,,,,emma,,1,delight,emma,
snowfall_global_emma_13_46,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_46,True,,1,1,1.0,,,,,,emma,,1,delight,emma,
snowfall_global_emma_13_47,80903,snowfall_global_emma_13,Self,Locale_SubScenario:snowfall_global_emma_13_47,False,,1,1,1.0,,,,,,emma,,1,delight,,
snowfall_global_emma_13_48,80903,snowfall_global_emma_13,Self,Locale_SubScenario:snowfall_global_emma_13_48,False,,1,1,1.0,,,,,,emma,,1,delight,,
snowfall_global_emma_13_49,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_49,True,,1,1,1.0,,,,,,emma,,1,idle,emma,
snowfall_global_emma_13_50,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_50,True,,1,1,1.0,,,,,,emma,,1,idle,emma,
snowfall_global_emma_13_51,80903,snowfall_global_emma_13,Monologue,Locale_SubScenario:snowfall_global_emma_13_51,False,,1,10,1.0,,,,,,emma,,1,idle,,
snowfall_global_emma_13_52,80903,snowfall_global_emma_13,Monologue,Locale_SubScenario:snowfall_global_emma_13_52,False,,10,10,1.0,,,,,,emma,,1,idle,,
snowfall_global_emma_13_53,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_53,True,,10,10,1.0,,,,,,emma,,1,idle,emma,
snowfall_global_emma_13_54,80903,snowfall_global_emma_13,Self,Locale_SubScenario:snowfall_global_emma_13_54,False,,10,10,1.0,,,,,,emma,,1,idle,,
snowfall_global_emma_13_55,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_55,True,,10,10,1.0,,,,,,emma,,1,idle,emma,
snowfall_global_emma_13_56,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_56,True,,10,10,1.0,,,,,,emma,,1,idle,emma,
snowfall_global_emma_13_57,80903,snowfall_global_emma_13,Self,Locale_SubScenario:snowfall_global_emma_13_57,False,,10,10,1.0,,,,,,emma,,1,idle,,
snowfall_global_emma_13_58,80903,snowfall_global_emma_13,Self,Locale_SubScenario:snowfall_global_emma_13_58,False,,10,10,1.0,,,,,,emma,,1,idle,,
snowfall_global_emma_13_59,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_59,True,,10,10,1.0,,,,,,emma,,1,idle,emma,
snowfall_global_emma_13_60,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_60,True,,10,10,1.0,,,,,,emma,,1,idle,emma,
snowfall_global_emma_13_61,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_61,True,,10,100,0.6,,,,,,emma,,1,shy,emma,
snowfall_global_emma_13_62,80903,snowfall_global_emma_13,Self,Locale_SubScenario:snowfall_global_emma_13_62,False,,100,100,1.0,,,,,,emma,,1,shy,,
snowfall_global_emma_13_63,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_63,True,,100,10,1.0,,,,,,emma,,1,special,emma,
snowfall_global_emma_13_64,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_64,True,,10,10,1.0,,,,,,emma,,1,special,emma,
snowfall_global_emma_13_65,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_65,True,,10,10,1.0,,,,,,emma,,1,special,emma,
snowfall_global_emma_13_66,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_66,True,,10,10,1.0,,,,,,emma,,1,special,emma,
snowfall_global_emma_13_67,80903,snowfall_global_emma_13,Self,Locale_SubScenario:snowfall_global_emma_13_67,False,,10,10,1.0,,,,,,emma,,1,special,,
snowfall_global_emma_13_68,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_68,True,,10,10,1.0,,,,,,emma,,1,shy,emma,
snowfall_global_emma_13_69,80903,snowfall_global_emma_13,Monologue,Locale_SubScenario:snowfall_global_emma_13_69,False,,black,black,1.0,,,,,,emma,,1,shy,,
snowfall_global_emma_13_70,80903,snowfall_global_emma_13,Monologue,Locale_SubScenario:snowfall_global_emma_13_70,False,,black,black,1.0,,,,,,emma,,1,shy,,
snowfall_global_emma_13_71,80903,snowfall_global_emma_13,Monologue,Locale_SubScenario:snowfall_global_emma_13_71,False,,black,black,1.0,,,,,,emma,,1,shy,,
snowfall_global_emma_13_72,80903,snowfall_global_emma_13,Monologue,Locale_SubScenario:snowfall_global_emma_13_72,False,,black,black,1.0,,,,,,emma,,1,shy,,
snowfall_global_emma_13_73,80903,snowfall_global_emma_13,Monologue,Locale_SubScenario:snowfall_global_emma_13_73,False,,black,black,1.0,,,,,,emma,,1,shy,,
snowfall_global_emma_13_74,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_74,True,,10,100,0.6,,,,,,emma,,1,shy,emma,
snowfall_global_emma_13_75,80903,snowfall_global_emma_13,Self,Locale_SubScenario:snowfall_global_emma_13_75,False,,100,100,1.0,,,,,,emma,,1,shy,,
snowfall_global_emma_13_76,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_76,True,,100,100,1.0,,,,,,emma,,1,shy,emma,
snowfall_global_emma_13_77,80903,snowfall_global_emma_13,Self,Locale_SubScenario:snowfall_global_emma_13_77,False,,100,100,1.0,,,,,,emma,,1,shy,,
snowfall_global_emma_13_78,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_78,True,,100,10,1.0,,,,,,emma,,1,idle,emma,
snowfall_global_emma_13_79,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_79,True,,10,10,1.0,,,,,,emma,,1,idle,emma,
snowfall_global_emma_13_80,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_80,True,,10,10,1.0,,,,,,emma,,1,idle,emma,
snowfall_global_emma_13_81,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_81,True,,10,10,1.0,,,,,,emma,,1,idle,emma,
snowfall_global_emma_13_82,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_82,True,,10,10,1.0,,,,,,emma,,1,special,emma,
snowfall_global_emma_13_83,80903,snowfall_global_emma_13,Self,Locale_SubScenario:snowfall_global_emma_13_83,False,,10,10,1.0,,,,,,emma,,1,special,,
snowfall_global_emma_13_84,80903,snowfall_global_emma_13,Narration,Locale_SubScenario:snowfall_global_emma_13_84,False,,10,10,1.0,,,,,,emma,,1,special,,sfx_scn_unbutton
snowfall_global_emma_13_85,80903,snowfall_global_emma_13,Monologue,Locale_SubScenario:snowfall_global_emma_13_85,False,,10,100,1.0,,,,,,emma,,1,special,,
snowfall_global_emma_13_86,80903,snowfall_global_emma_13,Monologue,Locale_SubScenario:snowfall_global_emma_13_86,False,,100,100,1.0,,,,,,emma,,1,special,,
snowfall_global_emma_13_87,80903,snowfall_global_emma_13,Self,Locale_SubScenario:snowfall_global_emma_13_87,False,,100,100,1.0,,,,,,emma,,1,special,,
snowfall_global_emma_13_88,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_88,True,,100,100,1.0,,,,,,emma,,1,special,emma,
snowfall_global_emma_13_89,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_89,True,,100,100,1.0,,,,,,emma,,1,special,emma,
snowfall_global_emma_13_90,80903,snowfall_global_emma_13,Self,Locale_SubScenario:snowfall_global_emma_13_90,False,,100,100,1.0,,,,,,emma,,1,special,,
snowfall_global_emma_13_91,80903,snowfall_global_emma_13,Speech,Locale_SubScenario:snowfall_global_emma_13_91,True,,100,100,1.0,,,,,,emma,,1,delight,emma,
snowfall_global_emma_13_92,80903,snowfall_global_emma_13,Monologue,Locale_SubScenario:snowfall_global_emma_13_92,False,,black,black,1.0,,,,,,emma,,1,delight,,
snowfall_global_emma_13_93,80903,snowfall_global_emma_13,Monologue,Locale_SubScenario:snowfall_global_emma_13_93,False,,black,black,1.0,,,,,,emma,,1,delight,,
