id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,set_camera_shake,characters/0/hide_char_id,characters/3/hide_char_id,characters/2/hide_char_id,jump_target,characters/1/hide_char_id,set_filter_01
event_alonesurvivor_03_e_20,40033,event_alonesurvivor_03_e,Speech,alice,Locale_SubScenario:event_alonesurvivor_03_e_20,True,,1,idle,,3,think,,5,delight,,7,idle,,4,4,1.0,,,alice,,,,,,,
event_alonesurvivor_03_e_21,40033,event_alonesurvivor_03_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_03_e_21,True,,1,idle,,3,think,,5,delight,,7,idle,,4,4,1.0,,,ludmilla,,,,,,,
event_alonesurvivor_03_e_22,40033,event_alonesurvivor_03_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_03_e_22,True,,1,idle,,3,think,,5,delight,,7,idle,,4,4,1.0,,,ludmilla,,,,,,,
event_alonesurvivor_03_e_23,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_23,True,,1,special,,3,think,,5,idle,,7,idle,,1,S_10,0.5,,,tove,Low_2,,,,,,
event_alonesurvivor_03_e_24,40033,event_alonesurvivor_03_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_03_e_24,False,,1,special,,3,think,,5,idle,,7,idle,,30,30,1.0,,,ludmilla,,,,,,,
event_alonesurvivor_03_e_25,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_25,True,,1,special,,3,think,,5,idle,,7,idle,,S_10,S_10,1.0,,,tove,Low_2,,,,,,
event_alonesurvivor_03_e_26,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_26,True,,1,special,,3,think,,5,idle,,7,idle,,S_10,S_10,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_27,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_27,True,,1,special,,3,think,,5,idle,,7,idle,,S_10,S_10,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_28,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_28,True,,1,special,,3,think,,5,idle,,7,idle,,S_10,S_10,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_29,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_29,True,,1,special,,3,think,,5,idle,,7,idle,,S_10,S_10,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_30,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_30,True,,1,special,,3,think,,5,idle,,7,idle,,S_10,S_10,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_31,40033,event_alonesurvivor_03_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_03_e_31,False,,1,special,,3,think,,5,idle,,7,idle,,30,30,1.0,,,ludmilla,,,,,,,
event_alonesurvivor_03_e_32,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_32,True,,1,think,,3,think,,5,idle,,7,idle,,30,S_10,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_33,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_33,True,,1,think,,3,think,,5,idle,,7,idle,,S_10,S_10,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_34,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_34,True,,1,sad,,3,think,,5,idle,,7,idle,,S_10,S_10,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_35,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_35,True,,1,sad,,3,think,,5,idle,,7,idle,,S_10,S_10,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_36,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_36,True,,1,sad,,3,think,,5,idle,,7,idle,,S_10,S_10,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_37,40033,event_alonesurvivor_03_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_03_e_37,True,,1,sad,,3,think,,5,idle,,7,idle,,S_10,2,1.0,,none,ludmilla,,,,,,,
event_alonesurvivor_03_e_38,40033,event_alonesurvivor_03_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_03_e_38,True,,1,sad,,3,think,,5,idle,,7,idle,,2,2,1.0,,bgm_frostpillar,ludmilla,,,,,,,
event_alonesurvivor_03_e_39,40033,event_alonesurvivor_03_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_03_e_39,True,,1,sad,,3,idle,,5,idle,,7,idle,,2,2,1.0,,,ludmilla,,,,,,,
event_alonesurvivor_03_e_40,40033,event_alonesurvivor_03_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_03_e_40,True,,1,sad,,3,idle,,5,idle,,7,idle,,2,2,1.0,,,ludmilla,,,,,,,
event_alonesurvivor_03_e_41,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_41,False,,1,surprise,,3,idle,,5,idle,,7,idle,,S_10,S_10,1.0,,,tove,Low_2,,,,,,
event_alonesurvivor_03_e_42,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_42,True,,1,shy,,3,idle,,5,idle,,7,idle,,S_10,S_100,0.7,,,tove,Low_2,,,,,,
event_alonesurvivor_03_e_43,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_43,True,,1,shy,,3,idle,,5,idle,,7,idle,,S_100,S_100,1.0,,,tove,Low_2,,,,,,
event_alonesurvivor_03_e_44,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_44,True,,1,delight,,3,idle,,5,idle,,7,idle,,S_100,S_100,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_45,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_45,True,,1,delight,,3,idle,,5,idle,,7,idle,,S_100,S_10,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_46,40033,event_alonesurvivor_03_e,Speech,neve,Locale_SubScenario:event_alonesurvivor_03_e_46,False,,1,delight,,3,idle,,5,idle,,7,sad,,S_10,S_10,1.0,,,neve,,,,,,,
event_alonesurvivor_03_e_47,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_47,True,,1,delight,,3,idle,,5,idle,,7,idle,,S_10,S_10,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_48,40033,event_alonesurvivor_03_e,Monologue,Monologue,Locale_SubScenario:event_alonesurvivor_03_e_48,False,,1,delight,,3,idle,,5,idle,,7,idle,,S_10,S_10,1.0,,,,,tove,neve,,,,
event_alonesurvivor_03_e_49,40033,event_alonesurvivor_03_e,Speech,alice,Locale_SubScenario:event_alonesurvivor_03_e_49,True,,,,,3,idle,,5,surprise,,,,,5,S_50,0.7,,,alice,,,,,,,
event_alonesurvivor_03_e_50,40033,event_alonesurvivor_03_e,Speech,alice,Locale_SubScenario:event_alonesurvivor_03_e_50,True,,,,,3,idle,,5,delight,,,,,S_50,S_50,1.0,,,alice,,,,,,,
event_alonesurvivor_03_e_51,40033,event_alonesurvivor_03_e,Monologue,Monologue,Locale_SubScenario:event_alonesurvivor_03_e_51,False,,,,,3,idle,,5,delight,,,,,S_50,S_50,1.0,,,,,,,alice,,,
event_alonesurvivor_03_e_52,40033,event_alonesurvivor_03_e,Self,Self,Locale_SubScenario:event_alonesurvivor_03_e_52,False,,,,,3,idle,,,,,,,,S_50,3,1.0,,,,,,,,,,
event_alonesurvivor_03_e_53,40033,event_alonesurvivor_03_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_03_e_53,True,,,,,3,idle,,,,,,,,3,3,1.0,,,ludmilla,,,,,,,
event_alonesurvivor_03_e_54,40033,event_alonesurvivor_03_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_03_e_54,True,,,,,3,think,,,,,,,,3,3,1.0,,,ludmilla,,,,,,,
event_alonesurvivor_03_e_55,40033,event_alonesurvivor_03_e,Choice,,Locale_SubScenario:event_alonesurvivor_03_e_55,False,,,,,3,think,,,,,,,,3,3,1.0,,,,,,,,event_alonesurvivor_03_e_57,,
event_alonesurvivor_03_e_56,40033,event_alonesurvivor_03_e,Choice,,Locale_SubScenario:event_alonesurvivor_03_e_56,False,,,,,3,think,,,,,,,,3,3,1.0,,,,,,,,event_alonesurvivor_03_e_57,,
event_alonesurvivor_03_e_57,40033,event_alonesurvivor_03_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_03_e_57,True,,,,,3,idle,,,,,,,,3,3,1.0,,,ludmilla,,,,,,,
event_alonesurvivor_03_e_58,40033,event_alonesurvivor_03_e,Narration,Narration,Locale_SubScenario:event_alonesurvivor_03_e_58,False,tove,1,delight,,3,idle,,,,,,,,black,black,1.0,,,,,,,,,,
event_alonesurvivor_03_e_59,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_59,True,,1,delight,,3,idle,,,,,,,,S_10,S_10,1.0,,,tove,Low_2,,,,,,
event_alonesurvivor_03_e_60,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_60,True,,1,delight,,3,idle,,,,,,,,S_10,S_10,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_61,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_61,True,,1,delight,,3,idle,,,,,,,,S_10,S_10,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_62,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_62,True,,1,delight,,3,idle,,,,,,,,S_10,S_10,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_63,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_63,False,,1,delight,,3,idle,,,,,,,,S_10,S_10,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_64,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_64,True,,1,sad,,3,idle,,,,,,,,S_10,S_10,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_65,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_65,True,,1,sad,,3,idle,,,,,,,,S_10,S_10,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_66,40033,event_alonesurvivor_03_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_03_e_66,True,,1,sad,,3,idle,,,,,,,,S_10,2,1.0,,,ludmilla,,,,,,,
event_alonesurvivor_03_e_67,40033,event_alonesurvivor_03_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_03_e_67,True,,1,sad,,3,idle,,,,,,,,2,2,1.0,,,ludmilla,,,,,,,
event_alonesurvivor_03_e_68,40033,event_alonesurvivor_03_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_03_e_68,True,,1,sad,,3,idle,,,,,,,,2,2,1.0,,,ludmilla,,,,,,,
event_alonesurvivor_03_e_69,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_69,True,,1,surprise,,3,idle,,,,,,,,2,2,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_70,40033,event_alonesurvivor_03_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_03_e_70,True,,1,surprise,,3,idle,,,,,,,,2,2,1.0,,,ludmilla,,,,,,,
event_alonesurvivor_03_e_71,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_71,True,,1,think,,3,idle,,,,,,,,2,1,1.0,,,tove,,,,,,ludmilla,
event_alonesurvivor_03_e_72,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_72,True,,1,think,,,,,,,,,,,1,1,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_73,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_73,True,,1,idle,,,,,,,,,,,1,S_10,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_74,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_74,True,,1,idle,,,,,,,,,,,S_10,S_10,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_75,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_75,True,,1,idle,,,,,,,,,,,S_10,S_10,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_76,40033,event_alonesurvivor_03_e,Self,Self,Locale_SubScenario:event_alonesurvivor_03_e_76,False,,1,idle,,,,,,,,,,,S_10,S_10,1.0,,,,,,,,,,
event_alonesurvivor_03_e_77,40033,event_alonesurvivor_03_e,Monologue,Monologue,Locale_SubScenario:event_alonesurvivor_03_e_77,False,,1,idle,,,,,,,,,,,S_10,S_10,1.0,,,,,,,,,,
event_alonesurvivor_03_e_78,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_78,True,,1,think,,,,,,,,,,,S_10,S_10,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_79,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_79,True,,1,think,,,,,,,,,,,S_10,S_10,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_80,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_80,True,,1,think,,,,,,,,,,,S_10,S_10,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_81,40033,event_alonesurvivor_03_e,Choice,,Locale_SubScenario:event_alonesurvivor_03_e_81,False,,1,think,,,,,,,,,,,S_10,S_10,1.0,,,,,,,,event_alonesurvivor_03_e_83,,
event_alonesurvivor_03_e_82,40033,event_alonesurvivor_03_e,Choice,,Locale_SubScenario:event_alonesurvivor_03_e_82,False,,1,think,,,,,,,,,,,S_10,S_10,1.0,,,,,,,,event_alonesurvivor_03_e_86,,
event_alonesurvivor_03_e_83,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_83,True,,1,shy,,,,,,,,,,,S_10,S_10,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_84,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_84,True,,1,shy,,,,,,,,,,,S_10,S_10,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_85,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_85,True,,1,shy,,,,,,,,,,,S_10,S_10,1.0,,,tove,,,,,event_alonesurvivor_03_e_91,,
event_alonesurvivor_03_e_86,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_86,True,,1,think,,,,,,,,,,,S_10,S_10,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_87,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_87,True,,1,think,,,,,,,,,,,S_10,S_10,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_88,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_88,True,,1,think,,,,,,,,,,,S_10,S_10,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_89,40033,event_alonesurvivor_03_e,Self,Self,Locale_SubScenario:event_alonesurvivor_03_e_89,False,,1,think,,,,,,,,,,,S_10,S_10,1.0,,,,,,,,,,
event_alonesurvivor_03_e_90,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_90,True,,1,think,,,,,,,,,,,S_10,S_10,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_91,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_91,True,,1,sad,,,,,,,,,,,S_10,1,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_92,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_92,True,,1,delight,,,,,,,,,,,1,1,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_93,40033,event_alonesurvivor_03_e,Self,Self,Locale_SubScenario:event_alonesurvivor_03_e_93,False,,1,delight,,,,,,,,,,,1,1,1.0,,,,,,,,,,
event_alonesurvivor_03_e_94,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_94,True,,1,special,,,,,,,,,,,1,1,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_95,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_95,True,,1,special,,,,,,,,,,,1,S_10,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_96,40033,event_alonesurvivor_03_e,Monologue,Monologue,Locale_SubScenario:event_alonesurvivor_03_e_96,False,,1,special,,,,,,,,,,,S_10,S_10,1.0,,,,,,,,,,
event_alonesurvivor_03_e_97,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_97,True,,1,special,,,,,,,,,,,S_10,S_10,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_98,40033,event_alonesurvivor_03_e,Monologue,Monologue,Locale_SubScenario:event_alonesurvivor_03_e_98,False,,1,special,,,,,,,,,,,S_10,S_10,1.0,,,,,,,,,,
event_alonesurvivor_03_e_99,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_99,True,,1,delight,,,,,,,,,,,S_10,S_10,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_100,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_100,True,,1,delight,,,,,,,,,,,S_10,S_10,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_101,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_101,True,,1,delight,,,,,,,,,,,S_10,S_10,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_102,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_102,True,,1,special,,,,,,,,,,,S_10,S_10,1.0,,,tove,,,,,,,
event_alonesurvivor_03_e_103,40033,event_alonesurvivor_03_e,Self,Self,Locale_SubScenario:event_alonesurvivor_03_e_103,False,,1,special,,,,,,,,,,,S_10,S_10,1.0,,,,,,,,,,
event_alonesurvivor_03_e_104,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_104,True,,1,idle,,,,,,,,,,,S_10,S_10,1.0,,none,tove,,,,,,,
event_alonesurvivor_03_e_105,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_105,True,,1,special,,,,,,,,,,,S_10,1,0.3,,,tove,Low_2,,,,,,
event_alonesurvivor_03_e_106,40033,event_alonesurvivor_03_e,Monologue,Monologue,Locale_SubScenario:event_alonesurvivor_03_e_106,False,,1,special,,,,,,,,,,,1,1,1.0,,,,,,,,,,
event_alonesurvivor_03_e_107,40033,event_alonesurvivor_03_e,Monologue,Monologue,Locale_SubScenario:event_alonesurvivor_03_e_107,False,,1,special,,,,,,,,,,,1,1,1.0,sfx_scn_slide,,,,,,,,,
event_alonesurvivor_03_e_108,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_108,True,,1,surprise,,,,,,,,,,,1,S_10,0.7,,bgm_story_darklord,tove,,,,,,,Vignetting
event_alonesurvivor_03_e_109,40033,event_alonesurvivor_03_e,Self,Self,Locale_SubScenario:event_alonesurvivor_03_e_109,False,,1,surprise,,,,,,,,,,,S_10,S_10,1.0,,,,,,,,,,Vignetting
event_alonesurvivor_03_e_110,40033,event_alonesurvivor_03_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_03_e_110,True,,1,no,,,,,,,,,,,S_10,S_100,0.7,,,tove,Low_2,,,,,,Vignetting
