id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id,characters/2/hide_char_id,play_sound
event_juveniledays_03_e_11,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_11,False,,13,idle,,3,idle,,1,no,,2,130,1.5,,,,
event_juveniledays_03_e_12,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_12,True,,13,idle,,3,idle,,1,no,,130,130,1.0,,,,
event_juveniledays_03_e_13,40053,event_juveniledays_03_e,Speech,rei,rei,Locale_SubScenario:event_juveniledays_03_e_13,True,,13,idle,,3,idle,,1,surprise,,2,2,1.0,,,,
event_juveniledays_03_e_14,40053,event_juveniledays_03_e,Speech,rei,rei,Locale_SubScenario:event_juveniledays_03_e_14,True,,13,idle,,3,idle,,1,idle,,2,2,1.0,,,,
event_juveniledays_03_e_15,40053,event_juveniledays_03_e,Speech,rei,rei,Locale_SubScenario:event_juveniledays_03_e_15,True,,13,idle,,3,idle,,1,idle,,2,2,1.0,,,,
event_juveniledays_03_e_16,40053,event_juveniledays_03_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_03_e_16,True,,13,idle,,3,idle,,1,idle,,2,2,1.0,,,,
event_juveniledays_03_e_17,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_17,True,,13,idle,,3,idle,,1,idle,,2,130,1.5,,,,
event_juveniledays_03_e_18,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_18,True,,13,idle,,3,idle,,1,idle,,130,130,1.0,,,,
event_juveniledays_03_e_19,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_19,True,,13,angry,,3,idle,,1,idle,,130,1300,0.7,,,,
event_juveniledays_03_e_20,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_20,True,,13,angry,,3,idle,,1,idle,,1300,1300,1.0,,,,
event_juveniledays_03_e_21,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_21,True,,13,angry,,3,idle,,1,idle,,1300,1300,1.0,,,,
event_juveniledays_03_e_22,40053,event_juveniledays_03_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_03_e_22,True,,13,angry,,3,idle,,1,idle,,30,30,1.0,,,,
event_juveniledays_03_e_23,40053,event_juveniledays_03_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_03_e_23,True,,13,angry,,3,idle,,1,idle,,30,30,1.0,,,,
event_juveniledays_03_e_24,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_24,True,,13,no,,3,idle,,1,idle,,130,1300,0.7,,,,
event_juveniledays_03_e_25,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_25,True,,13,no,,3,idle,,1,idle,,1300,1300,1.0,,,,
event_juveniledays_03_e_26,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_26,True,,13,idle,,3,idle,,1,idle,,1300,1300,1.0,,,,
event_juveniledays_03_e_27,40053,event_juveniledays_03_e,Speech,rei,rei,Locale_SubScenario:event_juveniledays_03_e_27,True,,13,idle,,3,idle,,1,angry,,1300,12,1.0,,,,
event_juveniledays_03_e_28,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_28,True,,13,idle,,3,idle,,1,angry,,12,12,1.0,,,,
event_juveniledays_03_e_29,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_29,True,,13,idle,,3,idle,,1,angry,,12,12,1.0,,,,
event_juveniledays_03_e_30,40053,event_juveniledays_03_e,Speech,rei,rei,Locale_SubScenario:event_juveniledays_03_e_30,True,,13,idle,,3,idle,,1,angry,,12,12,1.0,,,,
event_juveniledays_03_e_31,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_31,True,,13,idle,,3,idle,,1,angry,,12,12,1.0,,,,
event_juveniledays_03_e_32,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_32,True,,13,delight,,3,idle,,1,angry,,12,12,1.0,,,,
event_juveniledays_03_e_33,40053,event_juveniledays_03_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_03_e_33,True,,13,delight,,3,idle,,1,angry,,30,30,1.0,,,,
event_juveniledays_03_e_34,40053,event_juveniledays_03_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_03_e_34,True,,13,delight,,3,idle,,1,angry,,30,30,1.0,,,,
event_juveniledays_03_e_35,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_35,True,,13,idle,,3,idle,,1,angry,,130,130,1.0,,,,
event_juveniledays_03_e_36,40053,event_juveniledays_03_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_03_e_36,True,,13,idle,,3,idle,,1,angry,,30,30,1.0,,,,
event_juveniledays_03_e_37,40053,event_juveniledays_03_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_03_e_37,True,,13,idle,,3,idle,,1,angry,,30,30,1.0,,,,
event_juveniledays_03_e_38,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_38,True,,13,idle,,3,idle,,1,angry,,130,130,1.0,,,,
event_juveniledays_03_e_39,40053,event_juveniledays_03_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_03_e_39,True,,13,idle,,3,idle,,1,angry,,30,30,1.0,,,,
event_juveniledays_03_e_40,40053,event_juveniledays_03_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_03_e_40,True,,13,idle,,3,idle,,1,angry,,30,30,1.0,,,,
event_juveniledays_03_e_41,40053,event_juveniledays_03_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_03_e_41,True,,13,idle,,3,idle,,1,angry,,30,30,1.0,,,,
event_juveniledays_03_e_42,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_42,True,,13,idle,,3,idle,,1,angry,,130,1300,1.0,,,,
event_juveniledays_03_e_43,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_43,True,,13,idle,,3,idle,,1,angry,,1300,1300,1.0,,,,
event_juveniledays_03_e_44,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_44,True,,13,idle,,3,idle,,1,angry,,1300,1300,1.0,,,,
event_juveniledays_03_e_45,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_45,True,,13,idle,,3,idle,,1,angry,,1300,1300,1.0,,,,
event_juveniledays_03_e_46,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_46,True,,13,idle,,3,idle,,1,angry,,1300,1300,1.0,,,,
event_juveniledays_03_e_47,40053,event_juveniledays_03_e,Speech,rei,rei,Locale_SubScenario:event_juveniledays_03_e_47,True,,13,idle,,3,idle,,1,angry,,1300,12,1.0,,,,
event_juveniledays_03_e_48,40053,event_juveniledays_03_e,Speech,rei,rei,Locale_SubScenario:event_juveniledays_03_e_48,True,,13,idle,,3,idle,,1,angry,,12,12,1.0,,,,
event_juveniledays_03_e_49,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_49,False,,13,no,,3,idle,,1,angry,,12,12,1.0,,,,
event_juveniledays_03_e_50,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_50,True,,13,idle,,3,idle,,1,angry,,12,12,1.0,,,,
event_juveniledays_03_e_51,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_51,True,,13,idle,,3,idle,,1,angry,,12,12,1.0,,,,
event_juveniledays_03_e_52,40053,event_juveniledays_03_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_03_e_52,True,,13,idle,,3,idle,,1,angry,,12,2,1.0,,,,
event_juveniledays_03_e_53,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_53,True,,13,surprise,,3,idle,,1,angry,,2,12,1.0,,,,
event_juveniledays_03_e_54,40053,event_juveniledays_03_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_03_e_54,True,,13,surprise,,3,idle,,1,angry,,30,30,1.0,,,,
event_juveniledays_03_e_55,40053,event_juveniledays_03_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_03_e_55,True,,13,surprise,,3,idle,,1,angry,,30,30,1.0,,,,
event_juveniledays_03_e_56,40053,event_juveniledays_03_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_03_e_56,True,,13,surprise,,3,idle,,1,angry,,30,30,1.0,,,,
event_juveniledays_03_e_57,40053,event_juveniledays_03_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_03_e_57,False,,13,surprise,,3,pain,,1,angry,,30,30,1.0,,,,
event_juveniledays_03_e_58,40053,event_juveniledays_03_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_03_e_58,True,,13,surprise,,3,pain,,1,angry,,30,30,1.0,,,,
event_juveniledays_03_e_59,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_59,True,,13,idle,,3,pain,,1,angry,,130,130,1.0,,,,
event_juveniledays_03_e_60,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_60,True,,13,idle,,3,pain,,1,angry,,130,130,1.0,,,,
event_juveniledays_03_e_61,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_61,True,,13,idle,,3,pain,,1,angry,,130,130,1.0,,,,
event_juveniledays_03_e_62,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_62,True,,13,idle,,3,pain,,1,angry,,130,130,1.0,,,,
event_juveniledays_03_e_63,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_63,True,,13,idle,,3,pain,,1,angry,,130,130,1.0,,,,
event_juveniledays_03_e_64,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_64,True,,13,idle,,3,pain,,1,angry,,130,130,1.0,,,,
event_juveniledays_03_e_65,40053,event_juveniledays_03_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_03_e_65,True,,13,idle,,3,angry,,1,angry,,30,30,1.0,,,,
event_juveniledays_03_e_66,40053,event_juveniledays_03_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_03_e_66,True,,13,idle,,3,angry,,1,angry,,30,30,1.0,,,,
event_juveniledays_03_e_67,40053,event_juveniledays_03_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_03_e_67,True,,13,idle,,3,angry,,1,angry,,30,30,1.0,,,,
event_juveniledays_03_e_68,40053,event_juveniledays_03_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_03_e_68,True,,13,idle,,3,angry,,1,angry,,30,30,1.0,,,,
event_juveniledays_03_e_69,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_69,True,,13,idle,,3,angry,,1,angry,,130,130,1.0,,,,
event_juveniledays_03_e_70,40053,event_juveniledays_03_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_03_e_70,True,,13,idle,,3,idle,,1,angry,,130,2,1.0,,,,
event_juveniledays_03_e_71,40053,event_juveniledays_03_e,Speech,zwei,zwei,Locale_SubScenario:event_juveniledays_03_e_71,True,,13,idle,,3,idle,,1,angry,,2,2,1.0,,,,
event_juveniledays_03_e_72,40053,event_juveniledays_03_e,Speech,rei,rei,Locale_SubScenario:event_juveniledays_03_e_72,True,,13,idle,,3,idle,,1,angry,,2,2,1.0,,,,
event_juveniledays_03_e_73,40053,event_juveniledays_03_e,Speech,rei,rei,Locale_SubScenario:event_juveniledays_03_e_73,True,,13,idle,,3,idle,,1,angry,,2,2,1.0,,,,
event_juveniledays_03_e_74,40053,event_juveniledays_03_e,Narration,rei,,Locale_SubScenario:event_juveniledays_03_e_74,False,,13,idle,,3,idle,,1,angry,,2,2,1.0,,zwei,rei,sfx_scn_slidingdoornormal
event_juveniledays_03_e_75,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_75,False,,13,idle,,,,,,,,2,130,1.0,,,,
event_juveniledays_03_e_76,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_76,True,,13,delight,,,,,,,,130,130,1.0,,,,
event_juveniledays_03_e_77,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_77,True,,13,delight,,,,,,,,130,130,1.0,,,,
event_juveniledays_03_e_78,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_78,True,,13,delight,,,,,,,,130,130,1.0,,,,
event_juveniledays_03_e_79,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_79,False,,13,no,,,,,,,,130,1300,1.0,,,,
event_juveniledays_03_e_80,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_80,True,,13,no,,,,,,,,1300,1300,1.0,,,,
event_juveniledays_03_e_81,40053,event_juveniledays_03_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_03_e_81,True,,13,no,,,,,,,,black,black,1.0,,,,
