id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_ce004_3_03_s_11,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_11,True,,3,idle,,13,idle,,1,angry,,30,30,1.0,,ein,,,
event_ce004_3_03_s_12,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_12,True,,3,idle,,13,idle,,1,angry,,30,30,1.0,,ein,,,
event_ce004_3_03_s_13,40057,event_ce004_3_03_s,Speech,zwei,Locale_SubScenario:event_ce004_3_03_s_13,True,,3,idle,,13,pain,,1,angry,,30,12,1.0,,zwei,,,
event_ce004_3_03_s_14,40057,event_ce004_3_03_s,Speech,zwei,Locale_SubScenario:event_ce004_3_03_s_14,True,,3,idle,,13,pain,,1,angry,,12,12,1.0,,zwei,,,
event_ce004_3_03_s_15,40057,event_ce004_3_03_s,Speech,zwei,Locale_SubScenario:event_ce004_3_03_s_15,True,,3,idle,,13,pain,,1,angry,,12,12,1.0,,zwei,,,
event_ce004_3_03_s_16,40057,event_ce004_3_03_s,Speech,zwei,Locale_SubScenario:event_ce004_3_03_s_16,True,,3,idle,,13,pain,,1,angry,,12,12,1.0,,zwei,,,
event_ce004_3_03_s_17,40057,event_ce004_3_03_s,Speech,zwei,Locale_SubScenario:event_ce004_3_03_s_17,True,,3,idle,,13,pain,,1,angry,,12,12,1.0,,zwei,,,
event_ce004_3_03_s_18,40057,event_ce004_3_03_s,Speech,zwei,Locale_SubScenario:event_ce004_3_03_s_18,True,,3,idle,,13,pain,,1,angry,,12,12,1.0,,zwei,,,
event_ce004_3_03_s_19,40057,event_ce004_3_03_s,Speech,zwei,Locale_SubScenario:event_ce004_3_03_s_19,True,,3,idle,,13,pain,,1,angry,,12,12,1.0,,zwei,,,
event_ce004_3_03_s_20,40057,event_ce004_3_03_s,Speech,rei,Locale_SubScenario:event_ce004_3_03_s_20,True,,3,idle,,13,pain,,1,angry,,12,12,1.0,,rei,,,
event_ce004_3_03_s_21,40057,event_ce004_3_03_s,Speech,rei,Locale_SubScenario:event_ce004_3_03_s_21,True,,3,idle,,13,pain,,1,angry,,12,12,1.0,,rei,,,
event_ce004_3_03_s_22,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_22,True,,3,delight,,13,pain,,1,angry,,12,2,1.0,,ein,,,
event_ce004_3_03_s_23,40057,event_ce004_3_03_s,Speech,rei,Locale_SubScenario:event_ce004_3_03_s_23,False,,3,delight,,13,pain,,1,angry,,2,2,1.0,,rei,,,
event_ce004_3_03_s_24,40057,event_ce004_3_03_s,Speech,rei,Locale_SubScenario:event_ce004_3_03_s_24,False,,3,delight,,13,pain,,1,angry,,2,12,1.0,,zwei,,,
event_ce004_3_03_s_25,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_25,True,,3,idle,,13,pain,,1,angry,,30,30,1.0,,ein,,,
event_ce004_3_03_s_26,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_26,True,,3,idle,,13,pain,,1,angry,,30,30,1.0,,ein,,,
event_ce004_3_03_s_27,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_27,True,,3,idle,,13,pain,,1,angry,,30,30,1.0,,ein,,,
event_ce004_3_03_s_28,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_28,True,,3,idle,,13,pain,,1,angry,,30,30,1.0,,ein,,,
event_ce004_3_03_s_29,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_29,True,,3,idle,,13,pain,,1,angry,,30,30,1.0,,ein,,,
event_ce004_3_03_s_30,40057,event_ce004_3_03_s,Speech,rei,Locale_SubScenario:event_ce004_3_03_s_30,True,,3,idle,,13,pain,,1,angry,,XS_10,XS_10,1.0,,rei,,,
event_ce004_3_03_s_31,40057,event_ce004_3_03_s,Speech,zwei,Locale_SubScenario:event_ce004_3_03_s_31,True,,3,idle,,13,pain,,1,angry,,130,130,1.0,,zwei,,,
event_ce004_3_03_s_32,40057,event_ce004_3_03_s,Speech,zwei,Locale_SubScenario:event_ce004_3_03_s_32,True,,3,idle,,13,pain,,1,angry,,130,130,1.0,,zwei,,,
event_ce004_3_03_s_33,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_33,True,,3,idle,,13,pain,,1,angry,,30,30,1.0,,ein,,,
event_ce004_3_03_s_34,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_34,True,,3,idle,,13,pain,,1,angry,,30,30,1.0,,ein,,,
event_ce004_3_03_s_35,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_35,True,,3,idle,,13,pain,,1,angry,,30,300,1.0,,ein,,,
event_ce004_3_03_s_36,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_36,True,,3,idle,,13,pain,,1,angry,,300,300,1.0,,ein,,,
event_ce004_3_03_s_37,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_37,True,,3,idle,,13,pain,,1,angry,,300,300,1.0,,ein,,,
event_ce004_3_03_s_38,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_38,True,,3,idle,,13,pain,,1,angry,,300,300,1.0,,ein,,,
event_ce004_3_03_s_39,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_39,True,,3,no,,13,pain,,1,angry,,300,300,1.0,,ein,,,
event_ce004_3_03_s_40,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_40,True,,3,delight,,13,pain,,1,angry,,300,300,1.0,,ein,,,
event_ce004_3_03_s_41,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_41,True,,3,delight,,13,pain,,1,angry,,300,300,1.0,,ein,,,
event_ce004_3_03_s_42,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_42,True,,3,delight,,13,pain,,1,angry,,300,300,1.0,,ein,,,
event_ce004_3_03_s_43,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_43,True,,3,delight,,13,pain,,1,angry,,300,300,1.0,,ein,,,
event_ce004_3_03_s_44,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_44,True,,3,no,,13,pain,,1,angry,,300,30,1.0,,ein,,,
event_ce004_3_03_s_45,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_45,True,,3,no,,13,pain,,1,angry,,30,30,1.0,,ein,,,
event_ce004_3_03_s_46,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_46,True,,3,no,,13,pain,,1,angry,,30,30,1.0,,ein,,,
event_ce004_3_03_s_47,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_47,True,,3,no,,13,pain,,1,angry,,30,30,1.0,,ein,,,
event_ce004_3_03_s_48,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_48,True,,3,no,,13,pain,,1,angry,,30,30,1.0,,ein,,,
event_ce004_3_03_s_49,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_49,True,,3,no,,13,pain,,1,angry,,30,30,1.0,,ein,,,
event_ce004_3_03_s_50,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_50,True,,3,no,,13,pain,,1,angry,,30,30,1.0,,ein,,,
event_ce004_3_03_s_51,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_51,True,,3,no,,13,pain,,1,angry,,30,30,1.0,,ein,,,
event_ce004_3_03_s_52,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_52,True,,3,no,,13,pain,,1,angry,,30,30,1.0,,ein,,,
event_ce004_3_03_s_53,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_53,True,,3,no,,13,pain,,1,angry,,30,30,1.0,,ein,,,
event_ce004_3_03_s_54,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_54,True,,3,no,,13,pain,,1,angry,,30,30,1.0,,ein,,,
event_ce004_3_03_s_55,40057,event_ce004_3_03_s,Speech,zwei,Locale_SubScenario:event_ce004_3_03_s_55,True,,3,no,,13,pain,,1,angry,,130,130,1.0,,zwei,,,
event_ce004_3_03_s_56,40057,event_ce004_3_03_s,Speech,zwei,Locale_SubScenario:event_ce004_3_03_s_56,True,,3,no,,13,pain,,1,angry,,130,130,1.0,,zwei,,,
event_ce004_3_03_s_57,40057,event_ce004_3_03_s,Speech,zwei,Locale_SubScenario:event_ce004_3_03_s_57,True,,3,no,,13,pain,,1,angry,,130,130,1.0,,zwei,,,
event_ce004_3_03_s_58,40057,event_ce004_3_03_s,Speech,zwei,Locale_SubScenario:event_ce004_3_03_s_58,True,,3,no,,13,pain,,1,angry,,130,1300,1.0,,zwei,,,
event_ce004_3_03_s_59,40057,event_ce004_3_03_s,Speech,zwei,Locale_SubScenario:event_ce004_3_03_s_59,True,,3,no,,13,pain,,1,angry,,1300,1300,1.0,,zwei,,,
event_ce004_3_03_s_60,40057,event_ce004_3_03_s,Speech,zwei,Locale_SubScenario:event_ce004_3_03_s_60,True,,3,no,,13,pain,,1,angry,,1300,1300,1.0,,zwei,,,
event_ce004_3_03_s_61,40057,event_ce004_3_03_s,Speech,zwei,Locale_SubScenario:event_ce004_3_03_s_61,True,,3,no,,13,pain,,1,angry,,1300,1300,1.0,,zwei,,,
event_ce004_3_03_s_62,40057,event_ce004_3_03_s,Speech,zwei,Locale_SubScenario:event_ce004_3_03_s_62,True,,3,no,,13,pain,,1,angry,,1300,1300,1.0,,zwei,,,
event_ce004_3_03_s_63,40057,event_ce004_3_03_s,Speech,zwei,Locale_SubScenario:event_ce004_3_03_s_63,True,,3,no,,13,pain,,1,angry,,1300,1300,1.0,,zwei,,,
event_ce004_3_03_s_64,40057,event_ce004_3_03_s,Speech,zwei,Locale_SubScenario:event_ce004_3_03_s_64,True,,3,no,,13,pain,,1,angry,,1300,1300,1.0,,zwei,,,
event_ce004_3_03_s_65,40057,event_ce004_3_03_s,Speech,rei,Locale_SubScenario:event_ce004_3_03_s_65,True,,3,no,,13,pain,,1,surprise,,XS_10,XS_10,1.0,,rei,,,
event_ce004_3_03_s_66,40057,event_ce004_3_03_s,Speech,rei,Locale_SubScenario:event_ce004_3_03_s_66,True,,3,no,,13,pain,,1,surprise,,XS_10,XS_10,1.0,,rei,,,
event_ce004_3_03_s_67,40057,event_ce004_3_03_s,Speech,rei,Locale_SubScenario:event_ce004_3_03_s_67,True,,3,no,,13,pain,,1,cry,,XS_10,XS_10,1.0,,rei,,,
event_ce004_3_03_s_68,40057,event_ce004_3_03_s,Speech,rei,Locale_SubScenario:event_ce004_3_03_s_68,True,,3,no,,13,pain,,1,cry,,XS_10,XS_100,1.0,,rei,,,
event_ce004_3_03_s_69,40057,event_ce004_3_03_s,Speech,rei,Locale_SubScenario:event_ce004_3_03_s_69,True,,3,no,,13,pain,,1,cry,,XS_100,XS_100,1.0,,rei,,,
event_ce004_3_03_s_70,40057,event_ce004_3_03_s,Speech,rei,Locale_SubScenario:event_ce004_3_03_s_70,True,,3,no,,13,pain,,1,cry,,XS_100,XS_100,1.0,,rei,,,
event_ce004_3_03_s_71,40057,event_ce004_3_03_s,Speech,rei,Locale_SubScenario:event_ce004_3_03_s_71,True,,3,no,,13,pain,,1,cry,,XS_100,XS_100,1.0,,rei,,,
event_ce004_3_03_s_72,40057,event_ce004_3_03_s,Speech,rei,Locale_SubScenario:event_ce004_3_03_s_72,True,,3,no,,13,pain,,1,cry,,XS_100,XS_100,1.0,,rei,,,
event_ce004_3_03_s_73,40057,event_ce004_3_03_s,Speech,rei,Locale_SubScenario:event_ce004_3_03_s_73,True,,3,no,,13,pain,,1,cry,,XS_100,XS_100,1.0,,rei,,,
event_ce004_3_03_s_74,40057,event_ce004_3_03_s,Speech,rei,Locale_SubScenario:event_ce004_3_03_s_74,True,,3,no,,13,pain,,1,cry,,XS_100,XS_100,1.0,,rei,,,
event_ce004_3_03_s_75,40057,event_ce004_3_03_s,Speech,rei,Locale_SubScenario:event_ce004_3_03_s_75,True,,3,no,,13,pain,,1,cry,,XS_100,XS_100,1.0,,rei,,,
event_ce004_3_03_s_76,40057,event_ce004_3_03_s,Speech,zwei,Locale_SubScenario:event_ce004_3_03_s_76,False,,3,no,,13,pain,,1,cry,,130,130,1.0,,zwei,,,
event_ce004_3_03_s_77,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_77,True,,3,idle,,13,idle,,1,cry,,30,30,1.0,,ein,,,
event_ce004_3_03_s_78,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_78,True,,3,idle,,13,idle,,1,cry,,30,30,1.0,,ein,,,
event_ce004_3_03_s_79,40057,event_ce004_3_03_s,Speech,zwei,Locale_SubScenario:event_ce004_3_03_s_79,True,,3,idle,,13,idle,,1,cry,,130,130,1.0,,zwei,,,
event_ce004_3_03_s_80,40057,event_ce004_3_03_s,Speech,zwei,Locale_SubScenario:event_ce004_3_03_s_80,True,,3,idle,,13,idle,,1,cry,,130,130,1.0,,zwei,,,
event_ce004_3_03_s_81,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_81,True,,3,idle,,13,idle,,1,cry,,30,30,1.0,,ein,,,
event_ce004_3_03_s_82,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_82,True,,3,idle,,13,idle,,1,cry,,30,30,1.0,,ein,,,
event_ce004_3_03_s_83,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_83,True,,3,no,,13,idle,,1,cry,,30,300,1.0,,ein,,,
event_ce004_3_03_s_84,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_84,True,,3,no,,13,idle,,1,cry,,300,300,1.0,,ein,,,
event_ce004_3_03_s_85,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_85,True,,3,no,,13,idle,,1,cry,,300,300,1.0,,ein,,,
event_ce004_3_03_s_86,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_86,True,,3,no,,13,idle,,1,cry,,300,300,1.0,,ein,,,
event_ce004_3_03_s_87,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_87,True,,3,no,,13,idle,,1,cry,,300,300,1.0,,ein,,,
event_ce004_3_03_s_88,40057,event_ce004_3_03_s,Speech,rei,Locale_SubScenario:event_ce004_3_03_s_88,True,,3,no,,13,idle,,1,cry,,300,12,1.0,,rei,,,
event_ce004_3_03_s_89,40057,event_ce004_3_03_s,Speech,rei,Locale_SubScenario:event_ce004_3_03_s_89,True,,3,no,,13,idle,,1,cry,,12,12,1.0,,rei,,,
event_ce004_3_03_s_90,40057,event_ce004_3_03_s,Speech,zwei,Locale_SubScenario:event_ce004_3_03_s_90,True,,3,no,,13,idle,,1,cry,,12,12,1.0,,zwei,,,
event_ce004_3_03_s_91,40057,event_ce004_3_03_s,Speech,zwei,Locale_SubScenario:event_ce004_3_03_s_91,True,,3,no,,13,idle,,1,cry,,12,12,1.0,,zwei,,,
event_ce004_3_03_s_92,40057,event_ce004_3_03_s,Speech,zwei,Locale_SubScenario:event_ce004_3_03_s_92,True,,3,no,,13,pain,,1,cry,,12,12,1.0,,zwei,,,
event_ce004_3_03_s_93,40057,event_ce004_3_03_s,Speech,zwei,Locale_SubScenario:event_ce004_3_03_s_93,True,,3,no,,13,pain,,1,cry,,12,12,1.0,,zwei,,,
event_ce004_3_03_s_94,40057,event_ce004_3_03_s,Self,zwei,Locale_SubScenario:event_ce004_3_03_s_94,False,,3,no,,13,surprise,,1,cry,,black,black,1.0,none,,marciana,16,idle
event_ce004_3_03_s_95,40057,event_ce004_3_03_s,Speech,zwei,Locale_SubScenario:event_ce004_3_03_s_95,False,,3,idle,,13,surprise,,1,cry,,130,130,1.0,,zwei,,16,idle
event_ce004_3_03_s_96,40057,event_ce004_3_03_s,Speech,ein,Locale_SubScenario:event_ce004_3_03_s_96,False,,3,idle,,13,surprise,,1,cry,,30,30,1.0,,ein,,16,idle
event_ce004_3_03_s_97,40057,event_ce004_3_03_s,Speech,rei,Locale_SubScenario:event_ce004_3_03_s_97,True,,3,idle,,13,surprise,,1,cry,,XS_10,XS_10,1.0,,rei,,16,idle
event_ce004_3_03_s_98,40057,event_ce004_3_03_s,Speech,marciana,Locale_SubScenario:event_ce004_3_03_s_98,True,,3,idle,,13,surprise,,1,cry,,160,160,1.0,,marciana,,16,idle
