id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,play_movie,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/6/hide_char_id,characters/5/hide_char_id,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/3/hide_char_id,characters/4/hide_char_id,characters/7/hide_char_id,characters/8/hide_char_id
event_absolute2_06_e_45,40086,event_absolute2_06_e,Narration,,,Locale_MainScenario:event_absolute2_06_e_45,False,,1,idle,,3,idle,,13,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_46,40086,event_absolute2_06_e,Narration,,,Locale_MainScenario:event_absolute2_06_e_46,False,,1,idle,,3,idle,,13,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_47,40086,event_absolute2_06_e,Narration,,,Locale_MainScenario:event_absolute2_06_e_47,False,,1,idle,,3,idle,,13,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_48,40086,event_absolute2_06_e,Narration,vesti_t,,Locale_MainScenario:event_absolute2_06_e_48,False,,1,idle,,3,idle,,13,idle,,XS_1300,XS_1300,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_49,40086,event_absolute2_06_e,Narration,,,Locale_MainScenario:event_absolute2_06_e_49,False,,1,idle,,3,idle,,13,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_50,40086,event_absolute2_06_e,Narration,emma_t,,Locale_MainScenario:event_absolute2_06_e_50,False,,1,idle,,3,idle,,13,idle,,300,300,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_51,40086,event_absolute2_06_e,Narration,,,Locale_MainScenario:event_absolute2_06_e_51,False,,1,idle,,3,idle,,13,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_52,40086,event_absolute2_06_e,Narration,,,Locale_MainScenario:event_absolute2_06_e_52,False,,1,idle,,3,idle,,13,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_53,40086,event_absolute2_06_e,Narration,,,Locale_MainScenario:event_absolute2_06_e_53,False,,1,idle,,3,idle,,13,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_54,40086,event_absolute2_06_e,Narration,,,Locale_MainScenario:event_absolute2_06_e_54,False,,1,idle,,3,idle,,13,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_55,40086,event_absolute2_06_e,Narration,,,Locale_MainScenario:event_absolute2_06_e_55,False,,1,idle,,3,idle,,13,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_56,40086,event_absolute2_06_e,Narration,,,Locale_MainScenario:event_absolute2_06_e_56,False,,1,idle,,3,idle,,13,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_57,40086,event_absolute2_06_e,Narration,,,Locale_MainScenario:event_absolute2_06_e_57,False,,1,idle,,3,idle,,13,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_58,40086,event_absolute2_06_e,Narration,,,Locale_MainScenario:event_absolute2_06_e_58,False,,1,idle,,3,idle,,13,idle,,black,black,1.0,none,eunhwa_t,emma_t,vesti_t,,,,,,,,,,,,,,,,,,,,,,,,,
absolute,40086,event_absolute2_06_e,,,,Locale_SubScenario:none,False,,,,,,,,,,,1,1,1.0,,,,,absolute,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_59,40086,event_absolute2_06_e,Speech,alice,alice,Locale_MainScenario:event_absolute2_06_e_59,True,eunhwa_t,1,idle,emma_t,3,idle,vesti_t,5,idle,IceLand_01,S_1500,S_150,1.0,,,,,,ludmilla,13,think,alice,15,idle,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_60,40086,event_absolute2_06_e,Speech,ludmilla,ludmilla,Locale_MainScenario:event_absolute2_06_e_60,True,,1,idle,,3,idle,,5,idle,,S_150,1315,1.0,,,,,,,13,think,,15,idle,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_61,40086,event_absolute2_06_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_06_e_61,True,,1,idle,,3,idle,,5,idle,,XS_50,XS_50,1.0,bgm_frostpillar,,,,,,13,think,,15,idle,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_62,40086,event_absolute2_06_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_06_e_62,True,,1,idle,,3,idle,,5,idle,,XS_50,30,1.0,,,,,,,13,think,,15,idle,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_63,40086,event_absolute2_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_e_63,True,,1,idle,,3,idle,,5,idle,,30,10,1.0,,,,,,,13,think,,15,idle,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_64,40086,event_absolute2_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_06_e_64,False,,1,idle,,3,idle,,5,idle,,black,black,1.0,,,,,,,13,think,,15,idle,,,,,,,,,,,,,,,,,,
event_absolute2_06_e_65,40086,event_absolute2_06_e,Speech,signal,signal,Locale_MainScenario:event_absolute2_06_e_65,True,,1,idle,,3,idle,,5,idle,,97,97,1.0,,,,,,,13,think,,15,idle,signal,7,idle,delta,9,idle,,,,,,,,,,,,
event_absolute2_06_e_66,40086,event_absolute2_06_e,Speech,delta,delta,Locale_MainScenario:event_absolute2_06_e_66,True,,1,idle,,3,idle,,5,idle,,97,97,1.0,,,,,,,13,think,,15,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_absolute2_06_e_67,40086,event_absolute2_06_e,Narration,emma_t,,Locale_MainScenario:event_absolute2_06_e_67,False,,1,idle,,3,idle,,5,idle,,97,97,1.0,,,,,,,13,think,,15,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_absolute2_06_e_68,40086,event_absolute2_06_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_06_e_68,True,,1,idle,,3,idle,,5,idle,,30,30,1.0,,,,,,,13,think,,15,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_absolute2_06_e_69,40086,event_absolute2_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_e_69,True,,1,idle,,3,idle,,5,idle,,30,10,1.0,,,,,,,13,think,,15,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_absolute2_06_e_70,40086,event_absolute2_06_e,Speech,ludmilla,ludmilla,Locale_MainScenario:event_absolute2_06_e_70,True,,1,idle,,3,idle,,5,idle,,10,130,1.0,,,,,,,13,think,,15,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_absolute2_06_e_71,40086,event_absolute2_06_e,Speech,ludmilla,ludmilla,Locale_MainScenario:event_absolute2_06_e_71,True,,1,idle,,3,idle,,5,idle,,130,130,1.0,,,,,,,13,think,,15,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_absolute2_06_e_72,40086,event_absolute2_06_e,Speech,ludmilla,ludmilla,Locale_MainScenario:event_absolute2_06_e_72,True,,1,idle,,3,idle,,5,idle,,130,130,1.0,,,,,,,13,think,,15,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_absolute2_06_e_73,40086,event_absolute2_06_e,Speech,ludmilla,ludmilla,Locale_MainScenario:event_absolute2_06_e_73,True,,1,idle,,3,idle,,5,idle,,130,1300,1.0,,,,,,,13,think,,15,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_absolute2_06_e_74,40086,event_absolute2_06_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_06_e_74,True,,1,idle,,3,idle,,5,idle,,300,300,1.0,,,,,,,13,think,,15,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_absolute2_06_e_75,40086,event_absolute2_06_e,Speech,signal,signal,Locale_MainScenario:event_absolute2_06_e_75,True,,1,idle,,3,idle,,5,idle,,XS_700,XS_700,1.0,,,,,,,13,think,,15,idle,,7,idle,,9,idle,,,,,,,,,,,,
event_absolute2_06_e_76,40086,event_absolute2_06_e,Speech,delta,delta,Locale_MainScenario:event_absolute2_06_e_76,True,,1,idle,,3,idle,,5,idle,,XS_700,S_900,1.0,,,,,,,13,think,,15,idle,,7,idle,,9,sad,,,,,,,,,,,,
event_absolute2_06_e_77,40086,event_absolute2_06_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_06_e_77,True,,1,idle,,3,idle,,5,idle,,300,300,1.0,,,,,,,13,think,,15,idle,,7,idle,,9,sad,,,,,,,,,,,,
event_absolute2_06_e_78,40086,event_absolute2_06_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_06_e_78,True,,1,idle,,3,idle,,5,idle,,300,300,1.0,,,,,,,13,think,,15,idle,,7,idle,,9,sad,,,,,,,,,,,,
event_absolute2_06_e_79,40086,event_absolute2_06_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_06_e_79,True,,1,idle,,3,idle,,5,idle,,300,XS_500,1.0,,,,,,,13,think,,15,idle,,7,idle,,9,sad,,,,,,,,,,,,
event_absolute2_06_e_80,40086,event_absolute2_06_e,Speech,delta,delta,Locale_MainScenario:event_absolute2_06_e_80,True,,1,idle,,3,idle,,5,idle,,S_900,S_900,1.0,,,,,,,13,think,,15,idle,,7,idle,,9,delight,,,,,,,,,,,,
event_absolute2_06_e_81,40086,event_absolute2_06_e,Speech,signal,signal,Locale_MainScenario:event_absolute2_06_e_81,True,,1,idle,,3,idle,,5,idle,,S_900,XS_700,1.0,,,,,,,13,think,,15,idle,,7,idle,,9,delight,,,,,,,,,,,,
event_absolute2_06_e_82,40086,event_absolute2_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_e_82,True,,1,idle,,3,idle,,5,idle,,100,100,1.0,,,,,,,13,think,,15,idle,,7,idle,,9,delight,,,,,,,,,,,,
event_absolute2_06_e_83,40086,event_absolute2_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_06_e_83,False,,1,idle,,3,idle,,5,idle,,black,black,1.0,,,,,,,13,think,,15,idle,,7,idle,,9,delight,,,,,,,,,,,,
event_absolute2_06_e_84,40086,event_absolute2_06_e,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_06_e_84,False,,1,idle,,3,idle,,5,idle,,black,black,1.0,,,,,,,15,think,,17,idle,,7,idle,,9,idle,scarecommander,13,idle,,,,,,,,,
event_absolute2_06_e_85,40086,event_absolute2_06_e,Speech,alice,alice,Locale_MainScenario:event_absolute2_06_e_85,True,,1,idle,,3,idle,,5,idle,,S_170,S_170,1.0,,,,,,,15,think,,17,surprise,,7,idle,,9,idle,,13,idle,,,,,,,,,
event_absolute2_06_e_86,40086,event_absolute2_06_e,Speech,ludmilla,ludmilla,Locale_MainScenario:event_absolute2_06_e_86,True,,1,idle,,3,idle,,5,idle,,S_170,150,1.0,,,,,,,15,think,,17,surprise,,7,idle,,9,idle,,13,idle,,,,,,,,,
event_absolute2_06_e_87,40086,event_absolute2_06_e,Speech,signal,signal,Locale_MainScenario:event_absolute2_06_e_87,True,,1,idle,,3,idle,,5,idle,,XS_70,XS_70,1.0,,,,,,,15,think,,17,surprise,,7,idle,,9,idle,,13,idle,,,,,,,,,
event_absolute2_06_e_88,40086,event_absolute2_06_e,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_06_e_88,True,,1,idle,,3,idle,,5,delight,,XS_70,XS_50,1.0,,,,,,,15,think,,17,surprise,,7,idle,,9,idle,,13,idle,,,,,,,,,
event_absolute2_06_e_89,40086,event_absolute2_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_e_89,True,,1,idle,,3,idle,,5,delight,,10,10,1.0,,,,,,,15,think,,17,surprise,,7,idle,,9,idle,,13,idle,,,,,,,,,
event_absolute2_06_e_90,40086,event_absolute2_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_e_90,True,,1,idle,,3,idle,,5,delight,,10,10,1.0,,,,,,,15,think,,17,surprise,,7,idle,,9,idle,,13,idle,,,,,,,,,
event_absolute2_06_e_91,40086,event_absolute2_06_e,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_06_e_91,True,,1,idle,,3,idle,,5,delight,,10,10,1.0,,,,,,,15,think,,17,surprise,,7,idle,,9,idle,,13,idle,,,,,,,,,
event_absolute2_06_e_92,40086,event_absolute2_06_e,Speech,ludmilla,ludmilla,Locale_MainScenario:event_absolute2_06_e_92,True,,1,idle,,3,idle,,5,idle,,150,150,1.0,,,,,,,15,idle,,17,surprise,,7,idle,,,,,13,idle,delta,,,,,,,,
event_absolute2_06_e_93,40086,event_absolute2_06_e,Speech,scarecommander,scarecommander,Locale_MainScenario:event_absolute2_06_e_93,True,,1,idle,,3,idle,,5,idle,,150,130,1.0,,,,,,,15,idle,,17,idle,,,,,,,,13,idle,,signal,,,,,,,
event_absolute2_06_e_94,40086,event_absolute2_06_e,Speech,scarecommander,scarecommander,Locale_MainScenario:event_absolute2_06_e_94,True,,1,idle,,3,idle,,5,idle,,130,130,1.0,,,,,,,15,idle,,17,idle,,,,,,,,13,idle,,,,,,,,,
event_absolute2_06_e_95,40086,event_absolute2_06_e,Speech,alice,alice,Locale_MainScenario:event_absolute2_06_e_95,True,,1,idle,,3,idle,,5,idle,,S_170,S_170,1.0,,,,,,,15,idle,,17,delight,tove,7,idle,neve,9,idle,,13,idle,,,,,,,,,
event_absolute2_06_e_96,40086,event_absolute2_06_e,Speech,neve,neve,Locale_MainScenario:event_absolute2_06_e_96,True,,1,idle,,3,idle,,5,idle,,90,90,1.0,,,,,,,15,idle,,17,delight,,7,idle,,9,idle,,13,idle,,,,,,,,,
event_absolute2_06_e_97,40086,event_absolute2_06_e,Speech,tove,tove,Locale_MainScenario:event_absolute2_06_e_97,True,,1,idle,,3,idle,,5,idle,,90,S_70,1.0,,,,,,,15,idle,,17,delight,,7,no,,9,idle,,13,idle,,,,,,,,,
event_absolute2_06_e_98,40086,event_absolute2_06_e,Speech,tove,tove,Locale_MainScenario:event_absolute2_06_e_98,True,,1,idle,,3,idle,,5,idle,,S_70,S_70,1.0,,,,,,,15,idle,,17,delight,,7,sad,,9,idle,,13,idle,,,,,,,,,
event_absolute2_06_e_99,40086,event_absolute2_06_e,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_06_e_99,True,,1,idle,,3,idle,,5,idle,,30,30,1.0,,,,,,,15,idle,,17,idle,,7,sad,,9,idle,,13,idle,,,,,,,,,
