id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,fade,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_overzone1_03_s_58,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_58,True,,113,13,1.0,,pinne,pinne,,,,,1,worry,,13,worry,,,,,,,,,
event_overzone1_03_s_59,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_59,True,,13,S_130,1.0,,pinne,pinne,,,,,1,worry,,13,worry,,,,,,,,,
event_overzone1_03_s_60,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_60,False,,S_130,S_130,1.0,,dorothy,dorothy,,,,,1,think,,13,worry,,,,,,,,,
event_overzone1_03_s_61,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_61,True,,S_130,S_130,1.0,,pinne,pinne,,,,,1,think,,13,worry,,,,,,,,,
event_overzone1_03_s_62,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_62,True,,S_130,S_130,1.0,,pinne,pinne,,,,,1,think,,13,worry,,,,,,,,,
event_overzone1_03_s_63,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_63,True,,S_130,113,2.0,,dorothy,dorothy,,,,,1,think,,13,worry,,,,,,,,,
event_overzone1_03_s_64,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_64,True,,113,113,1.0,,pinne,pinne,,,,,1,think,,13,worry,,,,,,,,,
event_overzone1_03_s_65,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_65,True,,113,113,1.0,,dorothy,dorothy,,,,,1,think,,13,worry,,,,,,,,,
event_overzone1_03_s_66,80303,event_overzone1_03_s,Narration,Locale_MainScenario:event_overzone1_03_s_66,False,Desert_05,black,black,1.0,none,,,,black,,,1,think,,5,worry,,hongryeon,13,idle,,rapunzel,3,idle,
event_overzone1_03_s_67,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_67,True,,113,113,1.0,bgm_story_thepilgrimacv,hongryeon,hongryeon,,,,,1,idle,,5,idle,,,13,idle,,,3,idle,
event_overzone1_03_s_68,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_68,True,,113,113,1.0,,dorothy,dorothy,,,,,1,idle,,5,idle,,,13,idle,,,3,idle,
event_overzone1_03_s_69,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_69,True,,113,113,1.0,,dorothy,dorothy,,,,,1,idle,,5,idle,,,13,idle,,,3,idle,
event_overzone1_03_s_70,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_70,True,,113,113,1.0,,hongryeon,hongryeon,,,,,1,idle,,5,idle,,,13,idle,,,3,idle,
event_overzone1_03_s_71,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_71,True,,113,113,1.0,,dorothy,dorothy,,,,,1,idle,,5,idle,,,13,idle,,,3,idle,
event_overzone1_03_s_72,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_72,True,,113,5,2.0,,pinne,pinne,,,,,1,idle,,5,idle,,,13,idle,,,3,idle,
event_overzone1_03_s_73,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_73,True,,5,5,1.0,,pinne,pinne,,,,,1,idle,,5,idle,,,13,idle,,,3,idle,
event_overzone1_03_s_74,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_74,True,,5,31,2.0,,rapunzel,rapunzel,,,,,1,idle,,5,idle,,,13,idle,,,3,idle,
event_overzone1_03_s_75,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_75,True,,31,31,1.0,,dorothy,dorothy,,,,,1,idle,,5,idle,,,13,idle,,,3,idle,
event_overzone1_03_s_76,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_76,True,,31,113,1.0,,hongryeon,hongryeon,,,,,1,idle,,5,idle,,,13,idle,,,3,idle,
event_overzone1_03_s_77,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_77,True,,113,113,1.0,,dorothy,dorothy,,,,,1,idle,,5,idle,,,13,idle,,,3,idle,
event_overzone1_03_s_78,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_78,True,,113,31,2.0,,rapunzel,rapunzel,,,,,1,idle,,5,idle,,,13,idle,,,3,idle,
event_overzone1_03_s_79,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_79,True,,31,31,1.0,,dorothy,dorothy,,,,,1,idle,,5,idle,,,13,idle,,,3,idle,
event_overzone1_03_s_80,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_80,True,,31,31,1.0,,rapunzel,rapunzel,,,,,1,idle,,5,idle,,,13,idle,,,3,sad,
event_overzone1_03_s_81,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_81,False,,31,31,1.0,,dorothy,dorothy,,,,,1,worry,,5,idle,,,13,idle,,,3,sad,
event_overzone1_03_s_82,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_82,True,,31,31,1.0,,rapunzel,rapunzel,,,,,1,worry,,5,idle,,,13,idle,,,3,sad,
event_overzone1_03_s_83,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_83,True,,31,31,1.0,,dorothy,dorothy,,,,,1,worry,,5,idle,,,13,idle,,,3,sad,
event_overzone1_03_s_84,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_84,False,RuinIndoor,black,black,1.0,none,dorothy,dorothy,,black,,,1,worry,,5,idle,,,13,idle,hongryeon,,3,sad,rapunzel
event_overzone1_03_s_85,80303,event_overzone1_03_s,Narration,Locale_MainScenario:event_overzone1_03_s_85,False,TemporaryCamp,black,black,1.0,,,,sfx_scn_zipper,,Grey,,1,worry,,13,idle,,,,,,,,,
event_overzone1_03_s_86,80303,event_overzone1_03_s,Narration,Locale_MainScenario:event_overzone1_03_s_86,False,,black,black,1.0,,,,sfx_scn_muddy,,Grey,,1,worry,,13,angry,,,,,,,,,
event_overzone1_03_s_87,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_87,False,,1,10,0.5,bgm_mystery,dorothy,dorothy,,,Grey,,1,worry,,13,angry,,,,,,,,,
event_overzone1_03_s_88,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_88,True,,S_130,S_130,1.0,,pinne,pinne,,,Grey,,1,worry,,13,angry,,,,,,,,,
event_overzone1_03_s_89,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_89,True,,S_130,S_130,1.0,,pinne,pinne,,,Grey,,1,worry,,13,angry,,,,,,,,,
event_overzone1_03_s_90,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_90,True,,S_130,113,2.0,,dorothy,dorothy,,,Grey,,1,worry,,13,angry,,,,,,,,,
event_overzone1_03_s_91,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_91,True,,113,113,1.0,,pinne,pinne,,,Grey,,1,worry,,13,angry,,,,,,,,,
event_overzone1_03_s_92,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_92,True,,113,113,1.0,,dorothy,dorothy,,,Grey,,1,worry,,13,angry,,,,,,,,,
event_overzone1_03_s_93,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_93,True,,113,113,1.0,,pinne,pinne,,,Grey,,1,worry,,13,angry,,,,,,,,,
event_overzone1_03_s_94,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_94,True,,113,113,1.0,,pinne,pinne,,,Grey,,1,worry,,13,angry,,,,,,,,,
event_overzone1_03_s_95,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_95,False,,113,113,1.0,,dorothy,dorothy,,,Grey,,1,worry,,13,angry,,,,,,,,,
event_overzone1_03_s_96,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_96,True,,113,113,1.0,,pinne,pinne,,,Grey,,1,worry,,13,angry,,,,,,,,,
event_overzone1_03_s_97,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_97,True,,113,113,1.0,,dorothy,dorothy,,,Grey,,1,worry,,13,angry,,,,,,,,,
event_overzone1_03_s_98,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_98,False,RuinIndoor,1,100,0.5,,dorothy,dorothy,,black,,,1,think,,13,angry,pinne,,,,,,,,
event_overzone1_03_s_99,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_99,False,,100,100,1.0,,dorothy,dorothy,,,,,1,think,,,,,,,,,,,,
event_overzone1_03_s_100,80303,event_overzone1_03_s,Speech,Locale_MainScenario:event_overzone1_03_s_100,False,,100,100,1.0,,dorothy,dorothy,,,,,1,worry,,,,,,,,,,,,
