id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_contents_bbqmaster_07_11,80603,d_contents_bbqmaster_07,Speech,anis_s,anis_s,Locale_SubScenario:d_contents_bbqmaster_07_11,True,,S_10,2,1.0,,,,3,idle,,1,idle,,13,sad
d_contents_bbqmaster_07_12,80603,d_contents_bbqmaster_07,Speech,anis_s,anis_s,Locale_SubScenario:d_contents_bbqmaster_07_12,True,,2,2,1.0,,,,3,idle,,1,idle,,13,sad
d_contents_bbqmaster_07_13,80603,d_contents_bbqmaster_07,Self,,,Locale_SubScenario:d_contents_bbqmaster_07_13,False,,2,2,1.0,,,,3,idle,,1,idle,,13,sad
d_contents_bbqmaster_07_14,80603,d_contents_bbqmaster_07,Narration,,,Locale_SubScenario:d_contents_bbqmaster_07_14,False,,black,black,1.0,,sfx_scn_foodonfire,,3,idle,,1,idle,,13,surprise
d_contents_bbqmaster_07_15,80603,d_contents_bbqmaster_07,Speech,mast_s,mast_s,Locale_SubScenario:d_contents_bbqmaster_07_15,True,,12,12,1.0,,,,3,idle,,1,delight2,,13,surprise
d_contents_bbqmaster_07_16,80603,d_contents_bbqmaster_07,Speech,anchor,anchor,Locale_SubScenario:d_contents_bbqmaster_07_16,True,,12,12,1.0,,,,3,idle,,1,delight2,,13,surprise
d_contents_bbqmaster_07_17,80603,d_contents_bbqmaster_07,Speech,mast_s,mast_s,Locale_SubScenario:d_contents_bbqmaster_07_17,True,,12,12,1.0,,,,3,idle,,1,idle,,13,surprise
d_contents_bbqmaster_07_18,80603,d_contents_bbqmaster_07,Speech,mast_s,mast_s,Locale_SubScenario:d_contents_bbqmaster_07_18,False,,12,12,1.0,,,,3,idle,,1,idle,,13,surprise
d_contents_bbqmaster_07_19,80603,d_contents_bbqmaster_07,Speech,anchor,anchor,Locale_SubScenario:d_contents_bbqmaster_07_19,False,,12,12,1.0,,,,3,idle,,1,idle,,13,idle
d_contents_bbqmaster_07_20,80603,d_contents_bbqmaster_07,Speech,mast_s,mast_s,Locale_SubScenario:d_contents_bbqmaster_07_20,False,,12,S_10,0.7,,,,3,idle,,1,shy2,,13,idle
d_contents_bbqmaster_07_21,80603,d_contents_bbqmaster_07,Speech,mast_s,mast_s,Locale_SubScenario:d_contents_bbqmaster_07_21,True,,S_10,S_10,1.0,,,,3,idle,,1,shy2,,13,idle
d_contents_bbqmaster_07_22,80603,d_contents_bbqmaster_07,Speech,mast_s,mast_s,Locale_SubScenario:d_contents_bbqmaster_07_22,True,,S_10,S_10,1.0,,,,3,idle,,1,shy2,,13,idle
d_contents_bbqmaster_07_23,80603,d_contents_bbqmaster_07,Speech,mast_s,mast_s,Locale_SubScenario:d_contents_bbqmaster_07_23,True,,S_10,S_10,1.0,,,,3,idle,,1,shy2,,13,idle
d_contents_bbqmaster_07_24,80603,d_contents_bbqmaster_07,Speech,mast_s,mast_s,Locale_SubScenario:d_contents_bbqmaster_07_24,True,,S_10,S_130,1.0,,,,3,idle,,1,idle2,,13,idle
d_contents_bbqmaster_07_25,80603,d_contents_bbqmaster_07,Speech,anchor,anchor,Locale_SubScenario:d_contents_bbqmaster_07_25,True,,S_130,S_130,1.0,,,,3,idle,,1,idle2,,13,delight
d_contents_bbqmaster_07_26,80603,d_contents_bbqmaster_07,Speech,anchor,anchor,Locale_SubScenario:d_contents_bbqmaster_07_26,True,,S_130,S_130,1.0,,,,3,idle,,1,idle2,,13,delight
d_contents_bbqmaster_07_27,80603,d_contents_bbqmaster_07,Speech,anchor,anchor,Locale_SubScenario:d_contents_bbqmaster_07_27,True,,S_130,S_130,1.0,,,,3,idle,,1,idle2,,13,delight
d_contents_bbqmaster_07_28,80603,d_contents_bbqmaster_07,Speech,mast_s,mast_s,Locale_SubScenario:d_contents_bbqmaster_07_28,True,,S_130,12,1.0,,,,3,idle,,1,idle2,,13,delight
d_contents_bbqmaster_07_29,80603,d_contents_bbqmaster_07,Speech,mast_s,mast_s,Locale_SubScenario:d_contents_bbqmaster_07_29,True,,12,12,1.0,,,,3,idle,,1,idle2,,13,delight
d_contents_bbqmaster_07_30,80603,d_contents_bbqmaster_07,Speech,anchor,anchor,Locale_SubScenario:d_contents_bbqmaster_07_30,True,,12,12,1.0,,,,3,idle,,1,idle2,,13,sad
d_contents_bbqmaster_07_31,80603,d_contents_bbqmaster_07,Speech,anchor,anchor,Locale_SubScenario:d_contents_bbqmaster_07_31,True,,12,12,1.0,,,,3,idle,,1,idle2,,13,sad
d_contents_bbqmaster_07_32,80603,d_contents_bbqmaster_07,Speech,anchor,anchor,Locale_SubScenario:d_contents_bbqmaster_07_32,True,,12,12,1.0,,,,3,idle,,1,idle2,,13,sad
d_contents_bbqmaster_07_33,80603,d_contents_bbqmaster_07,Speech,mast_s,mast_s,Locale_SubScenario:d_contents_bbqmaster_07_33,True,,12,12,1.0,,,,3,idle,,1,idle,,13,sad
d_contents_bbqmaster_07_34,80603,d_contents_bbqmaster_07,Speech,mast_s,mast_s,Locale_SubScenario:d_contents_bbqmaster_07_34,True,,12,12,1.0,,,,3,idle,,1,idle,,13,sad
d_contents_bbqmaster_07_35,80603,d_contents_bbqmaster_07,Speech,mast_s,mast_s,Locale_SubScenario:d_contents_bbqmaster_07_35,True,,12,S_10,1.0,,,,3,idle,,1,idle,,13,sad
d_contents_bbqmaster_07_36,80603,d_contents_bbqmaster_07,Speech,anchor,anchor,Locale_SubScenario:d_contents_bbqmaster_07_36,True,,S_130,S_130,1.0,,,,3,idle,,1,idle,,13,idle
