id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,fade,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,play_sound,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id
snowfall_global_10_17,80903,snowfall_global_10,Speech,Locale_SubScenario:snowfall_global_10_17,True,,L_150,L_150,1.0,,,,,,rupee_w,rupee_w,,3,idle,,15,idle_02,,1,idle,,13,smile,,,,
snowfall_global_10_18,80903,snowfall_global_10,Narration,Locale_SubScenario:snowfall_global_10_18,False,,L_150,L_150,1.0,,,,,,,,,3,idle,,15,idle_02,,1,idle,,13,smile,sfx_scn_shutter,,,
snowfall_global_10_19,80903,snowfall_global_10,Monologue,Locale_SubScenario:snowfall_global_10_19,False,,black,black,1.0,,,,,,,,,3,idle,,15,idle_02,,1,idle,,13,smile,,,,
snowfall_global_10_20,80903,snowfall_global_10,Monologue,Locale_SubScenario:snowfall_global_10_20,False,,black,black,1.0,,,,,,,,,3,idle,,15,idle_02,,1,idle,,13,smile,,,,
snowfall_global_10_21,80903,snowfall_global_10,Monologue,Locale_SubScenario:snowfall_global_10_21,False,,12,12,1.0,,,,,,,,,3,idle,,15,idle_02,,1,idle,,13,smile,,,,
snowfall_global_10_22,80903,snowfall_global_10,Monologue,Locale_SubScenario:snowfall_global_10_22,False,,12,14,1.0,,,,,,,,,3,idle,,15,idle_02,,1,idle,,13,smile,,,,
snowfall_global_10_23,80903,snowfall_global_10,Speech,Locale_SubScenario:snowfall_global_10_23,True,,2,2,1.0,,,,,,anne,anne,,3,idle,,15,idle_02,,1,idle,,13,smile,,,,
snowfall_global_10_24,80903,snowfall_global_10,Speech,Locale_SubScenario:snowfall_global_10_24,True,,2,2,1.0,,,,,,ludmilla_w,ludmilla_w,,3,idle,,15,idle_02,,1,idle,,13,smile,,,,
snowfall_global_10_25,80903,snowfall_global_10,Speech,Locale_SubScenario:snowfall_global_10_25,True,,2,2,1.0,,,,,,ludmilla_w,ludmilla_w,,3,idle,,15,idle_02,,1,idle,,13,smile,,,,
snowfall_global_10_26,80903,snowfall_global_10,Speech,Locale_SubScenario:snowfall_global_10_26,True,,2,2,1.0,,,,,,ludmilla_w,ludmilla_w,,3,idle,,15,idle_02,,1,idle,,13,smile,,,,
snowfall_global_10_27,80903,snowfall_global_10,Speech,Locale_SubScenario:snowfall_global_10_27,True,,2,2,1.0,,,,,,anne,anne,,3,idle,,15,idle_02,,1,delight,,13,smile,,,,
snowfall_global_10_28,80903,snowfall_global_10,Speech,Locale_SubScenario:snowfall_global_10_28,True,,2,2,1.0,,,,,,anne,anne,,3,idle,,15,idle_02,,1,delight,,13,smile,,,,
snowfall_global_10_29,80903,snowfall_global_10,Speech,Locale_SubScenario:snowfall_global_10_29,True,,2,2,1.0,,,,,,anne,anne,,3,idle,,15,idle_02,,1,delight,,13,smile,,,,
snowfall_global_10_30,80903,snowfall_global_10,Speech,Locale_SubScenario:snowfall_global_10_30,True,,2,2,1.0,,,,,,ludmilla_w,ludmilla_w,,3,smile,,15,idle_02,,1,delight,,13,smile,,,,
snowfall_global_10_31,80903,snowfall_global_10,Speech,Locale_SubScenario:snowfall_global_10_31,True,,2,2,1.0,,,,,,anne,anne,,3,smile,,15,idle_02,,1,shy,,13,smile,,,,
snowfall_global_10_32,80903,snowfall_global_10,Speech,Locale_SubScenario:snowfall_global_10_32,True,,2,2,1.0,,,,,,anne,anne,,3,smile,,15,idle_02,,1,shy,,13,smile,,,,
snowfall_global_10_33,80903,snowfall_global_10,Self,Locale_SubScenario:snowfall_global_10_33,False,,2,2,1.0,,,,,,,,,3,smile,,15,idle_02,,1,shy,,13,smile,,,,
snowfall_global_10_34,80903,snowfall_global_10,Speech,Locale_SubScenario:snowfall_global_10_34,True,,L_150,L_150,1.0,,,,,,rupee_w,rupee_w,,3,smile,,15,idle_02,,1,shy,,13,smile,,,,
snowfall_global_10_35,80903,snowfall_global_10,Speech,Locale_SubScenario:snowfall_global_10_35,True,,L_150,15,1.0,,,,,,rupee_w,rupee_w,,3,smile,,15,idle_02,,1,shy,,13,smile,,,,
snowfall_global_10_36,80903,snowfall_global_10,Speech,Locale_SubScenario:snowfall_global_10_36,True,,15,12,1.0,,,,,,anne,anne,,3,smile,,15,idle_02,,1,idle,,13,smile,,,,
snowfall_global_10_37,80903,snowfall_global_10,Speech,Locale_SubScenario:snowfall_global_10_37,True,,12,12,1.0,,,,,,angelina,angelina,,3,smile,,15,idle_02,,1,idle,,13,idle,,,,
snowfall_global_10_38,80903,snowfall_global_10,Speech,Locale_SubScenario:snowfall_global_10_38,True,,12,12,1.0,,,,,,anne,anne,,3,smile,,15,idle_02,,1,delight,,13,idle,,,,
snowfall_global_10_39,80903,snowfall_global_10,Monologue,Locale_SubScenario:snowfall_global_10_39,False,,12,12,1.0,,,,,,,,,3,smile,,15,idle_02,,1,delight,,13,idle,,rupee_w,anne,angelina
snowfall_global_10_40,80903,snowfall_global_10,Speech,Locale_SubScenario:snowfall_global_10_40,False,,12,30,1.0,,,,,,ludmilla_w,ludmilla_w,,3,think,,,,,,,,,,,,,
snowfall_global_10_41,80903,snowfall_global_10,Speech,Locale_SubScenario:snowfall_global_10_41,True,,30,30,1.0,,,,,,ludmilla_w,ludmilla_w,,3,think,,,,,,,,,,,,,
snowfall_global_10_42,80903,snowfall_global_10,Self,Locale_SubScenario:snowfall_global_10_42,False,,30,30,1.0,,,,,,,,,3,think,,,,,,,,,,,,,
snowfall_global_10_43,80903,snowfall_global_10,Speech,Locale_SubScenario:snowfall_global_10_43,True,,30,30,1.0,,,,,,ludmilla_w,ludmilla_w,,3,think,,,,,,,,,,,,,
snowfall_global_10_44,80903,snowfall_global_10,Self,Locale_SubScenario:snowfall_global_10_44,False,,30,30,1.0,,,,,,,,,3,think,,,,,,,,,,,,,
snowfall_global_10_45,80903,snowfall_global_10,Speech,Locale_SubScenario:snowfall_global_10_45,True,,30,30,1.0,,,,,,ludmilla_w,ludmilla_w,,3,surprise,,,,,,,,,,,,,
snowfall_global_10_46,80903,snowfall_global_10,Speech,Locale_SubScenario:snowfall_global_10_46,True,,30,30,1.0,,,,,,ludmilla_w,ludmilla_w,,3,surprise,,,,,,,,,,,,,
snowfall_global_10_47,80903,snowfall_global_10,Self,Locale_SubScenario:snowfall_global_10_47,False,,30,30,1.0,,,,,,,,,3,surprise,,,,,,,,,,,,,
snowfall_global_10_48,80903,snowfall_global_10,Speech,Locale_SubScenario:snowfall_global_10_48,True,,30,30,1.0,,,,,,ludmilla_w,ludmilla_w,,3,think,,,,,,,,,,,,,
snowfall_global_10_49,80903,snowfall_global_10,Speech,Locale_SubScenario:snowfall_global_10_49,True,,30,30,1.0,,,,,,ludmilla_w,ludmilla_w,,3,think,,,,,,,,,,,,,
snowfall_global_10_50,80903,snowfall_global_10,Speech,Locale_SubScenario:snowfall_global_10_50,True,,30,30,1.0,,,,,,ludmilla_w,ludmilla_w,,3,think,,,,,,,,,,,,,
snowfall_global_10_51,80903,snowfall_global_10,Speech,Locale_SubScenario:snowfall_global_10_51,True,,30,30,1.0,,,,,,ludmilla_w,ludmilla_w,,3,think,,,,,,,,,,,,,
snowfall_global_10_52,80903,snowfall_global_10,Monologue,Locale_SubScenario:snowfall_global_10_52,False,,30,30,1.0,,,,,,,,,3,think,,,,,,,,,,,,,
snowfall_global_10_53,80903,snowfall_global_10,Choice,Locale_SubScenario:snowfall_global_10_53,False,,30,30,1.0,,,snowfall_global_10_57,,,,,,3,think,,,,,,,,,,,,,
snowfall_global_10_54,80903,snowfall_global_10,Choice,Locale_SubScenario:snowfall_global_10_54,False,,30,30,1.0,,,snowfall_global_10_59,,,,,,3,think,,,,,,,,,,,,,
snowfall_global_10_55,80903,snowfall_global_10,Choice,Locale_SubScenario:snowfall_global_10_55,False,,30,30,1.0,,,snowfall_global_10_61,,,,,,3,think,,,,,,,,,,,,,
snowfall_global_10_56,80903,snowfall_global_10,Choice,Locale_SubScenario:snowfall_global_10_56,False,,30,30,1.0,,,snowfall_global_10_63,,,,,,3,think,,,,,,,,,,,,,
snowfall_global_10_57,80903,snowfall_global_10,Monologue,Locale_SubScenario:snowfall_global_10_57,False,,black,black,1.0,,,,,,,,,3,think,,,,,,,,,,,,,
snowfall_global_10_58,80903,snowfall_global_10,Monologue,Locale_SubScenario:snowfall_global_10_58,False,,black,black,1.0,,,snowfall_global_10_65,,,,,,3,think,,,,,,,,,,,,,
snowfall_global_10_59,80903,snowfall_global_10,Monologue,Locale_SubScenario:snowfall_global_10_59,False,,black,black,1.0,,,,,,,,,3,think,,,,,,,,,,,,,
snowfall_global_10_60,80903,snowfall_global_10,Monologue,Locale_SubScenario:snowfall_global_10_60,False,,black,black,1.0,,,snowfall_global_10_65,,,,,,3,think,,,,,,,,,,,,,
snowfall_global_10_61,80903,snowfall_global_10,Monologue,Locale_SubScenario:snowfall_global_10_61,False,,black,black,1.0,,,,,,,,,3,think,,,,,,,,,,,,,
snowfall_global_10_62,80903,snowfall_global_10,Monologue,Locale_SubScenario:snowfall_global_10_62,False,,black,black,1.0,,,snowfall_global_10_65,,,,,,3,think,,,,,,,,,,,,,
snowfall_global_10_63,80903,snowfall_global_10,Monologue,Locale_SubScenario:snowfall_global_10_63,False,,black,black,1.0,,,,,,,,,3,think,,,,,,,,,,,,,
snowfall_global_10_64,80903,snowfall_global_10,Monologue,Locale_SubScenario:snowfall_global_10_64,False,,black,black,1.0,,,snowfall_global_10_65,,,,,,3,think,,,,,,,,,,,,,
snowfall_global_10_65,80903,snowfall_global_10,Monologue,Locale_SubScenario:snowfall_global_10_65,False,,black,black,1.0,,,,,,,,,3,think,,,,,,,,,,,,,
snowfall_global_10_66,80903,snowfall_global_10,Self,Locale_SubScenario:snowfall_global_10_66,False,,30,3,1.0,,,,,,,,,3,think,,,,,,,,,,,,,
snowfall_global_10_67,80903,snowfall_global_10,Speech,Locale_SubScenario:snowfall_global_10_67,True,,3,3,1.0,,,,,,ludmilla_w,ludmilla_w,,3,surprise,,,,,,,,,,,,,
snowfall_global_10_68,80903,snowfall_global_10,Speech,Locale_SubScenario:snowfall_global_10_68,True,,3,3,1.0,,,,,,ludmilla_w,ludmilla_w,,3,surprise,,,,,,,,,,,,,
snowfall_global_10_69,80903,snowfall_global_10,Self,Locale_SubScenario:snowfall_global_10_69,False,,3,3,1.0,,,,,,,,,3,surprise,,,,,,,,,,,,,
snowfall_global_10_70,80903,snowfall_global_10,Speech,Locale_SubScenario:snowfall_global_10_70,True,,3,3,1.0,,,,,,ludmilla_w,ludmilla_w,,3,think,,,,,,,,,,,,,
snowfall_global_10_71,80903,snowfall_global_10,Speech,Locale_SubScenario:snowfall_global_10_71,True,,3,3,1.0,,,,,,ludmilla_w,ludmilla_w,,3,idle,,,,,,,,,,,,,
snowfall_global_10_72,80903,snowfall_global_10,Speech,Locale_SubScenario:snowfall_global_10_72,True,,3,3,1.0,,,,,,ludmilla_w,ludmilla_w,,3,idle,,,,,,,,,,,,,
snowfall_global_10_73,80903,snowfall_global_10,Speech,Locale_SubScenario:snowfall_global_10_73,True,,3,3,1.0,,,,,,ludmilla_w,ludmilla_w,,3,surprise,,,,,,,,,,,,,
snowfall_global_10_74,80903,snowfall_global_10,Speech,Locale_SubScenario:snowfall_global_10_74,True,,3,3,1.0,,,,,,ludmilla_w,ludmilla_w,,3,surprise,,,,,,,,,,,,,
snowfall_global_10_75,80903,snowfall_global_10,Self,Locale_SubScenario:snowfall_global_10_75,False,,3,3,1.0,,,,,,,,,3,surprise,,,,,,,,,,,,,
snowfall_global_10_76,80903,snowfall_global_10,Speech,Locale_SubScenario:snowfall_global_10_76,True,,3,3,1.0,,,,,,ludmilla_w,ludmilla_w,,3,idle,,,,,,,,,,,,,
snowfall_global_10_77,80903,snowfall_global_10,Speech,Locale_SubScenario:snowfall_global_10_77,True,,3,30,1.0,,,,,,ludmilla_w,ludmilla_w,,3,idle,,,,,,,,,,,,,
snowfall_global_10_78,80903,snowfall_global_10,Narration,Locale_SubScenario:snowfall_global_10_78,False,,black,black,1.0,,,,,,,,,3,idle,,,,,,,,,,,,,
