id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,highlight,speaker,fade
d_contents_dungeon_run_03_28,81701,d_contents_dungeon_run_03,Speech,Locale_SubScenario:d_contents_dungeon_run_03_28,True,,XS_140,XS_140,1.0,,,2,angry,,12,angry,,14,idle,,4,idle,vesti_c,vesti_c,
d_contents_dungeon_run_03_29,81701,d_contents_dungeon_run_03,Speech,Locale_SubScenario:d_contents_dungeon_run_03_29,True,,XS_140,1,1.0,,,2,angry,,12,angry,,14,idle,,4,idle,maiden_w,maiden_w,
d_contents_dungeon_run_03_30,81701,d_contents_dungeon_run_03,Speech,Locale_SubScenario:d_contents_dungeon_run_03_30,True,,1,1,1.0,,,2,delight,,12,angry,,14,idle,,4,idle,guillotine_w_no,guillotine_w_no,
d_contents_dungeon_run_03_31,81701,d_contents_dungeon_run_03,Speech,Locale_SubScenario:d_contents_dungeon_run_03_31,True,,1,1,1.0,,,2,delight,,12,angry,,14,idle,,4,idle,guillotine_w_no,guillotine_w_no,
d_contents_dungeon_run_03_32,81701,d_contents_dungeon_run_03,Speech,Locale_SubScenario:d_contents_dungeon_run_03_32,True,,1,1,1.0,,,2,delight,,12,angry,,14,idle,,4,idle,guillotine_w_no,guillotine_w_no,
d_contents_dungeon_run_03_33,81701,d_contents_dungeon_run_03,Narration,Locale_SubScenario:d_contents_dungeon_run_03_33,False,,black,black,1.0,,,2,delight,,12,angry,,14,idle,,4,idle,,,black
d_contents_dungeon_run_03_34,81701,d_contents_dungeon_run_03,Narration,Locale_SubScenario:d_contents_dungeon_run_03_34,False,,black,black,1.0,,,2,delight,,12,angry,,14,idle,,4,idle,,,
d_contents_dungeon_run_03_35,81701,d_contents_dungeon_run_03,Narration,Locale_SubScenario:d_contents_dungeon_run_03_35,False,,black,black,1.0,,,2,delight,,12,angry,,14,idle,,4,idle,,,
d_contents_dungeon_run_03_36,81701,d_contents_dungeon_run_03,Narration,Locale_SubScenario:d_contents_dungeon_run_03_36,False,,black,black,1.0,,,2,delight,,12,angry,,14,idle,,4,idle,,,
d_contents_dungeon_run_03_37,81701,d_contents_dungeon_run_03,Narration,Locale_SubScenario:d_contents_dungeon_run_03_37,False,,black,black,1.0,,,2,delight,,12,angry,,14,idle,,4,idle,,,
d_contents_dungeon_run_03_38,81701,d_contents_dungeon_run_03,Narration,Locale_SubScenario:d_contents_dungeon_run_03_38,False,,black,black,1.0,,,2,delight,,12,angry,,14,idle,,4,idle,,,
d_contents_dungeon_run_03_39,81701,d_contents_dungeon_run_03,Narration,Locale_SubScenario:d_contents_dungeon_run_03_39,False,,black,black,1.0,,,2,delight,,12,angry,,14,idle,,4,idle,,,
d_contents_dungeon_run_03_40,81701,d_contents_dungeon_run_03,Narration,Locale_SubScenario:d_contents_dungeon_run_03_40,False,,black,black,1.0,,,2,delight,,12,angry,,14,idle,,4,idle,,,
