id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id
re_event_ce02_1_02_20,40082,re_event_ce02_1_02,Speech,6000d_01,6000d_01,Locale_SubScenario:event_ce02_1_02_20,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,170,170,1.0,,,,,,,
re_event_ce02_1_02_21,40082,re_event_ce02_1_02,Speech,c1002_01,c1002_01,Locale_SubScenario:event_ce02_1_02_21,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,,,,,,,
re_event_ce02_1_02_22,40082,re_event_ce02_1_02,Speech,b0006_01,b0006_01,Locale_SubScenario:event_ce02_1_02_22,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,150,150,1.0,,,,,,,
re_event_ce02_1_02_23,40082,re_event_ce02_1_02,Speech,6000d_01,6000d_01,Locale_SubScenario:event_ce02_1_02_23,False,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,170,170,1.0,,,,,,,
re_event_ce02_1_02_24,40082,re_event_ce02_1_02,Speech,c1002_01,c1002_01,Locale_SubScenario:event_ce02_1_02_24,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,130,1300,1.0,,,,,,,
re_event_ce02_1_02_25,40082,re_event_ce02_1_02,Speech,c1002_01,c1002_01,Locale_SubScenario:event_ce02_1_02_25,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,1300,1300,1.0,,,,,,,
re_event_ce02_1_02_26,40082,re_event_ce02_1_02,Speech,c1002_01,c1002_01,Locale_SubScenario:event_ce02_1_02_26,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,1300,1300,1.0,,,,,,,
re_event_ce02_1_02_27,40082,re_event_ce02_1_02,Speech,anis,anis,Locale_SubScenario:event_ce02_1_02_27,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,1300,113,2.0,,,,,,,
re_event_ce02_1_02_28,40082,re_event_ce02_1_02,Speech,c1002_01,c1002_01,Locale_SubScenario:event_ce02_1_02_28,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,113,113,1.0,,,,,,,
re_event_ce02_1_02_29,40082,re_event_ce02_1_02,Speech,anis,anis,Locale_SubScenario:event_ce02_1_02_29,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,113,113,1.0,,,,,,,
re_event_ce02_1_02_30,40082,re_event_ce02_1_02,Speech,6000d_01,6000d_01,Locale_SubScenario:event_ce02_1_02_30,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,170,170,1.0,,,,,,,
re_event_ce02_1_02_31,40082,re_event_ce02_1_02,Speech,6000d_01,6000d_01,Locale_SubScenario:event_ce02_1_02_31,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,170,170,1.0,,,,,,,
re_event_ce02_1_02_32,40082,re_event_ce02_1_02,Speech,b0006_01,b0006_01,Locale_SubScenario:event_ce02_1_02_32,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,170,150,1.0,,,,,,,
re_event_ce02_1_02_33,40082,re_event_ce02_1_02,Speech,b0006_01,b0006_01,Locale_SubScenario:event_ce02_1_02_33,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,150,150,1.0,,,,,,,
re_event_ce02_1_02_34,40082,re_event_ce02_1_02,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_1_02_34,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,150,130,1.0,,,,,,,
re_event_ce02_1_02_35,40082,re_event_ce02_1_02,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_1_02_35,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,,,,,,,
re_event_ce02_1_02_36,40082,re_event_ce02_1_02,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_1_02_36,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,130,1300,1.0,,,,,,,
re_event_ce02_1_02_37,40082,re_event_ce02_1_02,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_1_02_37,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,1700,1700,1.0,,,,,,,
re_event_ce02_1_02_38,40082,re_event_ce02_1_02,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_1_02_38,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,1500,1500,1.0,,,,,,,
re_event_ce02_1_02_39,40082,re_event_ce02_1_02,Self,,,Locale_SubScenario:event_ce02_1_02_39,False,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,1500,1300,1.0,,,,,,,
re_event_ce02_1_02_40,40082,re_event_ce02_1_02,Self,,,Locale_SubScenario:event_ce02_1_02_40,False,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,1300,1300,1.0,,,,,,,
re_event_ce02_1_02_41,40082,re_event_ce02_1_02,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_1_02_41,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,1300,130,1.0,,,,,,,
re_event_ce02_1_02_42,40082,re_event_ce02_1_02,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_1_02_42,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,,,,,,,
re_event_ce02_1_02_43,40082,re_event_ce02_1_02,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_1_02_43,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,,,,,,,
re_event_ce02_1_02_44,40082,re_event_ce02_1_02,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_1_02_44,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,,,,,,,
re_event_ce02_1_02_45,40082,re_event_ce02_1_02,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_1_02_45,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,,,,,,,
re_event_ce02_1_02_46,40082,re_event_ce02_1_02,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_1_02_46,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,,,,,,,
re_event_ce02_1_02_47,40082,re_event_ce02_1_02,Self,,,Locale_SubScenario:event_ce02_1_02_47,False,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,170,170,1.0,,,,,,,
re_event_ce02_1_02_48,40082,re_event_ce02_1_02,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_1_02_48,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,170,170,1.0,,,,,,,
re_event_ce02_1_02_49,40082,re_event_ce02_1_02,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_1_02_49,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,170,170,1.0,,,,,,,
re_event_ce02_1_02_50,40082,re_event_ce02_1_02,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_1_02_50,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,170,170,1.0,,,,,,,
re_event_ce02_1_02_51,40082,re_event_ce02_1_02,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_1_02_51,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,170,170,1.0,,,,,,,
re_event_ce02_1_02_52,40082,re_event_ce02_1_02,Self,,,Locale_SubScenario:event_ce02_1_02_52,False,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,150,150,1.0,,,,,,,
re_event_ce02_1_02_53,40082,re_event_ce02_1_02,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_1_02_53,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,150,150,1.0,,,,,,,
re_event_ce02_1_02_54,40082,re_event_ce02_1_02,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_1_02_54,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,150,150,1.0,,,,,,,
re_event_ce02_1_02_55,40082,re_event_ce02_1_02,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_1_02_55,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,150,150,1.0,,,,,,,
re_event_ce02_1_02_56,40082,re_event_ce02_1_02,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_1_02_56,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,150,150,1.0,,,,,,,
re_event_ce02_1_02_57,40082,re_event_ce02_1_02,Self,,,Locale_SubScenario:event_ce02_1_02_57,False,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,150,150,1.0,,,,,,,
re_event_ce02_1_02_58,40082,re_event_ce02_1_02,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_1_02_58,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,150,150,1.0,,,,,,,
re_event_ce02_1_02_59,40082,re_event_ce02_1_02,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_1_02_59,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,,,,,,,
re_event_ce02_1_02_60,40082,re_event_ce02_1_02,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_1_02_60,False,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,170,170,1.0,,,,,,,
re_event_ce02_1_02_61,40082,re_event_ce02_1_02,Self,,,Locale_SubScenario:event_ce02_1_02_61,False,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,170,170,1.0,,,,,,,
re_event_ce02_1_02_62,40082,re_event_ce02_1_02,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_1_02_62,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,,,,,,,
re_event_ce02_1_02_63,40082,re_event_ce02_1_02,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_1_02_63,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,,,,,,,
re_event_ce02_1_02_64,40082,re_event_ce02_1_02,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_1_02_64,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,,,,,,,
re_event_ce02_1_02_65,40082,re_event_ce02_1_02,Self,,,Locale_SubScenario:event_ce02_1_02_65,False,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,,,,,,,
re_event_ce02_1_02_66,40082,re_event_ce02_1_02,Speech,neon,neon,Locale_SubScenario:event_ce02_1_02_66,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,S_50,S_50,1.0,,,,,,,
re_event_ce02_1_02_67,40082,re_event_ce02_1_02,Speech,anis,anis,Locale_SubScenario:event_ce02_1_02_67,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,,,,
re_event_ce02_1_02_68,40082,re_event_ce02_1_02,Self,,,Locale_SubScenario:event_ce02_1_02_68,False,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,,,,
re_event_ce02_1_02_69,40082,re_event_ce02_1_02,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_02_69,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,,,,,
re_event_ce02_1_02_70,40082,re_event_ce02_1_02,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_02_70,True,,1,void,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,,,,,
re_event_ce02_1_02_71,40082,re_event_ce02_1_02,Self,,,Locale_SubScenario:event_ce02_1_02_71,False,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,,,,,
re_event_ce02_1_02_72,40082,re_event_ce02_1_02,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_02_72,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,30,300,1.0,,,,,,,
re_event_ce02_1_02_73,40082,re_event_ce02_1_02,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_1_02_73,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,1300,1300,1.0,,,,,,,
re_event_ce02_1_02_74,40082,re_event_ce02_1_02,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_02_74,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,300,300,1.0,,,,,,,
re_event_ce02_1_02_75,40082,re_event_ce02_1_02,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_02_75,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,300,300,1.0,,,,,,,
re_event_ce02_1_02_76,40082,re_event_ce02_1_02,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_1_02_76,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,1300,1300,1.0,,,,,,,
re_event_ce02_1_02_77,40082,re_event_ce02_1_02,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_1_02_77,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,1300,1300,1.0,,,,,,,
re_event_ce02_1_02_78,40082,re_event_ce02_1_02,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_1_02_78,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,1300,1517,1.0,,,,,,,
re_event_ce02_1_02_79,40082,re_event_ce02_1_02,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_1_02_79,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,1517,1517,1.0,,,,,,,
re_event_ce02_1_02_80,40082,re_event_ce02_1_02,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_02_80,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,,,,,
re_event_ce02_1_02_81,40082,re_event_ce02_1_02,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_1_02_81,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,,,,,,,
re_event_ce02_1_02_82,40082,re_event_ce02_1_02,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_1_02_82,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,EventTitle_OUTERAUTOMATA_02,black,black,1.0,,anis,rapi,neon,c1002_01,b0006_01,6000d_01
re_event_ce02_1_02_83,40082,re_event_ce02_1_02,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_1_02_83,True,,,,,,,,,,,,,,,,,,,,nier_01,nier_02,2.0,,,,,,,
re_event_ce02_1_02_84,40082,re_event_ce02_1_02,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_1_02_84,True,,,,,,,,,,,,,,,,,,,,nier_02,nier_02,1.0,,,,,,,
re_event_ce02_1_02_85,40082,re_event_ce02_1_02,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_1_02_85,True,,,,,,,,,,,,,,,,,,,,nier_02,nier_02,1.0,,,,,,,
re_event_ce02_1_02_86,40082,re_event_ce02_1_02,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_1_02_86,False,,,,,,,,,,,,,,,,,,,,nier_02,nier_02,1.0,,,,,,,
re_event_ce02_1_02_87,40082,re_event_ce02_1_02,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_1_02_87,True,,,,,,,,,,,,,,,,,,,,nier_02,nier_03,2.0,,,,,,,
re_event_ce02_1_02_88,40082,re_event_ce02_1_02,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_1_02_88,True,,,,,,,,,,,,,,,,,,,,nier_03,nier_03,1.0,,,,,,,
re_event_ce02_1_02_89,40082,re_event_ce02_1_02,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_1_02_89,True,,,,,,,,,,,,,,,,,,,,nier_03,nier_04,2.0,,,,,,,
re_event_ce02_1_02_90,40082,re_event_ce02_1_02,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_1_02_90,True,,,,,,,,,,,,,,,,,,,,nier_04,nier_04,1.0,,,,,,,
re_event_ce02_1_02_91,40082,re_event_ce02_1_02,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_1_02_91,True,,,,,,,,,,,,,,,,,,,,nier_04,nier_02,2.0,,,,,,,
re_event_ce02_1_02_92,40082,re_event_ce02_1_02,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_1_02_92,True,,,,,,,,,,,,,,,,,,,,nier_02,nier_02,1.0,,,,,,,
re_event_ce02_1_02_93,40082,re_event_ce02_1_02,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_1_02_93,True,,,,,,,,,,,,,,,,,,,,nier_02,nier_02,1.0,,,,,,,
re_event_ce02_1_02_94,40082,re_event_ce02_1_02,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_1_02_94,True,,,,,,,,,,,,,,,,,,,,nier_02,nier_02,1.0,,,,,,,
re_event_ce02_1_02_95,40082,re_event_ce02_1_02,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_1_02_95,True,,,,,,,,,,,,,,,,,,,,nier_02,nier_02,1.0,,,,,,,
re_event_ce02_1_02_96,40082,re_event_ce02_1_02,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_1_02_96,True,,,,,,,,,,,,,,,,,,,,nier_02,nier_02,1.0,,,,,,,
re_event_ce02_1_02_97,40082,re_event_ce02_1_02,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_1_02_97,True,,,,,,,,,,,,,,,,,,,,nier_02,nier_01,1.0,,,,,,,
re_event_ce02_1_02_98,40082,re_event_ce02_1_02,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_1_02_98,True,,,,,,,,,,,,,,,,,,,,nier_01,nier_01,1.0,,,,,,,
re_event_ce02_1_02_99,40082,re_event_ce02_1_02,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_1_02_99,False,,,,,,,,,,,,,,,,,,,,nier_01,nier_01,1.0,,,,,,,
re_event_ce02_1_02_100,40082,re_event_ce02_1_02,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_1_02_100,True,,,,,,,,,,,,,,,,,,,,nier_01,nier_01,1.0,,,,,,,
re_event_ce02_1_02_101,40082,re_event_ce02_1_02,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_1_02_101,True,,,,,,,,,,,,,,,,,,,,nier_01,nier_01,1.0,,,,,,,
re_event_ce02_1_02_102,40082,re_event_ce02_1_02,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_1_02_102,True,,,,,,,,,,,,,,,,,,,,nier_01,nier_01,1.0,,,,,,,
re_event_ce02_1_02_103,40082,re_event_ce02_1_02,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_1_02_103,True,,,,,,,,,,,,,,,,,,,,nier_01,nier_02,1.0,,,,,,,
