id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,fade
event_colorless_01_e_14,40054,event_colorless_01_e,Speech,ein,ein,Locale_SubScenario:event_colorless_01_e_14,True,,1,idle,,10,10,1.0,,,,,15,idle,,13,idle,,,
event_colorless_01_e_15,40054,event_colorless_01_e,Speech,ein,ein,Locale_SubScenario:event_colorless_01_e_15,True,,1,idle,,10,10,1.0,,,,,15,idle,,13,idle,,,
event_colorless_01_e_16,40054,event_colorless_01_e,Speech,ein,ein,Locale_SubScenario:event_colorless_01_e_16,True,,1,idle,,10,10,1.0,,,,,15,idle,,13,idle,,,
event_colorless_01_e_17,40054,event_colorless_01_e,Speech,zwei,zwei,Locale_SubScenario:event_colorless_01_e_17,True,,1,idle,,150,150,1.0,,,,,15,idle,,13,idle,,,
event_colorless_01_e_18,40054,event_colorless_01_e,Speech,ein,ein,Locale_SubScenario:event_colorless_01_e_18,True,,1,surprise,,10,10,1.0,,,,,15,idle,,13,idle,,,
event_colorless_01_e_19,40054,event_colorless_01_e,Speech,ein,ein,Locale_SubScenario:event_colorless_01_e_19,True,,1,surprise,,10,10,1.0,,,,,15,idle,,13,idle,,,
event_colorless_01_e_20,40054,event_colorless_01_e,Narration,,,Locale_SubScenario:event_colorless_01_e_20,False,,1,shy,,10,10,1.0,,,,,15,pain,,13,delight,,,
event_colorless_01_e_21,40054,event_colorless_01_e,Narration,,,Locale_SubScenario:event_colorless_01_e_21,False,,1,shy,,10,10,1.0,none,,,,15,pain,,13,delight,,,
event_colorless_01_e_22,40054,event_colorless_01_e,Speech,,unknown,Locale_SubScenario:event_colorless_01_e_22,False,,1,shy,,black,black,1.0,bgm_mystery,,,,15,pain,,13,delight,,,
event_colorless_01_e_23,40054,event_colorless_01_e,Speech,,unknown,Locale_SubScenario:event_colorless_01_e_23,False,,1,shy,,black,black,1.0,,,,,15,pain,,13,delight,,,
event_colorless_01_e_24,40054,event_colorless_01_e,Speech,,unknown,Locale_SubScenario:event_colorless_01_e_24,False,,1,shy,,black,black,1.0,,,,,15,pain,,13,delight,,,
event_colorless_01_e_25,40054,event_colorless_01_e,Speech,zwei,zwei,Locale_SubScenario:event_colorless_01_e_25,False,,1,shy,,150,150,1.0,,,,,15,pain,,13,delight,,,
event_colorless_01_e_26,40054,event_colorless_01_e,Speech,ein,ein,Locale_SubScenario:event_colorless_01_e_26,True,,1,delight,,10,10,1.0,,,,,15,pain,,13,delight,,,
event_colorless_01_e_27,40054,event_colorless_01_e,Speech,zwei,zwei,Locale_SubScenario:event_colorless_01_e_27,True,,1,delight,,150,150,1.0,,,,,15,angry,,13,delight,,,
event_colorless_01_e_28,40054,event_colorless_01_e,Speech,zwei,zwei,Locale_SubScenario:event_colorless_01_e_28,True,,1,delight,,150,1500,1.0,,,,,15,angry,,13,delight,,,
event_colorless_01_e_29,40054,event_colorless_01_e,Speech,zwei,zwei,Locale_SubScenario:event_colorless_01_e_29,True,,1,delight,,1500,1500,1.0,,,,,15,angry,,13,delight,,,
event_colorless_01_e_30,40054,event_colorless_01_e,Speech,zwei,zwei,Locale_SubScenario:event_colorless_01_e_30,False,,1,delight,,1500,150,1.0,,,,,15,pain,,13,delight,,,
event_colorless_01_e_31,40054,event_colorless_01_e,Speech,zwei,zwei,Locale_SubScenario:event_colorless_01_e_31,True,,1,delight,,150,150,1.0,,,,,15,pain,,13,delight,,,
event_colorless_01_e_32,40054,event_colorless_01_e,Speech,zwei,zwei,Locale_SubScenario:event_colorless_01_e_32,True,,1,delight,,150,150,1.0,,,,,15,pain,,13,surprise,,,
event_colorless_01_e_33,40054,event_colorless_01_e,Speech,zwei,zwei,Locale_SubScenario:event_colorless_01_e_33,True,,1,idle,,150,150,1.0,,,,,15,pain,,13,surprise,,,
event_colorless_01_e_34,40054,event_colorless_01_e,Speech,,zwei,Locale_SubScenario:event_colorless_01_e_34,False,,1,idle,EventTitle_COLORLESS_01,1,1,1.0,,ein,,,15,pain,,13,surprise,zwei,rei,black
event_colorless_01_e_35,40054,event_colorless_01_e,Speech,,zwei,Locale_SubScenario:event_colorless_01_e_35,False,,,,,1,1,1.0,,,,,,,,,,,,
event_colorless_01_e_36,40054,event_colorless_01_e,Narration,,,Locale_SubScenario:event_colorless_01_e_36,False,,,,,1,1,1.0,,,,,,,,,,,,
event_colorless_01_e_37,40054,event_colorless_01_e,Narration,,,Locale_SubScenario:event_colorless_01_e_37,False,,,,,1,1,1.0,,,,,,,,,,,,
event_colorless_01_e_38,40054,event_colorless_01_e,Speech,,zwei,Locale_SubScenario:event_colorless_01_e_38,False,,,,,1,1,1.0,,,,,,,,,,,,
event_colorless_01_e_39,40054,event_colorless_01_e,Speech,,zwei,Locale_SubScenario:event_colorless_01_e_39,False,,,,,1,1,1.0,,,,,,,,,,,,
event_colorless_01_e_40,40054,event_colorless_01_e,Speech,,zwei,Locale_SubScenario:event_colorless_01_e_40,False,,,,,1,1,1.0,,,,,,,,,,,,
event_colorless_01_e_41,40054,event_colorless_01_e,Speech,,zwei,Locale_SubScenario:event_colorless_01_e_41,False,,,,,1,1,1.0,,,,,,,,,,,,
event_colorless_01_e_42,40054,event_colorless_01_e,Speech,,zwei,Locale_SubScenario:event_colorless_01_e_42,False,,,,,1,1,1.0,,,,,,,,,,,,
event_colorless_01_e_43,40054,event_colorless_01_e,Speech,,zwei,Locale_SubScenario:event_colorless_01_e_43,True,zwei,12,pain,SchoolCorridor_e,black,black,1.0,none,,,rei,2,surprise,,,,,,
event_colorless_01_e_44,40054,event_colorless_01_e,Speech,rei,rei,Locale_SubScenario:event_colorless_01_e_44,True,,12,pain,,XS_20,XS_20,1.0,bgm_story_orangepop,,,,2,surprise,,,,,,
event_colorless_01_e_45,40054,event_colorless_01_e,Speech,zwei,zwei,Locale_SubScenario:event_colorless_01_e_45,True,,12,surprise,,XS_20,1,1.0,,,,,2,surprise,,,,,,
event_colorless_01_e_46,40054,event_colorless_01_e,Speech,rei,rei,Locale_SubScenario:event_colorless_01_e_46,True,,12,surprise,,1,1,1.0,,,,,2,surprise,,,,,,
event_colorless_01_e_47,40054,event_colorless_01_e,Speech,rei,rei,Locale_SubScenario:event_colorless_01_e_47,True,,12,surprise,,1,1,1.0,,,,,2,surprise,,,,,,
event_colorless_01_e_48,40054,event_colorless_01_e,Speech,zwei,zwei,Locale_SubScenario:event_colorless_01_e_48,True,,12,shy,,1,1,1.0,,,,,2,surprise,,,,,,
event_colorless_01_e_49,40054,event_colorless_01_e,Speech,zwei,zwei,Locale_SubScenario:event_colorless_01_e_49,True,,12,shy,,1,1,1.0,,,,,2,surprise,,,,,,
event_colorless_01_e_50,40054,event_colorless_01_e,Speech,zwei,zwei,Locale_SubScenario:event_colorless_01_e_50,True,,12,shy,,1,1,1.0,,,,,2,surprise,,,,,,
event_colorless_01_e_51,40054,event_colorless_01_e,Speech,zwei,zwei,Locale_SubScenario:event_colorless_01_e_51,True,,12,shy,,1,1,1.0,,,,,2,surprise,,,,,,
event_colorless_01_e_52,40054,event_colorless_01_e,Speech,rei,rei,Locale_SubScenario:event_colorless_01_e_52,True,,12,shy,,1,1,1.0,,,,,2,surprise,,,,,,
event_colorless_01_e_53,40054,event_colorless_01_e,Speech,zwei,zwei,Locale_SubScenario:event_colorless_01_e_53,True,,12,shy,,1,1,1.0,,,,,2,surprise,,,,,,
event_colorless_01_e_54,40054,event_colorless_01_e,Speech,rei,rei,Locale_SubScenario:event_colorless_01_e_54,True,,12,shy,,1,1,1.0,,,,,2,idle,,,,,,
event_colorless_01_e_55,40054,event_colorless_01_e,Speech,rei,rei,Locale_SubScenario:event_colorless_01_e_55,True,,12,shy,,1,1,1.0,,,,,2,idle,,,,,,
event_colorless_01_e_56,40054,event_colorless_01_e,Speech,rei,rei,Locale_SubScenario:event_colorless_01_e_56,True,,12,shy,,1,1,1.0,,,,,2,idle,,,,,,
event_colorless_01_e_57,40054,event_colorless_01_e,Speech,rei,rei,Locale_SubScenario:event_colorless_01_e_57,True,,12,shy,,1,1,1.0,,,,,2,idle,,,,,,
event_colorless_01_e_58,40054,event_colorless_01_e,Speech,zwei,zwei,Locale_SubScenario:event_colorless_01_e_58,True,,12,shy,,1,1,1.0,,,,,2,idle,,,,,,
event_colorless_01_e_59,40054,event_colorless_01_e,Speech,rei,rei,Locale_SubScenario:event_colorless_01_e_59,True,,12,shy,,1,1,1.0,,,,,2,delight,,,,,,
event_colorless_01_e_60,40054,event_colorless_01_e,Speech,zwei,zwei,Locale_SubScenario:event_colorless_01_e_60,True,,12,good,,1,1,1.0,,,,,2,delight,,,,,,
event_colorless_01_e_61,40054,event_colorless_01_e,Speech,rei,rei,Locale_SubScenario:event_colorless_01_e_61,True,,12,good,,1,1,1.0,,,,,2,surprise,,,,,,
event_colorless_01_e_62,40054,event_colorless_01_e,Speech,zwei,zwei,Locale_SubScenario:event_colorless_01_e_62,True,,12,idle,,1,1,1.0,,,,,2,surprise,,,,,,
event_colorless_01_e_63,40054,event_colorless_01_e,Speech,rei,rei,Locale_SubScenario:event_colorless_01_e_63,True,,12,idle,,1,XS_20,1.0,,,,,2,angry,,,,,,
event_colorless_01_e_64,40054,event_colorless_01_e,Speech,rei,rei,Locale_SubScenario:event_colorless_01_e_64,True,,12,idle,,XS_20,XS_20,1.0,,,,,2,angry,,,,,,
event_colorless_01_e_65,40054,event_colorless_01_e,Speech,rei,zwei,Locale_SubScenario:event_colorless_01_e_65,False,,12,idle,,XS_20,XS_20,1.0,,,,,2,angry,,,,,,
event_colorless_01_e_66,40054,event_colorless_01_e,Speech,rei,rei,Locale_SubScenario:event_colorless_01_e_66,True,,12,idle,,XS_20,XS_20,1.0,,,,,2,angry,,,,,,
event_colorless_01_e_67,40054,event_colorless_01_e,Speech,rei,rei,Locale_SubScenario:event_colorless_01_e_67,True,,12,idle,,XS_20,XS_20,1.0,,,,,2,angry,,,,,,
event_colorless_01_e_68,40054,event_colorless_01_e,Speech,rei,rei,Locale_SubScenario:event_colorless_01_e_68,True,,12,idle,,XS_20,XS_20,1.0,,,,,2,angry,,,,,,
event_colorless_01_e_69,40054,event_colorless_01_e,Speech,rei,rei,Locale_SubScenario:event_colorless_01_e_69,True,,12,idle,,XS_20,XS_20,1.0,,,,,2,angry,,,,,,
event_colorless_01_e_70,40054,event_colorless_01_e,Speech,zwei,zwei,Locale_SubScenario:event_colorless_01_e_70,True,,12,idle,,XS_20,120,1.0,,,,,2,angry,,,,,,
event_colorless_01_e_71,40054,event_colorless_01_e,Speech,zwei,zwei,Locale_SubScenario:event_colorless_01_e_71,True,,12,idle,,120,120,1.0,,,,,2,angry,,,,,,
event_colorless_01_e_72,40054,event_colorless_01_e,Speech,zwei,zwei,Locale_SubScenario:event_colorless_01_e_72,True,,12,idle,,120,120,1.0,,,,,2,angry,,,,,,
event_colorless_01_e_73,40054,event_colorless_01_e,Speech,rei,rei,Locale_SubScenario:event_colorless_01_e_73,True,,12,idle,,120,1,1.0,,,,,2,surprise,,,,,,
event_colorless_01_e_74,40054,event_colorless_01_e,Speech,rei,rei,Locale_SubScenario:event_colorless_01_e_74,True,,12,idle,,1,1,1.0,,,,,2,surprise,,,,,,
event_colorless_01_e_75,40054,event_colorless_01_e,Speech,rei,rei,Locale_SubScenario:event_colorless_01_e_75,True,,12,idle,,1,1,1.0,,,,,2,surprise,,,,,,
event_colorless_01_e_76,40054,event_colorless_01_e,Speech,zwei,zwei,Locale_SubScenario:event_colorless_01_e_76,True,,12,idle,,1,1,1.0,,,,,2,surprise,,,,,,
event_colorless_01_e_77,40054,event_colorless_01_e,Speech,zwei,zwei,Locale_SubScenario:event_colorless_01_e_77,True,,12,idle,,1,1,1.0,,,,,2,surprise,,,,,,
event_colorless_01_e_78,40054,event_colorless_01_e,Speech,rei,rei,Locale_SubScenario:event_colorless_01_e_78,True,,12,idle,,1,XS_20,1.0,,,,,2,surprise,,,,,,
event_colorless_01_e_79,40054,event_colorless_01_e,Speech,rei,rei,Locale_SubScenario:event_colorless_01_e_79,True,,12,idle,,XS_20,XS_20,1.0,,,,,2,surprise,,,,,,
event_colorless_01_e_80,40054,event_colorless_01_e,Speech,rei,rei,Locale_SubScenario:event_colorless_01_e_80,True,,12,idle,,XS_20,XS_20,1.0,,,,,2,idle,,,,,,
event_colorless_01_e_81,40054,event_colorless_01_e,Speech,rei,rei,Locale_SubScenario:event_colorless_01_e_81,True,,12,idle,,XS_20,XS_20,1.0,,,,,2,idle,,,,,,
event_colorless_01_e_82,40054,event_colorless_01_e,Speech,rei,rei,Locale_SubScenario:event_colorless_01_e_82,True,,12,good,,XS_20,XS_20,1.0,,,,,2,idle,,,,,,
event_colorless_01_e_83,40054,event_colorless_01_e,Speech,rei,rei,Locale_SubScenario:event_colorless_01_e_83,True,,12,good,,XS_20,XS_20,1.0,,,,,2,delight,,,,,,
event_colorless_01_e_84,40054,event_colorless_01_e,Speech,zwei,zwei,Locale_SubScenario:event_colorless_01_e_84,True,,12,good,,XS_20,120,1.0,,,,,2,delight,,,,,,
event_colorless_01_e_85,40054,event_colorless_01_e,Speech,zwei,zwei,Locale_SubScenario:event_colorless_01_e_85,True,,12,good,,120,120,1.0,,,,,2,delight,,,,,,
event_colorless_01_e_86,40054,event_colorless_01_e,Speech,zwei,zwei,Locale_SubScenario:event_colorless_01_e_86,True,,12,good,,120,120,1.0,,,,,2,delight,,,,,,
event_colorless_01_e_87,40054,event_colorless_01_e,Speech,zwei,zwei,Locale_SubScenario:event_colorless_01_e_87,True,,12,good,,120,120,1.0,,,,,2,delight,,,,,,
event_colorless_01_e_88,40054,event_colorless_01_e,Speech,rei,rei,Locale_SubScenario:event_colorless_01_e_88,True,,12,good,,120,1,1.0,,,,,2,delight,,,,,,
event_colorless_01_e_89,40054,event_colorless_01_e,Speech,rei,rei,Locale_SubScenario:event_colorless_01_e_89,True,,12,good,,1,1,1.0,,,,,2,surprise,,,,,,
event_colorless_01_e_90,40054,event_colorless_01_e,Speech,zwei,zwei,Locale_SubScenario:event_colorless_01_e_90,True,,12,idle,,1,1,1.0,,,,,2,surprise,,,,,,
event_colorless_01_e_91,40054,event_colorless_01_e,Speech,rei,rei,Locale_SubScenario:event_colorless_01_e_91,True,,12,idle,,1,1,1.0,,,,,2,surprise,,,,,,
event_colorless_01_e_92,40054,event_colorless_01_e,Self,,,Locale_SubScenario:event_colorless_01_e_92,False,,12,idle,,1,1,1.0,,,,,2,surprise,,,,,,
event_colorless_01_e_93,40054,event_colorless_01_e,Speech,rei,rei,Locale_SubScenario:event_colorless_01_e_93,True,,12,idle,,1,XS_20,1.0,,,,,2,surprise,,,,,,
event_colorless_01_e_94,40054,event_colorless_01_e,Self,,,Locale_SubScenario:event_colorless_01_e_94,False,,12,idle,,XS_20,XS_20,1.0,,,,,2,surprise,,,,,,
event_colorless_01_e_95,40054,event_colorless_01_e,Speech,rei,rei,Locale_SubScenario:event_colorless_01_e_95,True,,12,idle,,XS_20,XS_20,1.0,,,,,2,delight,,,,,,
event_colorless_01_e_96,40054,event_colorless_01_e,Speech,rei,rei,Locale_SubScenario:event_colorless_01_e_96,True,,12,idle,,XS_20,S_40,1.0,,,,,2,delight,privaty,4,shy,,,
event_colorless_01_e_97,40054,event_colorless_01_e,Speech,privaty,privaty,Locale_SubScenario:event_colorless_01_e_97,True,,12,idle,,S_40,S_40,1.0,,,,,2,delight,,4,shy,,,
event_colorless_01_e_98,40054,event_colorless_01_e,Speech,privaty,privaty,Locale_SubScenario:event_colorless_01_e_98,True,,12,idle,,S_40,S_400,1.0,,,,,2,delight,,4,idle,,,
event_colorless_01_e_99,40054,event_colorless_01_e,Speech,privaty,privaty,Locale_SubScenario:event_colorless_01_e_99,True,,12,idle,,S_400,S_400,1.0,,,,,2,delight,,4,idle,,,
event_colorless_01_e_100,40054,event_colorless_01_e,Speech,privaty,privaty,Locale_SubScenario:event_colorless_01_e_100,True,,12,idle,,S_400,S_40,1.0,,,,,2,delight,,4,shy,,,
