id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/3/hide_char_id,characters/4/hide_char_id,fade,jump_target,play_sound,set_camera_shake,characters/2/hide_char_id
event_neverland2_01_s_15,40035,event_neverland2_01_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland2_01_s_15,True,,1,idle,,3,idle,,13,idle,,,,,,,,113,113,1.0,,,,,,,,
event_neverland2_01_s_16,40035,event_neverland2_01_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_01_s_16,False,,1,delight,,3,idle,,13,idle,,,,,,,,113,113,1.0,,,,,,,,
event_neverland2_01_s_17,40035,event_neverland2_01_s,Monologue,,,Locale_MainScenario:event_neverland2_01_s_17,False,,1,delight,,3,idle,,13,idle,,,,,,,,113,113,1.0,,,,,,,,
event_neverland2_01_s_18,40035,event_neverland2_01_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_01_s_18,False,,1,delight,,3,idle,,13,idle,,,,,,,,113,3,2.0,,,,,,,,
event_neverland2_01_s_19,40035,event_neverland2_01_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_01_s_19,True,,1,delight,,3,idle,,13,idle,,,,,,,,3,30,1.0,,,,,,,,
event_neverland2_01_s_20,40035,event_neverland2_01_s,Self,,,Locale_MainScenario:event_neverland2_01_s_20,False,,1,idle,,3,idle,,13,idle,,,,,,,,30,30,1.0,,,,,,,,
event_neverland2_01_s_21,40035,event_neverland2_01_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_01_s_21,False,,1,idle,,3,idle,,13,idle,,,,,,,,30,30,1.0,,,,,,,,
event_neverland2_01_s_22,40035,event_neverland2_01_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_01_s_22,True,,1,idle,,3,idle,,13,idle,,,,,,,,30,30,1.0,,,,,,,,
event_neverland2_01_s_23,40035,event_neverland2_01_s,Choice,,,Locale_MainScenario:event_neverland2_01_s_23,False,,1,idle,,3,idle,,13,idle,,,,,,,,30,30,1.0,,,,,event_neverland2_01_s_25,,,
event_neverland2_01_s_24,40035,event_neverland2_01_s,Choice,,,Locale_MainScenario:event_neverland2_01_s_24,False,,1,idle,,3,idle,,13,idle,,,,,,,,30,30,1.0,,,,,event_neverland2_01_s_25,,,
event_neverland2_01_s_25,40035,event_neverland2_01_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_01_s_25,True,,1,idle,,3,delight,,13,idle,,,,,,,,30,30,1.0,,,,,,,,
event_neverland2_01_s_26,40035,event_neverland2_01_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_01_s_26,True,,1,idle,,3,delight,,13,idle,,,,,,,,30,30,1.0,,,,,,,,
event_neverland2_01_s_27,40035,event_neverland2_01_s,Narration,,,Locale_MainScenario:event_neverland2_01_s_27,False,,1,idle,,3,delight,,13,idle,,,,,,,,black,black,1.0,none,,,black,,sfx_scn_emptywind,,
event_neverland2_01_s_28,40035,event_neverland2_01_s,Monologue,,,Locale_MainScenario:event_neverland2_01_s_28,False,,1,idle,,3,think,,13,idle,,,,,,,,black,black,1.0,,,,,,,,
event_neverland2_01_s_29,40035,event_neverland2_01_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_01_s_29,True,,1,idle,,3,think,,13,idle,,,,,,,,30,30,1.0,bgm_story_fairytalesend_if,,,,,,,
event_neverland2_01_s_30,40035,event_neverland2_01_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_01_s_30,True,,1,idle,,3,think,,13,idle,,,,,,,,30,30,1.0,,,,,,,,
event_neverland2_01_s_31,40035,event_neverland2_01_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_01_s_31,True,,1,idle,,3,think,,13,idle,,,,,,,,30,300,1.0,,,,,,,,
event_neverland2_01_s_32,40035,event_neverland2_01_s,Choice,,,Locale_MainScenario:event_neverland2_01_s_32,False,,1,idle,,3,think,,13,idle,,,,,,,,300,300,1.0,,,,,event_neverland2_01_s_34,,,
event_neverland2_01_s_33,40035,event_neverland2_01_s,Choice,,,Locale_MainScenario:event_neverland2_01_s_33,False,,1,idle,,3,think,,13,idle,,,,,,,,300,300,1.0,,,,,event_neverland2_01_s_36,,,
event_neverland2_01_s_34,40035,event_neverland2_01_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_01_s_34,True,,1,idle,,3,think,,13,idle,,,,,,,,300,300,1.0,,,,,,,,
event_neverland2_01_s_35,40035,event_neverland2_01_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_01_s_35,True,,1,idle,,3,think,,13,idle,,,,,,,,300,300,1.0,,,,,event_neverland2_01_s_38,,,
event_neverland2_01_s_36,40035,event_neverland2_01_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_01_s_36,True,,1,idle,,3,think,,13,idle,,,,,,,,300,300,1.0,,,,,,,,
event_neverland2_01_s_37,40035,event_neverland2_01_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_01_s_37,True,,1,idle,,3,think,,13,idle,,,,,,,,300,300,1.0,,,,,event_neverland2_01_s_38,,,
event_neverland2_01_s_38,40035,event_neverland2_01_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_01_s_38,False,,1,idle,,3,think,,13,idle,,,,,,,,300,300,1.0,,,,,,,,
event_neverland2_01_s_39,40035,event_neverland2_01_s,Narration,,,Locale_MainScenario:event_neverland2_01_s_39,False,,1,idle,,3,think,,13,idle,,,,,,,,300,300,1.0,,,,,,sfx_scn_emptywind,,
event_neverland2_01_s_40,40035,event_neverland2_01_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_01_s_40,True,,1,idle,,3,think,,13,idle,,,,,,,,300,30,1.0,,,,,,,,
event_neverland2_01_s_41,40035,event_neverland2_01_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_01_s_41,False,,1,idle,,3,think,,13,idle,,,,,,,,30,30,1.0,,,,,,,,
event_neverland2_01_s_42,40035,event_neverland2_01_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_01_s_42,False,,1,idle,,3,think,,13,idle,,,,,,,,30,30,1.0,,,,,,,,
event_neverland2_01_s_43,40035,event_neverland2_01_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_01_s_43,True,,1,idle,,3,think,,13,idle,,,,,,,,30,30,1.0,,,,,,,,
event_neverland2_01_s_44,40035,event_neverland2_01_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_01_s_44,True,,1,idle,,3,think,,13,idle,,,,,,,,30,30,1.0,,,,,,,,
event_neverland2_01_s_45,40035,event_neverland2_01_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland2_01_s_45,False,,1,idle,,3,think,,13,worry,,,,,,,,XS_130,XS_130,1.0,,,,,,,,
event_neverland2_01_s_46,40035,event_neverland2_01_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland2_01_s_46,True,,1,idle,,3,think,,13,worry,,,,,,,,XS_130,XS_130,1.0,,,,,,,,
event_neverland2_01_s_47,40035,event_neverland2_01_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_01_s_47,True,,1,idle,,3,think,,13,worry,,,,,,,,30,30,1.0,,,,,,,,
event_neverland2_01_s_48,40035,event_neverland2_01_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_01_s_48,True,,1,idle,,3,think,,13,worry,,,,,,,,30,30,1.0,,,,,,,,
event_neverland2_01_s_49,40035,event_neverland2_01_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_01_s_49,True,,1,surprise,,3,think,,13,worry,,,,,,,,30,113,2.0,,,,,,,,
event_neverland2_01_s_50,40035,event_neverland2_01_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_01_s_50,True,,1,surprise,,3,think,,13,worry,,,,,,,,113,113,1.0,,,,,,,,
event_neverland2_01_s_51,40035,event_neverland2_01_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland2_01_s_51,True,,1,surprise,,3,think,,13,idle,,,,,,,,113,113,1.0,,,,,,,,
event_neverland2_01_s_52,40035,event_neverland2_01_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland2_01_s_52,False,,1,surprise,,3,think,,13,idle,,,,,,,,113,XS_130,1.0,,,,,,,,
event_neverland2_01_s_53,40035,event_neverland2_01_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland2_01_s_53,True,,1,surprise,,3,think,,13,idle,,,,,,,,XS_130,XS_130,1.0,,,,,,,,
event_neverland2_01_s_54,40035,event_neverland2_01_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland2_01_s_54,True,,1,surprise,,3,think,,13,idle,,,,,,,,XS_130,XS_1300,0.5,,,,,,,,
event_neverland2_01_s_55,40035,event_neverland2_01_s,Monologue,,,Locale_MainScenario:event_neverland2_01_s_55,False,,1,surprise,,3,think,,13,idle,,,,,,,,black,black,1.0,,,,black,,,,
event_neverland2_01_s_56,40035,event_neverland2_01_s,Narration,,,Locale_MainScenario:event_neverland2_01_s_56,False,,1,surprise,,3,think,,13,idle,,,,,,,,black,black,1.0,,,,,,sfx_scn_emptywind,,
event_neverland2_01_s_57,40035,event_neverland2_01_s,Monologue,,,Locale_MainScenario:event_neverland2_01_s_57,False,,1,surprise,,3,think,,13,idle,,,,,,,,black,black,1.0,,,,,,,,
event_neverland2_01_s_58,40035,event_neverland2_01_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_01_s_58,True,,1,surprise,,3,think,,13,idle,,,,,,,,3,30,1.0,,,,,,,,
event_neverland2_01_s_59,40035,event_neverland2_01_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_01_s_59,True,,1,surprise,,3,think,,13,idle,,,,,,,,30,30,1.0,,,,,,,,
event_neverland2_01_s_60,40035,event_neverland2_01_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_01_s_60,True,,1,surprise,,3,think,,13,idle,,,,,,,,30,30,1.0,,,,,,,,
event_neverland2_01_s_61,40035,event_neverland2_01_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_01_s_61,True,,1,surprise,,3,think,,13,idle,,,,,,,,30,30,1.0,,,,,,,,
event_neverland2_01_s_62,40035,event_neverland2_01_s,Self,,,Locale_MainScenario:event_neverland2_01_s_62,False,,1,surprise,,3,think,,13,idle,,,,,,,,30,30,1.0,,,,,,,,
event_neverland2_01_s_63,40035,event_neverland2_01_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_01_s_63,True,,1,surprise,,3,think,,13,idle,,,,,,,,30,31,1.0,,,,,,,,
event_neverland2_01_s_64,40035,event_neverland2_01_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_01_s_64,True,,1,surprise,,3,think,,13,idle,,,,,,,,31,113,1.0,,,,,,,,
event_neverland2_01_s_65,40035,event_neverland2_01_s,Speech,belorta,belorta,Locale_MainScenario:event_neverland2_01_s_65,True,,1,surprise,,3,think,,13,idle,,,,,,,,113,113,1.0,,,,,,,,
event_neverland2_01_s_66,40035,event_neverland2_01_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_01_s_66,True,,1,surprise,,3,think,,13,idle,,,,,,,,30,30,1.0,,,,,,,,
event_neverland2_01_s_67,40035,event_neverland2_01_s,Narration,,,Locale_MainScenario:event_neverland2_01_s_67,False,,1,surprise,,3,think,,13,idle,,,,,,,,30,30,1.0,none,,,,,sfx_scn_collapsewall,Low_2,
event_neverland2_01_s_68,40035,event_neverland2_01_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_01_s_68,False,,1,surprise,,3,angry,,13,idle,,,,,,,,30,300,1.0,,,,,,,,
event_neverland2_01_s_69,40035,event_neverland2_01_s,Narration,,,Locale_MainScenario:event_neverland2_01_s_69,False,,1,surprise,,3,angry,,13,idle,,,,,,,,300,300,1.0,bgm_enemyclose,,,,,sfx_scn_earthquake,Low_2,
event_neverland2_01_s_70,40035,event_neverland2_01_s,Monologue,,,Locale_MainScenario:event_neverland2_01_s_70,False,,1,surprise,,3,angry,,13,idle,,,,,,,,300,300,1.0,,,,,,,,
event_neverland2_01_s_71,40035,event_neverland2_01_s,Monologue,,,Locale_MainScenario:event_neverland2_01_s_71,False,,1,surprise,,3,angry,,13,idle,,,,,,,,300,300,1.0,,,,,,,,
event_neverland2_01_s_72,40035,event_neverland2_01_s,Narration,,,Locale_MainScenario:event_neverland2_01_s_72,False,,1,surprise,,3,angry,,13,idle,,,,,,,,300,300,1.0,,,,,,sfx_scn_3collapsewall,,
event_neverland2_01_s_73,40035,event_neverland2_01_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_01_s_73,False,,1,surprise,,3,angry,,13,idle,,,,,,,,300,30,1.0,,,,,,,,
event_neverland2_01_s_74,40035,event_neverland2_01_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_01_s_74,True,,1,surprise,,3,angry,,13,idle,,,,,,,,30,30,1.0,,,,,,,,
event_neverland2_01_s_75,40035,event_neverland2_01_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_01_s_75,True,,1,surprise,,3,angry,,13,idle,,,,,,,,30,30,0.5,,,,,,,,
event_neverland2_01_s_76,40035,event_neverland2_01_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_01_s_76,True,,1,pain,,3,angry,,13,idle,,,,,,,,30,31,1.0,,,,,,,,
event_neverland2_01_s_77,40035,event_neverland2_01_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_01_s_77,True,,1,pain,,3,angry,,13,idle,,,,,,,,31,31,1.0,,,,,,,,
event_neverland2_01_s_78,40035,event_neverland2_01_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_01_s_78,True,,1,pain,,3,angry,,13,idle,,,,,,,,31,31,1.0,,,,,,,,
event_neverland2_01_s_79,40035,event_neverland2_01_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_01_s_79,True,,1,pain,,3,angry,,13,idle,,,,,,,,30,30,1.0,none,,,black,,,,belorta
event_neverland2_01_s_80,40035,event_neverland2_01_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_01_s_80,True,,1,pain,,3,angry,,,,,,,,,,,30,30,1.0,,,,,,,,
event_neverland2_01_s_81,40035,event_neverland2_01_s,Self,,,Locale_MainScenario:event_neverland2_01_s_81,False,,1,pain,,3,angry,,,,,,,,,,,30,30,1.0,,,,,,,,
event_neverland2_01_s_82,40035,event_neverland2_01_s,Self,,,Locale_MainScenario:event_neverland2_01_s_82,False,,1,pain,,3,angry,,,,,,,,,,,30,30,1.0,,,,,,,,
event_neverland2_01_s_83,40035,event_neverland2_01_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_01_s_83,False,,1,void,,3,angry,,,,,,,,,,,30,S_10,1.0,,,,,,,,
event_neverland2_01_s_84,40035,event_neverland2_01_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_01_s_84,True,,1,void,,3,angry,,,,,,,,,,,S_10,S_10,1.0,,,,,,,,
event_neverland2_01_s_85,40035,event_neverland2_01_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_01_s_85,True,,1,void,,3,angry,,,,,,,,,,,S_10,S_10,1.0,,,,,,,,
event_neverland2_01_s_86,40035,event_neverland2_01_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_01_s_86,False,,1,void,,3,angry,,,,,,,,,,,S_10,S_10,1.0,,,,,,,,
event_neverland2_01_s_87,40035,event_neverland2_01_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_01_s_87,True,,1,pain,,3,angry,,,,,,,,,,,S_10,S_10,1.0,bgm_risk,,,,,,,
event_neverland2_01_s_88,40035,event_neverland2_01_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_01_s_88,True,,1,pain,,3,angry,,,,,,,,,,,S_10,S_100,0.5,,,,,,,,
event_neverland2_01_s_89,40035,event_neverland2_01_s,Self,,,Locale_MainScenario:event_neverland2_01_s_89,False,,1,pain,,3,angry,,,,,,,,,,,S_100,S_100,1.0,,,,,,,,
event_neverland2_01_s_90,40035,event_neverland2_01_s,Speech,ludmilla_w,ludmilla_w,Locale_MainScenario:event_neverland2_01_s_90,False,,1,pain,,3,angry,,,,,,,,,,,300,300,1.0,,,,,,,,
event_neverland2_01_s_91,40035,event_neverland2_01_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_01_s_91,True,,1,pain,,3,angry,,,,,,,,,,,S_100,S_100,1.0,,,,,,,,
event_neverland2_01_s_92,40035,event_neverland2_01_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_01_s_92,True,,1,pain,,3,angry,,,,,,,,,,,S_100,S_100,1.0,,,,,,,,
event_neverland2_01_s_93,40035,event_neverland2_01_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_01_s_93,False,,1,pain,,3,angry,,,,,,,,,,,S_100,S_10,1.0,,,,,,,,
event_neverland2_01_s_94,40035,event_neverland2_01_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_01_s_94,True,,1,pain,,3,angry,,,,,,,,,,,S_10,S_10,1.0,,,,,,,,
event_neverland2_01_s_95,40035,event_neverland2_01_s,Narration,,,Locale_MainScenario:event_neverland2_01_s_95,False,,1,pain,,3,angry,,,,,,,,,,,S_10,S_150,1.0,,,,,,sfx_scn_snow_dig,,
event_neverland2_01_s_96,40035,event_neverland2_01_s,Monologue,,,Locale_MainScenario:event_neverland2_01_s_96,False,,1,pain,,3,angry,,,,,,,,,,,S_150,S_150,1.0,,,,,,,,
event_neverland2_01_s_97,40035,event_neverland2_01_s,Monologue,,,Locale_MainScenario:event_neverland2_01_s_97,False,,1,pain,,3,angry,,,,,,,,,,,S_150,S_150,1.0,,,,,,,,
event_neverland2_01_s_98,40035,event_neverland2_01_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_01_s_98,True,,1,pain_02,,3,angry,,,,,,,,,,,S_150,S_10,1.0,,,,,,,,
event_neverland2_01_s_99,40035,event_neverland2_01_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_01_s_99,True,,1,pain_02,,3,angry,,,,,,,,,,,S_10,S_10,1.0,,,,,,,,
event_neverland2_01_s_100,40035,event_neverland2_01_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_01_s_100,True,,1,pain_02,,3,angry,,,,,,,,,,,S_10,S_10,1.0,,,,,,,,
event_neverland2_01_s_101,40035,event_neverland2_01_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_01_s_101,False,,1,pain_02,,3,angry,,,,,,,,,,,S_10,S_100,1.0,,,,,,,,
event_neverland2_01_s_102,40035,event_neverland2_01_s,Narration,,,Locale_MainScenario:event_neverland2_01_s_102,False,,1,pain_02,,3,angry,,,,,,,,,,,S_100,S_100,1.0,,,,,,sfx_scn_snow_dig_2,,
event_neverland2_01_s_103,40035,event_neverland2_01_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_01_s_103,True,,1,pain_02,,3,angry,,,,,,,,,,,S_100,S_100,1.0,,,,,,,,
event_neverland2_01_s_104,40035,event_neverland2_01_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_01_s_104,True,,1,pain_02,,3,angry,,,,,,,,,,,S_100,S_100,1.0,,,,,,,,
event_neverland2_01_s_105,40035,event_neverland2_01_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_01_s_105,True,,1,pain_02,,3,angry,,,,,,,,,,,S_100,S_100,1.0,,,,,,,,
event_neverland2_01_s_106,40035,event_neverland2_01_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_01_s_106,True,,1,pain_02,,3,angry,,,,,,,,,,,S_100,S_10,1.0,,,,,,,,
event_neverland2_01_s_107,40035,event_neverland2_01_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_01_s_107,True,,1,pain_02,,3,angry,,,,,,,,,,,S_10,S_10,1.0,,,,,,,,
event_neverland2_01_s_108,40035,event_neverland2_01_s,Narration,,,Locale_MainScenario:event_neverland2_01_s_108,False,,1,pain_02,,3,angry,,,,,,,,,,,S_10,S_10,1.0,,,,,,sfx_scn_snow_bodyfall,,
event_neverland2_01_s_109,40035,event_neverland2_01_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_01_s_109,True,,1,pain_02,,3,angry,,,,,,,,,,,S_10,S_100,1.0,,,,,,,,
event_neverland2_01_s_110,40035,event_neverland2_01_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_01_s_110,True,,1,pain_02,,3,angry,,,,,,,,,,,S_100,S_100,1.0,,,,,,,,
event_neverland2_01_s_111,40035,event_neverland2_01_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_01_s_111,True,,1,pain_02,,3,angry,,,,,,,,,,,black,black,1.0,,,,,,,,
event_neverland2_01_s_112,40035,event_neverland2_01_s,Speech,mica_w,mica_w,Locale_MainScenario:event_neverland2_01_s_112,True,,1,pain_02,,3,angry,,,,,,,,,,,black,black,1.0,,,,,,,,
