id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,jump_target,characters/0/hide_char_id,set_camera_shake,set_filter_01,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_cherryblossom_intermission_01_17,40011,event_cherryblossom_intermission_01,Choice,Locale_SubScenario:event_cherryblossom_intermission_01_17,False,,1,idle,,10,10,1.0,,,,event_cherryblossom_intermission_01_19,,,,,,,,,,,,,,,
event_cherryblossom_intermission_01_18,40011,event_cherryblossom_intermission_01,Choice,Locale_SubScenario:event_cherryblossom_intermission_01_18,False,,1,idle,,10,10,1.0,,,,event_cherryblossom_intermission_01_24,,,,,,,,,,,,,,,
event_cherryblossom_intermission_01_19,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_19,True,,1,delight,,10,10,1.0,,sakura,sakura,,,,,,,,,,,,,,,,
event_cherryblossom_intermission_01_20,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_20,True,,1,idle,,10,1,1.0,,sakura,sakura,,,,,,,,,,,,,,,,
event_cherryblossom_intermission_01_21,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_21,True,,1,idle,,1,1,1.0,,sakura,sakura,,,,,,,,,,,,,,,,
event_cherryblossom_intermission_01_22,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_22,True,,1,idle,,1,1,1.0,,sakura,sakura,,,,,,,,,,,,,,,,
event_cherryblossom_intermission_01_23,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_23,True,,1,idle,,1,1,1.0,,sakura,sakura,event_cherryblossom_intermission_01_35,,,,,,,,,,,,,,,
event_cherryblossom_intermission_01_24,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_24,True,,1,idle,,10,10,1.0,,sakura,sakura,,,,,,,,,,,,,,,,
event_cherryblossom_intermission_01_25,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_25,True,,1,idle,,10,1,1.0,,sakura,sakura,,,,,,,,,,,,,,,,
event_cherryblossom_intermission_01_26,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_26,False,crow,1,idle,OuterRim,1,1,1.0,,sakura,sakura,,sakura,Grey,Vignetting,,,,,,,,,,,,
event_cherryblossom_intermission_01_27,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_27,False,,1,idle,,1,1,1.0,,sakura,sakura,,,Grey,Vignetting,,,,,,,,,,,,
event_cherryblossom_intermission_01_28,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_28,False,,1,idle,,1,1,1.0,,sakura,sakura,,,Grey,Vignetting,,,,,,,,,,,,
event_cherryblossom_intermission_01_29,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_29,False,,1,idle,,1,1,1.0,,sakura,sakura,,,Grey,Vignetting,,,,,,,,,,,,
event_cherryblossom_intermission_01_30,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_30,False,,1,idle,,1,1,1.0,,sakura,sakura,,,Grey,Vignetting,,,,,,,,,,,,
event_cherryblossom_intermission_01_31,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_31,False,,1,idle,,1,1,1.0,,sakura,sakura,,,Grey,Vignetting,,,,,,,,,,,,
event_cherryblossom_intermission_01_32,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_32,False,sakura,1,idle,,1,1,1.0,,sakura,sakura,,crow,Grey,Vignetting,moran,3,idle,rosanna,5,idle,,,,,,
event_cherryblossom_intermission_01_33,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_33,False,,1,idle,,1,3,1.0,,sakura,sakura,,,Grey,Vignetting,,3,idle,,,idle,,,,,,
event_cherryblossom_intermission_01_34,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_34,False,,1,idle,,3,5,1.0,,sakura,sakura,event_cherryblossom_intermission_01_35,,Grey,Vignetting,,3,idle,,,idle,,,,,,
event_cherryblossom_intermission_01_35,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_35,True,,1,idle,CherryBlossom,1,1,1.0,,sakura,sakura,,,,,,3,idle,,5,idle,moran,rosanna,,,,
event_cherryblossom_intermission_01_36,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_36,True,,1,idle,,1,1,1.0,,sakura,sakura,,,,,,,,,,,,,,,,
event_cherryblossom_intermission_01_37,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_37,True,,1,idle,,1,1,1.0,,sakura,sakura,,,,,,,,,,,,,,,,
event_cherryblossom_intermission_01_38,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_38,True,,1,idle,,1,1,1.0,,sakura,sakura,,,,,,,,,,,,,,,,
event_cherryblossom_intermission_01_39,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_39,True,,1,idle,,1,1,1.0,,sakura,sakura,,,,,,,,,,,,,,,,
event_cherryblossom_intermission_01_40,40011,event_cherryblossom_intermission_01,Self,Locale_SubScenario:event_cherryblossom_intermission_01_40,False,,1,idle,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_cherryblossom_intermission_01_41,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_41,True,,1,idle,,1,10,1.0,,sakura,sakura,,,,,,,,,,,,,,,,
event_cherryblossom_intermission_01_42,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_42,True,,1,idle,,10,10,1.0,,sakura,sakura,,,,,,,,,,,,,,,,
event_cherryblossom_intermission_01_43,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_43,True,,1,idle,,10,10,1.0,,sakura,sakura,,,,,,,,,,,,,,,,
event_cherryblossom_intermission_01_44,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_44,True,,1,idle,,10,10,1.0,,sakura,sakura,,,,,,,,,,,,,,,,
event_cherryblossom_intermission_01_45,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_45,True,,1,idle,,10,10,1.0,,sakura,sakura,,,,,,,,,,,,,,,,
event_cherryblossom_intermission_01_46,40011,event_cherryblossom_intermission_01,Self,Locale_SubScenario:event_cherryblossom_intermission_01_46,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,
event_cherryblossom_intermission_01_47,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_47,True,,1,idle,,10,10,1.0,,sakura,sakura,,,,,,,,,,,,,,,,
event_cherryblossom_intermission_01_48,40011,event_cherryblossom_intermission_01,Self,Locale_SubScenario:event_cherryblossom_intermission_01_48,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,
event_cherryblossom_intermission_01_49,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_49,True,,1,idle,,10,100,1.0,none,sakura,sakura,,,,,,,,,,,,,,,,
event_cherryblossom_intermission_01_50,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_50,True,,1,idle,,100,100,1.0,,sakura,sakura,,,,,,,,,,,,,,,,
event_cherryblossom_intermission_01_51,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_51,True,,1,idle,,100,100,1.0,,sakura,sakura,,,,,,,,,,,,,,,,
event_cherryblossom_intermission_01_52,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_52,True,,1,idle,none,black,black,1.0,bgm_risk,mustang,mustang,,,,,moran,3,idle,rosanna,15,angry,,,mustang,13,idle,
event_cherryblossom_intermission_01_53,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_53,True,,1,idle,Office,12,12,1.0,,mustang,mustang,,,,Vignetting,,3,idle,,15,angry,,,,13,idle,
event_cherryblossom_intermission_01_54,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_54,True,,1,idle,,12,12,1.0,,sakura,sakura,,,,Vignetting,,3,idle,,15,angry,,,,13,idle,
event_cherryblossom_intermission_01_55,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_55,True,,1,idle,,12,14,1.0,,rosanna,rosanna,,,,Vignetting,,3,idle,,15,angry,,,,13,idle,
event_cherryblossom_intermission_01_56,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_56,True,,1,idle,,14,14,1.0,,rosanna,rosanna,,,,Vignetting,,3,idle,,15,angry,,,,13,idle,
event_cherryblossom_intermission_01_57,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_57,True,,1,idle,,14,14,1.0,,rosanna,rosanna,,,,Vignetting,,3,idle,,15,angry,,,,13,idle,
event_cherryblossom_intermission_01_58,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_58,True,,1,idle,,14,14,1.0,,mustang,mustang,,,,Vignetting,,3,idle,,15,angry,,,,13,angry,
event_cherryblossom_intermission_01_59,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_59,True,,1,idle,,14,14,1.0,,mustang,mustang,,,,Vignetting,,3,idle,,15,angry,,,,13,angry,
event_cherryblossom_intermission_01_60,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_60,True,,1,idle,,10,10,1.0,,sakura,sakura,,,,Vignetting,,3,idle,,15,angry,,,,13,angry,
event_cherryblossom_intermission_01_61,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_61,True,,1,idle,,10,10,1.0,,sakura,sakura,,,,Vignetting,,3,idle,,15,idle,,,,13,angry,
event_cherryblossom_intermission_01_62,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_62,True,,1,idle,,10,10,1.0,,sakura,sakura,,,,Vignetting,,3,idle,,15,idle,,,,13,angry,
event_cherryblossom_intermission_01_63,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_63,True,,1,idle,,10,10,1.0,,sakura,sakura,,,,Vignetting,,3,idle,,15,idle,,,,13,angry,
event_cherryblossom_intermission_01_64,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_64,True,,1,idle,,10,10,1.0,,sakura,sakura,,,,Vignetting,,3,idle,,15,idle,,,,13,angry,
event_cherryblossom_intermission_01_65,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_65,True,,1,idle,,L_130,L_130,1.0,,mustang,mustang,,,,Vignetting,,3,idle,,15,idle,,,,13,idle,
event_cherryblossom_intermission_01_66,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_66,True,,1,idle,,L_130,L_130,1.0,,mustang,mustang,,,,Vignetting,,3,idle,,15,idle,,,,13,idle,
event_cherryblossom_intermission_01_67,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_67,True,,1,idle,,L_30,L_30,1.0,,moran,moran,,,,Vignetting,,3,angry,,15,idle,,,,13,idle,
event_cherryblossom_intermission_01_68,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_68,True,,1,idle,,L_30,L_30,1.0,,moran,moran,,,,Vignetting,,3,angry,,15,idle,,,,13,idle,
event_cherryblossom_intermission_01_69,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_69,True,,1,idle,,13,13,1.0,,mustang,mustang,,,,Vignetting,,3,angry,,15,idle,,,,13,idle,
event_cherryblossom_intermission_01_70,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_70,True,,1,idle,,13,13,1.0,,mustang,mustang,,,,Vignetting,,3,angry,,15,idle,,,,13,idle,
event_cherryblossom_intermission_01_71,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_71,True,,1,idle,,13,13,1.0,,mustang,mustang,,,,Vignetting,,3,angry,,15,idle,,,,13,idle,
event_cherryblossom_intermission_01_72,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_72,True,,1,idle,,13,13,1.0,,mustang,mustang,,,,Vignetting,,3,angry,,15,idle,,,,13,idle,
event_cherryblossom_intermission_01_73,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_73,True,,1,idle,,150,150,1.0,,moran,moran,,,,Vignetting,,3,worry,,15,idle,,,,13,idle,
event_cherryblossom_intermission_01_74,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_74,True,,1,idle,,13,13,1.0,,mustang,mustang,,,,Vignetting,,3,worry,,15,idle,,,,13,idle,
event_cherryblossom_intermission_01_75,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_75,True,,1,idle,,13,13,1.0,,mustang,mustang,,,,Vignetting,,3,idle,,15,idle,,,,13,idle,
event_cherryblossom_intermission_01_76,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_76,True,,1,idle,,13,13,1.0,,mustang,mustang,,,,Vignetting,,3,idle,,15,idle,,,,13,idle,
event_cherryblossom_intermission_01_77,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_77,True,,1,idle,,13,13,1.0,,mustang,mustang,,,,Vignetting,,3,idle,,15,idle,,,,13,idle,
event_cherryblossom_intermission_01_78,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_78,True,,1,idle,,13,13,1.0,,mustang,mustang,,,,Vignetting,,3,idle,,15,idle,,,,13,idle,
event_cherryblossom_intermission_01_79,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_79,True,,1,idle,,13,13,1.0,,mustang,mustang,,,,Vignetting,,3,idle,,15,idle,,,,13,idle,
event_cherryblossom_intermission_01_80,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_80,True,,1,idle,,13,12,1.0,,sakura,sakura,,,,Vignetting,,3,idle,,15,idle,,,,13,idle,
event_cherryblossom_intermission_01_81,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_81,True,,1,idle,,12,12,1.0,,sakura,sakura,,,,Vignetting,,3,idle,,15,idle,,,,13,idle,
event_cherryblossom_intermission_01_82,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_82,True,,1,idle,,13,L_130,1.0,,mustang,mustang,,,,Vignetting,,3,idle,,15,idle,,,,13,angry,
event_cherryblossom_intermission_01_83,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_83,True,,1,idle,,L_130,L_130,1.0,,mustang,mustang,,,,Vignetting,,3,idle,,15,idle,,,,13,angry,
event_cherryblossom_intermission_01_84,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_84,True,,1,idle,,L_130,L_130,1.0,,mustang,mustang,,,,Vignetting,,3,idle,,15,idle,,,,13,angry,
event_cherryblossom_intermission_01_85,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_85,True,,1,idle,,L_130,L_130,1.0,,mustang,mustang,,,,Vignetting,,3,idle,,15,idle,,,,13,angry,
event_cherryblossom_intermission_01_86,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_86,True,,1,idle,,L_130,L_130,1.0,,mustang,mustang,,,,Vignetting,,3,idle,,15,idle,,,,13,angry,
event_cherryblossom_intermission_01_87,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_87,True,,1,idle,,L_130,L_130,1.0,,mustang,mustang,,,,Vignetting,,3,idle,,15,idle,,,,13,angry,
event_cherryblossom_intermission_01_88,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_88,True,,1,idle,,L_130,L_130,1.0,,mustang,mustang,,,,Vignetting,,3,idle,,15,idle,,,,13,angry,
event_cherryblossom_intermission_01_89,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_89,True,,1,idle,,L_130,L_130,1.0,,mustang,mustang,,,,Vignetting,,3,idle,,15,idle,,,,13,angry,
event_cherryblossom_intermission_01_90,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_90,True,,1,idle,,L_130,L_130,1.0,,mustang,mustang,,,,Vignetting,,3,idle,,15,idle,,,,13,angry,
event_cherryblossom_intermission_01_91,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_91,True,,1,idle,,L_130,L_130,1.0,,mustang,mustang,,,,Vignetting,,3,idle,,15,idle,,,,13,idle,
event_cherryblossom_intermission_01_92,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_92,True,,1,idle,,L_130,L_1300,1.0,,mustang,mustang,,,,Vignetting,,3,idle,,15,idle,,,,13,delight,
event_cherryblossom_intermission_01_93,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_93,True,,1,idle,,L_1300,L_1300,1.0,,mustang,mustang,,,,Vignetting,,3,idle,,15,idle,,,,13,delight,
event_cherryblossom_intermission_01_94,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_94,True,,1,idle,,L_1300,L_1300,1.0,,mustang,mustang,,,,Vignetting,,3,idle,,15,idle,,,,13,delight,
event_cherryblossom_intermission_01_95,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_95,True,,1,idle,,L_1300,L_130,1.0,,mustang,mustang,,,,Vignetting,,3,idle,,15,idle,,,,13,idle,
event_cherryblossom_intermission_01_96,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_96,True,,1,idle,,L_130,L_130,1.0,,mustang,mustang,,,,Vignetting,,3,idle,,15,idle,,,,13,idle,
event_cherryblossom_intermission_01_97,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_97,True,,1,idle,,L_130,L_130,1.0,,mustang,mustang,,,,Vignetting,,3,idle,,15,idle,,,,13,idle,
event_cherryblossom_intermission_01_98,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_98,True,,1,idle,,14,14,1.0,,rosanna,rosanna,,,,Vignetting,,3,idle,,15,idle,,,,13,idle,
event_cherryblossom_intermission_01_99,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_99,True,,1,idle,,14,14,1.0,,rosanna,rosanna,,,,Vignetting,,3,idle,,15,idle,,,,13,idle,
event_cherryblossom_intermission_01_100,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_100,True,,1,idle,,14,14,1.0,,rosanna,rosanna,,,,Vignetting,,3,idle,,15,idle,,,,13,idle,
event_cherryblossom_intermission_01_101,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_101,True,,1,idle,,14,14,1.0,,mustang,mustang,,,,Vignetting,,3,idle,,15,idle,,,,13,angry,
event_cherryblossom_intermission_01_102,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_102,True,,1,idle,,14,14,1.0,,mustang,mustang,,,,Vignetting,,3,idle,,15,idle,,,,13,angry,
event_cherryblossom_intermission_01_103,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_103,True,,1,idle,,14,14,1.0,,rosanna,rosanna,,,,Vignetting,,3,idle,,15,delight,,,,13,angry,
event_cherryblossom_intermission_01_104,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_104,True,,1,idle,,14,L_130,1.0,,mustang,mustang,,,,Vignetting,,3,idle,,15,delight,,,,13,good,
event_cherryblossom_intermission_01_105,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_105,True,,1,idle,,L_130,L_130,1.0,,mustang,mustang,,,,Vignetting,,3,idle,,15,delight,,,,13,good,
event_cherryblossom_intermission_01_106,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_106,True,,1,idle,,L_130,L_130,1.0,,mustang,mustang,,,,Vignetting,,3,idle,,15,delight,,,,13,good,
event_cherryblossom_intermission_01_107,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_107,True,,1,idle,,L_130,L_130,1.0,,mustang,mustang,,,,Vignetting,,3,idle,,15,delight,,,,13,good,
event_cherryblossom_intermission_01_108,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_108,False,,1,idle,,150,150,1.0,,rosanna,rosanna,,,,Vignetting,,3,idle,,15,angry,,,,13,good,
event_cherryblossom_intermission_01_109,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_109,True,,1,idle,,L_130,13,1.0,none,mustang,mustang,,,,Vignetting,,3,idle,,15,angry,,,,13,angry,
event_cherryblossom_intermission_01_110,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_110,True,,1,idle,,13,13,1.0,bgm_story_lastbullet,mustang,mustang,,,,Vignetting,,3,idle,,15,angry,,,,13,angry,
event_cherryblossom_intermission_01_111,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_111,True,,1,idle,,13,13,1.0,,mustang,mustang,,,,Vignetting,,3,idle,,15,angry,,,,13,angry,
event_cherryblossom_intermission_01_112,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_112,True,,1,idle,,13,13,1.0,,mustang,mustang,,,,Vignetting,,3,idle,,15,angry,,,,13,angry,
event_cherryblossom_intermission_01_113,40011,event_cherryblossom_intermission_01,Speech,Locale_SubScenario:event_cherryblossom_intermission_01_113,True,,1,idle,,13,13,1.0,,mustang,mustang,,,,Vignetting,,3,idle,,15,angry,,,,13,angry,
