id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim
event_oldtales2_05_e_68,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_68,True,,L_10,L_10,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_69,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_69,True,,L_10,L_100,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_70,40062,event_oldtales2_05_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_e_70,True,,S_500,S_500,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_71,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_71,True,,L_100,L_100,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_72,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_72,True,,L_100,L_100,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_73,40062,event_oldtales2_05_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_e_73,False,,S_500,S_500,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_74,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_74,True,,L_100,L_100,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_75,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_75,True,,L_100,L_100,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_76,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_76,True,,L_100,L_10,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_77,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_77,True,,L_10,L_10,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_78,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_78,True,,L_10,L_10,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_79,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_79,True,,L_10,L_10,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_80,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_80,True,,L_10,L_10,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_81,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_81,False,,L_10,L_10,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_82,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_82,True,,L_10,L_10,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_83,40062,event_oldtales2_05_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_e_83,True,,S_50,S_50,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_84,40062,event_oldtales2_05_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_e_84,True,,S_50,S_50,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_85,40062,event_oldtales2_05_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_e_85,True,,S_50,S_50,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_86,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_86,True,,L_10,L_10,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_87,40062,event_oldtales2_05_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_e_87,True,,S_50,S_500,0.5,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_88,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_88,False,,L_100,L_100,1.0,,,,1,idle,,13,surprise,,15,surprise,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_89,40062,event_oldtales2_05_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_05_e_89,False,,1315,1315,1.0,,,,1,idle,,13,surprise,,15,surprise,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_90,40062,event_oldtales2_05_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_oldtales2_05_e_90,False,,L_1700,L_1700,1.0,,,,1,idle,,13,surprise,,15,surprise,,17,surprise,,3,idle,,5,idle
event_oldtales2_05_e_91,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_91,True,,L_100,L_10,1.0,,,,1,idle,,13,surprise,,15,surprise,,17,surprise,,3,idle,,5,idle
event_oldtales2_05_e_92,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_92,True,,L_10,L_10,1.0,,,,1,idle,,13,void,,15,void,,17,surprise,,3,idle,,5,idle
event_oldtales2_05_e_93,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_93,False,,L_10,L_10,1.0,,,,1,idle,,13,void,,15,void,,17,surprise,,3,idle,,5,idle
event_oldtales2_05_e_94,40062,event_oldtales2_05_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_oldtales2_05_e_94,True,,L_10,L_10,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_95,40062,event_oldtales2_05_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_e_95,True,,S_50,S_50,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_96,40062,event_oldtales2_05_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_e_96,True,,S_50,S_50,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_97,40062,event_oldtales2_05_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_05_e_97,False,,1315,1315,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_98,40062,event_oldtales2_05_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_05_e_98,True,,1315,1315,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_99,40062,event_oldtales2_05_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_e_99,True,,S_50,S_50,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_100,40062,event_oldtales2_05_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_05_e_100,True,,1315,1315,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_101,40062,event_oldtales2_05_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_e_101,True,,S_50,S_50,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_102,40062,event_oldtales2_05_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_05_e_102,True,,S_130,S_130,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_103,40062,event_oldtales2_05_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_e_103,True,,S_50,S_50,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_104,40062,event_oldtales2_05_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_05_e_104,True,,S_130,S_130,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_105,40062,event_oldtales2_05_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_05_e_105,True,,S_130,1315,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_106,40062,event_oldtales2_05_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_05_e_106,True,,1315,1315,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_107,40062,event_oldtales2_05_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_05_e_107,True,,1315,1315,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_108,40062,event_oldtales2_05_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_05_e_108,True,,1315,1315,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_109,40062,event_oldtales2_05_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_e_109,True,,S_50,S_50,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_110,40062,event_oldtales2_05_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_05_e_110,True,,1315,1315,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_111,40062,event_oldtales2_05_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_e_111,False,,S_50,S_50,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_112,40062,event_oldtales2_05_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_e_112,True,,S_50,S_50,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,idle
event_oldtales2_05_e_113,40062,event_oldtales2_05_e,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_05_e_113,True,,S_50,S_500,0.7,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,angry
event_oldtales2_05_e_114,40062,event_oldtales2_05_e,Speech,hansel,hansel,Locale_MainScenario:event_oldtales2_05_e_114,True,,S_1300,S_1300,1.0,,,,1,idle,,13,void,,15,void,,17,idle,,3,idle,,5,angry
