id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_footstepwalkrun1_05_e_47,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_47,True,,150,150,1.0,,,wendi,wendi,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_48,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_48,True,,150,150,1.0,,,wendi,wendi,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_49,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_49,True,,150,150,1.0,,,wendi,wendi,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_50,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_50,True,,150,150,1.0,,,wendi,wendi,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_51,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_51,True,,150,150,1.0,,,wendi,wendi,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_52,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_52,True,,150,150,1.0,,,wendi,wendi,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_53,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_53,True,,150,150,1.0,,,wendi,wendi,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_54,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_54,True,,150,1500,1.0,,,wendi,wendi,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_55,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_55,True,,100,100,1.0,,,rapi_m,rapi_m,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_56,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_56,True,,100,1300,1.0,,,rio,rio,,1,idle,,13,angry,,15,idle
event_footstepwalkrun1_05_e_57,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_57,True,,1300,1500,1.0,,,wendi,wendi,,1,idle,,13,angry,,15,idle
event_footstepwalkrun1_05_e_58,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_58,True,,1500,1500,1.0,,,wendi,wendi,,1,idle,,13,angry,,15,idle
event_footstepwalkrun1_05_e_59,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_59,True,,1500,1500,1.0,,,wendi,wendi,,1,idle,,13,angry,,15,idle
event_footstepwalkrun1_05_e_60,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_60,True,,1500,1500,1.0,,,wendi,wendi,,1,idle,,13,angry,,15,idle
event_footstepwalkrun1_05_e_61,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_61,True,,1300,1300,1.0,,,rio,rio,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_62,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_62,True,,100,100,1.0,,,rapi_m,rapi_m,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_63,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_63,True,,1500,1500,1.0,,,wendi,wendi,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_64,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_64,True,,1500,1500,1.0,,,wendi,wendi,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_65,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_65,True,,100,100,1.0,,,rapi_m,rapi_m,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_66,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_66,True,,1300,130,1.0,,,rio,rio,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_67,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_67,False,,130,113,1.0,,,rapi_m,rapi_m,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_68,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_68,True,,113,113,1.0,,,rapi_m,rapi_m,,1,idle,,13,idle,,15,idle
event_footstepwalkrun1_05_e_69,40066,event_footstepwalkrun1_05_e,Speech,Locale_MainScenario:event_footstepwalkrun1_05_e_69,True,,113,113,1.0,,,rapi_m,rapi_m,,1,idle,,13,idle,,15,idle
