id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,fade
event_dazzlingcupid_01_e_49,40029,event_dazzlingcupid_01_e,Speech,mc,Locale_SubScenario:event_dazzlingcupid_01_e_49,True,,17,17,1.0,,mc,,,,,,,,,,
event_dazzlingcupid_01_e_50,40029,event_dazzlingcupid_01_e,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_01_e_50,False,,black,black,1.0,,,,,,,,,,,,
event_dazzlingcupid_01_e_51,40029,event_dazzlingcupid_01_e,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_01_e_51,False,,black,black,1.0,,,,,,,,,,,,
event_dazzlingcupid_01_e_52,40029,event_dazzlingcupid_01_e,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_01_e_52,False,,black,black,1.0,,,,,,,,,,,,
event_dazzlingcupid_01_e_53,40029,event_dazzlingcupid_01_e,Speech,audience,Locale_SubScenario:event_dazzlingcupid_01_e_53,True,,1,100,0.3,,audience,,,,,,,,,,
event_dazzlingcupid_01_e_54,40029,event_dazzlingcupid_01_e,Narration,Narration,Locale_SubScenario:event_dazzlingcupid_01_e_54,False,,1,100,0.5,,,,,,,,,,,,
event_dazzlingcupid_01_e_55,40029,event_dazzlingcupid_01_e,Speech,audience,Locale_SubScenario:event_dazzlingcupid_01_e_55,True,,1,100,0.3,,audience,,,,,,,,,,
event_dazzlingcupid_01_e_56,40029,event_dazzlingcupid_01_e,Speech,mc,Locale_SubScenario:event_dazzlingcupid_01_e_56,True,,1,17,0.7,,mc,,,,,,,,,,
event_dazzlingcupid_01_e_57,40029,event_dazzlingcupid_01_e,Speech,mc,Locale_SubScenario:event_dazzlingcupid_01_e_57,True,,17,17,1.0,,mc,,,,,,,,,,
event_dazzlingcupid_01_e_58,40029,event_dazzlingcupid_01_e,Speech,mc,Locale_SubScenario:event_dazzlingcupid_01_e_58,True,,17,17,1.0,,mc,,,,,,,,,,
event_dazzlingcupid_01_e_59,40029,event_dazzlingcupid_01_e,Speech,audience,Locale_SubScenario:event_dazzlingcupid_01_e_59,True,,17,1,0.7,,audience,,,,,,,sfx_scn_crowdcheer,,,
event_dazzlingcupid_01_e_60,40029,event_dazzlingcupid_01_e,Speech,audience,Locale_SubScenario:event_dazzlingcupid_01_e_60,True,,1,100,0.5,,audience,,,,,,,,,,
event_dazzlingcupid_01_e_61,40029,event_dazzlingcupid_01_e,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_01_e_61,False,,black,black,1.0,,,,,,,,,,,,
event_dazzlingcupid_01_e_62,40029,event_dazzlingcupid_01_e,Monologue,Monologue,Locale_SubScenario:event_dazzlingcupid_01_e_62,False,,black,black,1.0,,,,,,,,,,,,
