id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,fade,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id
event_absolute2_05_s_23,40086,event_absolute2_05_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_05_s_23,True,,13,idle,,10,XS_130,1.0,,,5,delight,,3,delight,,1,angry,,15,idle,,,,,,,,,,,
event_absolute2_05_s_24,40086,event_absolute2_05_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_05_s_24,True,,13,idle,,XS_130,150,1.0,,,5,delight,,3,delight,,1,angry,,15,idle,,,,,,,,,,,
event_absolute2_05_s_25,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_25,True,,13,idle,,10,10,1.0,bgm_story_tactical,,5,delight,,3,delight,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_26,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_26,True,,13,idle,,10,10,1.0,,,5,delight,,3,delight,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_27,40086,event_absolute2_05_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_05_s_27,False,,13,idle,,10,100,1.0,,,5,delight,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_28,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_28,True,,13,idle,,100,100,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_29,40086,event_absolute2_05_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_05_s_29,True,,13,idle,,1500,1500,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_30,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_30,True,,13,idle,,100,100,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_31,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_31,True,,13,idle,,100,100,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_32,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_32,True,,13,idle,,100,10,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_33,40086,event_absolute2_05_s,Speech,signal,signal,Locale_MainScenario:event_absolute2_05_s_33,True,,13,idle,,10,31,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_34,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_34,True,,13,idle,,31,31,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_35,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_35,True,,13,idle,,31,31,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_36,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_36,True,,13,idle,,31,31,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_37,40086,event_absolute2_05_s,Speech,signal,signal,Locale_MainScenario:event_absolute2_05_s_37,True,,13,idle,,31,31,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_38,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_38,True,,13,idle,,31,31,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_39,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_39,True,,13,idle,,31,1,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_40,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_40,True,,13,idle,,1,10,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_41,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_41,True,,13,idle,,10,10,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_42,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_42,True,,13,idle,,10,10,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_43,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_43,True,,13,idle,,10,10,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_44,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_44,True,,13,idle,,10,10,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_45,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_45,True,,13,idle,,10,10,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_46,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_46,True,,13,idle,,10,10,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_47,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_47,True,,13,idle,,10,100,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_48,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_48,True,,13,idle,,100,100,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_49,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_49,True,,13,idle,,100,100,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_50,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_50,True,,13,idle,,100,100,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_51,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_51,True,,13,idle,,100,100,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_52,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_52,True,,13,idle,,100,100,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_53,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_53,True,,13,idle,,100,100,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_54,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_54,True,,13,idle,,100,100,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_55,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_55,True,,13,idle,,100,100,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_56,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_56,True,,13,idle,,100,100,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_57,40086,event_absolute2_05_s,Speech,delta,delta,Locale_MainScenario:event_absolute2_05_s_57,True,,13,idle,,S_500,S_500,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_58,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_58,True,,13,idle,,100,100,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_59,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_59,True,,13,idle,,100,100,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_60,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_60,True,,13,idle,,100,10,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_61,40086,event_absolute2_05_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_05_s_61,True,,13,idle,,150,150,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_62,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_62,True,,13,idle,,10,10,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_63,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_63,True,,13,idle,,10,10,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_64,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_64,True,,13,idle,,10,10,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_65,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_65,True,,13,idle,,10,113,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_66,40086,event_absolute2_05_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_05_s_66,True,,13,idle,,113,113,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_67,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_67,True,,13,idle,,113,113,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_68,40086,event_absolute2_05_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_05_s_68,False,,13,angry_02,,113,113,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_69,40086,event_absolute2_05_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_05_s_69,True,,13,angry_02,,113,113,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_70,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_70,True,,13,angry_02,,113,113,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_71,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_71,True,,13,angry_02,,113,113,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_72,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_72,True,,13,angry_02,,113,113,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_73,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_73,True,,13,angry_02,,113,113,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_74,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_74,True,,13,angry_02,,113,113,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_75,40086,event_absolute2_05_s,Speech,vesti_t,vesti_t,Locale_MainScenario:event_absolute2_05_s_75,True,,13,idle,,113,113,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_76,40086,event_absolute2_05_s,Speech,emma_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_76,False,,13,idle,,113,1315,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_77,40086,event_absolute2_05_s,Speech,emma_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_77,False,,13,idle,,1315,1315,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_78,40086,event_absolute2_05_s,Speech,emma_t,emma_t,Locale_MainScenario:event_absolute2_05_s_78,True,,13,idle,,1315,1315,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_79,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_79,True,,13,idle,,1315,1,1.5,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_80,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_80,True,,13,idle,,1,31,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_81,40086,event_absolute2_05_s,Speech,signal,signal,Locale_MainScenario:event_absolute2_05_s_81,True,,13,idle,,31,31,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_82,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_82,True,,13,idle,,31,31,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_83,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_83,True,,13,idle,,31,31,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_84,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_84,True,,13,idle,,31,31,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_85,40086,event_absolute2_05_s,Speech,signal,signal,Locale_MainScenario:event_absolute2_05_s_85,True,,13,idle,,31,31,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_86,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_86,True,,13,idle,,31,5,1.5,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_87,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_87,True,,13,idle,,5,5,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_88,40086,event_absolute2_05_s,Speech,delta,delta,Locale_MainScenario:event_absolute2_05_s_88,True,,13,idle,,5,S_50,1.0,,,5,idle,,3,idle,,1,idle,,15,idle,,,,,,,,,,,
event_absolute2_05_s_89,40086,event_absolute2_05_s,Speech,scarecommander,scarecommander,Locale_MainScenario:event_absolute2_05_s_89,True,,15,idle,,black,black,1.0,,,7,idle,,5,idle,,1,idle,,17,idle,,scarecommander,3,idle,soldiereg,13,idle,,,,
event_absolute2_05_s_90,40086,event_absolute2_05_s,Speech,scarecommander,scarecommander,Locale_MainScenario:event_absolute2_05_s_90,True,,15,idle,,30,30,1.0,,,7,idle,,5,idle,,1,idle,,17,idle,,,3,idle,,13,idle,,,,
event_absolute2_05_s_91,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_91,True,,15,idle,,30,31,1.0,,,7,idle,,5,idle,,1,idle,,17,idle,,,3,idle,,13,idle,,,,
event_absolute2_05_s_92,40086,event_absolute2_05_s,Speech,scarecommander,scarecommander,Locale_MainScenario:event_absolute2_05_s_92,True,,15,idle,,31,31,1.0,,,7,idle,,5,idle,,1,idle,,17,idle,,,3,idle,,13,idle,,,,
event_absolute2_05_s_93,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_93,True,,15,idle,,31,31,1.0,,,7,idle,,5,idle,,1,angry,,17,idle,,,3,idle,,13,idle,,,,
event_absolute2_05_s_94,40086,event_absolute2_05_s,Speech,scarecommander,scarecommander,Locale_MainScenario:event_absolute2_05_s_94,True,,15,idle,,31,31,1.0,,,7,idle,,5,idle,,1,angry,,17,idle,,,3,idle,,13,idle,,,,
event_absolute2_05_s_95,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_95,True,,15,idle,,31,31,1.0,,,7,idle,,5,idle,,1,angry,,17,idle,,,3,idle,,13,idle,,,,
event_absolute2_05_s_96,40086,event_absolute2_05_s,Speech,scarecommander,scarecommander,Locale_MainScenario:event_absolute2_05_s_96,True,,15,idle,,31,31,1.0,,,7,idle,,5,idle,,1,angry,,17,idle,,,3,idle,,13,idle,,,,
event_absolute2_05_s_97,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_97,True,,15,idle,,31,31,1.0,,,7,idle,,5,idle,,1,angry,,17,idle,,,3,idle,,13,idle,,,,
event_absolute2_05_s_98,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_98,True,,15,idle,,31,31,1.0,,,7,idle,,5,idle,,1,angry,,17,idle,,,3,idle,,13,idle,,,,
event_absolute2_05_s_99,40086,event_absolute2_05_s,Speech,scarecommander,scarecommander,Locale_MainScenario:event_absolute2_05_s_99,True,,15,idle,,31,31,1.0,,,7,idle,,5,idle,,1,angry,,17,idle,,,3,idle,,13,idle,,,,
event_absolute2_05_s_100,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_100,True,,15,idle,,31,31,1.0,,,7,idle,,5,idle,,1,angry,,17,idle,,,3,idle,,13,idle,,,,
event_absolute2_05_s_101,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_101,True,,15,idle,,31,31,1.0,,,7,idle,,5,idle,,1,angry,,17,idle,,,3,idle,,13,idle,,,,
event_absolute2_05_s_102,40086,event_absolute2_05_s,Speech,scarecommander,scarecommander,Locale_MainScenario:event_absolute2_05_s_102,True,,15,idle,,31,31,1.0,,,7,idle,,5,idle,,1,angry,,17,idle,,,3,idle,,13,idle,,,,
event_absolute2_05_s_103,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_103,True,,15,idle,,31,113,1.5,,,7,idle,,5,idle,,1,idle,,17,idle,,,3,idle,,13,idle,,,,
event_absolute2_05_s_104,40086,event_absolute2_05_s,Speech,soldiereg,soldiereg,Locale_MainScenario:event_absolute2_05_s_104,True,,15,idle,,113,113,1.0,,,7,idle,,5,idle,,1,idle,,17,idle,,,3,idle,,13,idle,,,,
event_absolute2_05_s_105,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_105,True,,15,idle,,113,113,1.0,,,7,idle,,5,idle,,1,idle,,17,idle,,,3,idle,,13,idle,,,,
event_absolute2_05_s_106,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_106,True,,15,idle,,113,113,1.0,,,7,idle,,5,idle,,1,idle,,17,idle,,,3,idle,,13,idle,,,,
event_absolute2_05_s_107,40086,event_absolute2_05_s,Speech,soldiereg,soldiereg,Locale_MainScenario:event_absolute2_05_s_107,True,,15,idle,,113,113,1.0,,,7,idle,,5,idle,,1,idle,,17,idle,,,3,idle,,13,idle,,,,
event_absolute2_05_s_108,40086,event_absolute2_05_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_05_s_108,True,,15,idle,,113,1,1.0,,,7,idle,,5,idle,,1,idle,,17,idle,,,3,idle,,13,idle,,,,
