id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_camera_shake,highlight,speaker,characters/2/hide_char_id,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_filter_01
re_event_ce02_1_prologue_33,40082,re_event_ce02_1_prologue,Speech,Locale_SubScenario:event_ce02_1_prologue_33,True,,,,,black,black,1.0,,event_bgm_ce002_story_2,,unknown,unknown,,,,1,idle,,13,idle,Blur_High
re_event_ce02_1_prologue_34,40082,re_event_ce02_1_prologue,Speech,Locale_SubScenario:event_ce02_1_prologue_34,True,,,,,black,black,1.0,,,,unknown,unknown,,,,1,idle,,13,idle,Blur_High
re_event_ce02_1_prologue_35,40082,re_event_ce02_1_prologue,Speech,Locale_SubScenario:event_ce02_1_prologue_35,True,,,,,113,113,1.0,,,,ce_02_npc_01,ce_02_npc_01,,,,1,idle,,13,idle,Blur_High
re_event_ce02_1_prologue_36,40082,re_event_ce02_1_prologue,Speech,Locale_SubScenario:event_ce02_1_prologue_36,True,,,,,113,113,1.0,,,,ce_02_01,ce_02_01,,,,1,idle,,13,idle,Blur_High
re_event_ce02_1_prologue_37,40082,re_event_ce02_1_prologue,Speech,Locale_SubScenario:event_ce02_1_prologue_37,True,,,,,113,130,1.0,,,,ce_02_npc_01,ce_02_npc_01,,,,1,idle,,13,idle,
re_event_ce02_1_prologue_38,40082,re_event_ce02_1_prologue,Speech,Locale_SubScenario:event_ce02_1_prologue_38,True,,,,,130,130,1.0,,,,ce_02_npc_01,ce_02_npc_01,,,,1,idle,,13,idle,
re_event_ce02_1_prologue_39,40082,re_event_ce02_1_prologue,Monologue,Locale_SubScenario:event_ce02_1_prologue_39,False,,,,,130,150,2.0,,,,,,,,,1,idle,,13,idle,
re_event_ce02_1_prologue_40,40082,re_event_ce02_1_prologue,Speech,Locale_SubScenario:event_ce02_1_prologue_40,True,,,,,150,130,2.0,,,,ce_02_npc_01,ce_02_npc_01,,,,1,idle,,13,idle,
re_event_ce02_1_prologue_41,40082,re_event_ce02_1_prologue,Speech,Locale_SubScenario:event_ce02_1_prologue_41,True,,,,,130,113,1.0,,,,ce_02_01,ce_02_01,,,,1,idle,,13,idle,
re_event_ce02_1_prologue_42,40082,re_event_ce02_1_prologue,Speech,Locale_SubScenario:event_ce02_1_prologue_42,True,,,,,113,113,1.0,,,,ce_02_01,ce_02_01,,,,1,idle,,13,idle,
re_event_ce02_1_prologue_43,40082,re_event_ce02_1_prologue,Speech,Locale_SubScenario:event_ce02_1_prologue_43,True,,,,,113,113,1.0,,,,ce_02_npc_01,ce_02_npc_01,,,,1,idle,,13,idle,
re_event_ce02_1_prologue_44,40082,re_event_ce02_1_prologue,Speech,Locale_SubScenario:event_ce02_1_prologue_44,True,,,,,113,113,1.0,,,,ce_02_01,ce_02_01,,,,1,idle,,13,idle,
re_event_ce02_1_prologue_45,40082,re_event_ce02_1_prologue,Speech,Locale_SubScenario:event_ce02_1_prologue_45,True,,,,,113,113,1.0,,,,ce_02_01,ce_02_01,,,,1,idle,,13,idle,
re_event_ce02_1_prologue_46,40082,re_event_ce02_1_prologue,Speech,Locale_SubScenario:event_ce02_1_prologue_46,True,,,,,113,113,1.0,,,,ce_02_01,ce_02_01,,,,1,idle,,13,idle,
re_event_ce02_1_prologue_47,40082,re_event_ce02_1_prologue,Speech,Locale_SubScenario:event_ce02_1_prologue_47,True,,,,,113,113,1.0,,,,ce_02_npc_01,ce_02_npc_01,,,,1,idle,,13,idle,
re_event_ce02_1_prologue_48,40082,re_event_ce02_1_prologue,Speech,Locale_SubScenario:event_ce02_1_prologue_48,True,,,,,113,10,1.0,,,,ce_02_01,ce_02_01,,,,1,idle,,13,idle,
re_event_ce02_1_prologue_51,40082,re_event_ce02_1_prologue,Speech,Locale_SubScenario:event_ce02_1_prologue_51,True,,,,,130,130,1.0,,,,ce_02_npc_01,ce_02_npc_01,,,,1,idle,,13,idle,
re_event_ce02_1_prologue_52,40082,re_event_ce02_1_prologue,Speech,Locale_SubScenario:event_ce02_1_prologue_52,True,,,,,130,130,1.0,,,,ce_02_npc_01,ce_02_npc_01,,,,1,idle,,13,idle,
re_event_ce02_1_prologue_53,40082,re_event_ce02_1_prologue,Speech,Locale_SubScenario:event_ce02_1_prologue_53,True,,,,,130,130,1.0,,,,ce_02_npc_01,ce_02_npc_01,,,,1,idle,,13,idle,
re_event_ce02_1_prologue_54,40082,re_event_ce02_1_prologue,Speech,Locale_SubScenario:event_ce02_1_prologue_54,True,,,,,130,113,1.0,,,,ce_02_01,ce_02_01,,,,1,idle,,13,idle,
re_event_ce02_1_prologue_55,40082,re_event_ce02_1_prologue,Speech,Locale_SubScenario:event_ce02_1_prologue_55,True,,,,,113,113,1.0,,,,ce_02_npc_01,ce_02_npc_01,,,,1,idle,,13,idle,
re_event_ce02_1_prologue_56,40082,re_event_ce02_1_prologue,Speech,Locale_SubScenario:event_ce02_1_prologue_56,True,,,,,113,113,1.0,,,,ce_02_npc_01,ce_02_npc_01,,,,1,idle,,13,idle,
re_event_ce02_1_prologue_57,40082,re_event_ce02_1_prologue,Speech,Locale_SubScenario:event_ce02_1_prologue_57,False,,,,,113,113,1.0,,,,ce_02_01,ce_02_01,,,,1,idle,,13,idle,
re_event_ce02_1_prologue_58,40082,re_event_ce02_1_prologue,Speech,Locale_SubScenario:event_ce02_1_prologue_58,False,,,,,113,130,1.0,,,,ce_02_npc_01,ce_02_npc_01,,,,1,idle,,13,idle,
re_event_ce02_1_prologue_59,40082,re_event_ce02_1_prologue,Speech,Locale_SubScenario:event_ce02_1_prologue_59,True,,,,,130,130,1.0,,,,ce_02_npc_01,ce_02_npc_01,,,,1,idle,,13,idle,
re_event_ce02_1_prologue_60,40082,re_event_ce02_1_prologue,Speech,Locale_SubScenario:event_ce02_1_prologue_60,True,,,,,130,130,1.0,,,,ce_02_npc_01,ce_02_npc_01,,,,1,idle,,13,idle,
re_event_ce02_1_prologue_61,40082,re_event_ce02_1_prologue,Speech,Locale_SubScenario:event_ce02_1_prologue_61,True,,,,,130,130,1.0,,,,ce_02_npc_01,ce_02_npc_01,,,,1,idle,,13,idle,
re_event_ce02_1_prologue_62,40082,re_event_ce02_1_prologue,Narration,Locale_SubScenario:event_ce02_1_prologue_62,False,,,,,130,130,1.0,sfx_scn_2rapturestep,,Low_2,,,,,,1,idle,,13,idle,
re_event_ce02_1_prologue_63,40082,re_event_ce02_1_prologue,Speech,Locale_SubScenario:event_ce02_1_prologue_63,False,,,,,130,1300,1.0,,,,ce_02_npc_01,ce_02_npc_01,,,,1,idle,,13,idle,
re_event_ce02_1_prologue_64,40082,re_event_ce02_1_prologue,Speech,Locale_SubScenario:event_ce02_1_prologue_64,True,,,,,1300,100,1.0,,,,ce_02_01,ce_02_01,,,,1,idle,,13,idle,
re_event_ce02_1_prologue_65,40082,re_event_ce02_1_prologue,Narration,Locale_SubScenario:event_ce02_1_prologue_65,False,,,,,100,100,1.0,sfx_scn_4rapturestep,,Low_2,,,,,,1,idle,,13,idle,
re_event_ce02_1_prologue_66,40082,re_event_ce02_1_prologue,Speech,Locale_SubScenario:event_ce02_1_prologue_66,True,,,,,1300,1300,1.0,,,,ce_02_npc_01,ce_02_npc_01,,,,1,idle,,13,idle,
re_event_ce02_1_prologue_67,40082,re_event_ce02_1_prologue,Speech,Locale_SubScenario:event_ce02_1_prologue_67,True,,,,,1300,1300,1.0,,,,ce_02_npc_01,ce_02_npc_01,,,,1,idle,,13,idle,
re_event_ce02_1_prologue_68,40082,re_event_ce02_1_prologue,Speech,Locale_SubScenario:event_ce02_1_prologue_68,True,,,,,100,100,1.0,,,,ce_02_01,ce_02_01,,,,1,idle,,13,idle,
re_event_ce02_1_prologue_69,40082,re_event_ce02_1_prologue,Speech,Locale_SubScenario:event_ce02_1_prologue_69,True,,,,,100,10,1.0,,,,ce_02_01,ce_02_01,,,,1,idle,,13,idle,
