id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,fade,set_camera_shake
event_secretgarden_01_e_11,40063,event_secretgarden_01_e,Self,flora,,Locale_SubScenario:event_secretgarden_01_e_11,False,,1,delight,,13,delight,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_12,40063,event_secretgarden_01_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_01_e_12,True,,1,delight,,13,idle,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_13,40063,event_secretgarden_01_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_01_e_13,True,,1,delight,,13,idle,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_14,40063,event_secretgarden_01_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_01_e_14,True,,1,delight,,13,idle,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_15,40063,event_secretgarden_01_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_01_e_15,True,,1,delight,,13,idle,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_16,40063,event_secretgarden_01_e,Narration,flora,,Locale_SubScenario:event_secretgarden_01_e_16,False,,1,delight,,13,idle,,113,113,1.0,,sfx_scn_perfume,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_17,40063,event_secretgarden_01_e,Self,flora,,Locale_SubScenario:event_secretgarden_01_e_17,False,,1,delight,,13,idle,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_18,40063,event_secretgarden_01_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_01_e_18,True,,1,delight,,13,idle,,113,10,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_19,40063,event_secretgarden_01_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_01_e_19,True,,1,delight,,13,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_20,40063,event_secretgarden_01_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_01_e_20,True,,1,delight,,13,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_21,40063,event_secretgarden_01_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_01_e_21,True,,1,delight,,13,shy,,10,XS_130,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_22,40063,event_secretgarden_01_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_01_e_22,True,,1,delight,,13,angry,,XS_130,XS_130,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_23,40063,event_secretgarden_01_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_01_e_23,True,,1,delight,,13,angry,,XS_130,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_24,40063,event_secretgarden_01_e,Self,flora,,Locale_SubScenario:event_secretgarden_01_e_24,False,,1,delight,,13,angry,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_25,40063,event_secretgarden_01_e,Self,flora,,Locale_SubScenario:event_secretgarden_01_e_25,False,,1,delight,,13,angry,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_26,40063,event_secretgarden_01_e,Self,flora,,Locale_SubScenario:event_secretgarden_01_e_26,False,,1,delight,,13,angry,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_27,40063,event_secretgarden_01_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_01_e_27,True,,1,delight,,13,sad,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_28,40063,event_secretgarden_01_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_01_e_28,True,,1,delight,,13,sad,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_29,40063,event_secretgarden_01_e,Self,biscuit,,Locale_SubScenario:event_secretgarden_01_e_29,False,,1,delight,,13,sad,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_30,40063,event_secretgarden_01_e,Self,biscuit,,Locale_SubScenario:event_secretgarden_01_e_30,False,,1,delight,,13,sad,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_31,40063,event_secretgarden_01_e,Self,biscuit,,Locale_SubScenario:event_secretgarden_01_e_31,False,,1,delight,,13,sad,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_32,40063,event_secretgarden_01_e,Self,biscuit,,Locale_SubScenario:event_secretgarden_01_e_32,False,,1,delight,,13,sad,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_33,40063,event_secretgarden_01_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_01_e_33,True,,1,idle,,13,sad,,113,10,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_34,40063,event_secretgarden_01_e,Self,flora,,Locale_SubScenario:event_secretgarden_01_e_34,False,,1,idle,,13,sad,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_35,40063,event_secretgarden_01_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_01_e_35,True,,1,delight,,13,sad,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_36,40063,event_secretgarden_01_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_01_e_36,True,,1,delight,,13,sad,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_37,40063,event_secretgarden_01_e,Self,flora,,Locale_SubScenario:event_secretgarden_01_e_37,False,,1,delight,,13,sad,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_38,40063,event_secretgarden_01_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_01_e_38,True,,1,delight,,13,delight,,10,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_39,40063,event_secretgarden_01_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_01_e_39,True,,1,delight,,13,delight,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_40,40063,event_secretgarden_01_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_01_e_40,True,,1,shy,,13,delight,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_41,40063,event_secretgarden_01_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_01_e_41,True,,1,shy,,13,angry,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_42,40063,event_secretgarden_01_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_01_e_42,True,,1,shy,,13,angry,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_43,40063,event_secretgarden_01_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_01_e_43,True,,1,shy,,13,angry,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_44,40063,event_secretgarden_01_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_01_e_44,False,,1,shy,,13,shy,,XS_1300,XS_1300,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_45,40063,event_secretgarden_01_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_01_e_45,True,,1,shy,,13,shy,,XS_1300,XS_1300,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_46,40063,event_secretgarden_01_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_01_e_46,True,,1,shy,,13,shy,,XS_1300,XS_130,0.7,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_47,40063,event_secretgarden_01_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_01_e_47,True,,1,shy,,13,delight,,XS_130,XS_130,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_48,40063,event_secretgarden_01_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_01_e_48,True,,1,shy,,13,delight,,XS_130,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_49,40063,event_secretgarden_01_e,Monologue,,,Locale_SubScenario:event_secretgarden_01_e_49,False,,1,shy,,13,delight,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_50,40063,event_secretgarden_01_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_01_e_50,True,,1,delight,,13,idle,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_51,40063,event_secretgarden_01_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_01_e_51,True,,1,delight,,13,idle,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_52,40063,event_secretgarden_01_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_01_e_52,True,,1,delight,,13,idle,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_53,40063,event_secretgarden_01_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_01_e_53,True,,1,delight,,13,idle,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_54,40063,event_secretgarden_01_e,Self,flora,,Locale_SubScenario:event_secretgarden_01_e_54,False,,1,delight,,13,idle,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_55,40063,event_secretgarden_01_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_01_e_55,True,,1,delight,,13,sad,,113,XS_130,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_56,40063,event_secretgarden_01_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_01_e_56,True,,1,delight,,13,delight,,XS_130,XS_1300,0.7,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_57,40063,event_secretgarden_01_e,Self,biscuit,,Locale_SubScenario:event_secretgarden_01_e_57,False,,1,delight,,13,delight,,XS_1300,XS_1300,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_58,40063,event_secretgarden_01_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_01_e_58,True,,1,delight,,13,sad,,XS_1300,XS_130,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_59,40063,event_secretgarden_01_e,Self,biscuit,,Locale_SubScenario:event_secretgarden_01_e_59,False,,1,delight,,13,sad,,XS_130,XS_130,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_60,40063,event_secretgarden_01_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_01_e_60,True,,1,delight,,13,delight,,XS_130,XS_130,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_61,40063,event_secretgarden_01_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_01_e_61,True,,1,delight,,13,delight,,XS_130,XS_130,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_62,40063,event_secretgarden_01_e,Self,biscuit,,Locale_SubScenario:event_secretgarden_01_e_62,False,,1,delight,,13,delight,,XS_130,XS_130,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_63,40063,event_secretgarden_01_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_01_e_63,True,,1,delight,,13,delight,,XS_130,XS_130,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_64,40063,event_secretgarden_01_e,Self,biscuit,,Locale_SubScenario:event_secretgarden_01_e_64,False,,1,delight,,13,delight,,XS_130,XS_130,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_65,40063,event_secretgarden_01_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_01_e_65,True,,1,delight,,13,idle,,XS_130,XS_130,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_66,40063,event_secretgarden_01_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_01_e_66,True,,1,delight,,13,idle,,XS_130,10,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_67,40063,event_secretgarden_01_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_01_e_67,True,,1,delight,,13,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_68,40063,event_secretgarden_01_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_01_e_68,True,,1,delight,,13,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_69,40063,event_secretgarden_01_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_01_e_69,True,,1,delight,,13,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_70,40063,event_secretgarden_01_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_01_e_70,True,,1,delight,,13,delight,,10,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_71,40063,event_secretgarden_01_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_01_e_71,True,,1,delight,,13,delight,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_72,40063,event_secretgarden_01_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_01_e_72,True,,1,delight,,13,delight,,113,113,1.0,,,,,,,,,,,,,,,,,,,,,
event_secretgarden_01_e_73,40063,event_secretgarden_01_e,Narration,,,Locale_SubScenario:event_secretgarden_01_e_73,False,,1,delight,,13,delight,SecretGarden,black,black,1.0,none,,flora,biscuit,nero,1,delight,leona_no,13,idle,timi,15,think,puppies,5,special,max,3,idle,black,
event_secretgarden_01_e_74,40063,event_secretgarden_01_e,Speech,nero,nero,Locale_SubScenario:event_secretgarden_01_e_74,True,,,,,,,,L_100,L_10,1.0,,,,,,1,delight,,13,idle,,15,think,,5,special,,3,idle,,
event_secretgarden_01_e_75,40063,event_secretgarden_01_e,Narration,nero,,Locale_SubScenario:event_secretgarden_01_e_75,False,,,,,,,,L_10,L_10,1.0,,sfx_scn_dronewater,,,,1,delight,,13,idle,,15,think,,5,special,,3,idle,,
event_secretgarden_01_e_76,40063,event_secretgarden_01_e,Speech,nero,nero,Locale_SubScenario:event_secretgarden_01_e_76,False,,,,,,,,L_10,L_10,1.0,,,,,,1,sad,,13,idle,,15,think,,5,special,,3,idle,,
event_secretgarden_01_e_77,40063,event_secretgarden_01_e,Narration,nero,,Locale_SubScenario:event_secretgarden_01_e_77,False,,,,,,,,L_10,L_10,1.0,bgm_story_tepidappleade,sfx_scn_cutepop,,,,1,sad,,13,idle,,15,think,,5,special,,3,idle,,Low_2
event_secretgarden_01_e_78,40063,event_secretgarden_01_e,Narration,nero,,Locale_SubScenario:event_secretgarden_01_e_78,False,,,,,,,,L_10,L_10,1.0,,,,,,1,sad,,13,idle,,15,think,,5,special,,3,idle,,
event_secretgarden_01_e_79,40063,event_secretgarden_01_e,Speech,nero,nero,Locale_SubScenario:event_secretgarden_01_e_79,True,,,,,,,,L_10,L_10,1.0,,,,,,1,sad,,13,idle,,15,think,,5,special,,3,idle,,
event_secretgarden_01_e_80,40063,event_secretgarden_01_e,Speech,leona_no,leona_no,Locale_SubScenario:event_secretgarden_01_e_80,True,,,,,,,,L_10,113,1.0,,,,,,1,sad,,13,idle,,15,think,,5,special,,3,idle,,
event_secretgarden_01_e_81,40063,event_secretgarden_01_e,Speech,leona_no,leona_no,Locale_SubScenario:event_secretgarden_01_e_81,True,,,,,,,,113,113,1.0,,,,,,1,sad,,13,idle,,15,think,,5,special,,3,idle,,
event_secretgarden_01_e_82,40063,event_secretgarden_01_e,Speech,nero,nero,Locale_SubScenario:event_secretgarden_01_e_82,True,,,,,,,,113,113,1.0,,,,,,1,angry,,13,idle,,15,think,,5,special,,3,idle,,
event_secretgarden_01_e_83,40063,event_secretgarden_01_e,Narration,leona_no,,Locale_SubScenario:event_secretgarden_01_e_83,False,,,,,,,,black,black,1.0,,sfx_scn_digup,,,,1,angry,,13,idle,,15,surprise,,5,special,,3,idle,,
event_secretgarden_01_e_84,40063,event_secretgarden_01_e,Speech,leona_no,leona_no,Locale_SubScenario:event_secretgarden_01_e_84,True,,,,,,,,Leo_1300,Leo_1300,1.0,,,,,,1,angry,,13,idle,,15,surprise,,5,special,,3,idle,,
event_secretgarden_01_e_85,40063,event_secretgarden_01_e,Speech,puppies,puppies,Locale_SubScenario:event_secretgarden_01_e_85,True,,,,,,,,XXS_50,XXS_50,1.0,,sfx_scn_whine,,,,1,angry,,13,idle,,15,surprise,,5,special,,3,idle,,
event_secretgarden_01_e_86,40063,event_secretgarden_01_e,Speech,leona_no,leona_no,Locale_SubScenario:event_secretgarden_01_e_86,True,,,,,,,,Leo_1300,Leo_130,1.0,,,,,,1,angry,,13,idle,,15,surprise,,5,special,,3,idle,,
event_secretgarden_01_e_87,40063,event_secretgarden_01_e,Speech,puppies,puppies,Locale_SubScenario:event_secretgarden_01_e_87,True,,,,,,,,XXS_50,XXS_500,1.0,,sfx_scn_whine,,,,1,angry,,13,idle,,15,surprise,,5,special,,3,idle,,
event_secretgarden_01_e_88,40063,event_secretgarden_01_e,Speech,leona_no,leona_no,Locale_SubScenario:event_secretgarden_01_e_88,True,,,,,,,,Leo_130,Leo_130,1.0,,,,,,1,angry,,13,idle,,15,surprise,,5,special,,3,idle,,
event_secretgarden_01_e_89,40063,event_secretgarden_01_e,Speech,max,max,Locale_SubScenario:event_secretgarden_01_e_89,True,,,,,,,,XXS_30,XXS_30,1.0,,sfx_scn_bowwow,,,,1,angry,,13,idle,,15,surprise,,5,special,,3,sad,,
event_secretgarden_01_e_90,40063,event_secretgarden_01_e,Speech,timi,timi,Locale_SubScenario:event_secretgarden_01_e_90,True,,,,,,,,XS_150,XS_150,1.0,,sfx_scn_lionroar,,,,1,angry,,13,idle,,15,sad,,5,special,,3,sad,,
event_secretgarden_01_e_91,40063,event_secretgarden_01_e,Speech,leona_no,leona_no,Locale_SubScenario:event_secretgarden_01_e_91,True,,,,,,,,XS_150,1315,1.0,,,,,,1,angry,,13,sad,,15,sad,,,,,3,sad,,
