id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
event_absolute2_02_s_16,40086,event_absolute2_02_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_02_s_16,True,,100,100,1.0,,,,,,1,idle,,,,
event_absolute2_02_s_17,40086,event_absolute2_02_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_02_s_17,True,,100,100,1.0,,,,,,1,idle,,,,
event_absolute2_02_s_18,40086,event_absolute2_02_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_02_s_18,True,,100,100,1.0,,,,,,1,idle,,,,
event_absolute2_02_s_19,40086,event_absolute2_02_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_02_s_19,False,,100,100,1.0,,,,,,1,idle,,,,
event_absolute2_02_s_20,40086,event_absolute2_02_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_02_s_20,False,,100,100,1.0,,,,,,1,idle,,,,
event_absolute2_02_s_21,40086,event_absolute2_02_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_02_s_21,True,,100,10,0.7,,,,,,1,angry,,,,
event_absolute2_02_s_22,40086,event_absolute2_02_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_02_s_22,False,,10,10,1.0,,,,,,1,angry,,,,
event_absolute2_02_s_23,40086,event_absolute2_02_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_02_s_23,True,,10,10,1.0,,,,,,1,angry,,,,
event_absolute2_02_s_24,40086,event_absolute2_02_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_02_s_24,True,,10,10,1.0,,,,,,1,angry,,,,
event_absolute2_02_s_25,40086,event_absolute2_02_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_02_s_25,False,,10,10,1.0,,sfx_scn_aim,,,,1,angry,,,,
event_absolute2_02_s_26,40086,event_absolute2_02_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_02_s_26,False,,10,10,1.0,,,,,,1,angry,,,,
event_absolute2_02_s_27,40086,event_absolute2_02_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_02_s_27,False,,10,10,1.0,,sfx_scn_c092_fire,Low_2,,,1,angry,,,,
event_absolute2_02_s_28,40086,event_absolute2_02_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_02_s_28,False,,10,10,1.0,,,,,,1,angry,,,,
event_absolute2_02_s_29,40086,event_absolute2_02_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_02_s_29,False,,10,10,1.0,,,,,,1,angry,,,,
event_absolute2_02_s_30,40086,event_absolute2_02_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_02_s_30,True,,10,100,1.0,,,,,,1,angry,,,,
event_absolute2_02_s_31,40086,event_absolute2_02_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_02_s_31,True,,100,100,1.0,,,,,,1,angry,,,,
event_absolute2_02_s_32,40086,event_absolute2_02_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_02_s_32,True,,100,100,1.0,,,,,,1,angry,,,,
event_absolute2_02_s_33,40086,event_absolute2_02_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_02_s_33,False,,100,100,1.0,,,,,,1,angry,,,,
event_absolute2_02_s_34,40086,event_absolute2_02_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_02_s_34,False,,100,100,1.0,,,,,,1,angry,,,,
event_absolute2_02_s_35,40086,event_absolute2_02_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_02_s_35,False,RuinTechIndoor,100,500,1.5,,,,,,1,angry,,,,
event_absolute2_02_s_36,40086,event_absolute2_02_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_02_s_36,False,,500,500,1.0,,sfx_scn_smokeshell,,Blur_Low,,1,angry,,,,
event_absolute2_02_s_37,40086,event_absolute2_02_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_02_s_37,False,,500,500,1.0,,,,Blur_Middle,,1,angry,,,,
event_absolute2_02_s_38,40086,event_absolute2_02_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_02_s_38,False,,500,500,1.0,,,,Blur_High,,1,angry,,,,
event_absolute2_02_s_39,40086,event_absolute2_02_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_02_s_39,False,RuinIndoor,black,black,1.0,none,,,,,1,angry,,,,
event_absolute2_02_s_40,40086,event_absolute2_02_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_02_s_40,False,,black,black,1.0,,,,,,1,angry,,,,
event_absolute2_02_s_41,40086,event_absolute2_02_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_02_s_41,False,,black,black,1.0,,sfx_scn_predatorgrowl,,,,1,angry,,,,
event_absolute2_02_s_42,40086,event_absolute2_02_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_02_s_42,False,,black,black,1.0,bgm_peripeteia,,,,,1,angry,,,,
event_absolute2_02_s_43,40086,event_absolute2_02_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_02_s_43,True,,10,100,0.7,,,,,,1,angry,,,,
event_absolute2_02_s_44,40086,event_absolute2_02_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_02_s_44,False,,black,black,1.0,,sfx_scn_scifimachinegun,,,,1,angry,,,,
event_absolute2_02_s_45,40086,event_absolute2_02_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_02_s_45,False,,black,black,1.0,,,,,,1,angry,,,,
event_absolute2_02_s_46,40086,event_absolute2_02_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_02_s_46,False,,black,black,1.0,,sfx_scn_c092_fire_many,,,,1,angry,,,,
event_absolute2_02_s_47,40086,event_absolute2_02_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_02_s_47,False,RuinTechIndoor,black,black,1.0,,,,,,1,angry,,,,
event_absolute2_02_s_48,40086,event_absolute2_02_s,Narration,predator,,Locale_MainScenario:event_absolute2_02_s_48,False,,5,5,1.0,,,,,,1,angry,predator,5,idle,
event_absolute2_02_s_49,40086,event_absolute2_02_s,Narration,predator,,Locale_MainScenario:event_absolute2_02_s_49,False,,5,5,1.0,,,,,,1,angry,,5,idle,
event_absolute2_02_s_50,40086,event_absolute2_02_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_02_s_50,True,RuinIndoor,5,1,1.5,,,,,,1,angry,,5,idle,predator
event_absolute2_02_s_51,40086,event_absolute2_02_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_02_s_51,True,,1,10,1.0,,,,,,1,angry,,,,
event_absolute2_02_s_52,40086,event_absolute2_02_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_02_s_52,False,,10,10,1.0,,sfx_scn_predatorlowgrowl,,,,1,angry,,,,
event_absolute2_02_s_53,40086,event_absolute2_02_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_02_s_53,False,,10,10,1.0,,,,,,1,angry,,,,
event_absolute2_02_s_54,40086,event_absolute2_02_s,Speech,eunhwa_t,eunhwa_t,Locale_MainScenario:event_absolute2_02_s_54,False,,10,100,0.5,,,,,,1,angry,,,,
event_absolute2_02_s_55,40086,event_absolute2_02_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_02_s_55,False,,black,black,1.0,,sfx_scn_scifimachinegun,,,,1,angry,,,,
event_absolute2_02_s_56,40086,event_absolute2_02_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_02_s_56,False,,black,black,1.0,,,,,,1,angry,,,,
event_absolute2_02_s_57,40086,event_absolute2_02_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_02_s_57,False,,black,black,1.0,,,,,,1,angry,,,,
event_absolute2_02_s_58,40086,event_absolute2_02_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_02_s_58,False,,black,black,1.0,,sfx_scn_buildingexp,,,,1,angry,,,,
event_absolute2_02_s_59,40086,event_absolute2_02_s,Narration,eunhwa_t,,Locale_MainScenario:event_absolute2_02_s_59,False,,black,black,1.0,,,,,,1,angry,,,,
