id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
event_boomtheghost1_05_e_62,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_62,True,,130,113,1.0,,,,,1,delight,,13,think,
event_boomtheghost1_05_e_63,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_63,True,,113,113,1.0,,,,,1,delight,,13,think,
event_boomtheghost1_05_e_64,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_64,True,,113,113,1.0,,,,,1,delight,,13,think,
event_boomtheghost1_05_e_65,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_65,False,,113,113,1.0,,,,,1,delight,,13,no,
event_boomtheghost1_05_e_66,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_66,False,,113,113,1.0,,,,,1,delight,,13,no,
event_boomtheghost1_05_e_67,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_67,True,,113,113,1.0,,,,,1,delight,,13,no,
event_boomtheghost1_05_e_68,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_68,True,,113,113,1.0,,,,,1,delight,,13,no,
event_boomtheghost1_05_e_69,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_69,True,,113,113,1.0,,,,,1,delight,,13,no,
event_boomtheghost1_05_e_70,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_70,True,,113,113,1.0,,,,,1,delight,,13,no,
event_boomtheghost1_05_e_71,40084,event_boomtheghost1_05_e,Narration,,,Locale_MainScenario:event_boomtheghost1_05_e_71,False,,black,black,1.0,,,,,1,delight,,13,no,
event_boomtheghost1_05_e_72,40084,event_boomtheghost1_05_e,Narration,,,Locale_MainScenario:event_boomtheghost1_05_e_72,False,,black,black,1.0,,,,,1,delight,,13,idle,
event_boomtheghost1_05_e_73,40084,event_boomtheghost1_05_e,Narration,,,Locale_MainScenario:event_boomtheghost1_05_e_73,False,,black,black,1.0,,,,,1,delight,,13,idle,
event_boomtheghost1_05_e_74,40084,event_boomtheghost1_05_e,Narration,,,Locale_MainScenario:event_boomtheghost1_05_e_74,False,,black,black,1.0,,,,,1,delight,,13,idle,
event_boomtheghost1_05_e_75,40084,event_boomtheghost1_05_e,Narration,,,Locale_MainScenario:event_boomtheghost1_05_e_75,False,,black,black,1.0,,,,,1,delight,,13,idle,
event_boomtheghost1_05_e_76,40084,event_boomtheghost1_05_e,Narration,,,Locale_MainScenario:event_boomtheghost1_05_e_76,False,,black,black,1.0,,,,,1,delight,,13,idle,
event_boomtheghost1_05_e_77,40084,event_boomtheghost1_05_e,Narration,,,Locale_MainScenario:event_boomtheghost1_05_e_77,False,,black,black,1.0,,,,,1,delight,,13,idle,
event_boomtheghost1_05_e_78,40084,event_boomtheghost1_05_e,Narration,,,Locale_MainScenario:event_boomtheghost1_05_e_78,False,,black,black,1.0,,,,,1,delight,,13,idle,
event_boomtheghost1_05_e_79,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_79,False,,1300,130,1.0,,,,,1,delight,,13,think,
event_boomtheghost1_05_e_80,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_80,True,,130,113,1.0,,,,,1,delight,,13,think,
event_boomtheghost1_05_e_81,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_81,True,,113,113,1.0,,,,,1,delight,,13,think,
event_boomtheghost1_05_e_82,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_82,False,,113,113,1.0,,,,,1,delight,,13,think,
event_boomtheghost1_05_e_83,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_83,True,,113,113,1.0,,,,,1,delight,,13,think,
event_boomtheghost1_05_e_84,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_84,True,,113,113,1.0,,,,,1,delight,,13,think,
event_boomtheghost1_05_e_85,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_85,False,,113,113,1.0,,,,,1,delight,,13,think,
event_boomtheghost1_05_e_86,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_86,True,,113,113,1.0,,,,,1,delight,,13,think,
event_boomtheghost1_05_e_87,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_87,True,,113,113,1.0,,,,,1,delight,,13,no,
event_boomtheghost1_05_e_88,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_88,True,,113,113,1.0,,,,,1,delight,,13,no,
event_boomtheghost1_05_e_89,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_89,True,,113,113,1.0,,,,,1,delight,,13,no,
event_boomtheghost1_05_e_90,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_90,True,,113,113,1.0,,,,,1,delight,,13,no,
event_boomtheghost1_05_e_91,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_91,False,,113,113,1.0,,,,,1,delight,,13,idle,
event_boomtheghost1_05_e_92,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_92,True,,113,113,1.0,,,,,1,delight,,13,idle,
event_boomtheghost1_05_e_93,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_93,True,,113,113,1.0,,,,,1,delight,,13,think,
event_boomtheghost1_05_e_94,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_94,True,,113,113,1.0,,,,,1,delight,,13,think,
event_boomtheghost1_05_e_95,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_95,True,,113,113,1.0,,,,,1,delight,,13,think,
event_boomtheghost1_05_e_96,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_96,False,,113,113,1.0,,,,,1,delight,,13,think,
event_boomtheghost1_05_e_97,40084,event_boomtheghost1_05_e,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost1_05_e_97,True,,113,113,1.0,,,,,1,delight,,13,think,
event_boomtheghost1_05_e_98,40084,event_boomtheghost1_05_e,Narration,rapi_ss,,Locale_MainScenario:event_boomtheghost1_05_e_98,False,,113,113,1.0,none,sfx_scn_explosions,Low_2,,1,delight,,13,think,
event_boomtheghost1_05_e_99,40084,event_boomtheghost1_05_e,Narration,rapi_ss,,Locale_MainScenario:event_boomtheghost1_05_e_99,False,,black,black,1.0,,,,,1,delight,,13,think,
event_boomtheghost1_05_e_100,40084,event_boomtheghost1_05_e,Narration,rapi_ss,,Locale_MainScenario:event_boomtheghost1_05_e_100,False,,black,black,1.0,,,,,1,delight,,13,think,dorothy_s
event_boomtheghost1_05_e_101,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_101,True,,100,10,1.0,,,,,1,angry,,,,
event_boomtheghost1_05_e_102,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_102,True,,10,10,1.0,,,,,1,angry,,,,
event_boomtheghost1_05_e_103,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_103,False,,10,10,1.0,,,,,1,angry,,,,
event_boomtheghost1_05_e_104,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_104,True,,10,113,1.0,,,,,1,angry,,,,
event_boomtheghost1_05_e_105,40084,event_boomtheghost1_05_e,Narration,rapi_ss,,Locale_MainScenario:event_boomtheghost1_05_e_105,False,,113,113,1.0,,,,,1,angry,,,,
event_boomtheghost1_05_e_106,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_106,True,,113,1,1.0,,,,,1,worry,,,,
event_boomtheghost1_05_e_107,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_107,False,,1,1,1.0,,,,,1,worry,,,,
event_boomtheghost1_05_e_108,40084,event_boomtheghost1_05_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_05_e_108,True,,1,100,1.5,,,,,1,worry,,,,
