id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/1/hide_char_id
event_queensorder_05_e_12,40015,event_queensorder_05_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_e_12,True,,13,think,,1,idle,,3,idle,,2,10,1.0,,,
event_queensorder_05_e_13,40015,event_queensorder_05_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_e_13,True,,13,think,,1,idle,,3,idle,,10,10,1.0,,,
event_queensorder_05_e_14,40015,event_queensorder_05_e,Speech,sakura_n,sakura,Locale_SubScenario:event_queensorder_05_e_14,True,,13,think,,1,idle,,3,angry,,30,30,1.0,,,
event_queensorder_05_e_15,40015,event_queensorder_05_e,Speech,sakura_n,sakura,Locale_SubScenario:event_queensorder_05_e_15,True,,13,think,,1,idle,,3,angry,,30,30,1.0,,,
event_queensorder_05_e_16,40015,event_queensorder_05_e,Speech,sakura_n,sakura,Locale_SubScenario:event_queensorder_05_e_16,True,,13,think,,1,idle,,3,angry,,30,30,1.0,,,
event_queensorder_05_e_17,40015,event_queensorder_05_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_e_17,True,,13,think,,1,good,,3,angry,,30,2,1.0,,,
event_queensorder_05_e_18,40015,event_queensorder_05_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_e_18,True,,13,think,,1,good,,3,angry,,2,2,1.0,,,
event_queensorder_05_e_19,40015,event_queensorder_05_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_e_19,True,,13,think,,1,good,,3,angry,,2,2,1.0,,,
event_queensorder_05_e_20,40015,event_queensorder_05_e,Speech,sakura_n,sakura,Locale_SubScenario:event_queensorder_05_e_20,False,,13,think,,1,good,,3,idle,,2,2,1.0,,,
event_queensorder_05_e_21,40015,event_queensorder_05_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_e_21,True,,13,think,,1,idle,,3,idle,,2,10,1.0,,,
event_queensorder_05_e_22,40015,event_queensorder_05_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_e_22,True,,13,think,,1,idle,,3,idle,,10,10,1.0,,,
event_queensorder_05_e_23,40015,event_queensorder_05_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_e_23,True,,13,think,,1,idle,,3,idle,,10,10,1.0,,,
event_queensorder_05_e_24,40015,event_queensorder_05_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_e_24,True,,13,think,,1,idle,,3,idle,,10,10,1.0,,,
event_queensorder_05_e_25,40015,event_queensorder_05_e,Speech,moran,moran,Locale_SubScenario:event_queensorder_05_e_25,True,,13,worry,,1,idle,,3,idle,,130,130,1.0,,,
event_queensorder_05_e_26,40015,event_queensorder_05_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_e_26,True,,13,worry,,1,idle,,3,idle,,10,10,1.0,,,
event_queensorder_05_e_27,40015,event_queensorder_05_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_e_27,True,,13,worry,,1,idle,,3,idle,,10,10,1.0,,,
event_queensorder_05_e_28,40015,event_queensorder_05_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_e_28,True,,13,worry,,1,idle,,3,idle,,10,10,1.0,,,
event_queensorder_05_e_29,40015,event_queensorder_05_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_e_29,True,,13,worry,,1,idle,,3,idle,,10,10,1.0,,,
event_queensorder_05_e_30,40015,event_queensorder_05_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_e_30,True,,13,think,,1,idle,,3,idle,,10,10,1.0,,,
event_queensorder_05_e_31,40015,event_queensorder_05_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_e_31,True,,13,think,,1,idle,,3,idle,,10,10,1.0,,,
event_queensorder_05_e_32,40015,event_queensorder_05_e,Self,,,Locale_SubScenario:event_queensorder_05_e_32,False,,13,think,,1,idle,,3,idle,,10,10,1.0,,,
event_queensorder_05_e_33,40015,event_queensorder_05_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_e_33,True,,13,think,,1,good,,3,idle,,10,1,1.0,,,
event_queensorder_05_e_34,40015,event_queensorder_05_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_e_34,True,,13,think,,1,good,,3,idle,,1,1,1.0,,,
event_queensorder_05_e_35,40015,event_queensorder_05_e,Speech,sakura_n,sakura,Locale_SubScenario:event_queensorder_05_e_35,False,,13,think,,1,good,,3,idle,,30,30,1.0,,,
event_queensorder_05_e_36,40015,event_queensorder_05_e,Speech,moran,moran,Locale_SubScenario:event_queensorder_05_e_36,False,,13,think,,1,good,,3,idle,,130,130,1.0,,,
event_queensorder_05_e_37,40015,event_queensorder_05_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_e_37,True,,13,think,,1,idle,,3,idle,,1,1,1.0,,,
event_queensorder_05_e_38,40015,event_queensorder_05_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_e_38,True,,13,think,,1,idle,,3,idle,,1,1,1.0,,,
event_queensorder_05_e_39,40015,event_queensorder_05_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_e_39,True,,13,think,,1,idle,,3,idle,,1,10,1.0,,,
event_queensorder_05_e_40,40015,event_queensorder_05_e,Speech,sakura_n,sakura,Locale_SubScenario:event_queensorder_05_e_40,True,,13,think,,1,idle,,3,idle,,30,30,1.0,,,
event_queensorder_05_e_41,40015,event_queensorder_05_e,Speech,sakura_n,sakura,Locale_SubScenario:event_queensorder_05_e_41,True,,13,think,,1,idle,,3,idle,,30,30,1.0,,,
event_queensorder_05_e_42,40015,event_queensorder_05_e,Speech,sakura_n,sakura,Locale_SubScenario:event_queensorder_05_e_42,True,,13,think,,1,idle,,3,idle,,30,30,1.0,,,
event_queensorder_05_e_43,40015,event_queensorder_05_e,Speech,sakura_n,sakura,Locale_SubScenario:event_queensorder_05_e_43,True,,13,think,,1,idle,,3,idle,,30,30,1.0,,,
event_queensorder_05_e_44,40015,event_queensorder_05_e,Monologue,,,Locale_SubScenario:event_queensorder_05_e_44,False,,13,think,,1,idle,,3,idle,,black,black,1.0,,,
event_queensorder_05_e_45,40015,event_queensorder_05_e,Speech,moran,moran,Locale_SubScenario:event_queensorder_05_e_45,True,,13,think,,1,idle,,3,idle,,130,130,1.0,,,
event_queensorder_05_e_46,40015,event_queensorder_05_e,Speech,moran,moran,Locale_SubScenario:event_queensorder_05_e_46,True,,13,think,,1,idle,,3,idle,,130,130,1.0,,,
event_queensorder_05_e_47,40015,event_queensorder_05_e,Speech,moran,moran,Locale_SubScenario:event_queensorder_05_e_47,True,,13,think,,1,idle,,3,idle,,130,130,1.0,,,
event_queensorder_05_e_48,40015,event_queensorder_05_e,Monologue,,,Locale_SubScenario:event_queensorder_05_e_48,False,,13,think,,1,idle,,3,idle,,black,black,1.0,,,
event_queensorder_05_e_49,40015,event_queensorder_05_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_e_49,True,,13,think,,1,idle,,3,idle,,1,1,1.0,,,
event_queensorder_05_e_50,40015,event_queensorder_05_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_e_50,True,,13,think,,1,idle,,3,idle,,1,10,1.0,none,,
event_queensorder_05_e_51,40015,event_queensorder_05_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_e_51,True,,13,think,,1,idle,,3,idle,,10,10,1.0,,,
event_queensorder_05_e_52,40015,event_queensorder_05_e,Monologue,,,Locale_SubScenario:event_queensorder_05_e_52,False,,13,think,,1,idle,,3,idle,,10,100,1.0,,,
event_queensorder_05_e_53,40015,event_queensorder_05_e,Self,,,Locale_SubScenario:event_queensorder_05_e_53,False,,13,think,,1,idle,,3,idle,,100,100,1.0,bgm_story_fairytalesend_if,,
event_queensorder_05_e_54,40015,event_queensorder_05_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_e_54,True,,13,think,,1,idle,,3,idle,,100,100,1.0,,,
event_queensorder_05_e_55,40015,event_queensorder_05_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_e_55,True,,13,think,,1,idle,,3,idle,,100,100,1.0,,,
event_queensorder_05_e_56,40015,event_queensorder_05_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_e_56,True,,13,think,,1,idle,,3,idle,,100,100,1.0,,,
event_queensorder_05_e_57,40015,event_queensorder_05_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_e_57,True,,13,think,,1,idle,,3,idle,,100,100,1.0,,,
event_queensorder_05_e_58,40015,event_queensorder_05_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_e_58,True,,13,think,,1,idle,,3,idle,,100,100,1.0,,,
event_queensorder_05_e_59,40015,event_queensorder_05_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_e_59,True,,13,think,,1,idle,,3,idle,,100,100,1.0,,,
event_queensorder_05_e_60,40015,event_queensorder_05_e,Self,,,Locale_SubScenario:event_queensorder_05_e_60,False,,13,think,,1,idle,,3,idle,,100,100,1.0,,,
event_queensorder_05_e_61,40015,event_queensorder_05_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_e_61,True,,13,think,,1,idle,,3,idle,,100,100,1.0,,,
event_queensorder_05_e_62,40015,event_queensorder_05_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_e_62,True,,13,think,,1,idle,,3,idle,,100,100,1.0,,,
event_queensorder_05_e_63,40015,event_queensorder_05_e,Self,,,Locale_SubScenario:event_queensorder_05_e_63,False,,13,think,,1,idle,,3,idle,,100,100,1.0,,,
event_queensorder_05_e_64,40015,event_queensorder_05_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_e_64,False,,13,think,,1,idle,,3,idle,,100,100,1.0,,,
event_queensorder_05_e_65,40015,event_queensorder_05_e,Monologue,,,Locale_SubScenario:event_queensorder_05_e_65,False,,13,think,,1,idle,,3,idle,,black,black,1.0,,,
event_queensorder_05_e_66,40015,event_queensorder_05_e,Narration,,,Locale_SubScenario:event_queensorder_05_e_66,False,,13,think,,1,idle,,3,idle,,black,black,1.0,,sfx_scn_kiss,
event_queensorder_05_e_67,40015,event_queensorder_05_e,Speech,rosanna,rosanna,Locale_SubScenario:event_queensorder_05_e_67,True,,13,think,,1,good,,3,idle,,100,10,1.0,,,
event_queensorder_05_e_68,40015,event_queensorder_05_e,Monologue,,,Locale_SubScenario:event_queensorder_05_e_68,False,,13,think,,1,idle,,3,idle,,10,1,1.0,,,rosanna
event_queensorder_05_e_69,40015,event_queensorder_05_e,Monologue,,,Locale_SubScenario:event_queensorder_05_e_69,False,,13,think,,,,,3,idle,,1,1,1.0,,,
