id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/4/hide_char_id,characters/5/hide_char_id,fade,play_sound,characters/3/hide_char_id,jump_target,set_camera_shake
re_event_ce02_1_06_s_29,40082,re_event_ce02_1_06_s,Speech,anis,anis,Locale_SubScenario:event_ce02_1_06_s_29,True,,1,idle,,3,angry,,5,idle,,13,idle,,,,,,,,30,3,1.0,,,,,,,,
re_event_ce02_1_06_s_30,40082,re_event_ce02_1_06_s,Monologue,,,Locale_SubScenario:event_ce02_1_06_s_30,False,,1,idle,,3,angry,,5,idle,,13,idle,,,,,,,,3,3,1.0,,,,,,,,
re_event_ce02_1_06_s_31,40082,re_event_ce02_1_06_s,Speech,anis,anis,Locale_SubScenario:event_ce02_1_06_s_31,True,,1,idle,,3,angry,,5,idle,,13,idle,,,,,,,Factory_n,3,3,1.0,,,,black,,,,
re_event_ce02_1_06_s_32,40082,re_event_ce02_1_06_s,Speech,neon,neon,Locale_SubScenario:event_ce02_1_06_s_32,True,,1,idle,,3,angry,,5,worry,,13,idle,,,,,,,,3,53,1.0,,,,,,,,
re_event_ce02_1_06_s_33,40082,re_event_ce02_1_06_s,Speech,anis,anis,Locale_SubScenario:event_ce02_1_06_s_33,True,,1,idle,,3,angry,,5,worry,,13,idle,,,,,,,,53,53,1.0,,,,,,,,
re_event_ce02_1_06_s_34,40082,re_event_ce02_1_06_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_06_s_34,True,,1,idle,,3,angry,,5,worry,,13,idle,,,,,,,,53,31,1.0,,,,,,,,
re_event_ce02_1_06_s_35,40082,re_event_ce02_1_06_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_06_s_35,True,,1,idle,,3,angry,,5,worry,,13,idle,,,,,,,,31,31,1.0,,,,,,,,
re_event_ce02_1_06_s_36,40082,re_event_ce02_1_06_s,Speech,anis,anis,Locale_SubScenario:event_ce02_1_06_s_36,True,,1,idle,,3,angry,,5,idle,,13,idle,,,,,,,,31,31,1.0,,,,,,,,
re_event_ce02_1_06_s_37,40082,re_event_ce02_1_06_s,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_1_06_s_37,True,,1,idle,,3,angry,,5,idle,,13,idle,,,,,,,,31,13,1.0,,,,,,,,
re_event_ce02_1_06_s_38,40082,re_event_ce02_1_06_s,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_1_06_s_38,True,,1,idle,,3,angry,,5,idle,,13,idle,,,,,,,,13,130,1.0,,,,,,,,
re_event_ce02_1_06_s_39,40082,re_event_ce02_1_06_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_06_s_39,True,,1,idle,,3,angry,,5,idle,,13,idle,,,,,,,,10,10,1.0,,,,,,,,
re_event_ce02_1_06_s_40,40082,re_event_ce02_1_06_s,Narration,,,Locale_SubScenario:event_ce02_1_06_s_40,False,,1,idle,,3,angry,,5,idle,,13,idle,,,,,,,,black,black,1.0,,,,,sfx_scn_4rapturestep,,,
re_event_ce02_1_06_s_41,40082,re_event_ce02_1_06_s,Monologue,,,Locale_SubScenario:event_ce02_1_06_s_41,False,,1,idle,,3,angry,,5,idle,,13,idle,,,,,,,,black,black,1.0,,,,,,,,
re_event_ce02_1_06_s_42,40082,re_event_ce02_1_06_s,Speech,anis,anis,Locale_SubScenario:event_ce02_1_06_s_42,True,,1,idle,,3,angry,,5,idle,,13,idle,,,,,,,,53,53,1.0,,,,,,,,
re_event_ce02_1_06_s_43,40082,re_event_ce02_1_06_s,Speech,neon,neon,Locale_SubScenario:event_ce02_1_06_s_43,True,,1,idle,,3,angry,,5,idle,,13,idle,,,,,,,,53,53,1.0,,,,,,,,
re_event_ce02_1_06_s_44,40082,re_event_ce02_1_06_s,Speech,neon,neon,Locale_SubScenario:event_ce02_1_06_s_44,True,,1,idle,,3,angry,,5,idle,,13,idle,,,,,,,,53,53,1.0,,,,,,,,
re_event_ce02_1_06_s_45,40082,re_event_ce02_1_06_s,Speech,neon,neon,Locale_SubScenario:event_ce02_1_06_s_45,True,,1,idle,,3,angry,,5,idle,,13,idle,,,,,,,,53,53,1.0,,,,,,c1002_02,,
re_event_ce02_1_06_s_46,40082,re_event_ce02_1_06_s,Choice,,,Locale_SubScenario:event_ce02_1_06_s_46,False,,1,idle,,3,angry,,5,idle,,,,,,,,,,,53,53,1.0,,,,,,,re_event_ce02_1_06_s_48,
re_event_ce02_1_06_s_47,40082,re_event_ce02_1_06_s,Choice,,,Locale_SubScenario:event_ce02_1_06_s_47,False,,1,idle,,3,angry,,5,idle,,,,,,,,,,,53,53,1.0,,,,,,,re_event_ce02_1_06_s_49,
re_event_ce02_1_06_s_48,40082,re_event_ce02_1_06_s,Speech,anis,anis,Locale_SubScenario:event_ce02_1_06_s_48,True,,1,idle,,3,angry,,5,idle,,,,,,,,,,,53,53,1.0,,,,,,,re_event_ce02_1_06_s_50,
re_event_ce02_1_06_s_49,40082,re_event_ce02_1_06_s,Speech,anis,anis,Locale_SubScenario:event_ce02_1_06_s_49,True,,1,idle,,3,angry,,5,idle,,,,,,,,,,,53,53,1.0,,,,,,,re_event_ce02_1_06_s_50,
re_event_ce02_1_06_s_50,40082,re_event_ce02_1_06_s,Speech,notmassproductions,notmassproductions,Locale_SubScenario:event_ce02_1_06_s_50,True,,1,idle,,3,angry,,5,idle,,,,,,,,,,,53,53,1.0,,,,,,,,
re_event_ce02_1_06_s_51,40082,re_event_ce02_1_06_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_06_s_51,True,,1,idle,,3,angry,,5,idle,,,,,,,,,,,10,10,1.0,,,,,,,,
re_event_ce02_1_06_s_52,40082,re_event_ce02_1_06_s,Speech,notmassproductions,notmassproductions,Locale_SubScenario:event_ce02_1_06_s_52,True,,1,idle,,3,angry,,5,idle,,,,,,,,,,,10,10,1.0,,,,,,,,
re_event_ce02_1_06_s_53,40082,re_event_ce02_1_06_s,Speech,neon,neon,Locale_SubScenario:event_ce02_1_06_s_53,True,,1,idle,,3,angry,,5,idle,,,,,,,,,,,S_50,S_50,1.0,,,,,,,,
re_event_ce02_1_06_s_54,40082,re_event_ce02_1_06_s,Speech,anis,anis,Locale_SubScenario:event_ce02_1_06_s_54,True,,1,idle,,3,angry,,5,idle,,,,,,,,,,,30,30,1.0,,,,,,,,
re_event_ce02_1_06_s_55,40082,re_event_ce02_1_06_s,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_1_06_s_55,True,,1,idle,,3,angry,,5,idle,ce_02_01,13,idle,ce_02_npc_01,15,idle,,,,,black,black,1.0,,,,,,,,
re_event_ce02_1_06_s_56,40082,re_event_ce02_1_06_s,Narration,,,Locale_SubScenario:event_ce02_1_06_s_56,False,,1,idle,,3,angry,,5,idle,,13,idle,,15,idle,,,,,black,black,1.0,,,,,sfx_scn_drawingsword,,,
re_event_ce02_1_06_s_57,40082,re_event_ce02_1_06_s,Narration,,,Locale_SubScenario:event_ce02_1_06_s_57,False,,1,idle,,3,angry,,5,idle,,13,idle,,15,idle,,,,,black,black,1.0,,,,,sfx_scn_swordcut,,,
re_event_ce02_1_06_s_58,40082,re_event_ce02_1_06_s,Narration,,,Locale_SubScenario:event_ce02_1_06_s_58,False,,1,idle,,3,angry,,5,idle,,13,idle,,15,idle,,,,,13,130,1.0,,,,,sfx_scn_machinebreak,,,Low_2
re_event_ce02_1_06_s_59,40082,re_event_ce02_1_06_s,Monologue,,,Locale_SubScenario:event_ce02_1_06_s_59,False,,1,idle,,3,angry,,5,idle,,13,idle,,15,idle,,,,,130,130,1.0,,,,,,,,
re_event_ce02_1_06_s_60,40082,re_event_ce02_1_06_s,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_1_06_s_60,True,,1,idle,,3,angry,,5,idle,,13,idle,,15,idle,,,,,130,130,1.0,,,,,,,,
re_event_ce02_1_06_s_61,40082,re_event_ce02_1_06_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_06_s_61,True,,1,idle,,3,angry,,5,idle,,13,idle,,15,idle,,,,,10,10,1.0,,,,,,,,
re_event_ce02_1_06_s_62,40082,re_event_ce02_1_06_s,Speech,anis,anis,Locale_SubScenario:event_ce02_1_06_s_62,True,,1,idle,,3,angry,,5,idle,,13,idle,,15,idle,,,,,30,30,1.0,,,,,,,,
re_event_ce02_1_06_s_63,40082,re_event_ce02_1_06_s,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_1_06_s_63,True,,1,idle,,3,angry,,5,idle,,13,idle,,15,idle,,,,,30,1315,2.0,,,,,,,,
re_event_ce02_1_06_s_64,40082,re_event_ce02_1_06_s,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_1_06_s_64,True,,1,idle,,3,angry,,5,idle,,13,idle,,15,idle,,,,,1315,1315,1.0,,,,,,,,
re_event_ce02_1_06_s_65,40082,re_event_ce02_1_06_s,Monologue,,,Locale_SubScenario:event_ce02_1_06_s_65,False,,1,idle,,3,angry,,5,idle,,13,idle,,15,idle,,,,,1315,1315,1.0,,,,,,,,
re_event_ce02_1_06_s_66,40082,re_event_ce02_1_06_s,Speech,anis,anis,Locale_SubScenario:event_ce02_1_06_s_66,True,,1,idle,,3,worry,,5,idle,,13,idle,,15,idle,,,,,30,30,1.0,,,,,,,,
re_event_ce02_1_06_s_67,40082,re_event_ce02_1_06_s,Self,,,Locale_SubScenario:event_ce02_1_06_s_67,False,,1,idle,,3,worry,,5,idle,,13,idle,,15,idle,,,,,30,30,1.0,,,,,,,,
re_event_ce02_1_06_s_68,40082,re_event_ce02_1_06_s,Self,,,Locale_SubScenario:event_ce02_1_06_s_68,False,,1,idle,,3,worry,,5,idle,,13,idle,,15,idle,,,,,30,30,1.0,,,,,,,,
re_event_ce02_1_06_s_69,40082,re_event_ce02_1_06_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_06_s_69,True,,1,idle,,3,worry,,5,idle,,13,idle,,15,idle,,,,,30,10,1.0,,,,,,,,
re_event_ce02_1_06_s_70,40082,re_event_ce02_1_06_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_06_s_70,True,,1,idle,,3,worry,,5,idle,,13,idle,,15,idle,,,,,10,10,1.0,,,,,,,,
re_event_ce02_1_06_s_71,40082,re_event_ce02_1_06_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_06_s_71,True,,1,idle,,3,worry,,5,idle,,13,idle,,15,idle,,,,,10,10,1.0,,,,,,,,
re_event_ce02_1_06_s_72,40082,re_event_ce02_1_06_s,Speech,anis,anis,Locale_SubScenario:event_ce02_1_06_s_72,True,,1,idle,,3,worry,,5,idle,,13,idle,,15,idle,,,,,10,30,1.0,,,,,,,,
