id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,play_sound,fade,set_camera_shake,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim
event_exnii2_04_s_15,40071,event_exnii2_04_s,Speech,centi,centi,Locale_SubScenario:event_exnii2_04_s_15,True,,,,,,,,15,15,1.0,,,,,,,,,,,,15,surprise,,,,,,,,,,,,
event_exnii2_04_s_16,40071,event_exnii2_04_s,Speech,centi,centi,Locale_SubScenario:event_exnii2_04_s_16,True,,,,,,,,15,15,1.0,,,,,,,,,,,,15,surprise,,,,,,,,,,,,
event_exnii2_04_s_17,40071,event_exnii2_04_s,Speech,pepper,pepper,Locale_SubScenario:event_exnii2_04_s_17,True,,,,,,,,15,17,1.0,,,,,,,,,,,,15,idle,pepper,17,idle,,,,,,,,,
event_exnii2_04_s_18,40071,event_exnii2_04_s,Speech,pepper,pepper,Locale_SubScenario:event_exnii2_04_s_18,True,,,,,,,,17,17,1.0,,,,,,,,,,,,15,idle,,17,idle,,,,,,,,,
event_exnii2_04_s_19,40071,event_exnii2_04_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_04_s_19,True,,,,,,,ArkRuinIndoor,black,black,1.0,,,,,,,,,black,,,15,idle,,17,idle,centi,pepper,ce005_02,13,idle,,,,
event_exnii2_04_s_20,40071,event_exnii2_04_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_04_s_20,True,,,,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,13,idle,,,,
event_exnii2_04_s_21,40071,event_exnii2_04_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_04_s_21,True,,,,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,13,idle,,,,
event_exnii2_04_s_22,40071,event_exnii2_04_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_04_s_22,True,,,,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,13,idle,,,,
event_exnii2_04_s_23,40071,event_exnii2_04_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_04_s_23,True,,,,,,,,13,13,1.0,,,,,,,,,,,,,,,,,,,,13,idle,,,,
event_exnii2_04_s_24,40071,event_exnii2_04_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_04_s_24,True,,,,,,,,13,130,1.0,,,,,,,,,,,,,,,,,,,,13,think,,,,
event_exnii2_04_s_25,40071,event_exnii2_04_s,Narration,ce005_02,,Locale_SubScenario:event_exnii2_04_s_25,False,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,13,think,,,,
event_exnii2_04_s_26,40071,event_exnii2_04_s,Speech,centi,centi,Locale_SubScenario:event_exnii2_04_s_26,True,,,,,,,RedBeach_3,15,15,1.0,,,,,,,,,black,,centi,15,idle,,,,,,,13,think,,,,
event_exnii2_04_s_27,40071,event_exnii2_04_s,Speech,centi,centi,Locale_SubScenario:event_exnii2_04_s_27,True,,,,,,,,15,15,1.0,,,,,,,,,,,,15,idle,,,,,,ce005_02,13,idle,,,,
event_exnii2_04_s_28,40071,event_exnii2_04_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_04_s_28,True,,,,,,,,15,event_exnii_talk_08,1.0,,,,,,,,,,,,15,idle,,,,,,,13,idle,,,,
event_exnii2_04_s_29,40071,event_exnii2_04_s,Speech,centi,centi,Locale_SubScenario:event_exnii2_04_s_29,True,,,,,,,,event_exnii_talk_08,event_exnii_talk_08,1.0,,,,,,,,,,,,15,idle,,,,,,,13,idle,,,,
event_exnii2_04_s_30,40071,event_exnii2_04_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_04_s_30,True,,,,,,,,event_exnii_talk_08,event_exnii_talk_08,1.0,,,,,,,,,,,,15,idle,,,,,,,13,idle,,,,
event_exnii2_04_s_31,40071,event_exnii2_04_s,Speech,ce005_02,ce004_01,Locale_SubScenario:event_exnii2_04_s_31,True,,,,,,,,event_exnii_talk_08,event_exnii_talk_08,1.0,,,,,,,,,,,,15,idle,,,,,,,13,idle,,,,
event_exnii2_04_s_32,40071,event_exnii2_04_s,Speech,centi,centi,Locale_SubScenario:event_exnii2_04_s_32,True,,,,,,,,event_exnii_talk_08,event_exnii_talk_08,1.0,,,,,,,,,,,,15,idle,,,,,,,13,idle,,,,
event_exnii2_04_s_33,40071,event_exnii2_04_s,Narration,centi,,Locale_SubScenario:event_exnii2_04_s_33,False,,,,,,,,event_exnii_talk_08,event_exnii_talk_08,1.0,,,,,,,,sfx_scn_explosions,,Low_2,,15,surprise,,,,,,,13,idle,,,,
event_exnii2_04_s_34,40071,event_exnii2_04_s,Narration,centi,,Locale_SubScenario:event_exnii2_04_s_34,False,,,,,,,,event_exnii_talk_08,event_exnii_talk_08,1.0,,,,,,,,,,,,15,surprise,,,,,,,13,idle,,,,
event_exnii2_04_s_35,40071,event_exnii2_04_s,Speech,centi,centi,Locale_SubScenario:event_exnii2_04_s_35,True,,,,,,,,event_exnii_talk_08,event_exnii_talk_08,1.0,,,,,,,,,,,,15,surprise,,,,,,,13,idle,,,,
event_exnii2_04_s_36,40071,event_exnii2_04_s,Speech,centi,centi,Locale_SubScenario:event_exnii2_04_s_36,True,,,,,,,,event_exnii_talk_08,150,1.0,,,,,,,,,,,,15,surprise,,,,,,,13,idle,,,,
event_exnii2_04_s_37,40071,event_exnii2_04_s,Speech,centi,centi,Locale_SubScenario:event_exnii2_04_s_37,True,,,,,,,,150,150,1.0,,,,,,,,,,,,15,delight,,,,,,,13,idle,,,,
event_exnii2_04_s_38,40071,event_exnii2_04_s,Narration,,,Locale_SubScenario:event_exnii2_04_s_38,False,,,,,,,RedOcean_s,1,1,1.0,,,,,,,,,black,,,15,delight,,,,centi,,,13,idle,ce005_02,,,
event_exnii2_04_s_39,40071,event_exnii2_04_s,Speech,ce004_03_op,ce004_03_op,Locale_SubScenario:event_exnii2_04_s_39,True,,,,,,,,1,1,1.0,,ce004_03_op,OP_leftup,idle,,,,,,,,,,,,,,,,,,,,,
event_exnii2_04_s_40,40071,event_exnii2_04_s,Speech,ce004_03_op,ce004_03_op,Locale_SubScenario:event_exnii2_04_s_40,True,,,,,,,,1,1,1.0,,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,,,
event_exnii2_04_s_41,40071,event_exnii2_04_s,Speech,ce004_03_op,ce004_03_op,Locale_SubScenario:event_exnii2_04_s_41,True,,,,,,,,1,1,1.0,,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,,,
event_exnii2_04_s_42,40071,event_exnii2_04_s,Narration,,,Locale_SubScenario:event_exnii2_04_s_42,False,,,,,,,,1,1,1.0,,,OP_leftup,idle,,,ce004_03_op,,,,,,,,,,,,,,,,,,
event_exnii2_04_s_43,40071,event_exnii2_04_s,Narration,,,Locale_SubScenario:event_exnii2_04_s_43,False,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii2_04_s_44,40071,event_exnii2_04_s,Narration,,,Locale_SubScenario:event_exnii2_04_s_44,False,,,,,,,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
event_exnii2_04_s_45,40071,event_exnii2_04_s,Speech,ce005_02_op,ce004_01,Locale_SubScenario:event_exnii2_04_s_45,True,,,,,,,AAAWunder_2,1,1,1.0,,,,,,,,,black,,,,,,,,,,,,,,ce005_02_op,OP_rightup,battle
event_exnii2_04_s_46,40071,event_exnii2_04_s,Narration,ce005_02_op,,Locale_SubScenario:event_exnii2_04_s_46,False,,,,,,,,1,1,1.0,,,,,,,,sfx_scn_electriccannon,,,,,,,,,,,,,,,,OP_rightup,idle
event_exnii2_04_s_47,40071,event_exnii2_04_s,Speech,neon,neon,Locale_SubScenario:event_exnii2_04_s_47,True,,,,,,,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,OP_rightup,idle
event_exnii2_04_s_48,40071,event_exnii2_04_s,Speech,ce004_03_op,ce004_03_op,Locale_SubScenario:event_exnii2_04_s_48,True,,,,,,,,1,1,1.0,,ce004_03_op,OP_leftup,surprise,,,,,,,,,,,,,,,,,,,,OP_rightup,idle
event_exnii2_04_s_49,40071,event_exnii2_04_s,Speech,ce005_02_op,ce004_01,Locale_SubScenario:event_exnii2_04_s_49,True,,,,,,,,1,1,1.0,,,OP_leftup,surprise,,,,,,,,,,,,,,,,,,,,OP_rightup,idle
event_exnii2_04_s_50,40071,event_exnii2_04_s,Speech,ce005_02_op,ce004_01,Locale_SubScenario:event_exnii2_04_s_50,True,,,,,,,,1,1,1.0,,,OP_leftup,idle,,,,,,,,,,,,,,,,,,,,OP_rightup,idle
