id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/0/hide_char_id,fade
event_lastkingdom2_04_e_33,40046,event_lastkingdom2_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_04_e_33,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,113,113,1.0,,,,,,,,
event_lastkingdom2_04_e_34,40046,event_lastkingdom2_04_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_04_e_34,False,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,113,113,1.0,,,,,,,,
event_lastkingdom2_04_e_35,40046,event_lastkingdom2_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_04_e_35,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,113,113,1.0,,,,,,,,
event_lastkingdom2_04_e_36,40046,event_lastkingdom2_04_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_04_e_36,False,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,113,113,1.0,,,,,,,,
event_lastkingdom2_04_e_37,40046,event_lastkingdom2_04_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_04_e_37,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,113,113,1.0,,,,,,,,
event_lastkingdom2_04_e_38,40046,event_lastkingdom2_04_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_lastkingdom2_04_e_38,False,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,113,113,1.0,,,,,,,,
event_lastkingdom2_04_e_39,40046,event_lastkingdom2_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_04_e_39,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,113,113,1.0,,,,,,,,
event_lastkingdom2_04_e_40,40046,event_lastkingdom2_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_04_e_40,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,113,113,1.0,,,,,,,,
event_lastkingdom2_04_e_41,40046,event_lastkingdom2_04_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_04_e_41,False,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,113,113,1.0,,,,,,,,
event_lastkingdom2_04_e_42,40046,event_lastkingdom2_04_e,Narration,,,Locale_MainScenario:event_lastkingdom2_04_e_42,False,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,black,black,1.0,,sfx_scn_aim,,,,,,
event_lastkingdom2_04_e_43,40046,event_lastkingdom2_04_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_04_e_43,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,10,10,1.0,,,,,,,,
event_lastkingdom2_04_e_44,40046,event_lastkingdom2_04_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_04_e_44,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,10,10,1.0,,,,,,,,
event_lastkingdom2_04_e_45,40046,event_lastkingdom2_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_04_e_45,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,10,130,1.0,,,,,,,,
event_lastkingdom2_04_e_46,40046,event_lastkingdom2_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_04_e_46,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,130,130,1.0,,,,,,,,
event_lastkingdom2_04_e_47,40046,event_lastkingdom2_04_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_04_e_47,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,130,113,1.0,,,,,,,,
event_lastkingdom2_04_e_48,40046,event_lastkingdom2_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_04_e_48,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,113,113,1.0,,,,,,,,
event_lastkingdom2_04_e_49,40046,event_lastkingdom2_04_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_04_e_49,False,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,113,113,1.0,,,,,,,,
event_lastkingdom2_04_e_50,40046,event_lastkingdom2_04_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_04_e_50,True,,1,sad2,,13,idle,,3,pain,,5,no,,7,sad,,30,30,1.0,,,,,,,,
event_lastkingdom2_04_e_51,40046,event_lastkingdom2_04_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_lastkingdom2_04_e_51,True,,1,sad2,,13,idle,,3,pain,,5,no,,7,sad,,30,50,1.0,,,,,,,,
event_lastkingdom2_04_e_52,40046,event_lastkingdom2_04_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_lastkingdom2_04_e_52,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,50,50,1.0,,,,,,,,
event_lastkingdom2_04_e_53,40046,event_lastkingdom2_04_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_lastkingdom2_04_e_53,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,50,70,1.0,,,,,,,,
event_lastkingdom2_04_e_54,40046,event_lastkingdom2_04_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_lastkingdom2_04_e_54,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,70,70,1.0,,,,,,,,
event_lastkingdom2_04_e_55,40046,event_lastkingdom2_04_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_lastkingdom2_04_e_55,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,70,70,1.0,,,,,,,,
event_lastkingdom2_04_e_56,40046,event_lastkingdom2_04_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_04_e_56,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,30,30,1.0,,,,,,,,
event_lastkingdom2_04_e_57,40046,event_lastkingdom2_04_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_04_e_57,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,30,31,1.0,,,,,,,,
event_lastkingdom2_04_e_58,40046,event_lastkingdom2_04_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_04_e_58,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,31,31,1.0,,,,,,,,
event_lastkingdom2_04_e_59,40046,event_lastkingdom2_04_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_04_e_59,False,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,31,31,1.0,,,,,,,,
event_lastkingdom2_04_e_60,40046,event_lastkingdom2_04_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_04_e_60,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,31,31,1.0,,,,,,,,
event_lastkingdom2_04_e_61,40046,event_lastkingdom2_04_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_04_e_61,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,31,31,1.0,,,,,,,,
event_lastkingdom2_04_e_62,40046,event_lastkingdom2_04_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_04_e_62,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,31,31,1.0,,,,,,,,
event_lastkingdom2_04_e_63,40046,event_lastkingdom2_04_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_04_e_63,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,31,31,1.0,,,,,,,,
event_lastkingdom2_04_e_64,40046,event_lastkingdom2_04_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_04_e_64,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,3,30,1.0,,,,,,,,
event_lastkingdom2_04_e_65,40046,event_lastkingdom2_04_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_04_e_65,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,10,10,1.0,,,,,,,,
event_lastkingdom2_04_e_66,40046,event_lastkingdom2_04_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_04_e_66,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,300,300,1.0,,,,,,,,
event_lastkingdom2_04_e_67,40046,event_lastkingdom2_04_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_04_e_67,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,300,31,1.0,,,,,,,,
event_lastkingdom2_04_e_68,40046,event_lastkingdom2_04_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_04_e_68,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,31,31,1.0,,,,,,,,
event_lastkingdom2_04_e_69,40046,event_lastkingdom2_04_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_lastkingdom2_04_e_69,True,,1,sad2,,13,idle,,3,idle,,5,pain,,7,sad,,31,53,1.0,,,,,,,,
event_lastkingdom2_04_e_70,40046,event_lastkingdom2_04_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_04_e_70,True,,1,sad2,,13,idle,,3,idle,,5,pain,,7,sad,,53,53,1.0,,,,,,,,
event_lastkingdom2_04_e_71,40046,event_lastkingdom2_04_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_lastkingdom2_04_e_71,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,70,70,1.0,,,,,,,,
event_lastkingdom2_04_e_72,40046,event_lastkingdom2_04_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_04_e_72,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,10,10,1.0,,,,,,,,
event_lastkingdom2_04_e_73,40046,event_lastkingdom2_04_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_04_e_73,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,30,30,1.0,,,,,,,,
event_lastkingdom2_04_e_74,40046,event_lastkingdom2_04_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_04_e_74,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,100,100,1.0,,,,,,,,
event_lastkingdom2_04_e_75,40046,event_lastkingdom2_04_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_04_e_75,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,300,300,1.0,,,,,,,,
event_lastkingdom2_04_e_76,40046,event_lastkingdom2_04_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_04_e_76,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,300,31,1.0,,,,,,,,
event_lastkingdom2_04_e_77,40046,event_lastkingdom2_04_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_04_e_77,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,31,31,1.0,,,,,,,,
event_lastkingdom2_04_e_78,40046,event_lastkingdom2_04_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_lastkingdom2_04_e_78,True,,1,sad2,,13,idle,,3,idle,,5,pain,,7,sad,,31,5,1.0,,,,,,,,
event_lastkingdom2_04_e_79,40046,event_lastkingdom2_04_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_04_e_79,False,,1,sad2,,13,idle,,3,idle,,5,pain,,7,sad,,100,100,1.0,,,,,,,,
event_lastkingdom2_04_e_80,40046,event_lastkingdom2_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_04_e_80,True,,1,sad2,,13,idle,,3,idle,,5,pain,,7,sad,,100,113,1.0,,,,,,,,
event_lastkingdom2_04_e_81,40046,event_lastkingdom2_04_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_04_e_81,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,113,113,1.0,,,,,,,,
event_lastkingdom2_04_e_82,40046,event_lastkingdom2_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_04_e_82,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,113,113,1.0,,,,,,,,
event_lastkingdom2_04_e_83,40046,event_lastkingdom2_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_04_e_83,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,113,113,1.0,,,,,,,,
event_lastkingdom2_04_e_84,40046,event_lastkingdom2_04_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_04_e_84,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,113,113,1.0,,,,,,,,
event_lastkingdom2_04_e_85,40046,event_lastkingdom2_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_04_e_85,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,113,113,1.0,,,,,,,,
event_lastkingdom2_04_e_86,40046,event_lastkingdom2_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_04_e_86,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,113,130,1.0,,,,,,,,
event_lastkingdom2_04_e_87,40046,event_lastkingdom2_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_04_e_87,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,130,130,1.0,,,,,,,,
event_lastkingdom2_04_e_88,40046,event_lastkingdom2_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_04_e_88,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,130,1300,1.0,,,,,,,,
event_lastkingdom2_04_e_89,40046,event_lastkingdom2_04_e,Speech,hongryeon,hongryeon,Locale_MainScenario:event_lastkingdom2_04_e_89,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,500,500,1.0,,,,,,,,
event_lastkingdom2_04_e_90,40046,event_lastkingdom2_04_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_lastkingdom2_04_e_90,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,700,700,1.0,,,,,,,,
event_lastkingdom2_04_e_91,40046,event_lastkingdom2_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_04_e_91,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,1300,130,1.0,,,,,,,,
event_lastkingdom2_04_e_92,40046,event_lastkingdom2_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_04_e_92,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,130,130,1.0,,,,,,,,
event_lastkingdom2_04_e_93,40046,event_lastkingdom2_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_04_e_93,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,130,1300,1.0,,,,,,,,
event_lastkingdom2_04_e_94,40046,event_lastkingdom2_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_04_e_94,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,1300,1300,1.0,,,,,,,,
event_lastkingdom2_04_e_95,40046,event_lastkingdom2_04_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_04_e_95,True,,1,idle,,13,idle,,3,idle,,5,no,,7,sad,,1300,100,1.0,,,,,,,,
event_lastkingdom2_04_e_96,40046,event_lastkingdom2_04_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_04_e_96,False,,1,idle,,13,idle,,3,idle,,5,no,,7,sad,,100,100,1.0,,,,,,,,
event_lastkingdom2_04_e_97,40046,event_lastkingdom2_04_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_04_e_97,True,,1,idle,,13,idle,,3,idle,,5,no,,7,sad,,100,100,1.0,,,,,,,,
event_lastkingdom2_04_e_98,40046,event_lastkingdom2_04_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_04_e_98,True,,1,idle,,13,idle,,3,idle,,5,no,,7,sad,,100,10,1.0,,,,,,,,
event_lastkingdom2_04_e_99,40046,event_lastkingdom2_04_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_04_e_99,True,,1,idle,,13,idle,,3,idle,,5,no,,7,sad,,10,10,1.0,,,,,,,,
event_lastkingdom2_04_e_100,40046,event_lastkingdom2_04_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_04_e_100,True,,1,idle,,13,idle,,3,idle,,5,no,,7,sad,,10,30,1.0,,,,,,,,
event_lastkingdom2_04_e_101,40046,event_lastkingdom2_04_e,Speech,snowwhite,snowwhite,Locale_MainScenario:event_lastkingdom2_04_e_101,True,,1,idle,,13,idle,,3,idle,,5,no,,7,sad,,30,30,1.0,,,,,,,,
event_lastkingdom2_04_e_102,40046,event_lastkingdom2_04_e,Speech,marian_q,marian_q,Locale_MainScenario:event_lastkingdom2_04_e_102,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,10,10,1.0,,,,,,,,
event_lastkingdom2_04_e_103,40046,event_lastkingdom2_04_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_lastkingdom2_04_e_103,False,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,70,70,1.0,,,,,,,,
event_lastkingdom2_04_e_104,40046,event_lastkingdom2_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_04_e_104,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,130,130,1.0,,,,,,,,
event_lastkingdom2_04_e_105,40046,event_lastkingdom2_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_04_e_105,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,130,130,1.0,,,,,,,,
event_lastkingdom2_04_e_106,40046,event_lastkingdom2_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_04_e_106,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,130,130,1.0,,,,,,,,
event_lastkingdom2_04_e_107,40046,event_lastkingdom2_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_04_e_107,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,130,1300,1.0,,,,,,,,
event_lastkingdom2_04_e_108,40046,event_lastkingdom2_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_04_e_108,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,1300,1300,1.0,,,,,,,,
event_lastkingdom2_04_e_109,40046,event_lastkingdom2_04_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_04_e_109,True,,1,sad2,,13,idle,,3,idle,,5,no,,7,sad,,1300,1300,1.0,,,,,,,,
