id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,characters/0/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,play_sound
event_unbreakablesphere1_03_e_11,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_11,True,,1,delight,,13,surprise,,L_10,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_12,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_12,True,,1,delight,,13,surprise,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_13,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_13,True,,1,delight,,13,surprise,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_14,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_14,True,,1,delight,,13,idle,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_15,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_15,True,,1,delight,,13,idle,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_16,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_16,True,,1,delight,,13,idle,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_17,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_17,True,,1,delight,,13,idle,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_18,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_18,True,,1,delight,,13,idle,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_19,40075,event_unbreakablesphere1_03_e,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere1_03_e_19,False,,1,delight,,13,idle,,black,black,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_20,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_20,True,,1,delight,,13,idle,,130,130,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_21,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_21,True,,1,delight,,13,idle,,130,130,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_22,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_22,True,,1,delight,,13,idle,,130,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_23,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_23,True,,1,delight,,13,idle,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_24,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_24,True,,1,delight,,13,idle,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_25,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_25,False,,1,delight,,13,idle,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_26,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_26,True,,1,delight,,13,idle,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_27,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_27,True,,1,delight,,13,idle,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_28,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_28,True,,1,idle,,13,idle,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_29,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_29,True,,1,idle,,13,idle,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_30,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_30,True,,1,idle,,13,idle,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_31,40075,event_unbreakablesphere1_03_e,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere1_03_e_31,False,,1,idle,,13,think,,black,black,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_32,40075,event_unbreakablesphere1_03_e,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere1_03_e_32,False,,1,idle,,13,think,,black,black,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_33,40075,event_unbreakablesphere1_03_e,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere1_03_e_33,False,,1,idle,,13,think,,black,black,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_34,40075,event_unbreakablesphere1_03_e,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere1_03_e_34,False,,1,idle,,13,think,,black,black,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_35,40075,event_unbreakablesphere1_03_e,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere1_03_e_35,False,,1,idle,,13,think,,black,black,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_36,40075,event_unbreakablesphere1_03_e,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere1_03_e_36,False,,1,idle,,13,think,,black,black,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_37,40075,event_unbreakablesphere1_03_e,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere1_03_e_37,False,,1,idle,,13,think,,black,black,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_38,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_38,True,,1,angry,,13,think,,L_100,L_100,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_39,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_39,False,,1,angry,,13,think,,1300,130,0.5,none,,,,,,,,,,,
event_unbreakablesphere1_03_e_40,40075,event_unbreakablesphere1_03_e,Narration,littlemermaid,,Locale_MainScenario:event_unbreakablesphere1_03_e_40,False,,1,angry,,13,think,,130,113,1.0,bgm_story_empathize,,,,,,,,,,,
event_unbreakablesphere1_03_e_41,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_41,True,,1,angry,,13,think,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_42,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_42,True,,1,angry,,13,think,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_43,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_43,True,,1,angry,,13,think,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_44,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_44,True,,1,angry,,13,think,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_45,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_45,True,,1,angry,,13,think,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_46,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_46,True,,1,angry,,13,think,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_47,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_47,True,,1,angry,,13,think,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_48,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_48,True,,1,angry,,13,think,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_49,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_49,True,,1,angry,,13,think,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_50,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_50,True,,1,angry,,13,think,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_51,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_51,True,,1,angry,,13,think,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_52,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_52,True,,1,angry,,13,think,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_53,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_53,True,,1,angry,,13,think,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_54,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_54,True,,1,angry,,13,think,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_55,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_55,True,,1,angry,,13,think,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_56,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_56,True,,1,angry,,13,think,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_57,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_57,True,,1,angry,,13,think,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_58,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_58,True,,1,angry,,13,think,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_59,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_59,True,,1,angry,,13,think,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_60,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_60,True,,1,think,,13,think,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_61,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_61,True,,1,think,,13,think,,113,13,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_62,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_62,True,,1,think,,13,think,,13,130,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_63,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_63,True,,1,think,,13,think,,130,130,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_64,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_64,True,,1,think,,13,think,,130,130,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_65,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_65,True,,1,think,,13,think,,130,1300,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_66,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_66,True,,1,think,,13,think,,1300,1300,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_67,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_67,True,,1,think,,13,think,,1300,1300,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_68,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_68,False,,1,think,,13,think,,L_100,L_100,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_69,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_69,False,,1,think,,13,think,,1300,1300,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_70,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_70,True,,1,think,,13,think,,L_100,L_10,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_71,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_71,True,,1,think,,13,think,,L_10,L_10,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_72,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_72,True,,1,think,,13,think,,L_10,L_10,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_73,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_73,True,,1,idle,,13,think,,L_10,L_10,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_74,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_74,True,,1,idle,,13,think,,L_10,L_10,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_75,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_75,True,,1,idle,,13,think,,L_10,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_76,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_76,True,,1,idle,,13,think,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_77,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_77,True,,1,idle,,13,idle,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_78,40075,event_unbreakablesphere1_03_e,Narration,mihara_b,,Locale_MainScenario:event_unbreakablesphere1_03_e_78,False,,1,idle,,13,idle,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_79,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_79,True,,1,think,,13,idle,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_80,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_80,True,,1,think,,13,idle,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_81,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_81,True,,1,think,,13,idle,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_82,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_82,True,,1,think,,13,think,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_83,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_83,True,,1,think,,13,think,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_84,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_84,True,,1,delight,,13,think,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_85,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_85,True,,1,delight,,13,idle,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_86,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_86,True,,1,delight,,13,idle,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_87,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_87,True,,1,delight,,13,idle,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_88,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_88,True,,1,idle,,13,idle,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_89,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_89,True,,1,idle,,13,idle,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_90,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_90,True,,1,idle,,13,idle,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_91,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_91,True,,1,idle,,13,idle,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_92,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_92,True,,1,idle,,13,idle,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_93,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_93,True,,1,idle,,13,idle,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_94,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_94,True,,1,idle,,13,idle,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_95,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_95,True,,1,idle,,13,idle,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_96,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_96,True,,1,idle,,13,idle,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_97,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_97,False,,1,surprise,,13,idle,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_98,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_98,True,,1,surprise,,13,idle,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_99,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_99,True,,1,delight,,13,idle,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_100,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_100,True,,1,delight,,13,idle,,113,113,1.0,,,,,,,,,,,,
event_unbreakablesphere1_03_e_101,40075,event_unbreakablesphere1_03_e,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_03_e_101,True,,1,delight,,13,idle,,113,113,1.0,none,,,,,,,,,,,
event_unbreakablesphere1_03_e_102,40075,event_unbreakablesphere1_03_e,Narration,mori,,Locale_MainScenario:event_unbreakablesphere1_03_e_102,False,,1,delight,,3,idle,EmptyArea,black,black,1.0,event_bgm_ubsphere_longing,mihara_b,mori,13,idle,black,,,,,,
event_unbreakablesphere1_03_e_103,40075,event_unbreakablesphere1_03_e,Narration,mori,,Locale_MainScenario:event_unbreakablesphere1_03_e_103,False,,1,delight,,,,,black,black,1.0,,,,13,idle,,,,,,,
event_unbreakablesphere1_03_e_104,40075,event_unbreakablesphere1_03_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_03_e_104,False,,1,delight,,,,,15,113,1.5,,,,13,idle,,,,,,,
event_unbreakablesphere1_03_e_105,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_105,False,,1,delight,,,,,113,113,1.0,,,,13,idle,,,,,,,
event_unbreakablesphere1_03_e_106,40075,event_unbreakablesphere1_03_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_03_e_106,True,,1,delight,,,,,113,113,1.0,,,,13,idle,,,,,,,
event_unbreakablesphere1_03_e_107,40075,event_unbreakablesphere1_03_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_03_e_107,True,,1,delight,,,,,113,113,1.0,,,,13,idle,,,,,,,
event_unbreakablesphere1_03_e_108,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_108,True,,1,delight,,,,,113,113,1.0,,,,13,idle,,,,,,,
event_unbreakablesphere1_03_e_109,40075,event_unbreakablesphere1_03_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_03_e_109,True,,1,delight,,,,,113,113,1.0,,,,13,idle,,,,,,,
event_unbreakablesphere1_03_e_110,40075,event_unbreakablesphere1_03_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_03_e_110,True,,1,delight,,,,,113,113,1.0,,,,13,idle,,,,,,,
event_unbreakablesphere1_03_e_111,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_111,True,,1,delight,,,,,113,113,1.0,,,,13,idle,,,,,,,
event_unbreakablesphere1_03_e_112,40075,event_unbreakablesphere1_03_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_03_e_112,True,,1,delight,,,,,113,113,1.0,,,,13,idle,,,,,,,
event_unbreakablesphere1_03_e_113,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_113,True,,1,delight,,,,,113,113,1.0,,,,13,idle,,,,,,,
event_unbreakablesphere1_03_e_114,40075,event_unbreakablesphere1_03_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_03_e_114,True,,1,delight,,,,,113,113,1.0,,,,13,shy_02,,,,,,,
event_unbreakablesphere1_03_e_115,40075,event_unbreakablesphere1_03_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_e_115,True,,1,delight,,,,,113,113,1.0,,,,13,shy_02,,,,,,,
