id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_unbreakablesphere1_06_s_54,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_54,True,,31,31,1.0,,,,1,idle,,,3,think,,5,pain,,,7,idle,
event_unbreakablesphere1_06_s_55,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_55,True,,31,31,1.0,,,,1,idle,,,3,think,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_56,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_56,True,,31,31,1.0,,,,1,idle,,,3,think,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_57,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_57,True,,31,31,1.0,,,,1,idle,,,3,think,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_58,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_58,True,,31,31,1.0,,,,1,idle,,,3,think,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_59,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_59,True,,31,31,1.0,,,,1,idle,,,3,think,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_60,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_60,False,,31,31,1.0,,,,1,idle,,,3,think,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_61,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_61,True,,31,31,1.0,,,,1,idle,,,3,idle,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_62,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_62,True,,31,31,1.0,,,,1,idle,,,3,idle,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_63,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_63,True,,31,31,1.0,,,,1,idle,,,3,idle,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_64,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_64,True,,31,31,1.0,,,,1,angry,,,3,idle,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_65,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_65,True,,31,31,1.0,,,,1,angry,,,3,idle,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_66,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_66,True,,L_300,L_300,1.0,,,,1,angry,,,3,idle,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_67,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_67,True,,L_300,L_300,1.0,,,,1,angry,,,3,idle,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_68,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_68,True,,L_300,L_300,1.0,,,,1,angry,,,3,idle,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_69,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_69,True,,L_300,L_300,1.0,,,,1,angry,,,3,idle,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_70,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_70,True,,L_300,L_300,1.0,,,,1,angry,,,3,idle,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_71,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_71,True,,L_300,L_300,1.0,,,,1,angry,,,3,idle,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_72,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_72,True,,L_300,L_300,1.0,,,,1,angry,,,3,idle,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_73,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_73,True,,L_300,L_300,1.0,,,,1,angry,,,3,idle,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_74,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_74,True,,L_300,L_30,1.0,,,,1,angry,,,3,idle,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_75,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_75,True,,L_30,31,1.0,,,,1,think,,,3,idle,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_76,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_76,True,,31,31,1.0,,,,1,think,,,3,delight,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_77,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_77,True,,31,31,1.0,,,,1,think,,,3,delight,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_78,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_78,True,,31,31,1.0,,,,1,think,,,3,delight,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_79,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_79,True,,31,31,1.0,,,,1,think,,,3,delight,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_80,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_80,True,,31,31,1.0,,,,1,think,,,3,idle,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_81,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_81,True,,31,31,1.0,,,,1,think,,,3,idle,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_82,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_82,True,,31,31,1.0,,,,1,think,,,3,idle,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_83,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_83,True,,S_10,S_100,0.5,,,,1,think,,,3,idle,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_84,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_84,True,,S_100,S_100,1.0,,,,1,think,,,3,idle,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_85,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_85,True,,S_100,S_100,1.0,,,,1,think,,,3,idle,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_86,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_86,True,,S_100,S_100,1.0,,,,1,think,,,3,idle,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_87,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_87,True,,S_100,S_100,1.0,,,,1,think,,,3,idle,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_88,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_88,True,,L_300,L_300,1.0,,,,1,think,,,3,angry,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_89,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_89,True,,S_100,S_100,1.0,,,,1,think,,,3,angry,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_90,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_90,True,,L_300,L_30,1.0,,,,1,think,,,3,angry,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_91,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_91,True,,L_30,L_30,1.0,,,,1,think,,,3,angry,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_92,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_92,True,,L_30,L_30,1.0,,,,1,think,,,3,angry,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_93,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_93,True,,L_30,L_30,1.0,,,,1,think,,,3,angry,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_94,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_94,True,,L_30,L_30,1.0,,,,1,think,,,3,angry,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_95,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_95,True,,L_30,L_30,1.0,,,,1,think,,,3,angry,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_96,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_96,True,,L_30,L_30,1.0,,,,1,think,,,3,angry,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_97,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_97,True,,S_10,S_10,1.0,,,,1,think,,,3,idle,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_98,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_98,True,,S_10,S_100,0.5,,,,1,angry,,,3,idle,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_99,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_99,True,,S_100,S_100,1.0,,,,1,angry,,,3,idle,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_100,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_100,True,,S_100,S_100,1.0,,,,1,angry,,,3,idle,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_101,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_101,True,,S_100,S_100,1.0,,,,1,angry,,,3,idle,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_102,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_102,True,,L_300,L_300,1.0,,,,1,angry,,,3,delight,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_103,40075,event_unbreakablesphere1_06_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_06_s_103,True,,S_100,S_10,0.5,,,,1,angry,,,3,delight,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_104,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_104,True,,L_30,L_30,1.0,,,,1,angry,,,3,delight,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_105,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_105,True,,L_30,L_30,1.0,,,,1,angry,,,3,delight,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_106,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_106,True,,L_30,L_300,1.0,,,,1,angry,,,3,delight,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_107,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_107,True,,L_300,L_300,1.0,,,,1,angry,,,3,delight,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_108,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_108,True,,L_300,L_300,1.0,,,,1,angry,,,3,delight,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_109,40075,event_unbreakablesphere1_06_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_06_s_109,True,,L_300,L_300,1.0,,,,1,angry,,,3,delight,,5,idle,,,7,idle,
event_unbreakablesphere1_06_s_110,40075,event_unbreakablesphere1_06_s,Speech,mihara_b,mihara_b,Locale_MainScenario:event_unbreakablesphere1_06_s_110,True,,500,500,1.0,,,,1,angry,,,3,delight,,5,pain,,,7,idle,
