id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
event_overzone1_05_s_27,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_27,True,,1,think,,13,surprise,,15,angry,,113,113,1.0,
event_overzone1_05_s_28,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_28,True,,1,think,,13,surprise,,15,angry,,113,1,1.0,
event_overzone1_05_s_29,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_29,True,,1,think,,13,surprise,,15,angry,,1,10,1.0,
event_overzone1_05_s_30,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_30,True,,1,think,,13,surprise,,15,angry,,10,10,1.0,
event_overzone1_05_s_31,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_31,True,,1,think,,13,surprise,,15,angry,,10,10,1.0,
event_overzone1_05_s_32,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_32,True,,1,think,,13,surprise,,15,angry,,10,10,1.0,
event_overzone1_05_s_33,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_33,True,,1,think,,13,surprise,,15,angry,,10,10,1.0,
event_overzone1_05_s_34,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_34,True,,1,think,,13,surprise,,15,angry,,10,10,1.0,
event_overzone1_05_s_35,80303,event_overzone1_05_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_05_s_35,True,,1,think,,13,sad,,15,angry,,10,10,1.0,
event_overzone1_05_s_36,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_36,True,,1,think,,13,sad,,15,angry,,10,10,1.0,
event_overzone1_05_s_37,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_37,True,,1,worry,,13,sad,,15,angry,,10,100,1.0,
event_overzone1_05_s_38,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_38,True,,1,worry,,13,sad,,15,angry,,100,100,1.0,
event_overzone1_05_s_39,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_39,True,,1,worry,,13,sad,,15,angry,,100,100,1.0,
event_overzone1_05_s_40,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_40,True,,1,worry,,13,sad,,15,angry,,100,100,1.0,
event_overzone1_05_s_41,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_41,True,,1,worry,,13,sad,,15,angry,,100,100,1.0,
event_overzone1_05_s_42,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_42,True,,1,think,,13,sad,,15,angry,,100,10,1.0,
event_overzone1_05_s_43,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_43,True,,1,think,,13,sad,,15,angry,,10,10,1.0,
event_overzone1_05_s_44,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_44,True,,1,think,,13,sad,,15,angry,,10,10,1.0,
event_overzone1_05_s_45,80303,event_overzone1_05_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_05_s_45,False,,1,think,,13,sad,,15,angry,,10,10,1.0,
event_overzone1_05_s_46,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_46,True,,1,worry,,13,sad,,15,angry,,10,113,2.0,
event_overzone1_05_s_47,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_47,True,,1,worry,,13,sad,,15,angry,,113,113,1.0,
event_overzone1_05_s_48,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_48,True,,1,worry,,13,sad,,15,angry,,113,113,1.0,
event_overzone1_05_s_49,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_49,True,,1,worry,,13,sad,,15,angry,,113,113,1.0,
event_overzone1_05_s_50,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_50,True,,1,worry,,13,sad,,15,angry,,113,113,1.0,
event_overzone1_05_s_51,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_51,True,,1,worry,,13,sad,,15,angry,,113,113,1.0,
event_overzone1_05_s_52,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_52,True,,1,think,,13,sad,,15,angry,,113,113,1.0,
event_overzone1_05_s_53,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_53,True,,1,think,,13,sad,,15,angry,,113,113,1.0,
event_overzone1_05_s_54,80303,event_overzone1_05_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_05_s_54,True,,1,think,,13,sad,,15,angry,,113,113,1.0,
event_overzone1_05_s_55,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_55,True,,1,worry,,13,sad,,15,angry,,113,1,1.0,
event_overzone1_05_s_56,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_56,True,,1,worry,,13,sad,,15,angry,,1,10,1.0,
event_overzone1_05_s_57,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_57,True,,1,worry,,13,sad,,15,angry,,10,10,1.0,
event_overzone1_05_s_58,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_58,True,,1,worry,,13,sad,,15,angry,,10,10,1.0,
event_overzone1_05_s_59,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_59,True,,1,worry,,13,sad,,15,angry,,10,1,1.0,
event_overzone1_05_s_60,80303,event_overzone1_05_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_05_s_60,True,,1,worry,,13,sad,,15,angry,,1,113,1.0,
event_overzone1_05_s_61,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_61,True,,1,think,,13,sad,,15,angry,,113,113,1.0,
event_overzone1_05_s_62,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_62,True,,1,think,,13,sad,,15,angry,,113,113,1.0,
event_overzone1_05_s_63,80303,event_overzone1_05_s,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_05_s_63,True,,1,think,,13,sad,,15,angry,,113,1315,1.0,
event_overzone1_05_s_64,80303,event_overzone1_05_s,Speech,pinne,pinne,Locale_MainScenario:event_overzone1_05_s_64,True,,1,think,,13,sad,,15,angry,,1315,1315,1.0,
event_overzone1_05_s_65,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_65,True,,1,think,,13,sad,,15,angry,,1315,113,1.0,
event_overzone1_05_s_66,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_66,True,,1,think,,13,sad,,15,angry,,113,113,1.0,
event_overzone1_05_s_67,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_67,True,,1,think,,13,sad,,15,angry,,113,113,1.0,
event_overzone1_05_s_68,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_68,True,,1,think,,13,sad,,15,angry,,113,113,1.0,
event_overzone1_05_s_69,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_69,True,,1,think,,13,sad,,15,angry,,113,113,1.0,
event_overzone1_05_s_70,80303,event_overzone1_05_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_05_s_70,False,,1,think,,13,sad,,15,angry,,113,113,1.0,
event_overzone1_05_s_71,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_71,True,,1,think,,13,sad,,15,angry,,113,113,1.0,
event_overzone1_05_s_72,80303,event_overzone1_05_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_05_s_72,True,,1,think,,13,idle,,15,angry,,113,113,1.0,none
event_overzone1_05_s_73,80303,event_overzone1_05_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_05_s_73,True,,1,think,,13,idle,,15,angry,,113,113,1.0,
event_overzone1_05_s_74,80303,event_overzone1_05_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_05_s_74,True,,1,think,,13,idle,,15,angry,,113,113,1.0,
event_overzone1_05_s_75,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_75,False,,1,worry,,13,idle,,15,angry,,113,113,1.0,
event_overzone1_05_s_76,80303,event_overzone1_05_s,Narration,,,Locale_MainScenario:event_overzone1_05_s_76,False,,1,worry,,13,no,,15,angry,,black,black,1.0,
event_overzone1_05_s_77,80303,event_overzone1_05_s,Narration,,,Locale_MainScenario:event_overzone1_05_s_77,False,,1,worry,,13,no,,15,angry,,black,black,1.0,
event_overzone1_05_s_78,80303,event_overzone1_05_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone1_05_s_78,True,,1,idle,,13,idle,,15,angry,,113,113,1.0,
event_overzone1_05_s_79,80303,event_overzone1_05_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone1_05_s_79,True,,1,idle,,13,idle,,15,angry,,113,113,1.0,
