id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_lionheart_02_e_24,40037,event_lionheart_02_e,Speech,staff,staff,Locale_SubScenario:event_lionheart_02_e_24,True,,2,2,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_25,40037,event_lionheart_02_e,Monologue,staff,,Locale_SubScenario:event_lionheart_02_e_25,False,,2,2,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_26,40037,event_lionheart_02_e,Monologue,staff,,Locale_SubScenario:event_lionheart_02_e_26,False,,2,2,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_27,40037,event_lionheart_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_e_27,True,,XS_130,XS_130,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_28,40037,event_lionheart_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_e_28,True,,XS_130,XS_130,1.0,,,,1,idle,,,13,delight,,,3,idle,
event_lionheart_02_e_29,40037,event_lionheart_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_e_29,True,,XS_130,XS_130,1.0,,,,1,idle,,,13,delight,,,3,idle,
event_lionheart_02_e_30,40037,event_lionheart_02_e,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_e_30,True,,L_30,L_30,1.0,,,,1,idle,,,13,delight,,,3,shy,
event_lionheart_02_e_31,40037,event_lionheart_02_e,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_e_31,True,,L_30,L_30,1.0,,,,1,idle,,,13,delight,,,3,shy,
event_lionheart_02_e_32,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_32,True,,L_30,Leo_10,1.0,,,,1,idle,,,13,delight,,,3,shy,
event_lionheart_02_e_33,40037,event_lionheart_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_e_33,True,,Leo_10,XS_130,1.0,,,,1,idle,,,13,delight,,,3,shy,
event_lionheart_02_e_34,40037,event_lionheart_02_e,Self,biscuit,,Locale_SubScenario:event_lionheart_02_e_34,False,,XS_130,XS_130,1.0,,,,1,idle,,,13,idle,,,3,shy,
event_lionheart_02_e_35,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_35,True,,XS_130,12,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_36,40037,event_lionheart_02_e,Narration,leona_no,,Locale_SubScenario:event_lionheart_02_e_36,False,,12,12,1.0,,sfx_scn_bell,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_37,40037,event_lionheart_02_e,Speech,staff,staff,Locale_SubScenario:event_lionheart_02_e_37,True,,12,12,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_38,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_38,True,,12,Leo_10,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_39,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_39,True,,Leo_10,Leo_10,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_40,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_40,True,,Leo_10,Leo_10,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_41,40037,event_lionheart_02_e,Speech,staff,staff,Locale_SubScenario:event_lionheart_02_e_41,True,,Leo_10,Leo_10,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_42,40037,event_lionheart_02_e,Speech,staff,staff,Locale_SubScenario:event_lionheart_02_e_42,True,,Leo_10,Leo_10,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_43,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_43,True,,Leo_10,Leo_10,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_44,40037,event_lionheart_02_e,Speech,staff,staff,Locale_SubScenario:event_lionheart_02_e_44,True,,Leo_10,Leo_10,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_45,40037,event_lionheart_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_e_45,True,,Leo_10,12,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_46,40037,event_lionheart_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_e_46,True,,12,12,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_47,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_47,True,,12,12,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_48,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_48,True,,12,12,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_49,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_49,True,,12,12,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_50,40037,event_lionheart_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_e_50,True,,12,12,1.0,,,,1,idle,,,13,delight,,,3,idle,
event_lionheart_02_e_51,40037,event_lionheart_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_e_51,True,,12,12,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_52,40037,event_lionheart_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_e_52,True,,12,12,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_53,40037,event_lionheart_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_e_53,True,,12,12,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_54,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_54,True,,12,Leo_10,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_55,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_55,True,,Leo_10,Leo_10,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_56,40037,event_lionheart_02_e,Monologue,leona_no,,Locale_SubScenario:event_lionheart_02_e_56,False,Park_n,black,black,1.0,none,,,1,idle,leona_no,,13,idle,biscuit,,3,idle,nero
event_lionheart_02_e_57,40037,event_lionheart_02_e,Monologue,leona_no,,Locale_SubScenario:event_lionheart_02_e_57,False,,3,13,2.0,bgm_story_inwonderland,,,,,,,,,,,,,
event_lionheart_02_e_58,40037,event_lionheart_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_e_58,True,,13,XS_130,1.0,,,leona_no,1,idle,,biscuit,13,delight,,nero,3,idle,
event_lionheart_02_e_59,40037,event_lionheart_02_e,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_e_59,True,,L_30,L_30,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_60,40037,event_lionheart_02_e,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_e_60,True,,L_30,2,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_61,40037,event_lionheart_02_e,Self,nero,,Locale_SubScenario:event_lionheart_02_e_61,False,,2,2,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_62,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_62,True,,2,2,1.0,,,,1,delight,,,13,idle,,,3,idle,
event_lionheart_02_e_63,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_63,True,,2,2,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_64,40037,event_lionheart_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_e_64,True,,2,12,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_65,40037,event_lionheart_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_e_65,True,,12,12,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_66,40037,event_lionheart_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_e_66,True,,12,12,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_67,40037,event_lionheart_02_e,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_e_67,True,,L_30,L_30,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_68,40037,event_lionheart_02_e,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_e_68,True,,L_30,L_30,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_69,40037,event_lionheart_02_e,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_e_69,True,,L_30,L_30,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_70,40037,event_lionheart_02_e,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_e_70,True,,L_30,L_30,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_71,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_71,True,,L_30,Leo_10,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_72,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_72,True,,Leo_10,Leo_10,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_73,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_73,True,,Leo_10,Leo_10,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_74,40037,event_lionheart_02_e,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_e_74,True,,Leo_10,2,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_75,40037,event_lionheart_02_e,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_e_75,True,,2,2,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_76,40037,event_lionheart_02_e,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_e_76,True,,2,2,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_77,40037,event_lionheart_02_e,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_e_77,True,,2,2,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_78,40037,event_lionheart_02_e,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_e_78,True,,2,2,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_79,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_79,True,,2,2,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_80,40037,event_lionheart_02_e,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_e_80,True,,2,2,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_81,40037,event_lionheart_02_e,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_e_81,True,,2,2,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_82,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_82,True,,2,Leo_10,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_83,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_83,True,,Leo_10,Leo_10,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_84,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_84,True,,Leo_10,Leo_10,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_85,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_85,True,,Leo_10,Leo_10,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_86,40037,event_lionheart_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_e_86,True,,Leo_10,XS_130,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_87,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_87,True,,XS_130,12,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_88,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_88,True,,12,12,1.0,,,,1,sad,,,13,idle,,,3,idle,
event_lionheart_02_e_89,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_89,True,,12,12,1.0,,,,1,sad,,,13,idle,,,3,idle,
event_lionheart_02_e_90,40037,event_lionheart_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_e_90,True,,12,12,1.0,,,,1,idle,,,13,sad,,,3,idle,
event_lionheart_02_e_91,40037,event_lionheart_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_e_91,True,,12,12,1.0,,,,1,idle,,,13,sad,,,3,idle,
event_lionheart_02_e_92,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_92,True,,12,Leo_10,1.0,,,,1,idle,,,13,sad,,,3,idle,
event_lionheart_02_e_93,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_93,True,,Leo_10,Leo_10,1.0,,,,1,idle,,,13,sad,,,3,idle,
event_lionheart_02_e_94,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_94,True,,Leo_10,Leo_10,1.0,,,,1,idle,,,13,sad,,,3,idle,
event_lionheart_02_e_95,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_95,True,,Leo_10,Leo_10,1.0,,,,1,idle,,,13,sad,,,3,idle,
event_lionheart_02_e_96,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_96,True,,Leo_10,Leo_10,1.0,,,,1,sad,,,13,sad,,,3,idle,
event_lionheart_02_e_97,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_97,True,,Leo_10,Leo_10,1.0,,,,1,idle,,,13,sad,,,3,idle,
event_lionheart_02_e_98,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_98,True,,Leo_10,Leo_10,1.0,,,,1,idle,,,13,sad,,,3,idle,
event_lionheart_02_e_99,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_99,True,,Leo_10,Leo_10,1.0,,,,1,idle,,,13,sad,,,3,idle,
event_lionheart_02_e_100,40037,event_lionheart_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_e_100,True,,Leo_10,XS_130,1.0,,,,1,idle,,,13,sad,,,3,idle,
event_lionheart_02_e_101,40037,event_lionheart_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_e_101,True,,XS_130,XS_130,1.0,,,,1,idle,,,13,sad,,,3,idle,
event_lionheart_02_e_102,40037,event_lionheart_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_e_102,True,,XS_130,XS_130,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_103,40037,event_lionheart_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_e_103,True,,XS_130,XS_130,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_104,40037,event_lionheart_02_e,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_e_104,True,,L_30,L_30,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_105,40037,event_lionheart_02_e,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_e_105,True,,L_30,L_30,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_106,40037,event_lionheart_02_e,Speech,nero,nero,Locale_SubScenario:event_lionheart_02_e_106,True,,L_30,2,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_107,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_107,True,,2,2,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_108,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_108,True,,2,2,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_109,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_109,True,,2,2,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_110,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_110,True,,2,2,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_111,40037,event_lionheart_02_e,Speech,biscuit,biscuit,Locale_SubScenario:event_lionheart_02_e_111,True,,2,12,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_112,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_112,True,,12,12,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_113,40037,event_lionheart_02_e,Speech,leona_no,leona_no,Locale_SubScenario:event_lionheart_02_e_113,True,,12,Leo_10,1.0,,,,1,idle,,,13,idle,,,3,idle,
event_lionheart_02_e_114,40037,event_lionheart_02_e,Monologue,leona_no,,Locale_SubScenario:event_lionheart_02_e_114,False,,black,black,1.0,,,,1,idle,,,13,idle,,,3,idle,
