id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_ce02_3_04_e_29,40027,event_ce02_3_04_e,Speech,Locale_SubScenario:event_ce02_3_04_e_29,True,,12,12,1.0,,p12,p12,,13,idle,,1,idle,,16,idle,
event_ce02_3_04_e_30,40027,event_ce02_3_04_e,Speech,Locale_SubScenario:event_ce02_3_04_e_30,True,,12,12,1.0,,p12,p12,,13,idle,,1,idle,,16,idle,
event_ce02_3_04_e_31,40027,event_ce02_3_04_e,Speech,Locale_SubScenario:event_ce02_3_04_e_31,True,,12,12,1.0,,ce_02_02,ce_02_02,,13,idle,,1,think,,16,idle,
event_ce02_3_04_e_32,40027,event_ce02_3_04_e,Speech,Locale_SubScenario:event_ce02_3_04_e_32,True,,12,130,1.0,,p12,p12,,13,idle,,1,think,,16,idle,
event_ce02_3_04_e_33,40027,event_ce02_3_04_e,Speech,Locale_SubScenario:event_ce02_3_04_e_33,True,,130,130,1.0,,p12,p12,,13,idle,,1,think,,16,idle,
event_ce02_3_04_e_34,40027,event_ce02_3_04_e,Speech,Locale_SubScenario:event_ce02_3_04_e_34,True,,130,130,1.0,,p12,p12,,13,idle,,1,think,,16,idle,
event_ce02_3_04_e_35,40027,event_ce02_3_04_e,Speech,Locale_SubScenario:event_ce02_3_04_e_35,True,,130,130,1.0,,p12,p12,,13,idle,,1,think,,16,idle,
event_ce02_3_04_e_36,40027,event_ce02_3_04_e,Speech,Locale_SubScenario:event_ce02_3_04_e_36,True,,130,12,1.0,,ce_02_02,ce_02_02,,13,idle,,1,think,,16,idle,
event_ce02_3_04_e_37,40027,event_ce02_3_04_e,Speech,Locale_SubScenario:event_ce02_3_04_e_37,True,,12,12,1.0,,ce_02_02,ce_02_02,,13,idle,,1,think,,16,idle,
event_ce02_3_04_e_38,40027,event_ce02_3_04_e,Speech,Locale_SubScenario:event_ce02_3_04_e_38,True,,12,12,1.0,,p12,p12,,13,idle,,1,think,,16,idle,
event_ce02_3_04_e_39,40027,event_ce02_3_04_e,Speech,Locale_SubScenario:event_ce02_3_04_e_39,True,,12,130,1.0,,p12,p12,,13,idle,,1,think,,16,idle,
event_ce02_3_04_e_40,40027,event_ce02_3_04_e,Speech,Locale_SubScenario:event_ce02_3_04_e_40,True,,130,130,1.0,,p12,p12,,13,idle,,1,think,,16,idle,
event_ce02_3_04_e_41,40027,event_ce02_3_04_e,Speech,Locale_SubScenario:event_ce02_3_04_e_41,True,,130,130,1.0,,p12,p12,,13,idle,,1,think,,16,idle,
event_ce02_3_04_e_42,40027,event_ce02_3_04_e,Speech,Locale_SubScenario:event_ce02_3_04_e_42,True,,130,12,1.0,,ce_02_02,ce_02_02,,13,idle,,1,think,,16,idle,
event_ce02_3_04_e_43,40027,event_ce02_3_04_e,Speech,Locale_SubScenario:event_ce02_3_04_e_43,True,,12,12,1.0,,p12,p12,,13,idle,,1,think,,16,idle,notmassproduction
event_ce02_3_04_e_44,40027,event_ce02_3_04_e,Speech,Locale_SubScenario:event_ce02_3_04_e_44,True,,12,12,1.0,,p12,p12,,13,idle,,1,think,,,,
event_ce02_3_04_e_45,40027,event_ce02_3_04_e,Speech,Locale_SubScenario:event_ce02_3_04_e_45,True,,12,12,1.0,,p12,p12,,13,idle,,1,think,,,,
event_ce02_3_04_e_46,40027,event_ce02_3_04_e,Speech,Locale_SubScenario:event_ce02_3_04_e_46,False,,12,12,1.0,,ce_02_02,ce_02_02,,13,idle,,1,surprise,,,,
event_ce02_3_04_e_47,40027,event_ce02_3_04_e,Speech,Locale_SubScenario:event_ce02_3_04_e_47,True,,12,12,1.0,,p12,p12,,13,idle,,1,surprise,,,,
event_ce02_3_04_e_48,40027,event_ce02_3_04_e,Monologue,Locale_SubScenario:event_ce02_3_04_e_48,False,,12,5,1.0,,,,,13,idle,,1,idle,,,,
event_ce02_3_04_e_49,40027,event_ce02_3_04_e,Monologue,Locale_SubScenario:event_ce02_3_04_e_49,False,,5,5,1.0,,,,,13,idle,,1,idle,,,,
event_ce02_3_04_e_50,40027,event_ce02_3_04_e,Speech,Locale_SubScenario:event_ce02_3_04_e_50,True,,5,12,1.0,,p12,p12,,13,idle,,1,idle,,,,
event_ce02_3_04_e_51,40027,event_ce02_3_04_e,Speech,Locale_SubScenario:event_ce02_3_04_e_51,True,,12,12,1.0,,ce_02_02,ce_02_02,,13,idle,,1,idle,,,,
