id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,jump_target,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_ex_seayouagain_18_77,80600,d_ex_seayouagain_18,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_18_77,False,,S_100,S_100,1.0,,,,,,1,delight2,anchor,3,idle,,,,
d_ex_seayouagain_18_78,80600,d_ex_seayouagain_18,Speech,mast_s,Locale_SuddenStory:d_ex_seayouagain_18_78,True,,S_100,S_100,1.0,,mast_s,,,,1,idle2,anchor,3,idle,,,,
d_ex_seayouagain_18_79,80600,d_ex_seayouagain_18,Speech,mast_s,Locale_SuddenStory:d_ex_seayouagain_18_79,True,,S_100,S_10,1.0,,mast_s,,,,1,idle2,anchor,3,idle,,,,
d_ex_seayouagain_18_80,80600,d_ex_seayouagain_18,Speech,mast_s,Locale_SuddenStory:d_ex_seayouagain_18_80,True,,S_10,S_10,1.0,,mast_s,,,,1,idle2,anchor,3,idle,,,,
d_ex_seayouagain_18_81,80600,d_ex_seayouagain_18,Speech,mast_s,Locale_SuddenStory:d_ex_seayouagain_18_81,True,,S_10,S_10,1.0,,mast_s,,,,1,idle2,anchor,3,idle,,,,
d_ex_seayouagain_18_82,80600,d_ex_seayouagain_18,Speech,anchor,Locale_SuddenStory:d_ex_seayouagain_18_82,True,,S_10,S_30,1.0,,anchor,,,,1,idle2,anchor,3,idle,,,,
d_ex_seayouagain_18_83,80600,d_ex_seayouagain_18,Speech,anchor,Locale_SuddenStory:d_ex_seayouagain_18_83,True,,S_30,S_30,1.0,,anchor,,,,1,idle2,anchor,3,delight,,,,
d_ex_seayouagain_18_84,80600,d_ex_seayouagain_18,Self,Self,Locale_SuddenStory:d_ex_seayouagain_18_84,False,,S_30,S_30,1.0,,,,,,1,idle,anchor,3,delight,,,,
d_ex_seayouagain_18_85,80600,d_ex_seayouagain_18,Speech,mast_s,Locale_SuddenStory:d_ex_seayouagain_18_85,True,,S_30,2,1.0,,mast_s,,,,1,idle,anchor,3,idle,,,,
d_ex_seayouagain_18_86,80600,d_ex_seayouagain_18,Speech,anchor,Locale_SuddenStory:d_ex_seayouagain_18_86,True,,2,2,1.0,,anchor,,,,1,idle,anchor,3,idle,,,,
d_ex_seayouagain_18_87,80600,d_ex_seayouagain_18,Speech,anchor,Locale_SuddenStory:d_ex_seayouagain_18_87,True,,2,2,1.0,,anchor,,,,1,idle,anchor,3,surprise,,,,
d_ex_seayouagain_18_88,80600,d_ex_seayouagain_18,Speech,anchor,Locale_SuddenStory:d_ex_seayouagain_18_88,True,,2,2,1.0,,anchor,,,,1,idle,anchor,3,idle,,,,
d_ex_seayouagain_18_89,80600,d_ex_seayouagain_18,Speech,mast_s,Locale_SuddenStory:d_ex_seayouagain_18_89,True,,2,2,1.0,,mast_s,,,,1,angry,anchor,3,idle,,,,
d_ex_seayouagain_18_90,80600,d_ex_seayouagain_18,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_18_90,False,,2,2,1.0,,,,,,1,angry,anchor,3,idle,,,,
d_ex_seayouagain_18_91,80600,d_ex_seayouagain_18,Speech,anchor,Locale_SuddenStory:d_ex_seayouagain_18_91,True,,2,2,1.0,,anchor,,,,1,angry,anchor,3,delight,,,,
d_ex_seayouagain_18_92,80600,d_ex_seayouagain_18,Speech,anchor,Locale_SuddenStory:d_ex_seayouagain_18_92,True,,2,2,1.0,,anchor,,,,1,angry,anchor,3,idle,,,,
d_ex_seayouagain_18_93,80600,d_ex_seayouagain_18,Self,Self,Locale_SuddenStory:d_ex_seayouagain_18_93,False,,2,2,1.0,,,,,,1,angry,anchor,3,idle,,,,
d_ex_seayouagain_18_94,80600,d_ex_seayouagain_18,Speech,mast_s,Locale_SuddenStory:d_ex_seayouagain_18_94,True,,2,2,1.0,,mast_s,,,,1,idle,anchor,3,idle,,,,
d_ex_seayouagain_18_95,80600,d_ex_seayouagain_18,Monologue,Monologue,Locale_SuddenStory:d_ex_seayouagain_18_95,False,,2,2,1.0,,,,,,1,idle,anchor,3,idle,,,,
