id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,highlight,speaker,fade,play_sound,set_camera_shake
event_boomsday_03_s_40,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_40,True,,S_30,S_30,1.0,,,3,idle,elegg,elegg,,,
event_boomsday_03_s_41,40040,event_boomsday_03_s,Monologue,Locale_SubScenario:event_boomsday_03_s_41,False,,S_30,S_30,1.0,,,3,idle,,,,,
event_boomsday_03_s_42,40040,event_boomsday_03_s,Self,Locale_SubScenario:event_boomsday_03_s_42,False,,S_30,S_30,1.0,,,3,idle,,,,,
event_boomsday_03_s_43,40040,event_boomsday_03_s,Self,Locale_SubScenario:event_boomsday_03_s_43,False,,S_30,S_30,1.0,,,3,idle,,,,,
event_boomsday_03_s_44,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_44,True,,S_30,S_30,1.0,none,,3,worry,elegg,elegg,,,
event_boomsday_03_s_45,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_45,True,NikkeCorridor,S_30,S_30,1.0,bgm_story_leisuretime,,3,idle,elegg,elegg,black,,
event_boomsday_03_s_46,40040,event_boomsday_03_s,Narration,Locale_SubScenario:event_boomsday_03_s_46,False,,15,150,0.5,,,3,idle,,,,sfx_scn_shootinggame,
event_boomsday_03_s_47,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_47,False,,S_30,S_30,1.0,,,3,think,elegg,elegg,,,
event_boomsday_03_s_48,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_48,True,,S_30,S_30,1.0,,,3,idle,elegg,elegg,,,
event_boomsday_03_s_49,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_49,True,,S_30,S_30,1.0,,,3,idle,elegg,elegg,,,
event_boomsday_03_s_50,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_50,True,,S_30,S_30,1.0,,,3,idle,elegg,elegg,,,
event_boomsday_03_s_51,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_51,True,,S_30,S_30,1.0,,,3,delight,elegg,elegg,,,
event_boomsday_03_s_52,40040,event_boomsday_03_s,Narration,Locale_SubScenario:event_boomsday_03_s_52,False,,15,150,0.5,,,3,delight,,,,sfx_scn_shootinggame,
event_boomsday_03_s_53,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_53,True,,S_30,S_30,1.0,,,3,delight,elegg,elegg,,,
event_boomsday_03_s_54,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_54,True,,S_30,S_30,1.0,,,3,delight,elegg,elegg,,,
event_boomsday_03_s_55,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_55,True,,S_30,S_30,1.0,,,3,delight,elegg,elegg,,,
event_boomsday_03_s_56,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_56,True,,S_30,S_30,1.0,,,3,delight,trony,trony,,,
event_boomsday_03_s_57,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_57,True,,S_30,S_30,1.0,,,3,worry,elegg,elegg,,,
event_boomsday_03_s_58,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_58,True,,S_30,3,1.0,,,3,worry,elegg,elegg,,,
event_boomsday_03_s_59,40040,event_boomsday_03_s,Narration,Locale_SubScenario:event_boomsday_03_s_59,False,,black,black,1.0,,,3,surprise,,,,,
event_boomsday_03_s_60,40040,event_boomsday_03_s,Narration,Locale_SubScenario:event_boomsday_03_s_60,False,,3,3,1.0,,,3,surprise,,,,,
event_boomsday_03_s_61,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_61,True,,3,3,1.0,,,3,idle,elegg,elegg,,,
event_boomsday_03_s_62,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_62,True,,3,S_30,1.0,,,3,special,elegg,elegg,,,
event_boomsday_03_s_63,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_63,True,,S_30,S_30,1.0,,,3,special,trony,trony,,,
event_boomsday_03_s_64,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_64,True,,S_30,S_30,1.0,,,3,worry,elegg,elegg,,,
event_boomsday_03_s_65,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_65,True,,S_30,S_30,1.0,,,3,worry,elegg,elegg,,,
event_boomsday_03_s_66,40040,event_boomsday_03_s,Narration,Locale_SubScenario:event_boomsday_03_s_66,False,,15,150,0.5,,,3,worry,,,,sfx_scn_shootinggame,
event_boomsday_03_s_67,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_67,True,,S_30,S_30,1.0,,,3,think,elegg,elegg,,,
event_boomsday_03_s_68,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_68,True,Laboratory,S_30,S_30,1.0,,,3,worry,elegg,elegg,black,,
event_boomsday_03_s_69,40040,event_boomsday_03_s,Self,Locale_SubScenario:event_boomsday_03_s_69,False,,S_30,S_30,1.0,,,3,worry,,,,,
event_boomsday_03_s_70,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_70,True,,S_30,S_30,1.0,,,3,idle,elegg,elegg,,,
event_boomsday_03_s_71,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_71,True,,S_30,S_30,1.0,,,3,think,elegg,elegg,,,
event_boomsday_03_s_72,40040,event_boomsday_03_s,Self,Locale_SubScenario:event_boomsday_03_s_72,False,,S_30,S_30,1.0,,,3,think,,,,,
event_boomsday_03_s_73,40040,event_boomsday_03_s,Self,Locale_SubScenario:event_boomsday_03_s_73,False,,S_30,S_30,1.0,,,3,think,,,,,
event_boomsday_03_s_74,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_74,True,,S_30,S_30,1.0,,,3,worry,elegg,elegg,,,
event_boomsday_03_s_75,40040,event_boomsday_03_s,Narration,Locale_SubScenario:event_boomsday_03_s_75,False,NikkeCorridor,150,150,1.0,,,3,surprise,,,black,sfx_scn_metaldoorknockhard,Low_2
event_boomsday_03_s_76,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_76,True,,3,S_30,0.7,,,3,surprise,elegg,elegg,,,
event_boomsday_03_s_77,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_77,True,,S_30,S_30,1.0,,,3,surprise,elegg,elegg,,,
event_boomsday_03_s_78,40040,event_boomsday_03_s,Narration,Locale_SubScenario:event_boomsday_03_s_78,False,,15,150,0.5,,,3,surprise,,,,sfx_scn_shootinggame,
event_boomsday_03_s_79,40040,event_boomsday_03_s,Narration,Locale_SubScenario:event_boomsday_03_s_79,False,,150,150,1.0,,,3,surprise,,,,sfx_scn_metaldoorknockhard,Low_2
event_boomsday_03_s_80,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_80,True,,S_30,S_30,1.0,,,3,surprise,elegg,elegg,,,
event_boomsday_03_s_81,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_81,True,,S_30,S_30,1.0,,,3,surprise,elegg,elegg,,,
event_boomsday_03_s_82,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_82,True,,S_30,S_30,1.0,,,3,surprise,elegg,elegg,,,
event_boomsday_03_s_83,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_83,False,,S_30,S_30,1.0,,,3,surprise,trony,trony,,,
event_boomsday_03_s_84,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_84,False,,S_30,S_30,1.0,,,3,surprise,elegg,elegg,,,
event_boomsday_03_s_85,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_85,False,,S_30,S_30,1.0,,,3,surprise,trony,trony,,,
event_boomsday_03_s_86,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_86,True,,S_30,3,1.0,,,3,pain,elegg,elegg,,,
event_boomsday_03_s_87,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_87,True,,3,3,1.0,,,3,pain,elegg,elegg,,,
event_boomsday_03_s_88,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_88,True,,3,3,1.0,,,3,pain,elegg,elegg,,,
event_boomsday_03_s_89,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_89,True,,3,3,1.0,,,3,idle,elegg,elegg,,,
event_boomsday_03_s_90,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_90,True,Laboratory,S_30,S_30,1.0,,,3,pain,elegg,elegg,black,,
event_boomsday_03_s_91,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_91,True,,S_30,S_30,1.0,,,3,pain,elegg,elegg,,,
event_boomsday_03_s_92,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_92,True,,S_30,S_30,1.0,,,3,pain,elegg,elegg,,,
event_boomsday_03_s_93,40040,event_boomsday_03_s,Self,Locale_SubScenario:event_boomsday_03_s_93,False,,S_30,S_30,1.0,,,3,pain,,,,,
event_boomsday_03_s_94,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_94,True,,S_30,S_30,1.0,,,3,think,elegg,elegg,,,
event_boomsday_03_s_95,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_95,True,,S_30,S_30,1.0,,,3,worry,elegg,elegg,,,
event_boomsday_03_s_96,40040,event_boomsday_03_s,Monologue,Locale_SubScenario:event_boomsday_03_s_96,False,,black,black,1.0,,,3,worry,,,,,
event_boomsday_03_s_97,40040,event_boomsday_03_s,Self,Locale_SubScenario:event_boomsday_03_s_97,False,,S_30,S_30,1.0,,,3,worry,,,,,
event_boomsday_03_s_98,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_98,True,,S_30,S_30,1.0,,,3,think,elegg,elegg,,,
event_boomsday_03_s_99,40040,event_boomsday_03_s,Self,Locale_SubScenario:event_boomsday_03_s_99,False,,S_30,S_30,1.0,,,3,think,,,,,
event_boomsday_03_s_100,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_100,True,,S_30,S_30,1.0,,,3,pain,elegg,elegg,,,
event_boomsday_03_s_101,40040,event_boomsday_03_s,Self,Locale_SubScenario:event_boomsday_03_s_101,False,,S_30,S_30,1.0,,,3,pain,,,,,
event_boomsday_03_s_102,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_102,True,,S_30,S_30,1.0,,,3,pain,elegg,elegg,,,
event_boomsday_03_s_103,40040,event_boomsday_03_s,Self,Locale_SubScenario:event_boomsday_03_s_103,False,,S_30,S_30,1.0,none,,3,pain,,,,,
event_boomsday_03_s_104,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_104,True,,S_30,S_30,1.0,,,3,think,elegg,elegg,,,
event_boomsday_03_s_105,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_105,True,,S_30,S_30,1.0,bgm_intotheswarm,,3,think,elegg,elegg,,,
event_boomsday_03_s_106,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_106,True,,S_30,S_30,1.0,,,3,think,elegg,elegg,,,
event_boomsday_03_s_107,40040,event_boomsday_03_s,Self,Locale_SubScenario:event_boomsday_03_s_107,False,,S_30,S_30,1.0,,,3,think,,,,,
event_boomsday_03_s_108,40040,event_boomsday_03_s,Self,Locale_SubScenario:event_boomsday_03_s_108,False,,S_30,S_30,1.0,,,3,think,,,,,
event_boomsday_03_s_109,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_109,True,,S_30,S_30,1.0,,,3,think,elegg,elegg,,,
event_boomsday_03_s_110,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_110,True,,S_30,S_30,1.0,,,3,think,elegg,elegg,,,
event_boomsday_03_s_111,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_111,True,,S_30,S_30,1.0,,,3,pain,elegg,elegg,,,
event_boomsday_03_s_112,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_112,True,,S_30,S_30,1.0,,,3,think,elegg,elegg,,,
event_boomsday_03_s_113,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_113,True,,S_30,S_30,1.0,,,3,think,elegg,elegg,,,
event_boomsday_03_s_114,40040,event_boomsday_03_s,Self,Locale_SubScenario:event_boomsday_03_s_114,False,,S_30,S_30,1.0,,,3,think,,,,,
event_boomsday_03_s_115,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_115,True,,S_30,S_300,1.0,,,3,pain,elegg,elegg,,,
event_boomsday_03_s_116,40040,event_boomsday_03_s,Self,Locale_SubScenario:event_boomsday_03_s_116,False,,S_300,S_300,1.0,,,3,pain,,,,,
event_boomsday_03_s_117,40040,event_boomsday_03_s,Self,Locale_SubScenario:event_boomsday_03_s_117,False,,S_300,S_300,1.0,,,3,pain,,,,,
event_boomsday_03_s_118,40040,event_boomsday_03_s,Monologue,Locale_SubScenario:event_boomsday_03_s_118,False,,S_300,S_30,1.0,,,3,think,,,,,
event_boomsday_03_s_119,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_119,True,,S_30,S_30,1.0,,,3,think,elegg,elegg,,,
event_boomsday_03_s_120,40040,event_boomsday_03_s,Self,Locale_SubScenario:event_boomsday_03_s_120,False,,S_30,S_30,1.0,,,3,think,,,,,
event_boomsday_03_s_121,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_121,False,,S_30,S_30,1.0,,,3,think,elegg,elegg,,,
event_boomsday_03_s_122,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_122,True,,S_30,S_30,1.0,,,3,idle,elegg,elegg,,,
event_boomsday_03_s_123,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_123,True,,S_30,S_30,1.0,,,3,idle,elegg,elegg,,,
event_boomsday_03_s_124,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_124,True,,S_30,S_30,1.0,,,3,idle,elegg,elegg,,,
event_boomsday_03_s_125,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_125,True,,S_30,S_30,1.0,,,3,idle,elegg,elegg,,,
event_boomsday_03_s_126,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_126,True,,S_30,S_30,1.0,,,3,idle,elegg,elegg,,,
event_boomsday_03_s_127,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_127,True,,S_30,S_30,1.0,,,3,idle,elegg,elegg,,,
event_boomsday_03_s_128,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_128,True,,S_30,S_30,1.0,,,3,idle,elegg,elegg,,,
event_boomsday_03_s_129,40040,event_boomsday_03_s,Monologue,Locale_SubScenario:event_boomsday_03_s_129,False,,S_30,S_30,1.0,,,3,idle,,,,,
event_boomsday_03_s_130,40040,event_boomsday_03_s,Self,Locale_SubScenario:event_boomsday_03_s_130,False,,S_30,S_30,1.0,,,3,idle,,,,,
event_boomsday_03_s_131,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_131,True,,S_30,S_300,1.0,,,3,worry,elegg,elegg,,,
event_boomsday_03_s_132,40040,event_boomsday_03_s,Self,Locale_SubScenario:event_boomsday_03_s_132,False,,S_300,S_300,1.0,,,3,worry,,,,,
event_boomsday_03_s_133,40040,event_boomsday_03_s,Self,Locale_SubScenario:event_boomsday_03_s_133,False,,S_300,S_300,1.0,,,3,worry,,,,,
event_boomsday_03_s_134,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_134,True,,S_300,S_300,1.0,,,3,think,elegg,elegg,,,
event_boomsday_03_s_135,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_135,True,,S_300,S_300,1.0,,,3,think,elegg,elegg,,,
event_boomsday_03_s_136,40040,event_boomsday_03_s,Self,Locale_SubScenario:event_boomsday_03_s_136,False,,S_300,S_300,1.0,,,3,think,,,,,
event_boomsday_03_s_137,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_137,True,,S_300,S_300,1.0,,,3,think,elegg,elegg,,,
event_boomsday_03_s_138,40040,event_boomsday_03_s,Self,Locale_SubScenario:event_boomsday_03_s_138,False,,S_300,S_300,1.0,,,3,think,,,,,
event_boomsday_03_s_139,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_139,False,,S_300,S_300,1.0,,,3,think,elegg,elegg,,,
event_boomsday_03_s_140,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_140,True,,S_300,S_30,1.0,,,3,delight,elegg,elegg,,,
event_boomsday_03_s_141,40040,event_boomsday_03_s,Self,Locale_SubScenario:event_boomsday_03_s_141,False,,S_30,S_30,1.0,,,3,delight,,,,,
event_boomsday_03_s_142,40040,event_boomsday_03_s,Speech,Locale_SubScenario:event_boomsday_03_s_142,True,,S_30,S_30,1.0,,,3,delight,elegg,elegg,,,
