id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_coinsinrush2_04_s_13,40089,event_coinsinrush2_04_s,Self,Locale_MainScenario:event_coinsinrush2_04_s_13,False,,70,70,1.0,,,exia_b_op,,,OP_leftup,idle,,,,,,,,,,,,
event_coinsinrush2_04_s_14,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_14,True,,70,70,1.0,,,exia_b_op,exia_b_op,,OP_leftup,idle,,,,,,,,,,,,
event_coinsinrush2_04_s_15,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_15,True,,70,70,1.0,,,exia_b_op,exia_b_op,,OP_leftup,idle,,,,,,,,,,,,
event_coinsinrush2_04_s_16,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_16,True,,70,70,1.0,,,exia_b_op,exia_b_op,,OP_leftup,idle,,,,,,,,,,,,
event_coinsinrush2_04_s_17,40089,event_coinsinrush2_04_s,Self,Locale_MainScenario:event_coinsinrush2_04_s_17,False,,70,70,1.0,,,exia_b_op,,,OP_leftup,idle,,,,,,,,,,,,
event_coinsinrush2_04_s_18,40089,event_coinsinrush2_04_s,Monologue,Locale_MainScenario:event_coinsinrush2_04_s_18,False,,70,70,1.0,,,exia_b_op,,,OP_leftup,idle,,,,,,,,,,,,
event_coinsinrush2_04_s_19,40089,event_coinsinrush2_04_s,Self,Locale_MainScenario:event_coinsinrush2_04_s_19,False,,70,70,1.0,,,exia_b_op,,,OP_leftup,idle,,,,,,,,,,,,
event_coinsinrush2_04_s_20,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_20,True,,70,70,1.0,,,exia_b_op,exia_b_op,,OP_leftup,idle,,,,,,,,,,,,
event_coinsinrush2_04_s_21,40089,event_coinsinrush2_04_s,Self,Locale_MainScenario:event_coinsinrush2_04_s_21,False,,70,70,1.0,,,exia_b_op,,,OP_leftup,idle,,,,,,,,,,,,
event_coinsinrush2_04_s_22,40089,event_coinsinrush2_04_s,Monologue,Locale_MainScenario:event_coinsinrush2_04_s_22,False,,70,70,1.0,,,exia_b_op,,,OP_leftup,idle,,,,,,,,,,,,
event_coinsinrush2_04_s_23,40089,event_coinsinrush2_04_s,Narration,Locale_MainScenario:event_coinsinrush2_04_s_23,False,,black,black,1.0,sfx_scn_heellanding,,,,,OP_leftup,idle,,ade_b,1,no,,,,,,,,
event_coinsinrush2_04_s_24,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_24,True,,70,10,1.0,,,ade_b,ade_b,,OP_leftup,idle,,,1,no,,,,,,,,
event_coinsinrush2_04_s_25,40089,event_coinsinrush2_04_s,Monologue,Locale_MainScenario:event_coinsinrush2_04_s_25,False,,10,10,1.0,,,ade_b,,,OP_leftup,idle,,,1,no,,,,,,,,
event_coinsinrush2_04_s_26,40089,event_coinsinrush2_04_s,Self,Locale_MainScenario:event_coinsinrush2_04_s_26,False,,10,10,1.0,,,ade_b,,,OP_leftup,idle,,,1,no,,,,,,,,
event_coinsinrush2_04_s_27,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_27,True,,10,10,1.0,,,ade_b,ade_b,,OP_leftup,idle,,,1,no,,,,,,,,
event_coinsinrush2_04_s_28,40089,event_coinsinrush2_04_s,Monologue,Locale_MainScenario:event_coinsinrush2_04_s_28,False,,10,10,1.0,,,ade_b,,,OP_leftup,idle,,,1,no,,,,,,,,
event_coinsinrush2_04_s_29,40089,event_coinsinrush2_04_s,Monologue,Locale_MainScenario:event_coinsinrush2_04_s_29,False,,10,10,1.0,,,ade_b,,,OP_leftup,idle,,,1,no,,,,,,,,
event_coinsinrush2_04_s_30,40089,event_coinsinrush2_04_s,Narration,Locale_MainScenario:event_coinsinrush2_04_s_30,False,,black,black,1.0,sfx_scn_smokebomb,,,,,OP_leftup,idle,exia_b_op,,1,no,sneezingguest,17,idle,,,,,
event_coinsinrush2_04_s_31,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_31,True,,170,170,1.0,,,sneezingguest,sneezingguest,,,,,,1,no,,17,idle,,,,,
event_coinsinrush2_04_s_32,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_32,True,,170,170,1.0,,,sneezingguest,sneezingguest,,,,,,1,no,,17,idle,,,,,
event_coinsinrush2_04_s_33,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_33,True,,170,170,1.0,,,sneezingguest,sneezingguest,,,,,,1,no,,17,idle,,,,,
event_coinsinrush2_04_s_34,40089,event_coinsinrush2_04_s,Monologue,Locale_MainScenario:event_coinsinrush2_04_s_34,False,,black,black,1.0,,,sneezingguest,,,,,,,1,no,,17,idle,sneezingguest,,,,
event_coinsinrush2_04_s_35,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_35,True,,10,100,0.5,,,ade_b,ade_b,,,,,,1,no,,,,,,,,
event_coinsinrush2_04_s_36,40089,event_coinsinrush2_04_s,Self,Locale_MainScenario:event_coinsinrush2_04_s_36,False,,100,100,1.0,,,,,,,,,,1,no,,,,,,,,
event_coinsinrush2_04_s_37,40089,event_coinsinrush2_04_s,Monologue,Locale_MainScenario:event_coinsinrush2_04_s_37,False,CoinRushMainHall,black,black,1.0,,,,,,,,,,1,no,,,,,,,,
event_coinsinrush2_04_s_38,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_38,False,,170,170,1.0,,,,announcement,,,,,,1,surprise,,,,,,,,
event_coinsinrush2_04_s_39,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_39,False,,170,170,1.0,,,,announcement,,,,,,1,surprise,,,,,,,,
event_coinsinrush2_04_s_40,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_40,False,,170,170,1.0,,,,announcement,,,,,,1,surprise,,,,,,,,
event_coinsinrush2_04_s_41,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_41,False,,170,170,1.0,,,,announcement,,,,,,1,surprise,,,,,,,,
event_coinsinrush2_04_s_42,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_42,False,,170,170,1.0,,,,announcement,,,,,,1,surprise,,,,,,,,
event_coinsinrush2_04_s_43,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_43,False,,170,170,1.0,,,,announcement,,,,,,1,surprise,,,,,,,,
event_coinsinrush2_04_s_44,40089,event_coinsinrush2_04_s,Self,Locale_MainScenario:event_coinsinrush2_04_s_44,False,,170,170,1.0,,,,,,,,,,1,surprise,,,,,,,,
event_coinsinrush2_04_s_45,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_45,True,,170,170,1.0,,,milk_b_op_r,milk_b_op_r,milk_b_op_r,OP_rightup,angry1,,,1,surprise,,,,,,,,
event_coinsinrush2_04_s_46,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_46,True,,170,170,1.0,,,milk_b_op_r,milk_b_op_r,,OP_rightup,angry1,,,1,surprise,,,,,,,,
event_coinsinrush2_04_s_47,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_47,True,,170,170,1.0,,,rouge_b_op,rouge_b_op,,OP_rightup,angry1,,,1,surprise,rouge_b_op,OP_leftup,think,,,,,
event_coinsinrush2_04_s_48,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_48,True,,170,170,1.0,,,rouge_b_op,rouge_b_op,,OP_rightup,angry1,,,1,surprise,,OP_leftup,think,,,,,
event_coinsinrush2_04_s_49,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_49,True,,170,170,1.0,,,bay_b_op_r,bay_b_op_r,bay_b_op_r,OP_rightup,angry,milk_b_op_r,,1,surprise,,OP_leftup,think,,,,,
event_coinsinrush2_04_s_50,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_50,True,,170,170,1.0,,,exia_b_op,exia_b_op,,OP_rightup,angry,,,1,surprise,exia_b_op,OP_leftup,idle,rouge_b_op,,,,
event_coinsinrush2_04_s_51,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_51,True,,170,170,1.0,,,exia_b_op,exia_b_op,,OP_rightup,angry,,,1,surprise,,OP_leftup,idle,,,,,
event_coinsinrush2_04_s_52,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_52,True,,170,170,1.0,,,exia_b_op,exia_b_op,,OP_rightup,angry,,,1,surprise,,OP_leftup,idle,,,,,
event_coinsinrush2_04_s_53,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_53,True,,170,10,1.0,,,ade_b,ade_b,,OP_rightup,angry,,,1,no,,OP_leftup,idle,,,,,
event_coinsinrush2_04_s_54,40089,event_coinsinrush2_04_s,Monologue,Locale_MainScenario:event_coinsinrush2_04_s_54,False,,10,10,1.0,sfx_scn_steelrope,,ade_b,,,OP_rightup,angry,,,1,no,,OP_leftup,idle,,,,,
event_coinsinrush2_04_s_55,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_55,True,,10,100,0.5,,,ade_b,ade_b,,OP_rightup,angry,,,1,no,,OP_leftup,idle,,,,,
event_coinsinrush2_04_s_56,40089,event_coinsinrush2_04_s,Self,Locale_MainScenario:event_coinsinrush2_04_s_56,False,,100,100,1.0,,,ade_b,,,OP_rightup,angry,,,1,no,,OP_leftup,idle,,,,,
event_coinsinrush2_04_s_57,40089,event_coinsinrush2_04_s,Monologue,Locale_MainScenario:event_coinsinrush2_04_s_57,False,,black,black,1.0,,,,,,OP_rightup,angry,bay_b_op_r,,1,no,,OP_leftup,idle,exia_b_op,,,,
event_coinsinrush2_04_s_58,40089,event_coinsinrush2_04_s,Self,Locale_MainScenario:event_coinsinrush2_04_s_58,False,,100,100,1.0,,,,,,,,,,1,no,,,,,,,,
event_coinsinrush2_04_s_59,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_59,True,,100,10,1.0,,,ade_b,ade_b,,,,,,1,no,,,,,,,,
event_coinsinrush2_04_s_60,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_60,True,,10,10,1.0,,,milk_b_op,milk_b_op,milk_b_op,OP_leftup,angry1,,,1,surprise,,,,,,,,
event_coinsinrush2_04_s_61,40089,event_coinsinrush2_04_s,Self,Locale_MainScenario:event_coinsinrush2_04_s_61,False,,10,10,1.0,,,milk_b_op,,,OP_leftup,angry1,,,1,surprise,,,,,,,,
event_coinsinrush2_04_s_62,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_62,True,,10,10,1.0,,,milk_b_op,milk_b_op,,OP_leftup,surprise2,,,1,surprise,,,,,,,,
event_coinsinrush2_04_s_63,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_63,True,,10,10,1.0,,,milk_b_op,milk_b_op,,OP_leftup,surprise2,,,1,surprise,,,,,,,,
event_coinsinrush2_04_s_64,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_64,False,,10,10,1.0,,,,announcement,,OP_leftup,surprise2,,,1,surprise,,,,,,,,
event_coinsinrush2_04_s_65,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_65,False,,10,10,1.0,,,,announcement,,OP_leftup,surprise2,,,1,surprise,,,,,,,,
event_coinsinrush2_04_s_66,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_66,False,,10,10,1.0,,,,announcement,,OP_leftup,surprise2,,,1,surprise,,,,,,,,
event_coinsinrush2_04_s_67,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_67,True,,10,10,1.0,,,milk_b_op,milk_b_op,,OP_leftup,angry1,,,1,no,,,,,,,,
event_coinsinrush2_04_s_68,40089,event_coinsinrush2_04_s,Narration,Locale_MainScenario:event_coinsinrush2_04_s_68,False,,black,black,1.0,sfx_scn_nearrunaway,,,,,OP_leftup,angry1,milk_b_op,,1,no,,,,,,,,
event_coinsinrush2_04_s_69,40089,event_coinsinrush2_04_s,Self,Locale_MainScenario:event_coinsinrush2_04_s_69,False,,10,10,1.0,,,,,,,,,,1,no,,,,,,,,
event_coinsinrush2_04_s_70,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_70,True,,10,10,1.0,,,ade_b,ade_b,,,,,,1,no,,,,,,,,
event_coinsinrush2_04_s_71,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_71,True,,10,10,1.0,,,milk_b_op,milk_b_op,milk_b_op,OP_leftup,angry1,,,1,no,,,,,,,,
event_coinsinrush2_04_s_72,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_72,True,,10,10,1.0,,,milk_b_op,milk_b_op,,OP_leftup,angry1,,,1,no,,,,,,,,
event_coinsinrush2_04_s_73,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_73,True,,10,10,1.0,,,milk_b_op,milk_b_op,,OP_leftup,angry1,milk_b_op,,1,no,,,,,,,,
event_coinsinrush2_04_s_74,40089,event_coinsinrush2_04_s,Self,Locale_MainScenario:event_coinsinrush2_04_s_74,False,,10,10,1.0,,,,,,,,,,1,surprise,,,,,,,,
event_coinsinrush2_04_s_75,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_75,True,,10,10,1.0,,,bay_b_op_r,bay_b_op_r,bay_b_op_r,OP_rightup,worry_02,,,1,surprise,,,,,,,,
event_coinsinrush2_04_s_76,40089,event_coinsinrush2_04_s,Monologue,Locale_MainScenario:event_coinsinrush2_04_s_76,False,,10,10,1.0,,,,,,OP_rightup,worry_02,,,1,surprise,,,,,,,,
event_coinsinrush2_04_s_77,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_77,False,,10,10,1.0,,,,milk_b,,OP_rightup,worry_02,,,1,surprise,,,,,,,,
event_coinsinrush2_04_s_78,40089,event_coinsinrush2_04_s,Self,Locale_MainScenario:event_coinsinrush2_04_s_78,False,,10,10,1.0,,,,,,OP_rightup,worry_02,,,1,surprise,,,,,,,,
event_coinsinrush2_04_s_79,40089,event_coinsinrush2_04_s,Monologue,Locale_MainScenario:event_coinsinrush2_04_s_79,False,,10,10,1.0,,,,,,OP_rightup,worry_02,,,1,surprise,,,,,,,,
event_coinsinrush2_04_s_80,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_80,True,,10,10,1.0,,,bay_b_op_r,bay_b_op_r,,OP_rightup,worry_02,,,1,surprise,,,,,,,,
event_coinsinrush2_04_s_81,40089,event_coinsinrush2_04_s,Monologue,Locale_MainScenario:event_coinsinrush2_04_s_81,False,,black,black,1.0,,,,,,OP_rightup,worry_02,bay_b_op_r,,1,surprise,milk_b,5,angry1,,,,,
event_coinsinrush2_04_s_82,40089,event_coinsinrush2_04_s,Self,Locale_MainScenario:event_coinsinrush2_04_s_82,False,,10,50,1.0,,,,,,,,,,1,surprise,,5,angry1,,,,,
event_coinsinrush2_04_s_83,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_83,True,,50,50,1.0,,,milk_b,milk_b,,,,,,1,surprise,,5,angry1,,,,,
event_coinsinrush2_04_s_84,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_84,True,,50,50,1.0,,,milk_b,milk_b,,,,,,1,surprise,,5,angry1,,,,,
event_coinsinrush2_04_s_85,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_85,False,,50,50,1.0,,,,announcement,,,,,,1,surprise,,5,surprise2,,,,,
event_coinsinrush2_04_s_86,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_86,False,,50,50,1.0,,,,announcement,,,,,,1,surprise,,5,surprise2,,,,,
event_coinsinrush2_04_s_87,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_87,False,,50,50,1.0,,,,announcement,,,,,,1,surprise,,5,surprise2,,,,,
event_coinsinrush2_04_s_88,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_88,True,,50,50,1.0,,,milk_b,milk_b,,,,,,1,surprise,,5,angry1,,,,,
event_coinsinrush2_04_s_89,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_89,True,,50,50,1.0,,,exia_b_op,exia_b_op,,,,,,1,surprise,,5,angry1,,exia_b_op,OP_leftup,idle,
event_coinsinrush2_04_s_90,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_90,True,,50,50,1.0,,,exia_b_op,exia_b_op,,,,,,1,surprise,,5,angry1,,,OP_leftup,idle,
event_coinsinrush2_04_s_91,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_91,True,,50,50,1.0,,,exia_b_op,exia_b_op,,,,,,1,surprise,,5,angry1,,,OP_leftup,idle,
event_coinsinrush2_04_s_92,40089,event_coinsinrush2_04_s,Self,Locale_MainScenario:event_coinsinrush2_04_s_92,False,,50,50,1.0,,,,,,,,,,1,surprise,,5,angry1,,,OP_leftup,idle,
event_coinsinrush2_04_s_93,40089,event_coinsinrush2_04_s,Monologue,Locale_MainScenario:event_coinsinrush2_04_s_93,False,Corridor,black,black,1.0,,,,,,,,,,1,surprise,,5,angry1,milk_b,,OP_leftup,idle,exia_b_op
event_coinsinrush2_04_s_94,40089,event_coinsinrush2_04_s,Monologue,Locale_MainScenario:event_coinsinrush2_04_s_94,False,,black,black,1.0,,,,,bay_b,5,worry,,,1,surprise,rouge_b,3,no,,,,,
event_coinsinrush2_04_s_95,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_95,False,,4,4,1.0,,,,bodyguards,,5,worry,,,1,surprise,,3,no,,,,,
event_coinsinrush2_04_s_96,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_96,True,,4,4,1.0,,,bay_b,bay_b,,5,worry,,,1,surprise,,3,no,,,,,
event_coinsinrush2_04_s_97,40089,event_coinsinrush2_04_s,Self,Locale_MainScenario:event_coinsinrush2_04_s_97,False,,4,4,1.0,,,bay_b,,,5,worry,,,1,surprise,,3,no,,,,,
event_coinsinrush2_04_s_98,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_98,True,,4,4,1.0,,,exia_b_op,exia_b_op,,5,worry,,,1,surprise,,3,no,,exia_b_op,OP_leftup,idle,
event_coinsinrush2_04_s_99,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_99,True,,4,4,1.0,,,exia_b_op,exia_b_op,,5,worry,,,1,surprise,,3,no,,,OP_leftup,idle,
event_coinsinrush2_04_s_100,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_100,True,,4,4,1.0,,,rouge_b,rouge_b,,5,worry,,,1,surprise,,3,no,,,OP_leftup,idle,
event_coinsinrush2_04_s_101,40089,event_coinsinrush2_04_s,Monologue,Locale_MainScenario:event_coinsinrush2_04_s_101,False,,4,4,1.0,,,rouge_b,,,5,worry,,,1,surprise,,3,no,,,OP_leftup,idle,
event_coinsinrush2_04_s_102,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_102,True,,4,4,1.0,,,rouge_b,rouge_b,,5,worry,,,1,surprise,,3,think,,,OP_leftup,idle,
event_coinsinrush2_04_s_103,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_103,True,,4,2,1.0,,,ade_b,ade_b,,5,worry,,,1,surprise,,3,think,,,OP_leftup,idle,
event_coinsinrush2_04_s_104,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_104,True,,2,2,1.0,,,rouge_b,rouge_b,,5,worry,,,1,surprise,,3,think,,,OP_leftup,idle,
event_coinsinrush2_04_s_105,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_105,True,,2,2,1.0,,,rouge_b,rouge_b,,5,worry,,,1,surprise,,3,think,,,OP_leftup,idle,
event_coinsinrush2_04_s_106,40089,event_coinsinrush2_04_s,Monologue,Locale_MainScenario:event_coinsinrush2_04_s_106,False,,2,2,1.0,,,rouge_b,,,5,worry,,,1,surprise,,3,think,,,OP_leftup,idle,
event_coinsinrush2_04_s_107,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_107,True,,2,2,1.0,,,exia_b_op,exia_b_op,,5,worry,,,1,surprise,,3,think,,,OP_leftup,idle,
event_coinsinrush2_04_s_108,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_108,True,,2,2,1.0,,,exia_b_op,exia_b_op,,5,worry,,,1,surprise,,3,think,,,OP_leftup,idle,
event_coinsinrush2_04_s_109,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_109,True,,2,10,1.0,,,ade_b,ade_b,,5,worry,,,1,no,,3,think,,,OP_leftup,idle,
event_coinsinrush2_04_s_110,40089,event_coinsinrush2_04_s,Monologue,Locale_MainScenario:event_coinsinrush2_04_s_110,False,,10,10,1.0,,,,,,5,worry,,,1,no,,3,think,,,OP_leftup,idle,
event_coinsinrush2_04_s_111,40089,event_coinsinrush2_04_s,Narration,Locale_MainScenario:event_coinsinrush2_04_s_111,False,,black,black,1.0,sfx_scn_rain,,,,,5,worry,,,1,no,,3,think,,,OP_leftup,idle,exia_b_op
event_coinsinrush2_04_s_112,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_112,False,,170,170,1.0,,,,bodyguards,,5,worry,,,1,no,,3,think,,,,,
event_coinsinrush2_04_s_113,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_113,False,,170,170,1.0,,,,scarbodyguard,,5,worry,,,1,no,,3,think,,,,,
event_coinsinrush2_04_s_114,40089,event_coinsinrush2_04_s,Monologue,Locale_MainScenario:event_coinsinrush2_04_s_114,False,,170,170,1.0,,,,,,5,worry,,,1,no,,3,think,,,,,
event_coinsinrush2_04_s_115,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_115,True,,170,10,1.0,,,ade_b,ade_b,,5,worry,,,1,no,,3,think,,,,,
event_coinsinrush2_04_s_116,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_116,True,,10,100,0.5,,,ade_b,ade_b,,5,worry,,,1,no,,3,think,,,,,
event_coinsinrush2_04_s_117,40089,event_coinsinrush2_04_s,Monologue,Locale_MainScenario:event_coinsinrush2_04_s_117,False,,100,100,1.0,,,,,,5,worry,,,1,no,,3,think,,,,,
event_coinsinrush2_04_s_118,40089,event_coinsinrush2_04_s,Narration,Locale_MainScenario:event_coinsinrush2_04_s_118,False,,black,black,1.0,sfx_scn_heavyspark,,,,,5,worry,,,1,no,,3,think,,,,,
event_coinsinrush2_04_s_119,40089,event_coinsinrush2_04_s,Speech,Locale_MainScenario:event_coinsinrush2_04_s_119,False,,170,170,1.0,,,,bodyguards,,5,worry,,,1,no,,3,think,,,,,
event_coinsinrush2_04_s_120,40089,event_coinsinrush2_04_s,Monologue,Locale_MainScenario:event_coinsinrush2_04_s_120,False,,170,170,1.0,,,,,,5,worry,,,1,no,,3,think,,,,,
